"wages","education","age","sex","language"
NA,10,58,"Male","English"
NA,13,57,"Female","English"
15,17,25,"Male","English"
NA,NA,86,"Male","English"
NA,11,25,"Female","French"
19,18,31,"Male","English"
7.5,15.5,46,"Female","English"
NA,17,37,"Male","English"
18.74,5,57,"Male","Other"
27,14,34,"Male","English"
NA,8,78,"Female","Other"
NA,7,59,"Male","English"
NA,8,90,"Male","Other"
13.13,11,48,"Male","English"
NA,12,59,"Male","English"
12,12,22,"Male","English"
17.9,9,64,"Male","English"
NA,17,76,"Female","English"
11.5,5,60,"Male","Other"
NA,16,71,"Female","English"
13.65,12,32,"Female","English"
14.4,11,52,"Male","English"
NA,17,61,"Male","English"
NA,10,64,"Female","English"
8.06,9.5,23,"Female",NA
16.21,NA,43,"Male","English"
10.25,12,35,"Female","English"
8.32,12.5,21,"Male","English"
6.41,15.5,39,"Female","French"
10,12,42,"Male","English"
17.42,12,41,"Female","English"
32.91,18,47,"Male","English"
6.7,13.6,20,"Female",NA
24.4,10,48,"Male","English"
17.76,15,42,"Male","English"
10.44,16.5,21,"Female","English"
15.42,15.8,32,"Female","English"
NA,12,73,"Male","English"
11.82,16,34,"Female","English"
NA,6,82,"Male","English"
18.43,12,32,"Male","English"
13,14,23,"Male","English"
NA,10.6,18,"Male","English"
20.5,18.3,34,"Female","Other"
NA,12,73,"Male","English"
7.5,NA,48,"Male","English"
9,1,21,"Male","English"
6.72,12,59,"Female","English"
NA,10,34,"Female","English"
NA,17,48,"Male","English"
9.52,16,43,"Male","English"
NA,11,54,"Male","English"
NA,10,42,"Female","French"
3,12,17,"Male","English"
NA,10,16,"Female","English"
NA,16,69,"Male","English"
NA,11,61,"Female","English"
NA,12,55,"Female","Other"
15.49,9,33,"Male","English"
7,13.5,32,"Female","English"
13.6,12.5,32,"Male","English"
8.71,11,34,"Female","French"
NA,10,58,"Male","Other"
12.48,15.5,26,"Female","Other"
NA,13,71,"Male","English"
9.86,9.5,57,"Female","English"
11.52,12.3,29,"Female","Other"
NA,NA,60,"Male","English"
11.67,14.5,27,"Female","Other"
15.97,11,24,"Female","English"
NA,10,71,"Male","English"
22.02,15.5,42,"Female","English"
12.46,13,37,"Female","English"
13.95,12,49,"Female","English"
NA,10,68,"Male","English"
18.92,13,36,"Male","Other"
NA,15,23,"Male","English"
14.21,18,38,"Female","English"
24,16,40,"Male","English"
NA,12,61,"Female","English"
NA,11,31,"Male","English"
13.7,18,27,"Female","English"
NA,17.5,41,"Female","Other"
35.7,20,58,"Male","English"
7.27,12.5,19,"Female","Other"
14.59,13.5,51,"Female","English"
17,11,54,"Male","English"
NA,11,49,"Female","French"
8.31,12,32,"Female","English"
NA,17,56,"Female","English"
NA,13,67,"Male","English"
18.41,15,33,"Male","English"
NA,12,26,"Female","Other"
6.52,17,27,"Female","English"
NA,10,17,"Female","French"
NA,16,72,"Male","English"
NA,12.5,37,"Female","English"
NA,9,78,"Female","English"
NA,13,63,"Male","English"
NA,10,24,"Female","English"
12.65,10,57,"Male","Other"
NA,7,68,"Male","French"
NA,8,94,"Male","English"
NA,10,16,"Female","English"
11.04,17,27,"Male","English"
9.33,12.2,25,"Female","English"
NA,12,39,"Female","English"
18.29,14.1,28,"Male","English"
6.7,0,22,"Female","Other"
NA,12,74,"Male","English"
NA,15.5,68,"Male","English"
NA,7,68,"Male","Other"
10.38,12.8,56,"Female","English"
7.84,14.5,22,"Male","Other"
6.65,10,16,"Female","English"
NA,10.8,17,"Male","English"
47.52,20,58,"Male","English"
NA,8,59,"Male","Other"
12.54,7,31,"Male","Other"
NA,13,42,"Male","English"
8.26,12.5,28,"Female","English"
NA,8,67,"Female","English"
NA,15,62,"Female","English"
8.36,10,32,"Male","English"
23.04,16,42,"Female","English"
11,16,28,"Male","French"
12.9,14,42,"Female","English"
12.48,15,29,"Male","English"
9.79,15,22,"Male","English"
19,14.1,53,"Female","English"
10,12,33,"Female","French"
27.45,17,40,"Female","French"
NA,10,52,"Male","English"
20.84,17.1,34,"Male","English"
8.57,13.5,20,"Male","English"
27.5,8,62,"Male","English"
NA,12.5,75,"Female","English"
NA,13,39,"Female","English"
13.23,8,47,"Female","English"
NA,8,71,"Male","French"
26.48,13,33,"Female","English"
NA,8,51,"Female","English"
NA,0,67,"Female","English"
20.99,15,48,"Male","English"
NA,10,16,"Female","English"
NA,12.5,63,"Male","English"
NA,12,38,"Female","English"
7.3,8,29,"Female","English"
NA,9,75,"Male","French"
NA,16,63,"Male","Other"
14.13,12,36,"Male","English"
NA,12,59,"Female","English"
9.44,11.2,47,"Male","English"
9.5,11.5,38,"Female","English"
NA,12,44,"Female","French"
10.56,13.5,34,"Male","English"
22.03,16,41,"Male","English"
13,14,40,"Male","French"
NA,11,61,"Female","English"
NA,13,42,"Female","English"
NA,8,80,"Female","Other"
NA,12,66,"Female","English"
NA,10,61,"Female","English"
NA,10,75,"Female","English"
NA,14,40,"Male","Other"
NA,18,40,"Female","Other"
17,15.6,37,"Male","English"
NA,13,70,"Female","English"
NA,6,49,"Female","English"
NA,10.8,19,"Male","English"
15,12,54,"Male","English"
NA,8,68,"Male","English"
NA,14.3,24,"Female","English"
NA,8.5,46,"Male","English"
NA,12,50,"Female","English"
NA,10.5,38,"Female","English"
18.33,18,30,"Male","English"
4.25,12,17,"Male","English"
18.16,14.5,38,"Male","English"
NA,9.8,21,"Female","English"
7.24,12.5,23,"Female","English"
12.07,15.3,42,"Female","English"
NA,10,34,"Female","English"
26.02,15,44,"Female","Other"
NA,16.4,26,"Male","Other"
11.06,11,54,"Female","English"
16,12,34,"Male","English"
16.64,14,35,"Female","English"
21.84,12,20,"Female","English"
15.67,7,62,"Male","English"
7.66,17,23,"Female","English"
19.84,13.1,44,"Male","English"
NA,16.4,67,"Male","English"
NA,12,50,"Male","English"
14.98,12,30,"Male","English"
8.65,11,17,"Female","English"
7,12,31,"Female","English"
NA,13,63,"Female","Other"
NA,11.1,41,"Male","Other"
NA,6,60,"Male","English"
25.6,15,46,"Male","English"
NA,0,54,"Male","Other"
21.94,15,46,"Male","Other"
18.11,15,41,"Male","English"
6.25,12,29,"Female","Other"
NA,12,63,"Female","English"
NA,14,77,"Male","English"
NA,14,46,"Male","English"
13.31,13,36,"Female","French"
19.2,14.5,44,"Female","English"
NA,12,67,"Female","English"
NA,16,58,"Female","Other"
NA,17,37,"Male","English"
16.83,20,46,"Male","English"
NA,11,35,"Female","English"
7,11,16,"Male","English"
13.75,16.3,43,"Male","Other"
21.8,10,50,"Male","English"
40.45,NA,48,"Male",NA
23.04,18,46,"Male","English"
14.97,15,23,"Male","English"
16.73,16,33,"Male","English"
NA,13,19,"Female","English"
10,10.5,30,"Female","English"
30.49,15,46,"Male","Other"
NA,9,56,"Male","Other"
7,10,17,"Female","English"
15.65,16,41,"Female","English"
NA,13,68,"Female","English"
NA,12,46,"Male","English"
10.14,13.5,33,"Male","English"
10.51,13.3,42,"Female","English"
NA,15,33,"Male","English"
NA,12,74,"Male","English"
NA,14,27,"Female","English"
NA,8,73,"Female","English"
27.39,17,48,"Male","English"
21.12,17,44,"Male","English"
NA,8,54,"Male","English"
NA,13,61,"Male","Other"
NA,3,47,"Female","Other"
NA,10,54,"Female","English"
NA,12,29,"Male","English"
22.34,16,24,"Female","English"
10.97,14,39,"Female","Other"
NA,8.5,32,"Female","English"
20.16,12.5,27,"Female","English"
39.84,18,58,"Female","English"
12.67,12,45,"Female","English"
5,11.5,58,"Female","English"
NA,14,52,"Female","English"
11,11,45,"Female","English"
NA,11,39,"Male","English"
24,17,49,"Male","English"
NA,9,24,"Male","English"
22.4,16.5,31,"Male","English"
NA,11,59,"Male","Other"
18,14,25,"Male","English"
NA,4,57,"Female","Other"
14.35,6,46,"Male","Other"
NA,20,53,"Female","English"
4.65,14,21,"Male","English"
14,14,28,"Male","English"
18.27,12.5,40,"Male","English"
16.8,13,49,"Male","English"
NA,8,61,"Female","English"
7.25,9,34,"Female","English"
15.84,13,55,"Female","English"
NA,9,16,"Male","English"
NA,11,17,"Male","English"
19.91,12.5,48,"Female","Other"
10.97,13,27,"Female","English"
10,8,50,"Male","English"
23.99,NA,33,"Male","English"
6.35,14.5,19,"Female","English"
NA,9,78,"Male","English"
6.58,12,19,"Female","English"
NA,8,71,"Male","Other"
22.25,10.5,55,"Male","English"
NA,NA,27,"Female","English"
NA,13,47,"Male","English"
21,8,56,"Male","Other"
14.4,11.5,54,"Female","English"
NA,11,51,"Female","English"
26.4,11,40,"Male","English"
24,17.1,36,"Male","English"
19.2,10,49,"Male","Other"
NA,8,58,"Female","Other"
NA,10,83,"Female","English"
12.5,11,59,"Female","English"
31.43,17.5,36,"Male","English"
NA,NA,42,"Male",NA
6.74,13,19,"Male","English"
8.32,14,32,"Female","English"
NA,11,83,"Female","French"
8.86,12,29,"Male","English"
7.7,14.6,21,"Male","English"
24.44,13.5,43,"Male","English"
NA,5,72,"Female","Other"
19.5,14,45,"Male","Other"
9.61,17,31,"Male","English"
6.53,19,67,"Male","English"
12.03,14.5,33,"Female","English"
30.27,17,41,"Male","English"
15,11,52,"Male","English"
7.49,15,21,"Female","English"
5.56,NA,31,"Male","English"
NA,12,42,"Male","English"
NA,12,25,"Male","Other"
9,12,42,"Male","English"
6.7,12,18,"Female","English"
12,8,43,"Male","English"
9.16,6,42,"Male","Other"
NA,0,66,"Female","English"
7.16,11,29,"Female","English"
NA,11,55,"Male","English"
17.08,12,30,"Male","English"
NA,12,35,"Male","Other"
NA,9,72,"Male","English"
7.4,14,22,"Male","English"
16.79,10.5,33,"Female","English"
NA,16,65,"Male","English"
9.02,15.5,21,"Female","English"
17.18,11,34,"Male","English"
47.26,17.3,42,"Male","English"
13.97,11,47,"Male","English"
7.42,11,19,"Female","English"
NA,10,40,"Male","English"
NA,20,51,"Female","English"
12.5,10,49,"Female","Other"
14.37,14,27,"Female","English"
NA,15,32,"Female","English"
NA,15,42,"Male","English"
NA,12,85,"Female","Other"
10.51,13,27,"Female","French"
NA,16.5,68,"Female","English"
NA,12,42,"Male","English"
NA,16,36,"Male","English"
NA,NA,16,"Female",NA
NA,9.5,34,"Female","English"
34.23,18,26,"Male",NA
16.25,14,57,"Female","French"
NA,13,58,"Female","English"
14.63,13,59,"Female","English"
NA,7,70,"Female","French"
NA,13,39,"Female","English"
12.51,14.5,35,"Female","English"
7.13,12,46,"Female","English"
17.88,12,37,"Female","French"
NA,15.5,38,"Female","Other"
6.7,13.8,20,"Female","English"
NA,14,29,"Female","English"
13.95,10,35,"Female","English"
18.65,13,55,"Female","English"
NA,16,61,"Female","English"
14.94,11,45,"Female","English"
7.08,12,49,"Female","English"
16.96,12.1,39,"Female","English"
12.73,9,57,"Female","Other"
NA,10,50,"Male","English"
8.5,8,64,"Male","Other"
16.51,4.5,52,"Male","English"
7,9,39,"Female","English"
22.45,13,28,"Male","English"
13,12.6,35,"Female","English"
23.04,13,31,"Male","English"
7,10,16,"Male","English"
20,11,56,"Male","English"
NA,8,72,"Male","Other"
29.62,17,42,"Female","English"
16.3,16.4,29,"Female","English"
16.59,16,44,"Male","English"
NA,12,82,"Female","English"
NA,12,34,"Male","French"
NA,17,41,"Female","Other"
10,12,33,"Male","Other"
NA,0,80,"Male","Other"
21.06,13,60,"Female","English"
NA,12,25,"Female","French"
10.25,12,63,"Female","Other"
9.38,10.5,34,"Male","French"
NA,16,48,"Female","English"
26.27,18,34,"Male","English"
12.37,13.3,25,"Female","English"
22.38,11.5,46,"Male","English"
7.88,13,20,"Female","English"
NA,10.5,52,"Female","Other"
NA,10,65,"Female","Other"
NA,10.5,60,"Male","Other"
15.73,15.6,39,"Female","Other"
7.08,13,19,"Male","English"
28.32,17,46,"Female","English"
NA,3,40,"Male","English"
30.72,20,36,"Male","Other"
22.17,16.8,24,"Female","Other"
6.9,14,20,"Male","English"
NA,12,46,"Female","English"
12.75,10.5,41,"Female","English"
NA,10,48,"Female","English"
NA,16.9,24,"Female","English"
12.21,11,30,"Male","English"
7.65,12,53,"Female","English"
8.32,18,25,"Female","English"
NA,12.5,35,"Female","English"
7.12,16.5,23,"Male","English"
12.5,15,45,"Female","Other"
18.92,19,52,"Male","English"
NA,12,30,"Female","English"
NA,8,71,"Male",NA
NA,14.5,21,"Male","English"
NA,12,29,"Male","English"
NA,0,82,"Female","Other"
10,18.3,23,"Male","English"
7,13,18,"Male","English"
11.5,11.3,21,"Male","French"
17.92,13.1,39,"Female","English"
NA,4.6,20,"Male","English"
NA,17,81,"Female","English"
NA,17,73,"Female","English"
NA,15,45,"Female","English"
NA,16,67,"Female","English"
15.36,12,37,"Female","French"
6.7,13.1,42,"Female","English"
14.21,12,32,"Male","English"
NA,13.5,37,"Female","French"
NA,7,77,"Female","English"
14.61,10,51,"Male","French"
15,3,59,"Male","Other"
8.57,13.8,31,"Female","French"
13.75,11,30,"Male","English"
13.92,12,59,"Female","English"
6.7,13.9,59,"Male","English"
20.91,12.5,41,"Female","English"
32.16,12,43,"Male","English"
11,14,30,"Female","Other"
13.71,13.3,45,"Female","English"
17.89,14,25,"Female","English"
10.97,16,26,"Male","English"
16.47,12,34,"Female","English"
15.1,14.1,27,"Female","English"
3.18,20,35,"Male","French"
NA,12.5,24,"Male","English"
8.21,14,32,"Female","English"
14.4,16,41,"Female","English"
9.91,15,39,"Female","French"
NA,0,80,"Female","Other"
NA,16,62,"Female","English"
NA,8.6,22,"Female","English"
NA,NA,16,"Male",NA
NA,10,70,"Male","English"
NA,13,19,"Female","English"
NA,9.5,41,"Female","English"
10.81,12,62,"Female","English"
NA,16,40,"Male","English"
NA,8,66,"Female","English"
13,12,39,"Female","English"
NA,19,52,"Male","English"
NA,12,34,"Female","French"
8.7,12,26,"Female","English"
NA,19,51,"Male","English"
29.01,14,41,"Male","English"
NA,5,67,"Female","Other"
16.96,12,26,"Female","French"
7.15,11.9,18,"Female","English"
15.76,16,63,"Female","English"
10.26,9,32,"Female","English"
7,12,18,"Female","English"
25.74,13,34,"Male","Other"
NA,13,76,"Male","English"
26.72,18,46,"Female","English"
8.64,16,39,"Female","English"
NA,8,74,"Female","Other"
NA,14,48,"Female","Other"
10.59,8,22,"Male","English"
NA,8,54,"Female","Other"
24.67,NA,44,"Female","English"
8.32,11,30,"Female","English"
11.52,13,67,"Male","English"
45.12,8,53,"Male","English"
9.7,15,29,"Male","English"
NA,20,71,"Female","English"
25.48,13,56,"Female","English"
NA,12,82,"Male","English"
NA,17,35,"Female","English"
33.6,16,40,"Male","English"
NA,13,41,"Female","English"
NA,6,68,"Female","Other"
18.92,NA,54,"Male",NA
17.28,15,30,"Female","English"
23.04,20,44,"Female","English"
6.7,12,43,"Female","English"
NA,4,55,"Male","French"
6.35,12.8,22,"Male","English"
31.2,18,48,"Male","English"
NA,8,79,"Female","English"
30.7,14,44,"Male","Other"
12.57,20,47,"Female","English"
11.65,8,63,"Male","English"
8.23,15,21,"Female","English"
NA,8,75,"Female","English"
NA,10,53,"Male","English"
NA,9,49,"Male","English"
NA,10,67,"Male","Other"
18.21,19,30,"Female","French"
NA,9,32,"Female","English"
17.9,9,38,"Male","English"
23.48,16,44,"Female","English"
NA,12,76,"Female","English"
NA,14,70,"Male","English"
8.65,13,19,"Male","English"
6.25,11,17,"Female","English"
32.34,16,51,"Female","English"
22.57,15,57,"Male","French"
19,14.5,39,"Male","English"
NA,11.5,60,"Male","English"
NA,14,41,"Male","English"
NA,13,63,"Female","English"
25.89,NA,35,"Female",NA
NA,9,78,"Female","Other"
18,15,24,"Female","French"
NA,15,64,"Female","English"
6.35,12,17,"Male","English"
13.44,12,51,"Female","English"
15.89,14,42,"Male","English"
15.8,6,30,"Male","French"
4.8,NA,33,"Male","French"
17.76,18.1,28,"Female","Other"
11,15,31,"Male","English"
15.41,NA,27,"Female","English"
NA,8,80,"Female","English"
NA,14.3,32,"Female","English"
16.4,13.5,59,"Female","English"
NA,4,85,"Female","Other"
23.04,12.5,24,"Female","English"
NA,10.8,18,"Male","English"
NA,15,37,"Male","English"
NA,10,35,"Male","English"
6.71,12,29,"Female","English"
NA,11,82,"Male","English"
18.25,15.5,37,"Male","English"
NA,14,33,"Male","English"
14.96,12,46,"Male","Other"
10.5,9,62,"Male","English"
NA,10,82,"Female","English"
NA,11,80,"Female","English"
NA,14,60,"Female","Other"
NA,12,54,"Female","English"
NA,NA,82,"Female","English"
13.48,17.5,38,"Female","English"
NA,10,64,"Male","English"
28.32,14.1,44,"Male","Other"
NA,13,23,"Male","English"
8.04,16,22,"Female","English"
6.87,13,19,"Female","English"
NA,16,69,"Female","English"
NA,10,57,"Female","English"
6.76,12.1,20,"Male","English"
38.4,17,49,"Male","English"
22,11,27,"Male","French"
18.42,19,27,"Female","English"
NA,12,50,"Female","English"
6.8,12,38,"Female","Other"
23,12,36,"Male","French"
8,10.5,47,"Female","French"
NA,11,69,"Female","English"
NA,8.5,70,"Female","English"
19,13,28,"Male","French"
NA,14,74,"Female","Other"
NA,NA,50,"Female","Other"
13.57,11,43,"Male","English"
NA,12,85,"Female","French"
18.41,13.3,47,"Female","English"
15,14,28,"Female","English"
NA,12,19,"Female","Other"
24,10,46,"Male","English"
NA,12,26,"Female","English"
12.5,11.5,42,"Male","English"
19,14.2,53,"Male","English"
NA,16,38,"Male","English"
NA,12,40,"Male","English"
NA,11,49,"Female","English"
10.5,12.5,19,"Female","English"
21.6,15,36,"Male","English"
NA,12,69,"Male","English"
11.04,13,44,"Female","Other"
10.4,12,31,"Male","English"
17.77,15,31,"Female","English"
NA,11.8,21,"Male","English"
28,14,44,"Male","English"
6.85,10,16,"Female","English"
6.65,14,20,"Female","English"
NA,11,21,"Male","English"
25.95,16,51,"Female","English"
NA,11,27,"Male","English"
NA,10,16,"Male","English"
NA,8,74,"Male","French"
NA,5,70,"Male","English"
21.12,14,46,"Male","English"
14.72,12.5,25,"Male","English"
NA,14,21,"Female","English"
NA,15,67,"Female","English"
NA,15,72,"Female","English"
7.62,12.5,38,"Male","English"
14.34,14,32,"Female","French"
NA,8,27,"Male","Other"
12.5,8,31,"Female","English"
10,14,19,"Male","French"
8.5,6.4,65,"Female","Other"
NA,13,62,"Male","Other"
24.84,9,32,"Male","English"
26.33,16,31,"Female","English"
15.36,12,30,"Male","English"
NA,15,34,"Male","English"
16.32,13,54,"Female","English"
23.81,NA,45,"Female","English"
11.5,16.7,29,"Male","English"
14.8,11.5,33,"Female","English"
NA,NA,65,"Male","Other"
NA,12,43,"Female","English"
26.88,10,36,"Male","English"
13.25,11,46,"Male","English"
16.4,15,30,"Male","English"
NA,11,51,"Male","English"
6.75,12.2,21,"Male","English"
NA,8.5,51,"Female","English"
19.64,17.3,43,"Male","English"
7.75,17.3,35,"Female","English"
6.34,3,16,"Female","English"
15.77,12.5,32,"Male","English"
NA,9,55,"Male","Other"
NA,3,80,"Male","French"
15.71,15,49,"Female","English"
NA,7,74,"Female","English"
NA,17,24,"Female","English"
NA,12,38,"Male","English"
NA,8,82,"Female","English"
19,10,48,"Male","English"
NA,10,59,"Male","English"
NA,16,30,"Female","English"
11.07,15.3,24,"Female","English"
18.33,13,32,"Male","English"
NA,8,77,"Male","Other"
6.25,17,45,"Female","English"
6.5,9,16,"Male","English"
14.4,10,59,"Male","English"
NA,10,73,"Female","English"
19.5,16,45,"Female","English"
NA,12,42,"Female","English"
NA,19,46,"Female","English"
45.22,12.5,67,"Female","English"
17.84,14.2,33,"Male","English"
17.76,12,44,"Male","English"
15,17,26,"Male","English"
7.1,12,40,"Female","English"
NA,11,42,"Male","English"
NA,14,72,"Female","English"
NA,11,70,"Female","English"
21,14,54,"Male","Other"
25.6,17,34,"Female","English"
8,10,32,"Male","English"
9,8,66,"Male","Other"
NA,7,32,"Female","English"
NA,9,64,"Male","English"
NA,6,73,"Male","Other"
20,13,48,"Male","English"
39.21,12,37,"Male","English"
8,14,40,"Female","English"
22.02,14,31,"Male","English"
NA,13,47,"Male","English"
NA,14.5,23,"Female","English"
NA,14,66,"Female","English"
16.25,14,34,"Male","English"
NA,13.5,45,"Male","Other"
6.74,12.1,18,"Female","English"
13.9,17,28,"Male","English"
19.65,12.5,33,"Female","English"
12.8,14,58,"Female","English"
26.24,12,34,"Male","English"
28.79,14,35,"Female","English"
15.53,12.5,38,"Female","English"
NA,6,62,"Female","English"
13.64,12.1,41,"Male","Other"
6.5,12,17,"Male","English"
NA,6,58,"Male","English"
26,11,61,"Male","Other"
13.18,18.5,27,"Male","English"
NA,16,55,"Female","English"
16,14,51,"Female","English"
33.36,13,45,"Male","English"
10.93,13,35,"Female","English"
26.37,9,58,"Male","English"
NA,12,32,"Male","English"
11.43,10,26,"Female","English"
NA,17,31,"Female","English"
18.92,10,57,"Male","English"
NA,12,64,"Female","English"
NA,0,78,"Female","English"
7.66,15.3,24,"Female","English"
NA,12.5,32,"Female","English"
17,NA,26,"Female","English"
NA,NA,16,"Male",NA
NA,9,66,"Female","English"
23.05,10,51,"Male","French"
7.5,12.1,32,"Female","English"
NA,8,57,"Female","English"
13,15,26,"Female","English"
NA,13.2,63,"Female","English"
27,20,40,"Female","Other"
29.87,20,60,"Male","Other"
10.71,15,35,"Female","English"
6.7,16,59,"Female","French"
NA,8,68,"Female","English"
6.85,15.5,20,"Female","English"
NA,12,56,"Female","English"
25.79,11,31,"Male","English"
5.87,11,34,"Male","Other"
6.9,15.5,21,"Male","English"
NA,8,90,"Male","Other"
5,10,16,"Male","English"
NA,12,60,"Female","English"
7.23,11,35,"Female","English"
NA,8,73,"Male","English"
21.95,18,26,"Male","English"
16.57,12.5,36,"Male","English"
13,20,26,"Female","English"
NA,10.5,62,"Male","English"
16.15,17.3,34,"Female","English"
6.7,10,22,"Female","English"
NA,9,66,"Male","English"
NA,7,56,"Female","Other"
NA,17.5,67,"Male","English"
NA,14,30,"Male","English"
NA,12,66,"Male","English"
NA,11.5,45,"Female","English"
NA,8,59,"Male","English"
16,9,38,"Male","English"
15,13,54,"Male","Other"
14.03,14.8,32,"Female","French"
6.75,12,18,"Female","English"
24.96,NA,33,"Male","English"
NA,10,54,"Male","Other"
NA,12,43,"Male","French"
NA,10.5,54,"Male","English"
26.76,13,38,"Male","French"
8.9,12,20,"Female","English"
NA,17,39,"Male","Other"
26.88,12.5,34,"Male","English"
5.7,15.6,20,"Female","English"
NA,10,66,"Male","English"
NA,10,84,"Female","English"
NA,12,51,"Male","English"
46.42,18,59,"Male","Other"
7.58,12,47,"Female","English"
NA,12,86,"Female","English"
13.99,12.5,37,"Female","English"
6.35,NA,16,"Male",NA
14.85,12.5,48,"Female","English"
NA,8,70,"Female","French"
NA,7,80,"Male","Other"
NA,12,17,"Female","English"
NA,5,85,"Female","Other"
NA,10,73,"Male","English"
7,14.3,23,"Male","English"
3.84,13,37,"Female","English"
NA,12,54,"Female","English"
17.16,13.6,42,"Female","English"
NA,14,63,"Male","English"
NA,12,40,"Female","English"
20.5,17,56,"Female","English"
6.75,12,17,"Male","English"
NA,10,72,"Male","Other"
9.2,13.8,26,"Female","English"
17.25,7,44,"Male","English"
NA,10,63,"Male","English"
NA,11,46,"Female","English"
6.96,12.5,21,"Female","English"
NA,10,71,"Male","English"
NA,12,30,"Male","English"
23.32,17.4,39,"Male","English"
11.52,4.8,23,"Female","English"
24.69,12,35,"Female","English"
NA,NA,35,"Male",NA
NA,14,72,"Male","Other"
6.7,13,19,"Male","English"
18.5,15,24,"Female","English"
9.61,15.5,22,"Male","English"
NA,11,16,"Male","English"
16.32,9,56,"Male","Other"
13.92,12,54,"Female","English"
7,20,41,"Male","Other"
NA,11,62,"Female","Other"
6.8,13.8,21,"Female","English"
16.69,12,32,"Male","English"
14,NA,22,"Female","English"
NA,12.9,48,"Male","English"
9.25,10,47,"Female","Other"
39.84,19,55,"Male","Other"
42.45,13.6,20,"Female","English"
29.76,12,37,"Male","English"
16.9,14,42,"Female","English"
NA,18,52,"Female","English"
NA,12,75,"Female","English"
8,13,39,"Female","English"
NA,18,72,"Male","English"
NA,20,72,"Female","English"
8.32,19,50,"Female","English"
13.42,15,37,"Male","English"
12,NA,32,"Male","English"
NA,12,19,"Male","Other"
9.22,12,20,"Female","English"
NA,11.5,40,"Male","English"
12.8,12,34,"Female","English"
NA,13,55,"Female","Other"
7.75,12,37,"Female","French"
25.92,13,33,"Male","English"
20.76,16.5,37,"Male","English"
12.09,19.1,30,"Female","English"
NA,10,33,"Male","English"
10.6,12,69,"Male","English"
18.24,10,34,"Female","English"
NA,14,52,"Female","English"
NA,8,69,"Male","English"
NA,13.5,20,"Male","Other"
NA,10,67,"Female","English"
11.26,12.5,40,"Female","English"
11.89,17.2,27,"Female","Other"
7.5,12,20,"Male","English"
NA,10.5,66,"Female","French"
7.24,11,21,"Female","English"
9.83,17.8,24,"Female","English"
12.69,10,34,"Female","Other"
NA,8,64,"Female","French"
NA,8,64,"Female","Other"
NA,15.1,28,"Female","English"
NA,11,51,"Male","English"
11.64,20,54,"Male","English"
NA,8,71,"Male","English"
NA,13.5,31,"Male","English"
NA,14,37,"Female","English"
NA,10,17,"Female","French"
16.28,14.5,29,"Female","English"
NA,12,51,"Male","English"
NA,12,40,"Male","English"
NA,8,71,"Female","English"
7,11,17,"Male","English"
NA,10,16,"Male","English"
NA,6,72,"Male","Other"
8.5,10,41,"Female","English"
NA,4,82,"Female","English"
NA,10,16,"Female","French"
NA,14,20,"Male","Other"
12.45,14,34,"Female","English"
NA,12,77,"Female","French"
16.54,19,25,"Male","English"
13.73,12.5,23,"Male","English"
NA,11.5,53,"Male","Other"
NA,18.5,60,"Male",NA
7.54,12,59,"Female","English"
11,13,37,"Female","English"
15.16,15,32,"Female","English"
13.13,13,32,"Female","English"
NA,12.5,28,"Female","English"
20.3,18,26,"Male","Other"
NA,14,65,"Female","English"
NA,11,83,"Female","Other"
10.7,11,45,"Female","English"
NA,13.5,32,"Female","English"
19.47,11,49,"Male","English"
NA,8,62,"Female","English"
35.66,19,44,"Male","English"
14.13,8,54,"Male","English"
16.3,NA,43,"Female","English"
19.05,12.6,48,"Female","English"
23.97,13,57,"Male","English"
NA,10.5,26,"Male","French"
NA,16,74,"Male","English"
26.78,15,42,"Male","English"
24,14,33,"Male","English"
7.5,13.5,59,"Female","Other"
14.28,13,46,"Female","English"
NA,8,58,"Male","English"
16.5,13,51,"Male","French"
10,13,40,"Male","English"
NA,14,21,"Male","Other"
NA,17.3,44,"Female","English"
7,12,18,"Female","English"
NA,11,52,"Male","English"
22.07,19.5,31,"Female","English"
28,10.5,48,"Male","English"
NA,13,72,"Female","English"
NA,11.5,38,"Male","English"
6.5,12.5,22,"Female","English"
27.5,12,36,"Female","Other"
18.76,18,31,"Female","English"
NA,12,30,"Male","English"
NA,10,41,"Male","French"
7.83,13.5,20,"Male","English"
NA,13,81,"Female","English"
10.03,12.5,41,"Female","Other"
NA,13,28,"Male","Other"
23.97,14,45,"Female","English"
NA,14.6,44,"Male","French"
NA,7,62,"Male","English"
22.08,20,38,"Male","English"
24,17.4,32,"Female","English"
14.21,14,40,"Female","English"
7.45,12,21,"Male","English"
14.4,NA,47,"Male","Other"
34.91,17,36,"Male","English"
NA,12,66,"Male","Other"
48,18,30,"Male","English"
NA,13,78,"Female","English"
NA,13.1,40,"Female","English"
NA,13,19,"Male","English"
NA,10.5,80,"Female","English"
NA,12,36,"Female","Other"
NA,9,77,"Male","English"
NA,12,26,"Male","English"
NA,13,25,"Female","English"
6.7,16,21,"Female","English"
NA,NA,33,"Male","French"
NA,8.5,89,"Female","English"
NA,12,20,"Male","English"
NA,16,58,"Male","English"
23.84,13,53,"Male","English"
NA,13,77,"Male","English"
19.2,12.5,34,"Male","English"
NA,10,59,"Female","English"
14.4,8,39,"Male","Other"
6.97,12.3,30,"Male","English"
7.75,9,51,"Female","English"
NA,13,44,"Female","English"
