"active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
1,0,1,0,NA,1,0,0,1,1,1,0,3,1,NA,0,2,1,0,1,1,0,1,2,0,1,1,0,0,1,0,0,3,0,1,1,NA,NA,2,0,1,2,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2,0,0,0,2,NA,1,0,0,1,1,1,1,1,2,10,11,9,3,15,13,0,8,5,NA,86,1,19.88,19.5,NA,"msq","CITY"
1,1,2,2,NA,3,1,1,1,1,2,2,2,2,NA,1,2,2,2,2,2,1,NA,0,2,2,3,2,2,2,2,2,3,1,2,2,NA,NA,2,3,2,2,2,2,3,2,2,2,3,NA,2,2,1,2,1,1,2,1,2,3,2,2,2,1,2,NA,1,2,2,2,3,1,1,1,2,NA,NA,21,15,18,16,2,9,6,NA,88,1,19.88,19.5,NA,"msq","CITY"
2,0,2,0,NA,1,0,0,2,3,1,1,1,3,NA,0,1,3,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,NA,NA,1,0,2,0,0,1,0,0,1,1,3,0,3,3,0,2,0,2,1,1,2,0,2,2,0,0,1,NA,0,0,1,2,3,2,0,2,0,15,6,15,0,8,2,3,6,2,NA,89,1,19.88,19.5,NA,"msq","CITY"
3,0,3,0,NA,3,0,0,1,1,3,0,0,2,NA,0,3,3,3,0,2,0,0,0,3,3,3,3,0,0,3,0,0,0,3,0,NA,NA,3,2,2,0,2,3,0,0,0,1,3,0,0,1,0,3,0,1,0,0,3,0,1,3,0,1,0,NA,0,0,3,3,3,3,0,3,0,30,19,28,2,18,19,2,10,7,NA,94,1,19.88,19.5,NA,"msq","CITY"
0,0,1,0,NA,1,0,0,2,3,1,1,1,3,NA,1,0,3,0,1,0,2,1,3,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,0,1,1,1,0,0,1,3,0,0,1,3,1,1,2,0,3,1,1,1,0,3,0,0,1,1,NA,1,2,0,2,1,0,1,1,0,8,5,3,7,10,18,2,8,1,NA,96,1,19.88,19.5,NA,"msq","CITY"
1,2,1,0,NA,1,0,1,1,2,1,3,1,2,NA,0,1,0,0,3,1,1,1,2,0,1,1,0,2,1,0,2,1,1,0,1,NA,NA,0,2,2,1,2,1,3,3,2,0,0,1,3,1,3,1,2,1,1,2,1,2,2,1,0,2,3,NA,3,3,0,1,1,1,3,1,0,9,14,8,16,19,15,1,11,7,NA,97,1,19.88,19.5,NA,"msq","CITY"
0,0,0,0,NA,1,0,0,0,0,1,1,1,2,NA,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,NA,NA,0,0,1,1,1,1,0,0,1,1,0,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,NA,0,1,1,1,2,1,0,2,0,13,14,5,3,13,4,2,6,7,NA,100,1,9.38,9,NA,"msq","CITY"
1,0,2,0,NA,2,0,0,3,3,2,0,2,3,NA,0,0,3,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,2,0,NA,NA,1,0,0,0,0,1,0,0,3,1,1,0,3,3,0,2,0,3,1,0,1,0,3,1,0,0,1,NA,0,0,0,2,2,2,2,2,0,15,3,8,0,13,7,3,4,6,NA,102,1,19.88,19.5,NA,"msq","CITY"
2,0,2,0,NA,0,0,0,3,3,2,0,2,2,NA,0,2,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,2,0,NA,NA,1,0,0,0,0,2,0,0,0,1,1,0,1,3,0,2,0,2,0,0,3,0,0,1,0,0,1,NA,0,0,2,0,2,1,0,2,0,18,12,13,0,15,14,1,11,3,NA,104,1,19.88,19.5,NA,"msq","CITY"
2,0,3,0,NA,3,0,0,2,3,2,1,1,1,NA,1,1,1,1,1,2,1,1,1,2,2,2,2,0,1,2,0,0,0,2,0,NA,NA,1,1,2,1,2,2,0,1,2,2,1,1,3,2,1,2,0,1,1,1,2,0,3,1,0,1,1,NA,1,1,1,3,3,2,0,3,0,20,10,18,6,12,12,2,8,2,NA,106,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,2,0,0,2,1,2,0,1,2,NA,0,2,2,1,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,1,0,NA,NA,0,0,1,0,1,2,0,0,2,2,1,1,1,2,0,2,0,2,0,0,2,0,1,2,0,0,0,NA,0,0,1,3,2,2,0,2,0,23,11,11,1,12,9,0,8,2,NA,108,1,19.88,19.5,NA,"msq","CITY"
1,0,1,0,NA,1,0,0,2,2,2,0,1,1,NA,1,1,2,0,1,2,2,0,0,0,1,1,2,0,2,0,0,0,0,1,0,NA,NA,1,1,2,0,1,1,0,0,2,1,2,1,1,2,0,1,0,0,0,1,2,0,1,2,0,1,1,NA,0,0,1,2,2,2,1,2,0,16,14,16,3,13,9,0,6,4,NA,110,1,19.88,19.5,NA,"msq","CITY"
1,0,1,0,NA,1,0,0,3,1,1,0,1,2,NA,0,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,NA,NA,0,1,1,0,0,1,0,0,2,2,1,1,1,2,0,2,0,2,1,1,1,0,1,1,0,0,2,NA,0,0,0,1,3,0,0,2,0,10,11,8,0,13,4,4,11,2,NA,111,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,2,0,0,1,0,2,0,0,1,NA,1,2,0,1,0,2,0,0,0,0,2,1,1,0,2,1,0,0,0,1,0,NA,NA,2,2,1,0,2,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,NA,0,0,1,2,1,2,0,1,0,21,22,16,4,9,15,0,6,3,NA,113,1,19.88,19.5,NA,"msq","CITY"
3,0,3,0,NA,2,0,0,2,1,2,0,1,1,NA,1,3,2,2,0,2,0,0,0,1,3,2,1,0,0,3,0,0,0,2,0,NA,NA,1,0,2,1,2,2,0,0,1,1,1,1,2,1,0,2,0,2,0,0,1,0,1,2,0,1,0,NA,0,0,2,3,2,3,0,2,0,28,15,19,3,7,5,5,4,2,NA,115,1,19.88,19.5,NA,"msq","CITY"
0,0,0,0,NA,0,0,0,1,0,0,0,1,0,NA,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,3,2,1,0,1,1,0,1,3,NA,0,0,0,0,1,0,0,1,0,0,16,1,1,12,14,2,8,3,NA,118,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,1,0,0,3,3,2,0,2,3,NA,0,3,3,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,2,1,NA,NA,0,1,1,1,0,1,1,0,3,2,1,NA,3,3,0,2,0,3,1,0,1,0,3,1,0,0,1,NA,0,0,1,2,2,2,2,1,0,15,NA,11,2,12,5,0,6,4,NA,119,1,9.38,9,NA,"msq","CITY"
0,0,1,1,NA,1,0,0,1,0,1,0,3,1,NA,1,2,2,1,0,2,0,0,0,1,2,1,1,0,0,1,0,0,1,2,0,NA,NA,0,2,1,0,0,1,0,2,1,1,1,0,1,2,0,2,0,0,0,0,1,0,0,2,0,1,0,NA,0,0,0,2,2,2,0,2,0,17,19,10,3,19,13,1,11,7,NA,121,1,19.88,19.5,NA,"msq","CITY"
1,0,1,0,NA,1,0,0,2,2,1,0,1,2,NA,1,2,2,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,NA,NA,0,1,1,1,1,0,0,0,2,0,1,1,1,2,0,2,0,2,0,1,1,0,2,2,0,1,1,NA,0,1,0,2,2,1,0,2,0,12,12,9,4,6,3,4,4,1,NA,123,1,19.88,19.5,NA,"msq","CITY"
1,0,0,0,NA,0,0,0,1,0,0,0,3,0,NA,0,3,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,0,0,0,2,1,0,0,0,0,NA,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,5,19,5,3,21,9,1,10,8,NA,125,1,19.88,19.5,NA,"msq","CITY"
3,0,1,0,NA,0,0,0,2,1,2,0,1,2,NA,0,3,2,1,0,NA,0,0,0,0,2,3,0,0,0,2,0,0,0,2,0,NA,NA,2,0,2,0,1,2,0,0,2,2,3,2,1,1,0,2,0,1,1,1,3,0,0,2,0,0,1,NA,0,0,1,2,3,1,0,3,NA,20,11,NA,1,15,6,4,10,4,NA,127,1,9.38,9,NA,"msq","CITY"
2,1,1,0,NA,3,2,0,1,0,1,3,2,2,NA,0,1,0,1,2,3,3,1,0,0,0,1,2,1,3,1,3,1,1,1,0,NA,NA,2,2,1,1,0,1,3,0,2,1,1,1,2,1,3,0,0,2,1,1,1,3,1,2,0,1,1,NA,2,2,0,1,3,0,3,1,1,11,14,16,10,16,15,2,9,6,NA,129,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,1,0,0,1,0,2,0,0,1,NA,1,2,1,1,0,1,0,0,0,1,2,1,1,0,0,2,0,0,0,1,0,NA,NA,2,1,1,0,1,2,0,0,0,1,1,0,0,1,0,2,0,1,0,0,2,0,0,2,1,1,0,NA,0,0,1,3,2,2,0,2,0,23,21,15,1,10,9,5,8,1,NA,131,1,9.38,9,NA,"msq","CITY"
0,0,1,0,NA,0,0,0,1,1,0,0,2,1,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,0,0,1,0,2,0,0,2,0,0,0,2,NA,0,0,0,1,0,0,1,0,0,7,10,1,1,12,9,3,6,5,NA,133,1,19.88,19.5,NA,"msq","CITY"
3,0,3,0,NA,3,0,0,1,1,3,0,0,1,NA,1,2,1,2,0,3,0,0,0,3,3,3,3,0,0,3,0,0,0,3,0,NA,NA,3,3,3,0,2,3,0,1,0,3,3,0,0,1,0,2,0,1,0,0,3,0,1,3,0,1,0,NA,0,0,3,3,2,3,0,3,0,30,22,30,3,20,12,1,13,6,NA,135,1,19.88,19.5,NA,"msq","CITY"
1,0,1,0,NA,1,0,0,3,2,1,0,3,3,NA,0,3,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3,2,0,0,0,1,0,1,0,3,1,2,2,0,1,0,2,0,1,0,0,3,3,0,0,1,NA,0,1,1,2,1,1,0,1,0,13,9,12,1,14,2,5,9,4,NA,138,1,19.88,19.5,NA,"msq","CITY"
3,0,3,0,NA,3,0,0,0,0,3,0,3,2,NA,3,3,1,1,0,3,0,0,3,3,3,3,3,0,0,3,0,3,0,2,1,NA,NA,3,3,3,2,3,3,0,0,0,1,0,0,2,2,0,2,0,1,0,0,2,0,0,3,1,2,0,NA,0,0,3,3,0,3,0,0,1,30,25,27,6,11,18,1,5,4,NA,139,1,19.88,19.5,NA,"msq","CITY"
0,0,2,0,NA,0,1,0,2,0,2,2,1,2,NA,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,NA,NA,1,0,2,0,1,0,3,0,1,1,0,1,3,2,2,0,0,1,0,2,0,1,1,0,0,0,0,NA,2,0,1,2,1,1,3,3,0,13,11,9,3,7,22,2,5,1,NA,142,1,19.88,19.5,NA,"msq","CITY"
2,0,3,0,NA,1,0,1,1,1,2,1,1,0,NA,0,2,1,1,0,2,1,0,0,1,2,1,2,0,0,2,0,1,0,2,0,NA,NA,2,1,2,1,1,1,0,1,1,2,2,0,0,1,0,1,0,0,0,1,1,0,0,2,2,1,0,NA,0,1,2,3,1,2,1,1,0,23,19,20,5,14,15,3,5,7,NA,144,1,19.88,19.5,NA,"msq","CITY"
1,0,2,0,NA,2,1,1,3,0,1,0,2,1,NA,1,2,2,1,1,3,1,1,2,2,0,1,1,0,1,1,1,1,0,2,0,NA,NA,2,2,3,0,2,2,1,0,0,2,2,0,2,2,1,2,1,1,1,1,1,1,2,2,0,1,1,NA,1,1,1,2,3,1,1,0,0,14,19,18,6,20,9,1,12,7,NA,145,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,2,0,0,2,1,1,0,1,1,NA,0,2,2,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,0,2,0,NA,NA,1,1,2,1,1,2,2,1,1,2,1,2,2,1,0,2,0,1,1,1,2,0,1,1,0,1,1,NA,1,0,0,2,2,1,2,1,0,14,13,14,3,16,6,0,10,4,NA,147,1,9.38,9,NA,"msq","CITY"
0,0,0,0,NA,0,0,0,1,1,0,0,2,2,NA,0,1,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,0,2,0,0,0,2,NA,0,0,0,0,2,0,0,0,0,4,11,2,0,16,13,4,7,7,NA,150,1,9.38,9,NA,"msq","CITY"
2,0,2,0,NA,1,0,1,3,1,2,1,0,1,NA,1,3,3,1,0,2,1,1,0,1,2,2,2,0,1,1,0,0,0,3,1,NA,NA,2,1,3,1,1,1,0,0,0,2,1,NA,1,0,1,2,0,1,1,0,1,0,1,2,0,0,1,NA,0,0,2,1,1,2,1,2,0,17,NA,20,4,10,14,4,5,4,NA,152,1,19.88,19.5,NA,"msq","CITY"
2,0,2,0,NA,1,0,0,2,2,2,0,1,1,NA,0,1,1,2,0,0,1,0,0,1,2,2,2,0,0,3,0,1,0,3,0,NA,NA,1,1,3,1,1,2,0,0,0,2,1,1,0,1,0,1,0,0,0,0,3,0,0,2,0,1,0,NA,0,0,2,2,1,1,0,1,0,23,17,17,3,15,3,3,8,5,NA,154,1,19.88,19.5,NA,"msq","CITY"
3,0,3,0,NA,3,0,0,2,3,3,0,0,2,NA,1,3,3,3,0,3,0,0,0,2,3,3,3,0,0,3,0,0,0,3,0,NA,NA,2,3,3,0,1,2,0,0,3,3,2,2,1,2,0,3,0,2,0,0,3,0,2,3,1,1,0,NA,0,0,3,3,3,3,0,3,0,29,11,28,1,14,5,3,9,4,NA,156,1,19.88,19.5,NA,"msq","CITY"
2,0,3,0,NA,3,0,1,3,1,3,0,1,1,NA,0,3,1,3,0,2,0,0,0,2,3,3,3,0,0,2,0,0,0,3,0,NA,NA,2,3,3,0,2,3,0,0,1,3,3,0,0,1,0,2,0,0,0,0,3,0,0,2,2,0,0,NA,0,0,3,3,3,3,0,2,0,28,20,26,2,14,9,2,10,4,NA,157,1,19.88,19.5,NA,"msq","CITY"
2,0,1,0,NA,1,0,1,2,2,1,0,1,2,NA,1,2,2,1,0,1,2,0,0,1,2,1,1,0,0,2,0,0,0,3,0,NA,NA,0,1,2,0,0,2,1,0,2,1,1,0,2,2,0,1,0,1,1,0,2,0,2,1,1,0,1,NA,0,0,1,2,2,1,1,2,0,19,10,11,2,11,4,4,9,2,NA,2,1,9.22,9,NA,"msq","imps"
0,0,2,0,NA,0,0,0,2,2,2,0,0,3,NA,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,1,0,1,0,1,1,3,2,0,2,0,2,0,1,1,0,3,2,0,0,0,NA,0,0,0,2,0,1,0,1,0,12,5,9,0,6,5,4,4,1,NA,4,1,9.22,9,NA,"msq","imps"
2,0,2,1,NA,2,0,0,1,1,2,1,2,1,NA,2,2,2,1,2,2,2,1,1,1,3,2,2,0,2,2,2,1,0,1,2,NA,NA,2,2,1,2,2,2,1,1,1,1,1,0,1,1,2,1,0,0,1,2,1,2,1,1,1,2,1,NA,2,1,2,2,2,2,0,1,2,21,21,17,10,8,20,3,5,2,NA,6,1,8.72,8.5,NA,"msq","imps"
0,0,0,0,NA,0,0,0,1,1,0,1,1,1,NA,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,NA,NA,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,1,0,0,1,1,0,1,2,NA,1,0,0,1,0,0,1,0,0,8,14,3,1,16,16,0,7,6,NA,9,1,9.22,9,NA,"msq","imps"
1,0,2,0,NA,0,0,0,2,1,2,0,2,2,NA,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,NA,NA,0,0,1,1,1,1,1,1,1,0,2,1,2,1,0,2,0,1,0,1,3,0,1,1,0,0,1,NA,0,0,0,1,2,0,2,1,0,12,11,12,3,15,12,1,7,6,NA,10,1,9.22,9,NA,"msq","imps"
1,0,1,0,NA,0,0,0,1,1,1,0,2,2,NA,0,1,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,NA,NA,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,NA,0,0,1,1,1,1,0,1,0,13,12,9,0,18,15,1,10,7,NA,12,1,9.22,9,NA,"msq","imps"
2,1,3,0,NA,1,0,1,2,1,1,0,1,1,NA,0,1,2,1,0,2,0,0,0,1,2,2,2,0,0,2,1,1,0,2,1,NA,NA,1,0,2,0,0,2,1,1,0,1,1,0,0,2,0,2,0,0,0,0,1,0,1,1,1,1,0,NA,0,0,2,2,2,2,1,2,1,23,16,17,3,14,9,5,8,4,NA,13,1,9.22,9,NA,"msq","imps"
3,0,2,0,NA,2,0,0,2,1,2,0,1,1,NA,0,2,2,2,0,1,0,0,0,2,2,2,2,0,0,3,0,0,0,3,0,NA,NA,2,0,2,0,0,2,0,0,1,2,2,0,1,2,0,2,0,1,0,0,1,0,1,1,1,0,0,NA,0,0,2,3,3,3,0,2,0,27,13,19,0,5,3,1,1,4,NA,14,1,9.22,9,NA,"msq","imps"
1,0,2,0,NA,1,0,0,3,2,2,0,2,1,NA,1,2,2,0,0,0,0,0,2,1,1,1,1,0,0,2,0,1,0,2,0,NA,NA,1,0,2,0,1,1,0,1,2,1,2,1,1,2,0,2,0,2,0,1,2,0,1,1,1,0,1,NA,0,0,0,2,1,2,0,2,0,17,12,13,2,12,7,5,8,2,NA,16,1,9.22,9,NA,"msq","imps"
2,0,2,0,NA,1,0,1,3,3,2,0,1,3,NA,1,3,2,1,0,2,0,1,0,1,3,2,1,0,0,2,0,0,0,2,0,NA,NA,2,1,2,0,1,2,0,0,1,1,3,1,0,3,0,2,0,1,1,1,2,0,1,3,0,0,1,NA,0,0,2,2,3,2,0,2,0,21,12,21,1,16,10,5,9,5,NA,19,1,9.22,9,NA,"msq","imps"
3,0,3,0,NA,3,0,0,3,3,3,0,0,2,NA,2,3,3,3,0,3,0,0,0,3,3,3,3,0,0,3,0,0,0,NA,0,NA,NA,3,3,3,0,0,3,0,0,2,3,3,1,0,3,0,3,0,2,0,0,3,0,0,3,0,0,0,NA,0,0,3,3,3,3,0,3,0,30,15,30,0,8,1,5,5,3,NA,20,1,9.22,9,NA,"msq","imps"
0,0,0,0,NA,0,0,0,2,0,0,0,3,2,NA,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,0,0,0,1,0,0,0,0,2,0,0,2,2,2,0,0,0,2,3,3,0,0,2,0,0,0,3,NA,0,0,0,0,0,0,0,0,1,0,8,0,1,15,6,2,8,5,NA,21,1,9.22,9,NA,"msq","imps"
2,0,2,1,NA,1,0,1,2,2,3,1,1,2,NA,1,2,2,1,0,3,0,1,0,1,1,2,1,0,0,2,0,1,0,1,1,NA,NA,2,1,3,1,1,2,0,0,2,1,2,0,2,2,0,2,0,2,1,0,1,0,1,2,0,0,1,NA,0,0,1,3,1,3,0,2,0,20,12,22,3,10,8,4,6,1,NA,23,1,9.22,9,NA,"msq","imps"
1,0,1,0,NA,1,0,0,1,2,1,0,2,1,NA,2,2,2,1,0,1,0,3,0,1,1,1,0,0,1,1,0,2,0,2,0,NA,NA,0,1,2,1,1,1,1,1,1,1,2,1,3,0,1,1,0,1,2,3,1,0,0,0,0,3,2,NA,1,0,0,1,2,1,2,1,1,8,17,9,3,19,15,0,10,7,NA,25,1,8.72,8.5,NA,"msq","imps"
1,0,2,0,NA,0,0,0,3,2,2,0,1,3,NA,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,0,0,0,1,0,3,2,0,NA,2,3,0,1,0,3,1,1,0,0,2,0,0,0,1,NA,0,0,0,2,0,2,1,0,0,11,NA,6,0,9,12,1,2,4,NA,26,1,9.22,9,NA,"msq","imps"
1,0,1,0,NA,0,0,0,2,1,0,0,1,2,NA,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,2,1,0,0,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,0,0,0,1,1,0,1,0,0,9,10,4,0,15,8,1,6,7,NA,28,1,9.22,9,NA,"msq","imps"
0,0,0,1,NA,0,0,0,2,0,0,1,3,2,NA,1,2,1,0,1,0,1,3,2,0,0,0,0,1,1,0,2,2,0,1,1,NA,NA,0,1,1,1,0,0,1,0,1,1,0,1,2,1,1,1,0,1,3,0,0,0,1,1,0,2,3,NA,2,1,0,1,2,0,1,1,0,1,16,2,4,11,18,0,7,2,NA,29,1,8.72,8.5,NA,"msq","imps"
1,0,1,0,NA,0,0,0,3,1,2,0,2,2,NA,0,2,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,2,0,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,1,2,2,0,0,1,0,0,2,NA,0,0,0,1,3,1,0,3,0,10,14,7,0,17,6,2,12,4,NA,35,1,8.72,8.5,NA,"msq","imps"
0,0,0,0,NA,0,0,0,0,0,0,0,2,2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,NA,0,0,0,0,1,0,1,0,0,7,14,0,2,4,21,1,1,2,NA,36,1,9.22,9,NA,"msq","imps"
0,0,0,0,NA,0,0,0,1,1,0,0,3,1,NA,0,1,1,0,1,1,1,3,3,0,0,0,0,0,2,0,1,1,0,0,0,NA,NA,0,2,1,2,0,0,0,0,2,0,0,2,2,2,0,1,0,1,3,3,1,1,2,2,0,0,3,NA,1,1,0,0,1,0,0,0,0,0,10,4,4,16,18,4,10,5,NA,37,1,9.22,9,NA,"msq","imps"
0,0,0,1,NA,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,NA,1,1,0,0,0,0,1,0,1,6,17,1,3,17,12,2,9,5,NA,40,1,9.22,9,NA,"msq","imps"
2,0,3,0,NA,1,0,0,2,1,3,0,0,2,NA,0,3,3,1,0,3,0,0,0,1,3,2,2,0,0,3,0,0,0,2,0,NA,NA,3,2,2,0,1,2,0,1,0,2,2,1,2,1,0,1,0,2,0,0,2,0,2,2,1,1,0,NA,0,0,2,2,1,3,0,2,0,26,14,24,2,12,4,3,10,2,NA,41,1,8.72,8.5,NA,"msq","imps"
0,0,0,0,NA,1,0,0,2,0,0,0,0,2,NA,0,3,2,0,0,1,1,1,2,0,0,1,0,0,0,0,0,2,0,0,0,NA,NA,0,0,1,1,0,0,0,0,1,0,1,0,2,3,0,2,0,1,3,3,0,0,3,0,0,0,3,NA,0,0,0,0,1,0,0,1,0,2,10,4,2,16,16,0,10,5,NA,42,1,8.72,8.5,NA,"msq","imps"
2,0,2,0,NA,1,0,0,0,1,1,0,0,1,NA,1,2,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA,2,1,2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,1,0,2,0,NA,0,0,1,2,0,1,0,1,0,18,18,14,2,1,5,0,0,0,NA,47,1,9.22,9,NA,"msq","imps"
1,1,2,0,NA,2,0,1,1,1,2,0,1,1,NA,2,1,1,1,0,2,2,0,1,1,2,1,2,0,1,1,1,0,2,1,0,NA,NA,1,1,2,0,3,2,1,1,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,2,0,NA,0,0,2,3,1,2,1,2,1,22,19,14,9,17,14,3,10,5,NA,48,1,9.22,9,NA,"msq","imps"
3,0,2,0,NA,1,0,0,2,3,1,0,0,2,NA,0,3,3,1,1,1,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,NA,NA,0,0,1,0,0,2,0,0,0,0,3,0,1,3,0,3,0,2,0,0,3,0,1,2,0,0,0,NA,0,0,1,2,3,2,0,2,0,23,11,17,0,20,1,4,12,7,NA,49,1,9.22,9,NA,"msq","imps"
2,0,2,0,NA,1,0,0,3,2,2,0,0,2,NA,0,2,2,1,0,2,0,0,0,1,2,2,2,0,0,1,0,0,0,3,0,NA,NA,1,1,1,0,1,1,0,0,0,2,2,NA,0,1,0,2,0,0,0,0,2,0,1,2,0,0,0,NA,0,0,1,2,2,2,0,2,0,20,NA,18,1,12,2,6,7,3,NA,50,1,9.22,9,NA,"msq","imps"
1,0,1,0,NA,1,0,0,2,2,1,0,1,2,NA,1,3,3,2,1,0,0,2,1,1,0,1,1,0,0,1,0,0,0,1,1,NA,NA,0,1,2,1,0,1,1,0,1,1,2,0,2,2,0,3,0,NA,2,1,2,0,2,2,0,0,2,NA,0,0,1,1,2,0,1,1,0,8,11,11,2,16,14,2,8,5,NA,51,1,9.22,9,NA,"msq","imps"
0,0,1,0,NA,0,0,0,1,1,0,1,1,1,NA,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,2,1,0,1,0,0,0,2,NA,0,0,0,1,0,1,0,0,0,6,14,1,1,8,11,4,4,4,NA,53,1,9.22,9,NA,"msq","imps"
0,1,0,1,NA,0,2,0,0,1,1,2,1,1,NA,0,0,1,0,2,1,1,2,2,0,0,0,0,1,0,0,2,2,2,0,1,NA,NA,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,2,3,0,2,1,0,0,0,3,NA,1,2,0,1,1,0,2,1,1,3,14,3,11,9,15,1,5,2,NA,54,1,8.72,8.5,NA,"msq","imps"
0,0,0,0,NA,0,0,0,1,2,0,0,2,1,NA,0,1,1,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,0,0,1,0,0,0,3,NA,0,0,0,0,1,0,1,0,0,1,12,2,0,13,5,2,6,5,NA,59,1,9.22,9,NA,"msq","imps"
1,0,2,0,NA,1,0,0,2,0,1,0,0,1,NA,0,3,3,1,1,0,0,1,0,1,1,2,1,0,0,1,0,0,0,1,2,NA,NA,1,0,2,0,1,1,0,0,1,1,2,0,1,3,0,3,0,1,1,1,2,0,0,2,0,0,1,NA,0,0,1,1,3,0,0,1,0,12,16,14,3,13,10,7,9,2,NA,62,1,9.22,9,NA,"msq","imps"
