"intnum","persnum","age","educatn","earnings","hours","kids","married"
5057,15,32,12,1000,4160,5,"never married"
5057,187,36,14,27000,1836,0,"married"
5061,2,39,99,0,0,2,"divorced"
5061,3,38,12,0,0,1,"married"
5061,4,36,12,32000,1960,2,"married"
5063,3,43,12,0,0,7,"married"
5064,174,49,17,32000,1364,3,"married"
5065,2,45,12,0,0,8,"separated"
5065,3,50,13,9000,1530,2,"married"
5066,5,35,12,27000,1880,2,"married"
5066,6,32,14,13000,2020,3,"married"
5066,7,30,11,0,0,2,"never married"
5066,180,32,12,13500,1560,0,"never married"
5067,2,33,14,40000,1980,3,"married"
5069,4,36,11,900,960,4,"never married"
5070,4,38,14,10000,2058,3,"married"
5071,3,42,13,40000,3036,3,"separated"
5071,170,43,14,18000,1406,2,"divorced"
5071,172,32,12,0,0,1,"married"
5071,174,43,12,23000,2000,2,"married"
5073,2,43,12,37000,1920,3,"married"
5074,170,44,12,0,0,4,"married"
5074,173,38,14,28000,1900,2,"married"
5075,3,38,16,23200,2560,4,"married"
5075,171,33,14,3786,83,2,"separated"
5077,4,40,14,0,0,1,"married"
5077,7,31,12,7200,1560,2,"married"
5078,1,49,16,70000,2540,2,"married"
5079,1,46,13,0,0,3,"married"
5082,3,32,14,29500,2016,1,"married"
5083,3,30,12,0,0,0,"never married"
5085,175,32,16,38000,1904,1,"married"
5087,2,41,16,0,0,3,"married"
5095,2,39,11,20000,1960,2,"married"
5095,170,38,11,0,0,1,"married"
5097,170,45,13,27992,1880,2,"married"
5097,171,34,14,0,0,3,"married"
5097,172,39,16,2153,510,4,"married"
5097,174,44,14,2500,936,0,"married"
5097,178,41,99,25000,2500,2,"married"
5099,2,47,12,16000,2064,3,"married"
5099,3,30,12,58000,2180,2,"married"
5101,4,32,15,26000,1960,0,"married"
5101,175,43,12,0,0,1,"married"
5107,4,38,12,0,0,2,"never married"
5107,5,36,99,0,0,4,"separated"
5107,173,34,16,10000,1600,2,"divorced"
5107,178,41,14,0,0,3,"married"
5107,184,35,11,12000,1550,2,"married"
5110,3,31,12,9600,1471,0,"never married"
5111,1,49,17,34000,2751,0,"never married"
5113,170,33,13,0,0,2,"married"
5117,170,43,17,0,0,2,"divorced"
5119,2,48,12,30600,2080,3,"divorced"
5120,4,31,14,0,0,1,"never married"
5120,6,44,11,5500,827,2,"divorced"
5120,173,32,12,22000,2016,0,"married"
5124,3,48,12,1289,120,2,"married"
5124,4,44,12,8000,1397,0,"divorced"
5126,4,35,11,0,0,2,"widowed"
5126,5,33,12,2000,1110,2,"never married"
5127,2,45,12,18000,1880,2,"married"
5127,170,39,13,0,0,3,"married"
5128,3,40,11,0,0,4,"divorced"
5129,2,42,12,0,0,2,"married"
5129,3,38,12,3120,520,1,"separated"
5129,179,37,12,0,0,4,"divorced"
5133,3,33,12,13000,652,3,"separated"
5136,7,39,13,550,6,1,"married"
5136,8,38,13,0,0,1,"divorced"
5136,9,33,11,11000,2040,1,"never married"
5136,10,33,12,12500,2664,2,"separated"
5136,170,41,14,20000,2500,3,"married"
5136,176,40,13,10500,196,3,"married"
5137,172,40,14,22946,1632,1,"divorced"
5139,171,39,12,18000,1960,1,"married"
5142,3,35,13,27558,1960,2,"divorced"
5142,171,39,13,34000,1720,3,"divorced"
5144,2,30,14,1000,260,0,"never married"
5145,2,44,12,14128,1722,4,"divorced"
5145,4,38,12,0,0,6,"separated"
5145,178,37,12,22000,1999,3,"married"
5146,3,41,12,26350,1928,3,"separated"
5146,5,39,12,60000,1992,1,"married"
5146,7,32,12,0,0,2,"married"
5146,179,40,12,14000,1980,1,"married"
5148,177,37,13,0,0,1,"widowed"
5154,4,38,12,13625,1733,3,"divorced"
5154,6,36,8,0,0,1,"never married"
5154,7,33,12,0,0,2,"married"
5154,8,31,11,0,0,2,"never married"
5155,5,39,14,35000,2880,5,"married"
5155,171,41,15,7100,3050,2,"divorced"
5155,174,42,12,12000,1882,1,"married"
5159,173,34,12,0,0,1,"married"
5161,5,38,12,12500,2000,2,"married"
5161,7,31,8,25000,2695,2,"married"
5163,1,49,12,25800,1984,4,"married"
5164,3,35,12,23000,1960,2,"separated"
5164,170,39,8,175,18,2,"separated"
5168,179,37,12,17000,2080,98,"married"
5169,4,37,16,60000,1987,2,"married"
5169,171,32,16,40000,2136,1,"married"
5170,4,42,12,38000,1752,1,"divorced"
5170,6,40,14,23500,2200,2,"divorced"
5170,7,39,12,0,0,1,"never married"
5170,9,33,16,43000,2142,2,"married"
5170,10,31,15,32000,2370,0,"divorced"
5170,174,36,16,27000,1701,2,"married"
5171,170,32,14,26053,1853,2,"married"
5172,170,45,11,12000,1365,0,"married"
5173,2,50,10,0,0,5,"married"
5174,3,38,12,10000,1750,4,"married"
5174,170,46,12,17305,1720,1,"married"
5174,173,30,12,0,548,3,"divorced"
5174,174,41,12,5300,1283,6,"divorced"
5174,182,30,17,0,0,0,"married"
5175,3,47,12,4000,1173,2,"married"
5175,4,46,12,21000,1920,2,"married"
5175,170,39,9,0,0,5,"married"
5177,3,43,14,6500,1488,1,"married"
5177,6,34,99,0,0,4,"never married"
5178,3,42,12,11500,2016,2,"divorced"
5178,172,32,12,11000,1720,2,"married"
5179,3,35,15,3100,867,2,"separated"
5179,171,34,12,500,624,2,"married"
5180,4,36,12,0,0,2,"married"
5180,170,47,6,0,0,4,"married"
5182,4,44,12,16700,2040,2,"divorced"
5182,6,41,12,9000,1940,2,"divorced"
5182,8,39,12,17000,2040,3,"married"
5182,9,37,12,35000,1920,3,"married"
5182,170,41,99,29000,1800,2,"divorced"
5182,174,39,17,39000,1170,1,"married"
5182,176,31,9,8100,2064,2,"married"
5182,183,39,99,0,0,1,"never married"
5186,3,40,14,0,0,0,"divorced"
5186,172,37,12,2000,466,3,"married"
5186,174,47,8,340,80,3,"separated"
5190,3,45,12,0,0,1,"never married"
5190,4,41,12,8250,2120,1,"never married"
5192,2,43,12,0,0,1,"divorced"
5194,2,37,12,2470,1530,2,"married"
5195,170,37,17,18000,1410,1,"divorced"
5195,171,33,17,24000,1659,2,"married"
5195,177,48,99,0,0,99,"no histories"
5196,170,38,14,23500,1485,1,"married"
5197,3,42,12,42000,1960,0,"married"
5197,4,32,12,16000,2083,0,"married"
5199,1,47,12,17500,2000,4,"married"
5200,171,33,14,15000,1960,2,"married"
5202,172,42,12,2216,640,3,"widowed"
5202,182,39,12,6000,1775,2,"divorced"
5204,3,34,99,33192,1599,1,"never married"
5204,6,30,14,24000,1645,1,"married"
5204,170,30,99,0,0,1,"married"
5205,2,42,12,20000,2000,0,"never married"
5205,3,37,12,20000,2000,0,"never married"
5209,5,33,13,8000,2080,0,"never married"
5209,7,30,12,0,0,0,"never married"
5209,170,37,12,13000,1813,2,"married"
5209,172,32,14,28000,2030,2,"married"
5214,176,45,12,12000,443,98,"married"
5215,3,30,12,0,0,4,"never married"
5215,4,30,13,21000,2080,98,"married"
5219,5,39,8,0,0,2,"never married"
5225,3,32,15,17000,1944,0,"married"
5228,170,39,9,15000,1911,3,"married"
5228,177,30,14,25000,2016,2,"married"
5230,6,38,16,39011,2088,2,"divorced"
5230,7,36,15,22000,1984,2,"married"
5230,8,31,14,27108,1736,1,"married"
5230,170,40,15,17000,2016,3,"divorced"
5230,178,41,11,4680,2000,1,"married"
5230,189,42,0,0,0,5,"divorced"
5232,3,44,15,20800,2093,3,"never married"
5233,2,43,17,42000,1560,2,"married"
5233,4,39,16,36100,1952,2,"divorced"
5233,5,36,15,40000,1440,2,"married"
5233,172,34,13,0,0,3,"married"
5234,171,34,13,26433,1880,5,"never married"
5235,170,37,12,6000,1008,2,"married"
5235,171,36,12,7000,1200,2,"married"
5237,172,36,17,2989,144,0,"married"
5238,3,39,13,8045,1455,2,"married"
5238,172,35,12,28000,2275,2,"divorced"
5238,173,33,12,14000,2288,0,"married"
5238,174,33,14,0,0,0,"never married"
5242,2,39,14,13000,2032,1,"never married"
5247,170,38,11,0,0,2,"married"
5257,170,37,14,12000,1391,4,"married"
5259,3,44,12,16432,1530,3,"married"
5259,176,31,12,0,0,98,"married"
5261,172,31,16,16286,1200,0,"never married"
5262,3,32,12,19000,1960,0,"never married"
5268,2,41,13,9100,1576,0,"married"
5273,2,44,7,900,496,0,"divorced"
5274,2,49,11,14000,2080,2,"married"
5276,4,30,12,8700,637,1,"never married"
5277,2,37,17,28000,1653,2,"married"
5278,2,48,15,48000,2154,1,"widowed"
5281,3,43,17,42000,2370,3,"married"
5281,4,37,16,400,30,0,"divorced"
5282,174,36,17,0,0,0,"NA/DF"
5283,170,40,16,38000,1549,0,"married"
5287,4,36,12,0,0,4,"widowed"
5287,5,34,12,1400,1480,2,"married"
5287,177,32,14,17200,1740,1,"NA/DF"
5289,3,37,16,24000,1440,0,"never married"
5290,8,33,12,10900,1715,2,"never married"
5290,171,46,12,0,0,2,"married"
5290,176,33,15,40000,2720,2,"divorced"
5292,7,42,10,0,0,2,"separated"
5292,9,38,12,19000,2000,1,"separated"
5292,11,35,12,10000,2000,0,"never married"
5292,13,31,12,4800,624,0,"never married"
5292,173,44,12,435,120,4,"separated"
5292,187,41,12,25000,2000,4,"married"
5294,170,44,12,9000,1524,4,"married"
5294,175,32,17,35000,1808,2,"married"
5295,3,44,10,16850,1850,2,"married"
5295,170,45,12,6200,780,1,"married"
5297,170,30,13,10000,368,2,"divorced"
5299,4,40,15,0,0,6,"never married"
5299,5,38,15,0,0,5,"married"
5299,6,37,11,9400,1865,1,"separated"
5299,7,36,12,0,0,1,"never married"
5299,8,33,99,1600,2184,5,"married"
5299,9,31,13,28907,2056,3,"separated"
5302,2,43,13,7536,208,1,"never married"
5302,4,40,99,7000,2000,3,"married"
5302,5,38,12,15000,2024,3,"married"
5302,6,36,14,0,0,3,"divorced"
5302,7,35,12,6000,1693,1,"married"
5302,178,30,11,0,0,2,"married"
5305,3,43,14,1300,512,1,"separated"
5305,6,39,12,27198,2180,3,"married"
5305,170,45,12,5311,1032,4,"married"
5305,184,32,12,0,0,4,"divorced"
5306,2,32,12,3000,1848,2,"never married"
5306,170,44,12,0,0,1,"divorced"
5308,4,38,12,17000,1984,3,"separated"
5310,170,36,16,600,128,2,"married"
5310,171,32,9,9000,1050,4,"married"
5314,5,30,12,5000,650,2,"married"
5314,172,30,13,10000,2050,2,"married"
5315,4,38,11,3000,693,3,"married"
5316,3,34,11,4680,772,1,"divorced"
5316,4,36,12,0,0,2,"married"
5317,171,41,12,0,0,1,"widowed"
5321,4,35,16,42000,2689,2,"divorced"
5321,8,45,17,70000,2748,0,"never married"
5321,170,46,17,92106,2400,2,"married"
5324,3,45,8,0,0,1,"married"
5324,8,40,12,1500,120,3,"married"
5324,12,37,10,740,347,1,"divorced"
5324,171,37,13,17000,1984,2,"divorced"
5325,8,32,17,40000,2080,0,"never married"
5326,172,35,12,23088,2080,0,"never married"
5327,2,49,17,51000,1992,3,"divorced"
5332,3,42,16,37304,1320,2,"married"
5332,4,40,12,16500,1536,0,"separated"
5332,7,37,12,26000,1880,3,"married"
5332,8,36,14,12000,2080,3,"married"
5332,178,49,12,900,194,0,"married"
5333,173,37,0,0,0,0,"married"
5335,3,41,12,12000,2371,4,"never married"
5335,4,42,12,750,416,2,"never married"
5336,2,48,7,0,0,4,"never married"
5340,3,38,12,7800,2500,2,"married"
5340,8,35,13,30200,2160,0,"never married"
5340,172,33,12,1700,240,3,"married"
5342,4,38,14,14000,2000,0,"never married"
5343,171,42,14,0,0,3,"married"
5346,4,34,16,30000,1960,0,"married"
5348,2,38,13,15000,867,0,"separated"
5348,3,37,12,19176,2002,2,"never married"
5348,5,33,14,23000,1960,98,"married"
5348,6,32,12,21222,2164,0,"never married"
5348,179,30,12,20000,1960,3,"married"
5350,2,43,13,0,0,1,"divorced"
5350,4,39,12,0,0,2,"separated"
5350,5,37,13,25100,2080,3,"separated"
5351,3,45,12,6000,1632,2,"divorced"
5351,172,35,12,4000,1380,4,"married"
5351,174,45,16,28000,1798,0,"married"
5351,175,35,14,24000,2000,2,"married"
5351,177,32,12,10000,2029,5,"married"
5351,181,33,12,0,0,2,"married"
5352,170,34,12,32000,1886,2,"married"
5352,171,31,12,32500,3338,1,"married"
5353,3,41,0,0,0,98,"never married"
5353,6,37,99,14000,1760,4,"separated"
5355,6,32,12,9058,816,3,"divorced"
5356,2,42,12,26000,2000,0,"never married"
5360,174,33,12,500,160,0,"married"
5360,175,44,98,4800,2600,0,"never married"
5360,176,47,98,500,2040,99,"no histories"
5363,3,32,99,14000,1100,2,"divorced"
5363,172,49,12,10000,1517,99,"no histories"
5364,3,36,12,19000,2050,2,"married"
5364,5,30,12,18000,2000,1,"married"
5364,171,33,15,16000,2052,3,"separated"
5366,6,42,12,0,0,4,"married"
5366,8,39,99,9000,2040,2,"divorced"
5366,9,38,12,29304,2640,3,"separated"
5366,10,36,12,8000,1213,2,"married"
5366,12,34,12,18000,2000,3,"married"
5366,170,38,12,300,80,0,"married"
5366,176,37,12,40000,2205,1,"married"
5366,178,34,11,19000,2350,2,"married"
5369,170,44,12,14000,1296,2,"divorced"
5369,173,40,9,6000,490,2,"divorced"
5370,2,36,14,0,0,4,"married"
5370,3,34,14,32800,2827,3,"divorced"
5370,5,30,12,18400,2058,3,"never married"
5375,2,50,12,22025,1932,3,"separated"
5379,3,31,12,10000,2180,3,"married"
5381,4,39,14,9000,2000,2,"separated"
5381,170,32,13,35000,2000,1,"married"
5383,172,32,12,0,0,2,"married"
5384,3,31,12,16000,1296,1,"married"
5392,185,30,9,0,0,3,"separated"
5393,2,46,10,19311,1989,0,"separated"
5393,3,43,13,20000,1887,2,"never married"
5393,5,37,10,18000,2680,3,"never married"
5395,5,37,99,30000,1593,2,"divorced"
5395,7,31,12,5922,1156,1,"married"
5396,172,33,15,26000,2450,1,"married"
5403,2,47,10,20000,1474,3,"married"
5403,3,30,14,16000,1960,0,"married"
5404,6,48,9,0,0,4,"separated"
5406,2,35,12,30000,1800,3,"married"
5406,3,33,12,0,0,0,"never married"
5413,2,50,17,34000,4040,98,"married"
5414,3,36,14,28682,2040,2,"married"
5416,5,35,10,12000,1960,3,"married"
5419,2,42,12,30000,2080,5,"divorced"
5420,2,44,15,5000,758,3,"married"
5424,2,45,12,20449,1904,5,"separated"
5424,170,39,13,28333,1667,98,"divorced"
5428,171,41,10,14855,1530,98,"married"
5429,6,49,12,0,0,3,"never married"
5430,2,44,99,10000,1566,5,"separated"
5430,3,35,12,0,0,5,"married"
5430,4,42,12,0,0,4,"married"
5430,5,33,12,23000,2600,4,"separated"
5430,6,38,12,8000,260,3,"divorced"
5430,183,30,12,0,0,2,"never married"
5433,3,38,12,14700,2000,1,"divorced"
5434,3,36,12,17500,2538,2,"married"
5434,4,34,14,55000,2048,3,"divorced"
5434,178,33,15,10700,2058,3,"married"
5437,8,34,12,11000,1470,2,"married"
5437,9,32,12,0,0,3,"married"
5437,170,41,12,17696,2178,2,"married"
5437,176,38,13,9000,1985,1,"married"
5437,177,31,12,6000,1464,2,"married"
5438,3,40,12,0,0,3,"married"
5438,5,35,14,10000,3173,1,"married"
5438,171,37,12,19000,1916,2,"married"
5439,4,38,12,15000,3060,1,"separated"
5439,5,37,12,14508,1307,2,"divorced"
5439,6,35,13,0,0,1,"married"
5439,7,33,12,38000,1109,1,"divorced"
5440,2,45,6,300,100,3,"married"
5443,6,31,10,0,0,6,"married"
5443,7,30,12,1000,1000,0,"married"
5444,170,43,17,40000,1634,0,"married"
5446,3,35,12,23000,1653,3,"married"
5447,2,48,12,15060,2465,4,"married"
5449,170,38,9,16000,1982,3,"married"
5450,2,49,12,13344,1776,4,"separated"
5451,171,33,11,13000,2040,2,"married"
5452,4,40,12,20000,2142,1,"married"
5453,170,42,14,21000,1760,3,"married"
5458,2,41,15,19000,1568,3,"divorced"
5458,3,40,16,43000,2396,2,"married"
5458,170,38,12,18000,1960,3,"married"
5459,2,44,12,0,0,3,"married"
5462,3,38,14,27656,1967,2,"married"
5462,170,31,12,0,0,4,"married"
5462,174,33,13,5000,1820,2,"married"
5463,3,40,10,6000,1920,3,"never married"
5463,5,37,12,6500,1760,1,"never married"
5463,6,30,12,7000,1039,2,"never married"
5463,9,37,12,0,0,4,"married"
5463,170,39,12,8000,1938,5,"married"
5464,3,45,17,44740,1874,1,"divorced"
5464,7,36,16,33800,2090,2,"married"
5464,8,34,16,32000,1975,2,"married"
5464,170,42,11,4379,451,3,"married"
5474,2,49,5,0,0,98,"married"
5475,4,35,10,680,160,2,"married"
5475,5,33,8,14000,2040,2,"married"
5477,6,32,12,1000,160,3,"divorced"
5477,180,50,12,0,0,99,"no histories"
5478,170,36,99,9369,1187,1,"married"
5480,2,46,14,34000,2000,4,"married"
5486,1,45,12,13000,1920,0,"married"
5487,3,35,16,1500,2080,0,"never married"
5488,5,33,15,18000,2440,0,"separated"
5490,171,33,12,8000,1860,2,"married"
5490,173,30,14,35000,2500,3,"married"
5491,3,45,16,60000,1697,2,"married"
5491,4,40,17,51000,1540,2,"married"
5491,177,30,13,25600,2088,1,"married"
5493,6,31,10,0,0,7,"separated"
5493,7,30,9,0,0,3,"widowed"
5493,170,37,13,11000,2048,7,"married"
5493,177,49,14,0,0,3,"married"
5495,2,45,14,46000,2000,4,"married"
5498,6,33,12,16000,1877,2,"divorced"
5499,182,34,12,2000,998,3,"separated"
5499,185,34,12,372,80,3,"separated"
5499,186,33,0,0,0,0,"separated"
5501,6,35,12,2400,5025,5,"never married"
5503,177,41,98,0,0,98,"divorced"
5503,178,39,13,16800,1880,4,"married"
5504,170,30,12,18000,2024,0,"married"
5505,4,45,12,1420,400,2,"married"
5505,171,38,16,36000,1520,3,"married"
5506,3,46,14,38500,2672,3,"widowed"
5506,6,38,16,33000,1806,2,"married"
5506,173,33,12,16000,1448,3,"married"
5510,3,37,14,0,0,1,"never married"
5510,172,38,14,0,0,3,"married"
5512,171,37,12,0,0,2,"married"
5513,5,39,11,14263,1807,2,"divorced"
5516,3,39,13,12000,2000,2,"divorced"
5516,170,46,16,21000,1421,2,"married"
5516,175,46,15,30000,1632,3,"divorced"
5521,4,40,14,11000,847,1,"never married"
5521,5,39,12,11000,1200,3,"married"
5522,171,31,14,38000,2187,1,"married"
5523,4,40,16,77617,2310,0,"divorced"
5523,170,38,13,20000,1426,1,"married"
5526,3,45,12,0,0,0,"divorced"
5526,4,42,12,15000,2040,3,"married"
5526,5,41,12,1010,104,3,"separated"
5526,6,40,8,0,0,1,"married"
5526,10,36,14,16000,2008,2,"married"
5526,11,34,12,12000,1860,2,"divorced"
5526,13,32,10,15786,2000,2,"married"
5526,14,31,12,2000,357,2,"never married"
5530,5,40,12,0,0,2,"married"
5531,2,46,16,23500,2450,2,"married"
5532,171,39,12,2000,520,1,"never married"
5532,172,42,6,0,0,3,"married"
5534,170,44,10,30935,1715,5,"married"
5536,170,39,12,12000,1667,2,"married"
5537,3,39,13,4000,840,1,"divorced"
5537,6,34,12,6700,1150,3,"divorced"
5537,170,35,10,0,0,3,"married"
5537,181,45,99,0,0,99,"no histories"
5538,2,47,11,42000,1960,3,"married"
5539,4,38,14,5000,1696,3,"never married"
5539,7,33,12,7000,1716,4,"never married"
5542,2,43,16,65,12,2,"married"
5542,3,42,12,0,0,0,"never married"
5542,170,39,12,34000,1946,1,"married"
5543,5,39,12,0,0,2,"married"
5543,8,32,12,24000,3036,1,"married"
5544,170,35,13,11200,941,2,"married"
5544,171,42,0,0,0,2,"married"
5544,176,38,15,750,104,0,"divorced"
5545,3,42,14,23000,2302,2,"divorced"
5545,4,39,10,29000,1696,0,"married"
5545,6,30,99,4000,832,1,"widowed"
5545,175,32,12,0,0,2,"married"
5546,2,43,12,0,0,2,"married"
5546,3,38,13,11525,4940,2,"divorced"
5547,3,35,12,0,0,2,"never married"
5547,9,30,10,0,0,6,"never married"
5547,170,30,9,15000,2072,4,"separated"
5548,3,45,12,0,0,2,"separated"
5548,6,40,15,19040,2016,2,"divorced"
5548,9,32,12,0,0,0,"never married"
5549,4,35,14,30000,2686,0,"widowed"
5549,5,34,12,0,0,3,"married"
5549,6,32,12,12000,1907,2,"separated"
5549,175,37,16,18000,1976,2,"separated"
5549,182,37,14,25000,321,0,"never married"
5551,2,47,17,22508,1041,1,"divorced"
5551,175,32,15,6000,962,0,"never married"
5553,171,41,16,55000,2000,2,"married"
5553,172,33,15,25364,1804,1,"married"
5558,5,31,10,0,0,2,"never married"
5559,3,32,13,0,0,2,"married"
5559,4,30,12,0,0,3,"married"
5559,176,30,15,13000,1647,1,"married"
5560,3,46,12,0,0,4,"widowed"
5560,6,38,12,21275,1887,0,"never married"
5560,176,45,12,0,0,5,"married"
5562,3,41,12,23000,1912,1,"divorced"
5562,4,40,17,55000,1796,0,"married"
5562,5,39,13,24023,1760,2,"married"
5565,3,41,14,35000,1920,2,"married"
5565,4,38,11,17000,2400,3,"married"
5566,3,41,14,30000,2326,2,"married"
5568,171,33,13,18000,2116,0,"married"
5569,4,40,10,23000,1960,1,"married"
5569,7,35,11,0,0,4,"never married"
5569,8,32,12,0,0,0,"married"
5569,10,30,12,22000,1815,0,"married"
5569,176,36,11,9900,920,0,"married"
5570,3,43,12,11413,1805,3,"married"
5570,4,41,12,15466,1440,2,"married"
5570,5,40,12,24000,2167,3,"widowed"
5570,11,31,12,3000,1298,3,"married"
5570,175,32,13,27783,1976,2,"separated"
5570,177,33,13,6000,2040,2,"separated"
5570,181,43,12,0,0,4,"separated"
5570,184,35,12,12000,1937,3,"married"
5570,192,31,12,65000,2080,98,"never married"
5571,5,31,12,2000,600,3,"married"
5573,6,40,12,11000,2000,1,"never married"
5573,8,34,14,9000,2000,1,"separated"
5573,9,32,12,7000,2000,2,"separated"
5573,172,43,12,11425,2060,3,"married"
5575,3,35,12,0,0,2,"married"
5576,172,40,10,12000,1743,4,"married"
5578,3,40,13,27000,2005,2,"married"
5578,171,38,12,0,2132,2,"divorced"
5578,173,36,12,18000,2004,1,"married"
5578,176,37,10,0,0,6,"married"
5579,3,38,99,20900,1820,2,"married"
5579,4,34,12,0,240,2,"married"
5584,4,38,14,10000,827,2,"divorced"
5585,3,33,12,0,0,5,"separated"
5585,171,45,99,0,0,0,"never married"
5586,3,30,10,22000,1750,0,"married"
5592,5,31,12,0,0,1,"never married"
5592,7,30,12,900,347,3,"separated"
5592,172,31,99,0,0,2,"never married"
5600,2,46,10,31000,1880,3,"married"
5600,3,30,13,20999,2184,0,"never married"
5605,3,37,12,0,0,2,"married"
5606,2,48,12,10000,2160,4,"married"
5606,170,30,11,0,0,2,"married"
5608,171,37,12,22000,2250,3,"married"
5610,2,46,11,23000,2083,3,"never married"
5610,3,42,12,14000,1243,2,"married"
5612,3,46,12,15362,1256,4,"married"
5612,5,39,12,15000,1992,3,"divorced"
5612,171,40,12,20000,2040,3,"married"
5612,172,44,12,0,0,3,"married"
5613,3,44,12,9000,1350,1,"never married"
5613,6,40,12,100,2058,1,"never married"
5613,8,36,12,15000,2048,1,"married"
5613,9,34,12,14000,3280,0,"never married"
5613,11,31,12,0,0,1,"never married"
5613,14,30,12,10000,2040,0,"never married"
5613,170,40,12,0,0,4,"married"
5613,171,42,12,13000,2040,3,"married"
5613,173,36,12,10000,2040,2,"married"
5613,175,42,12,13,2080,2,"married"
5613,178,33,12,600,540,3,"separated"
5614,2,48,11,2200,976,3,"widowed"
5614,170,32,14,17000,2027,4,"married"
5614,177,42,99,26239,1960,0,"married"
5615,3,45,12,16000,2000,1,"married"
5615,5,44,14,20000,1944,5,"married"
5615,6,40,15,7000,1141,3,"married"
5615,7,35,17,22900,2050,1,"married"
5619,3,38,12,33000,1824,3,"married"
5619,4,34,12,3000,2080,4,"married"
5619,5,34,12,13000,2158,3,"married"
5621,4,37,16,18312,2346,1,"married"
5621,7,30,14,18000,1960,1,"married"
5621,171,30,12,16000,1840,2,"married"
5621,174,35,16,17820,1620,0,"married"
5623,6,33,11,10200,1962,3,"separated"
5623,7,32,99,12720,2000,3,"divorced"
5623,8,30,9,0,0,7,"divorced"
5623,171,36,13,17500,2150,6,"separated"
5623,172,35,16,17000,1936,3,"married"
5623,174,36,12,6000,1960,1,"married"
5626,9,34,12,13000,2196,0,"married"
5626,170,35,16,18000,1976,2,"married"
5626,180,34,13,0,0,0,"never married"
5628,3,37,12,6000,1307,0,"never married"
5628,5,34,99,22803,2981,1,"divorced"
5628,6,31,12,0,0,6,"never married"
5628,174,34,9,4500,2184,98,"never married"
5631,3,35,17,34000,1880,2,"married"
5631,6,31,12,39000,1880,2,"married"
5632,4,36,12,33500,2256,2,"married"
5632,172,30,12,18500,1668,2,"married"
5632,173,37,12,5000,1146,2,"married"
5634,186,31,12,15600,2080,0,"never married"
5635,2,43,13,0,0,3,"divorced"
5636,2,38,13,36556,2600,2,"divorced"
5639,3,35,10,15000,2252,3,"never married"
5641,4,40,11,0,0,3,"never married"
5641,5,37,11,16102,2040,2,"never married"
5641,8,30,12,15000,1530,0,"never married"
5642,3,37,12,22000,2000,2,"married"
5642,4,35,16,15000,1020,1,"married"
5643,6,38,16,23000,1107,2,"married"
5644,170,44,9,17680,2080,5,"separated"
5646,6,30,14,0,0,3,"never married"
5652,5,32,13,20000,1387,3,"married"
5652,172,30,14,0,0,0,"married"
5653,3,43,13,13000,2032,5,"married"
5655,170,39,12,5600,1614,2,"separated"
5655,173,32,12,12700,196,2,"never married"
5655,174,35,15,0,0,4,"married"
5655,190,45,99,1500,140,99,"no histories"
5656,8,36,14,1200,640,4,"never married"
5656,11,32,16,28000,3840,3,"never married"
5656,171,37,12,1400,265,2,"married"
5656,177,32,6,700,540,1,"separated"
5656,179,40,13,27558,1960,0,"married"
5656,186,33,12,0,0,0,"never married"
5660,3,41,15,9500,1625,1,"divorced"
5660,5,32,14,25000,1677,2,"separated"
5660,173,35,13,1600,442,4,"married"
5661,6,32,10,0,0,4,"divorced"
5661,7,32,99,0,0,5,"divorced"
5663,2,47,12,15000,2000,2,"separated"
5663,3,44,11,19952,2055,6,"never married"
5663,5,39,9,0,0,3,"divorced"
5663,6,36,12,28341,2496,3,"married"
5663,7,34,12,112,16,1,"never married"
5664,2,48,10,0,0,5,"married"
5664,3,30,12,0,0,3,"never married"
5668,181,37,99,0,0,3,"married"
5676,4,36,13,22600,2040,2,"divorced"
5676,182,34,12,25000,2000,1,"married"
5677,4,41,13,40000,1960,1,"widowed"
5677,6,36,12,0,0,1,"never married"
5677,170,33,9,0,0,5,"never married"
5678,2,35,12,0,0,6,"never married"
5678,173,30,9,13000,121,98,"separated"
5679,170,45,14,0,0,2,"married"
5680,4,32,14,0,0,3,"married"
5681,5,42,12,0,0,4,"married"
5683,2,45,16,39200,1435,1,"divorced"
5683,3,43,12,0,0,3,"married"
5683,6,36,13,20000,1128,4,"separated"
5683,171,35,12,15000,2040,3,"married"
5683,176,47,9,45000,2080,4,"separated"
5684,3,39,12,78000,2250,3,"divorced"
5684,6,32,14,0,0,2,"married"
5684,171,39,13,16000,1880,2,"married"
5684,173,35,13,0,0,2,"married"
5685,4,42,12,32000,1776,3,"married"
5689,195,31,16,3501,1980,2,"never married"
5689,199,38,0,0,0,98,"separated"
5690,3,43,12,38000,2500,0,"divorced"
5692,6,35,16,29000,2055,1,"never married"
5692,7,32,15,22000,2056,1,"divorced"
5692,174,30,15,8000,1528,1,"never married"
5693,5,42,99,33800,2235,3,"separated"
5693,6,41,13,26841,2005,0,"married"
5693,7,40,12,4085,368,4,"never married"
5693,10,33,11,19000,4000,3,"never married"
5693,21,46,12,15000,2378,4,"separated"
5693,174,38,9,0,0,6,"separated"
5693,181,39,12,20191,1819,3,"married"
5704,3,38,12,32000,2154,0,"married"
5704,4,37,12,36000,2750,0,"married"
5704,7,30,12,14000,2000,0,"married"
5704,172,36,10,800,373,1,"married"
