"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
3,1,0,0,0,40,"yes",0.5,0.071,5.9108,3
7,1,0,0,0,44,"no",0.17,0.02,7.17166,4
1,1,0,0,0,23,"no",0.5,0.12,5.3799,0
9,0,0,0,1,24,"yes",0.5,0.08,5.78383,1
3,0,0,0,1,22,"yes",0.5,0.094,5.62762,0
6,0,1,0,0,22,"no",0.5,0.15,5.15906,0
13,0,0,0,1,57,"yes",0.255,0.03,6.76619,8
4,0,0,0,1,26,"yes",0.5,0.075,5.84932,2
4,0,1,0,0,34,"yes",0.425,0.05,6.25575,15
3,0,0,1,0,21,"no",0.425,0.05,6.25575,3
7,1,0,0,0,30,"yes",0.5,0.083,5.743,5
2,1,0,0,0,25,"no",0.5,0.094,5.62762,0
1,0,0,1,0,23,"no",0.5,0.092,5.64191,1
1,1,0,0,0,36,"no",0.5,0.06,6.07304,2
21,0,0,0,1,44,"yes",0.455,0.054,6.18621,0
6,0,0,0,1,30,"yes",0.392,0.046,6.33505,0
17,0,0,0,1,42,"yes",0.425,0.05,6.25575,4
14,0,0,0,1,50,"yes",0.5,0.1,5.56068,2
4,0,1,0,0,24,"yes",0.5,0.125,5.33754,1
1,0,0,0,0,43,"no",0.364,0.043,6.40853,24
7,0,0,0,1,23,"yes",0.5,0.086,5.71703,2
9,1,0,0,0,25,"yes",0.5,0.076,5.84064,3
11,1,0,0,0,30,"yes",0.5,0.063,6.03309,1
13,0,0,0,1,61,"yes",0.49,0.058,6.11147,34
1,1,0,0,0,21,"no",0.5,0.1,5.56068,3
3,0,1,0,0,32,"yes",0.319,0.038,6.54247,2
3,1,0,0,0,41,"yes",0.5,0.075,5.84932,0
9,1,0,0,0,27,"yes",0.5,0.1,5.56068,2
4,0,0,0,1,25,"yes",0.253,0.051,5.79909,3
1,1,0,0,0,22,"no",0.559,0.112,4.64439,0
4,0,0,1,0,56,"no",0.457,0.091,5.20401,8
6,0,0,1,0,41,"no",0.559,0.112,4.99721,3
16,1,0,0,0,22,"yes",0.31,0.062,5.59471,1
1,1,0,0,0,50,"no",0.231,0.046,5.8861,5
1,1,0,0,0,51,"no",0.178,0.036,6.1506,5
7,0,1,0,0,31,"yes",0.52,0.053,4.86753,0
2,0,1,0,0,44,"no",0.52,0.036,5.25227,0
3,0,0,0,1,33,"yes",0.52,0.028,5.52943,3
6,1,0,0,0,28,"yes",0.52,0.038,5.20401,1
1,1,0,0,0,36,"no",0.52,0.032,5.3799,0
4,0,0,0,1,53,"yes",0.52,0.029,5.47227,12
1,0,0,0,0,22,"yes",0.52,0.04,5.15906,0
21,0,0,0,1,50,"no",0.165,0.008,6.76619,20
1,1,0,0,0,45,"no",0.52,0.027,5.56068,4
2,0,0,0,1,30,"yes",0.508,0.025,5.64191,0
3,0,0,0,1,31,"yes",0.52,0.032,5.3799,2
1,0,0,1,0,40,"no",0.52,0.125,5.15906,0
27,1,0,0,0,48,"no",0.56,0.25,4.46591,0
19,1,0,0,0,35,"yes",0.44,0.063,5.84932,5
3,1,0,0,0,36,"yes",0.196,0.028,6.66057,3
5,1,0,0,0,24,"no",0.52,0.096,5.42054,0
7,0,0,0,1,37,"yes",0.205,0.029,6.61473,0
2,0,0,1,0,30,"no",0.52,0.083,5.56068,5
1,0,1,0,0,41,"no",0.352,0.05,6.07304,3
7,0,1,0,0,30,"no",0.52,0.128,5.1299,7
9,0,0,0,0,37,"yes",0.503,0.071,5.71703,10
1,1,0,0,0,33,"no",0.44,0.063,5.84932,10
7,1,0,0,0,60,"yes",0.229,0.032,6.50429,1
3,1,0,0,0,35,"no",0.585,0.08,5.3799,11
3,1,0,0,0,24,"no",0.585,0.125,4.93447,0
9,0,0,0,1,27,"yes",0.585,0.091,5.25227,1
7,1,0,0,0,42,"no",0.487,0.065,5.58725,2
1,0,1,0,0,42,"yes",0.585,0.088,5.27811,22
10,0,0,0,1,56,"yes",0.526,0.07,5.50939,20
3,0,0,0,1,34,"yes",0.215,0.029,6.40688,0
14,0,0,0,0,29,"yes",0.231,0.031,6.33505,3
7,0,0,0,1,24,"yes",0.585,0.133,4.86753,1
6,0,0,0,1,61,"yes",0.469,0.063,5.62762,2
6,0,0,0,1,23,"yes",0.326,0.043,5.98896,2
1,1,0,0,0,29,"no",0.417,0.056,5.743,0
2,0,0,1,0,29,"yes",0.434,0.058,5.70378,2
3,1,0,0,0,45,"no",0.585,0.091,5.25227,0
1,1,0,0,0,25,"no",0.577,0.077,5.42054,3
9,0,0,1,0,37,"yes",0.221,0.043,6.40853,17
3,0,0,0,0,23,"no",0.369,0.071,5.89715,0
7,0,1,0,0,40,"yes",0.394,0.128,5.31321,7
15,1,0,0,0,35,"no",0.394,0.167,5.04986,0
1,1,0,0,0,40,"no",0.316,0.061,6.05209,17
5,0,0,1,0,28,"yes",0.292,0.057,6.13123,0
8,0,0,1,0,44,"yes",0.394,0.12,5.3799,2
1,1,0,0,0,23,"yes",0.542,0.103,5.68358,4
2,0,0,1,0,34,"yes",0.542,0.1,5.71703,1
4,0,0,0,1,31,"yes",0.542,0.117,5.56068,0
2,1,0,0,0,32,"no",0.542,0.113,5.59471,0
13,0,0,0,1,27,"yes",0.373,0.064,6.16752,3
5,0,0,0,1,30,"no",0.201,0.056,6.66057,4
4,1,0,0,0,55,"no",0.52,0.167,5.56068,13
3,0,1,0,0,32,"no",0.52,0.26,4.93447,0
7,0,0,0,1,31,"no",0.266,0.074,6.38012,5
5,0,0,0,1,27,"yes",0.52,0.2,5.3799,6
4,0,0,0,1,37,"no",0.52,0.26,4.99721,2
9,0,0,0,1,27,"no",0.52,0.179,5.49306,2
1,1,0,0,0,49,"no",0.345,0.095,6.12249,0
8,0,0,0,1,49,"yes",0.431,0.119,5.89715,16
7,1,0,0,0,33,"yes",0.277,0.077,6.34036,2
5,0,0,1,0,22,"yes",0.483,0.133,5.78383,1
5,1,0,0,0,32,"yes",0.362,0.1,6.07304,4
7,0,0,1,0,27,"no",0.453,0.125,5.84932,1
3,1,0,0,0,25,"yes",0.542,0.063,5.33754,6
15,0,0,0,1,25,"yes",0.542,0.107,4.79579,2
2,1,0,0,0,51,"yes",0.453,0.047,5.62762,0
14,0,0,0,1,41,"no",0.542,0.088,4.99721,0
5,0,0,0,1,20,"no",0.542,0.083,5.04986,0
7,0,0,0,1,55,"no",0.48,0.05,5.56834,1
2,0,0,0,0,35,"yes",0.542,0.107,4.79579,0
3,0,0,0,1,36,"yes",0.542,0.071,5.20401,1
9,0,0,1,0,56,"yes",0.322,0.033,5.96615,15
13,0,0,1,0,47,"yes",0.181,0.019,6.54247,8
12,0,0,0,1,28,"yes",0.363,0.038,5.84932,1
1,1,0,0,0,38,"no",0.363,0.038,5.84932,10
1,1,0,0,0,34,"no",0.264,0.027,6.16752,5
3,1,0,0,0,49,"no",0.5,0.125,5.15906,0
3,0,0,0,0,38,"no",0.227,0.057,6.3315,1
1,0,1,0,0,43,"no",0.5,0.125,5.15906,0
11,0,0,0,0,30,"yes",0.49,0.123,5.56068,2
1,1,0,0,0,36,"no",0.245,0.061,6.25575,17
7,0,0,0,1,53,"yes",0.5,0.125,4.86753,17
1,0,0,1,0,31,"no",0.35,0.088,5.89715,0
1,0,0,0,0,38,"no",0.5,0.125,5.3799,1
6,0,0,1,0,40,"yes",0.36,0.09,5.8693,5
2,1,0,0,0,32,"no",0.49,0.123,5.56068,4
1,1,0,0,0,40,"no",0.387,0.097,5.79909,0
3,1,0,0,0,55,"no",0.245,0.061,6.25575,0
2,0,0,0,0,33,"no",0.49,0.123,5.56068,0
3,1,0,0,0,23,"no",0.294,0.074,6.07304,1
2,1,0,0,0,37,"no",0.49,0.123,5.56068,1
4,1,0,0,0,38,"yes",0.309,0.077,6.02102,10
2,0,0,0,1,27,"no",0.5,0.125,5.29832,0
4,1,0,0,0,41,"no",0.52,0.047,4.86753,1
5,0,0,0,1,42,"yes",0.52,0.064,4.55388,6
1,0,1,0,0,21,"no",0.52,0.159,3.63759,0
4,0,0,0,1,42,"yes",0.52,0.019,5.7589,7
2,0,0,1,0,37,"no",0.52,0.07,4.46591,1
3,0,0,1,0,48,"no",0.394,0.014,6.07304,1
3,1,0,0,0,54,"no",0.52,0.021,5.65599,1
2,0,0,0,0,37,"no",0.52,0.019,5.78383,0
7,1,0,0,0,26,"no",0.438,0.016,5.96615,6
6,0,0,0,1,35,"no",0.27,0.01,6.45047,10
1,1,0,0,0,56,"yes",0.379,0.013,6.11147,9
5,1,0,0,0,41,"no",0.52,0.03,5.29832,4
9,0,0,0,1,29,"no",0.565,0.141,4.46591,0
3,1,0,0,0,30,"no",0.565,0.141,5.15906,0
1,1,0,0,0,29,"no",0.565,0.141,5.56068,9
3,0,0,1,0,35,"yes",0.565,0.141,5.15906,1
1,1,0,0,0,35,"no",0.389,0.097,6.16752,4
1,1,0,0,0,37,"no",0.6,0.15,5.10595,10
2,0,0,1,0,38,"no",0.345,0.086,6.28786,2
5,1,0,0,0,27,"yes",0.476,0.119,5.96615,0
3,0,0,0,1,21,"no",0.6,0.15,5.15906,0
5,1,0,0,0,31,"yes",0.445,0.111,6.03309,0
3,0,0,1,0,21,"no",0.6,0.15,5.3799,0
1,1,0,0,0,21,"no",0.6,0.15,5.33754,0
6,0,0,0,1,26,"yes",0.51,0.127,5.89715,3
2,0,0,1,0,25,"no",0.6,0.15,5.15906,0
1,0,1,0,0,35,"no",0.6,0.15,5.3799,0
7,0,0,0,1,40,"yes",0.476,0.119,5.96615,12
1,1,0,0,0,26,"yes",0.279,0.07,6.50129,0
2,1,0,0,0,37,"yes",0.535,0.134,5.84932,0
2,1,0,0,0,35,"yes",0.446,0.111,6.03309,2
4,1,0,0,0,49,"no",0.185,0.046,6.90875,5
3,0,1,0,0,31,"no",0.6,0.15,4.93447,0
2,1,0,0,0,27,"no",0.6,0.15,5.62762,0
2,0,1,0,0,27,"no",0.6,0.15,4.81218,0
2,0,0,0,1,21,"no",0.52,0.1,4.86753,0
1,0,1,0,0,25,"no",0.52,0.075,5.15906,0
1,1,0,0,0,42,"no",0.52,0.088,4.99721,5
4,0,0,0,1,22,"yes",0.52,0.067,5.273,1
1,1,0,0,0,38,"no",0.453,0.047,5.62762,1
2,0,0,0,1,41,"yes",0.331,0.034,5.94017,0
14,0,0,0,1,45,"yes",0.52,0.063,5.33754,2
4,1,0,0,0,44,"no",0.18,0.019,6.55108,1
9,0,0,0,1,35,"yes",0.181,0.019,6.54247,2
9,1,0,0,0,29,"yes",0.378,0.039,5.80814,2
5,0,1,0,0,31,"yes",0.264,0.027,6.16752,5
3,1,0,0,0,27,"yes",0.52,0.075,5.15906,0
1,1,0,0,0,50,"no",0.65,0.216,5.56068,2
7,0,0,1,0,21,"yes",0.65,0.216,4.46591,0
5,0,0,0,0,28,"no",0.529,0.176,5.96615,0
3,0,0,1,0,22,"no",0.65,0.216,5.3799,0
15,0,0,0,0,43,"yes",0.567,0.189,5.89715,12
1,0,0,1,0,25,"no",0.65,0.216,5.15906,0
1,0,0,1,0,34,"no",0.65,0.216,5.69373,2
2,0,1,0,0,20,"no",0.65,0.216,5.56068,1
4,0,0,0,1,29,"no",0.65,0.216,4.86753,0
18,0,1,0,0,31,"yes",0.65,0.216,5.65599,3
15,1,0,0,0,44,"yes",0.458,0.152,6.11147,11
2,1,0,0,0,40,"no",0.341,0.114,6.40523,8
1,0,1,0,0,27,"no",0.529,0.176,5.96615,0
1,1,0,0,0,55,"no",0.216,0.072,6.86171,8
7,0,0,1,0,30,"yes",0.5,0.02,5.3799,12
2,0,1,0,0,27,"yes",0.5,0.02,5.3799,3
3,0,0,0,0,22,"no",0.5,0.038,4.72739,1
13,0,0,0,1,46,"yes",0.446,0.015,5.64191,2
2,1,0,0,0,30,"no",0.5,0.021,5.33754,0
4,0,0,0,1,35,"yes",0.29,0.01,6.07304,0
14,0,0,0,1,40,"yes",0.5,0.037,4.76217,1
3,1,0,0,0,38,"no",0.414,0.014,5.71703,6
3,0,1,0,0,29,"yes",0.5,0.037,4.76217,8
3,1,0,0,0,56,"no",0.251,0.009,6.21661,1
7,1,0,0,0,30,"no",0.5,0.041,4.65396,0
9,0,0,0,1,49,"yes",0.5,0.028,5.04986,3
4,1,0,0,0,42,"no",0.398,0.089,6.12687,4
12,0,0,0,1,33,"yes",0.553,0.138,5.3799,8
12,0,0,0,1,40,"yes",0.553,0.138,5.3799,1
5,0,0,0,1,55,"yes",0.42,0.094,6.07304,8
1,1,0,0,0,57,"no",0.257,0.057,6.56527,0
4,0,1,0,0,43,"no",0.35,0.078,6.25575,3
4,0,0,0,0,50,"no",0.42,0.094,6.07304,8
8,0,0,0,1,38,"no",0.553,0.131,5.743,0
9,0,0,1,0,23,"yes",0.553,0.138,5.15906,0
2,0,0,1,0,27,"yes",0.42,0.094,6.07304,2
3,1,0,0,0,41,"yes",0.553,0.138,5.62762,1
3,0,0,0,0,26,"no",0.5,0.2,5.56068,8
17,1,0,0,0,39,"no",0.299,0.119,6.40853,4
3,0,0,1,0,22,"yes",0.5,0.2,5.3799,2
1,1,0,0,0,37,"yes",0.5,0.2,5.71703,6
1,0,0,0,0,22,"no",0.5,0.2,5.3799,4
5,0,0,0,1,24,"yes",0.5,0.2,5.39363,4
6,1,0,0,0,41,"yes",0.5,0.2,5.64545,2
2,0,1,0,0,35,"no",0.5,0.2,5.18178,1
4,0,1,0,0,55,"no",0.5,0.2,4.72739,0
7,1,0,0,0,29,"yes",0.5,0.2,5.15906,3
3,1,0,0,0,35,"yes",0.5,0.2,5.56068,7
11,1,0,0,0,32,"yes",0.5,0.2,5.61677,0
2,0,0,1,0,43,"no",0.5,0.2,5.3799,1
2,0,1,0,0,22,"yes",0.464,0.186,5.96615,4
2,0,0,0,1,27,"no",0.52,0.104,5.33754,0
14,0,0,0,1,32,"yes",0.52,0.083,5.56068,13
14,0,0,0,1,51,"yes",0.52,0.1,5.3799,13
11,0,0,0,0,21,"no",0.52,0.152,4.96284,0
13,0,0,0,1,53,"yes",0.52,0.089,5.49306,6
1,1,0,0,0,25,"no",0.52,0.125,5.15906,4
11,1,0,0,0,20,"no",0.52,0.156,4.93447,0
5,0,0,0,1,20,"no",0.52,0.185,4.76217,0
5,0,0,1,0,20,"no",0.52,0.125,5.15906,0
3,0,1,0,0,36,"no",0.52,0.117,5.22575,1
1,0,0,1,0,34,"no",0.52,0.192,4.72739,16
4,0,0,0,1,29,"yes",0.52,0.083,5.56068,2
2,0,0,1,0,22,"no",0.52,0.179,4.79579,0
5,1,0,0,0,41,"yes",0.52,0.125,5.15906,1
15,0,0,0,1,30,"yes",0.52,0.071,5.71703,5
5,0,1,0,0,21,"no",0.5,0.15,5.3799,0
7,1,0,0,0,34,"yes",0.478,0.143,5.93225,0
1,1,0,0,0,24,"no",0.416,0.125,6.07304,1
5,1,0,0,0,22,"yes",0.5,0.15,5.15906,2
5,0,0,1,0,40,"no",0.208,0.062,6.76619,0
5,1,0,0,0,32,"yes",0.5,0.15,5.63479,1
12,0,0,0,1,47,"yes",0.5,0.15,5.25227,7
4,1,0,0,0,20,"no",0.5,0.15,5.15906,0
5,0,1,0,0,54,"no",0.5,0.15,4.83628,0
3,0,1,0,0,31,"yes",0.347,0.104,6.25575,0
3,0,1,0,0,23,"no",0.5,0.15,5.15906,3
2,0,1,0,0,27,"no",0.5,0.15,5.15906,1
1,1,0,0,0,30,"no",0.5,0.15,5.33754,0
1,1,0,0,0,26,"no",0.461,0.092,5.743,2
2,0,0,0,1,33,"no",0.5,0.1,4.79579,0
2,0,0,1,0,42,"no",0.5,0.1,4.86753,0
2,0,0,1,0,22,"no",0.5,0.1,5.56068,1
11,0,0,0,0,33,"no",0.392,0.078,5.90536,6
1,0,0,1,0,34,"no",0.221,0.044,6.47851,1
1,1,0,0,0,36,"no",0.474,0.095,5.71703,12
2,0,0,0,1,21,"yes",0.255,0.051,6.33505,1
2,0,0,0,0,37,"no",0.5,0.1,5.09987,4
5,0,0,0,1,33,"yes",0.5,0.1,5.29832,0
2,0,0,0,1,31,"yes",0.398,0.08,5.89164,0
1,0,0,1,0,36,"no",0.5,0.1,5.3799,0
26,0,0,0,1,45,"yes",0.316,0.063,6.12249,3
3,0,1,0,0,61,"yes",0.332,0.066,6.07304,0
16,0,0,0,0,35,"yes",0.332,0.066,6.07304,4
2,0,1,0,0,25,"yes",0.5,0.1,5.273,1
3,0,0,0,1,56,"no",0.305,0.045,6.18621,1
10,0,0,0,1,38,"yes",0.428,0.063,5.84932,2
1,0,0,1,0,43,"yes",0.428,0.063,5.84932,1
1,1,0,0,0,30,"no",0.57,0.083,5.56068,3
1,1,0,0,0,36,"no",0.285,0.042,6.25575,16
2,1,0,0,0,42,"yes",0.222,0.032,6.50429,5
5,0,0,0,1,41,"yes",0.518,0.076,5.65599,12
5,1,0,0,0,27,"yes",0.285,0.042,6.25575,1
3,0,0,1,0,60,"yes",0.52,0.01,5.19296,14
1,1,0,0,0,50,"no",0.269,0.002,6.64898,1
6,0,0,0,1,38,"no",0.52,0.005,5.78383,0
13,0,0,0,1,50,"yes",0.39,0.078,6.2804,15
19,0,1,0,0,25,"no",0.533,0.107,5.96615,2
2,1,0,0,0,46,"no",0.6,0.12,5.56068,3
7,0,0,0,1,46,"no",0.6,0.12,5.04986,2
10,0,0,0,1,58,"yes",0.48,0.096,6.07304,14
1,0,0,1,0,28,"no",0.6,0.12,5.84932,1
5,1,0,0,0,59,"yes",0.48,0.096,6.07304,2
7,0,0,0,1,40,"yes",0.6,0.12,5.29832,4
2,0,0,0,1,30,"yes",0.6,0.12,5.84932,3
2,1,0,0,0,28,"no",0.5,0.25,5.29832,2
12,0,0,0,0,59,"yes",0.5,0.25,5.3799,2
12,0,0,0,1,51,"yes",0.5,0.25,5.3799,2
6,0,0,0,1,37,"yes",0.351,0.175,6.16752,9
14,1,0,0,0,28,"yes",0.322,0.161,6.25575,0
2,0,0,0,0,21,"no",0.55,0.275,4.23411,0
5,0,1,0,0,41,"yes",0.5,0.25,5.3799,12
5,0,1,0,0,22,"no",0.5,0.25,5.273,0
1,1,0,0,0,23,"no",0.5,0.25,5.3799,1
3,1,0,0,0,29,"no",0.5,0.25,5.62762,1
2,1,0,0,0,35,"no",0.364,0.073,5.49306,2
10,0,0,0,1,58,"yes",0.347,0.069,5.96615,5
1,0,0,1,0,34,"no",0.364,0.073,5.84932,3
1,1,0,0,0,29,"no",0.364,0.073,5.3799,0
5,0,1,0,0,24,"no",0.364,0.073,5.49306,0
7,0,0,0,1,22,"no",0.364,0.073,5.84932,1
6,1,0,0,0,28,"yes",0.284,0.057,6.16752,5
4,0,0,0,1,30,"no",0.27,0.054,6.21661,11
2,0,0,1,0,22,"yes",0.364,0.073,5.79909,3
2,0,0,0,1,21,"yes",0.364,0.073,5.20401,0
3,0,0,0,1,26,"yes",0.312,0.062,6.07304,2
2,0,0,1,0,25,"no",0.364,0.073,5.89715,1
4,1,0,0,0,33,"yes",0.364,0.073,5.65599,2
1,0,1,0,0,27,"no",0.4,0.2,4.99721,2
1,1,0,0,0,37,"yes",0.4,0.2,5.79909,11
7,1,0,0,0,38,"yes",0.4,0.2,5.45532,16
2,1,0,0,0,26,"no",0.4,0.2,4.99721,4
1,0,0,1,0,33,"no",0.4,0.2,5.04986,5
1,1,0,0,0,26,"no",0.4,0.2,5.81114,1
14,0,0,0,0,50,"yes",0.4,0.2,5.65599,10
2,0,1,0,0,47,"yes",0.4,0.2,4.86753,1
7,1,0,0,0,47,"no",0.228,0.068,6.66057,10
7,0,0,0,1,39,"yes",0.5,0.15,5.15906,5
5,1,0,0,0,29,"no",0.5,0.15,5.84932,0
3,1,0,0,0,50,"no",0.5,0.15,5.64191,0
1,0,1,0,0,46,"no",0.205,0.062,6.76619,1
5,0,0,0,1,20,"no",0.5,0.15,5.25227,0
3,0,1,0,0,54,"no",0.456,0.137,5.96615,21
2,0,0,0,1,31,"no",0.5,0.15,5.56068,3
13,1,0,0,0,40,"yes",0.466,0.14,5.94542,11
6,0,0,0,1,33,"no",0.5,0.15,5.60947,3
7,0,0,1,0,32,"no",0.5,0.15,5.56068,13
1,0,0,0,0,27,"no",0.5,0.15,5.4848,2
4,0,0,0,1,33,"yes",0.483,0.043,5.71703,12
9,1,0,0,0,30,"no",0.469,0.042,5.743,0
1,1,0,0,0,50,"no",0.376,0.033,5.96615,3
9,0,0,0,1,34,"yes",0.402,0.036,5.89715,1
5,0,1,0,0,37,"no",0.578,0.107,4.79579,1
3,0,0,0,1,32,"yes",0.578,0.075,5.15906,2
3,0,0,0,1,55,"yes",0.211,0.019,6.54247,23
3,0,0,0,1,22,"yes",0.578,0.067,5.273,2
2,0,0,0,1,42,"yes",0.578,0.058,5.42054,2
2,0,0,0,0,40,"no",0.4,0.2,6.07304,9
14,0,0,0,1,29,"yes",0.52,0.26,5.15906,1
1,1,0,0,0,37,"no",0.286,0.143,6.40853,0
1,1,0,0,0,52,"no",0.5,0.25,5.84932,20
3,0,0,1,0,27,"no",0.465,0.233,5.92158,2
2,0,0,0,0,39,"no",0.52,0.26,5.3799,2
7,0,0,1,0,37,"yes",0.476,0.238,5.89715,0
2,0,0,1,0,27,"yes",0.286,0.143,6.40853,5
5,0,0,1,0,56,"yes",0.333,0.167,6.25575,7
22,0,0,0,1,41,"no",0.52,0.26,5.23111,0
1,1,0,0,0,32,"no",0.444,0.222,5.96615,0
4,0,1,0,0,38,"yes",0.118,0.059,7.29641,0
2,0,0,0,1,30,"no",0.5,0.25,5.84932,3
7,0,0,0,1,42,"yes",0.52,0.13,5.29832,9
27,1,0,0,0,42,"yes",0.52,0.13,5.70378,5
10,0,0,0,1,54,"yes",0.236,0.059,6.68461,1
4,1,0,0,0,52,"yes",0.42,0.105,6.10925,4
7,0,0,0,1,50,"yes",0.52,0.13,5.16479,0
7,1,0,0,0,21,"no",0.52,0.13,4.82831,1
3,0,0,0,1,26,"no",0.52,0.13,5.52146,1
2,0,1,0,0,34,"no",0.45,0.113,6.04025,0
9,0,1,0,0,31,"no",0.52,0.13,5.273,5
3,0,0,0,1,39,"yes",0.394,0.098,6.17379,5
10,0,0,0,1,49,"yes",0.131,0.033,7.27379,9
7,0,0,0,1,28,"no",0.52,0.13,5.70378,0
1,0,1,0,0,49,"no",0.35,0.088,6.29157,6
1,0,0,1,0,31,"no",0.52,0.13,5.52146,1
1,0,0,1,0,46,"no",0.52,0.13,5.57595,0
1,1,0,0,0,37,"no",0.52,0.13,5.4161,3
9,1,0,0,0,32,"yes",0.378,0.095,6.21461,4
2,1,0,0,0,22,"no",0.52,0.13,5.8861,1
1,1,0,0,0,44,"no",0.315,0.079,6.39693,17
3,0,0,1,0,33,"no",0.315,0.079,6.39693,8
3,0,0,1,0,33,"no",0.52,0.13,5.19296,6
1,0,0,1,0,20,"no",0.473,0.118,5.99146,0
5,1,0,0,0,21,"yes",0.52,0.13,5.61677,4
2,1,0,0,0,31,"no",0.445,0.111,6.05209,4
6,0,0,1,0,45,"no",0.326,0.081,6.36303,7
21,1,0,0,0,33,"yes",0.402,0.101,6.15273,4
5,0,1,0,0,25,"yes",0.52,0.13,5.61677,6
4,1,0,0,0,50,"yes",0.378,0.095,6.21461,2
3,0,1,0,0,26,"no",0.52,0.13,5.29832,3
4,0,0,1,0,33,"no",0.52,0.13,5.48064,1
2,1,0,0,0,42,"no",0.378,0.095,6.21461,1
2,1,0,0,0,38,"yes",0.52,0.13,5.70378,2
7,1,0,0,0,34,"yes",0.52,0.13,5.29832,2
12,0,0,0,1,42,"yes",0.52,0.13,5.01064,3
1,1,0,0,0,46,"no",0.315,0.079,6.39693,5
1,1,0,0,0,27,"no",0.378,0.095,6.21461,2
2,0,1,0,0,26,"no",0.52,0.13,5.1358,1
8,1,0,0,0,23,"no",0.52,0.13,5.85793,1
7,0,0,1,0,24,"yes",0.52,0.13,5.47227,2
7,0,0,1,0,21,"no",0.52,0.13,5.52146,2
14,0,0,0,1,36,"yes",0.42,0.105,6.10925,1
10,0,0,0,1,32,"yes",0.378,0.095,6.21461,10
5,1,0,0,0,32,"yes",0.291,0.073,6.47697,4
15,0,0,0,1,28,"yes",0.52,0.13,5.19296,0
2,1,0,0,0,31,"yes",0.378,0.095,6.21461,7
3,0,0,0,1,23,"no",0.52,0.13,5.4161,0
1,0,1,0,0,43,"no",0.432,0.108,6.08222,5
3,1,0,0,0,50,"no",0.52,0.13,5.29832,1
3,0,0,1,0,45,"no",0.52,0.13,5.6204,8
13,0,0,0,1,23,"yes",0.52,0.13,5.52146,2
5,1,0,0,0,33,"no",0.52,0.13,5.8861,6
2,0,1,0,0,39,"no",0.52,0.13,5.63479,4
4,0,0,0,1,28,"yes",0.52,0.13,5.61677,1
2,0,0,0,1,24,"no",0.52,0.13,5.01064,0
1,1,0,0,0,40,"no",0.095,0.024,7.6004,17
2,1,0,0,0,21,"no",0.52,0.13,5.29832,1
7,0,0,1,0,28,"no",0.52,0.13,5.29832,5
7,1,0,0,0,42,"yes",0.344,0.086,6.30992,9
7,0,0,0,1,40,"yes",0.52,0.13,5.59842,1
7,1,0,0,0,24,"no",0.45,0.113,6.04025,2
1,1,0,0,0,25,"no",0.52,0.13,5.70378,2
9,0,0,0,1,34,"yes",0.49,0.122,5.95584,2
1,0,1,0,0,20,"no",0.52,0.13,5.01064,0
2,0,0,0,1,21,"yes",0.52,0.13,5.07517,0
7,1,0,0,0,24,"no",0.52,0.13,4.89784,3
7,0,1,0,0,28,"no",0.411,0.103,6.13123,0
1,1,0,0,0,40,"no",0.473,0.118,5.99146,2
14,1,0,0,0,45,"yes",0.398,0.099,6.16331,7
5,0,0,1,0,31,"yes",0.473,0.118,5.99146,1
5,1,0,0,0,21,"no",0.52,0.13,5.42054,0
1,1,0,0,0,32,"no",0.45,0.113,6.04025,12
14,1,0,0,0,48,"yes",0.378,0.095,6.21461,20
5,0,1,0,0,24,"no",0.52,0.13,4.91265,0
2,0,0,1,0,46,"yes",0.52,0.13,5.85793,3
9,1,0,0,0,23,"yes",0.52,0.13,5.52146,1
6,1,0,0,0,23,"no",0.504,0.126,5.92693,0
5,0,0,1,0,32,"no",0.27,0.068,6.55108,13
2,0,0,1,0,36,"no",0.473,0.118,5.99146,2
2,0,0,0,1,22,"no",0.52,0.13,5.52146,0
13,0,0,0,1,45,"yes",0.498,0.199,6.10925,9
2,0,0,0,1,52,"no",0.39,0.156,6.35437,15
7,1,0,0,0,32,"yes",0.52,0.208,5.61677,2
3,0,0,0,1,21,"yes",0.52,0.208,5.29832,6
3,0,0,1,0,51,"no",0.52,0.208,5.85793,0
9,1,0,0,0,22,"yes",0.52,0.208,5.70378,3
2,1,0,0,0,42,"yes",0.52,0.208,5.61677,10
13,1,0,0,0,58,"yes",0.448,0.179,6.21461,8
2,0,0,0,1,27,"yes",0.52,0.208,5.29832,6
4,0,0,0,1,36,"yes",0.52,0.208,4.82831,1
1,1,0,0,0,36,"no",0.52,0.208,5.01064,3
4,0,0,0,1,53,"yes",0.52,0.208,6.05209,30
3,1,0,0,0,25,"yes",0.498,0.199,6.10925,2
5,0,0,1,0,28,"no",0.52,0.208,5.63479,0
7,0,0,0,1,30,"yes",0.448,0.179,6.21461,5
5,0,0,1,0,45,"yes",0.52,0.208,5.70378,8
25,0,0,0,1,40,"no",0.52,0.208,5.19296,0
15,0,0,1,0,36,"yes",0.52,0.208,5.8522,7
7,0,0,1,0,30,"no",0.509,0.204,6.08677,5
4,0,0,0,1,35,"yes",0.52,0.208,5.99146,0
3,0,0,0,1,44,"yes",0.52,0.208,5.94017,13
1,1,0,0,0,31,"no",0.32,0.128,6.55108,2
1,1,0,0,0,42,"no",0.52,0.208,5.99146,2
14,0,0,0,1,55,"yes",0.52,0.208,6.01616,15
