"HomeTeam","AwayTeam","HomeGoals","AwayGoals","Round","Year","Date"
"SpVgg Unterhaching","SC Freiburg",1,0,10,1999,1999-10-31 11:30:00
"VfB Stuttgart","1. FC Kaiserslautern",0,1,10,1999,1999-10-31 11:30:00
"Hansa Rostock","Hamburger SV",3,3,11,1999,1999-11-05 14:00:00
"SC Freiburg","MSV Duisburg",3,0,11,1999,1999-11-05 14:00:00
"SSV Ulm","Bayern Muenchen",0,1,11,1999,1999-11-06 09:30:00
"VfL Wolfsburg","VfB Stuttgart",0,2,11,1999,1999-11-06 09:30:00
"Borussia Dortmund","Bayer Leverkusen",1,1,11,1999,1999-11-06 09:30:00
"TSV 1860 Muenchen","SpVgg Unterhaching",2,1,11,1999,1999-11-06 09:30:00
"Eintracht Frankfurt","Hertha BSC Berlin",4,0,11,1999,1999-11-06 09:30:00
"1. FC Kaiserslautern","Schalke 04",2,1,11,1999,1999-11-07 11:30:00
"Arminia Bielefeld","Werder Bremen",2,2,11,1999,1999-11-07 11:30:00
"Werder Bremen","Eintracht Frankfurt",3,1,12,1999,1999-11-19 14:00:00
"Hertha BSC Berlin","1. FC Kaiserslautern",0,1,12,1999,1999-11-20 09:30:00
"Schalke 04","VfL Wolfsburg",1,1,12,1999,1999-11-20 09:30:00
"VfB Stuttgart","SSV Ulm",2,0,12,1999,1999-11-20 09:30:00
"Bayern Muenchen","SC Freiburg",6,1,12,1999,1999-11-20 09:30:00
"Bayer Leverkusen","Hansa Rostock",1,1,12,1999,1999-11-20 09:30:00
"Hamburger SV","Arminia Bielefeld",5,0,12,1999,1999-11-21 11:30:00
"MSV Duisburg","TSV 1860 Muenchen",3,0,12,1999,1999-11-21 12:00:00
"SpVgg Unterhaching","Borussia Dortmund",1,0,12,1999,1999-12-01 13:00:00
"SSV Ulm","Schalke 04",1,1,13,1999,1999-11-26 14:00:00
"SC Freiburg","VfB Stuttgart",0,2,13,1999,1999-11-26 14:00:00
"VfL Wolfsburg","Hertha BSC Berlin",2,3,13,1999,1999-11-27 09:30:00
"Arminia Bielefeld","Bayer Leverkusen",1,2,13,1999,1999-11-27 09:30:00
"Hansa Rostock","SpVgg Unterhaching",1,1,13,1999,1999-11-27 09:30:00
"TSV 1860 Muenchen","Bayern Muenchen",1,0,13,1999,1999-11-27 09:30:00
"Werder Bremen","Hamburger SV",2,1,13,1999,1999-11-28 11:30:00
"Borussia Dortmund","MSV Duisburg",2,2,13,1999,1999-11-28 11:30:00
"Eintracht Frankfurt","1. FC Kaiserslautern",0,1,13,1999,1999-11-28 11:30:00
"Hamburger SV","Eintracht Frankfurt",1,0,14,1999,1999-12-03 14:00:00
"MSV Duisburg","Hansa Rostock",2,2,14,1999,1999-12-03 14:00:00
"Hertha BSC Berlin","SSV Ulm",3,0,14,1999,1999-12-04 09:30:00
"Schalke 04","SC Freiburg",2,2,14,1999,1999-12-04 09:30:00
"VfB Stuttgart","TSV 1860 Muenchen",1,3,14,1999,1999-12-04 09:30:00
"Bayer Leverkusen","Werder Bremen",3,2,14,1999,1999-12-04 09:30:00
"Bayern Muenchen","Borussia Dortmund",1,1,14,1999,1999-12-04 13:55:00
"SpVgg Unterhaching","Arminia Bielefeld",2,0,14,1999,1999-12-05 11:30:00
"1. FC Kaiserslautern","VfL Wolfsburg",2,2,14,1999,1999-12-05 11:30:00
"Werder Bremen","SpVgg Unterhaching",2,2,15,1999,1999-12-10 14:00:00
"Arminia Bielefeld","MSV Duisburg",0,1,15,1999,1999-12-10 14:00:00
"Hansa Rostock","Bayern Muenchen",0,3,15,1999,1999-12-11 09:30:00
"Borussia Dortmund","VfB Stuttgart",1,1,15,1999,1999-12-11 09:30:00
"TSV 1860 Muenchen","Schalke 04",3,3,15,1999,1999-12-11 09:30:00
"SC Freiburg","Hertha BSC Berlin",0,1,15,1999,1999-12-11 09:30:00
"SSV Ulm","1. FC Kaiserslautern",3,1,15,1999,1999-12-12 11:30:00
"VfL Wolfsburg","Eintracht Frankfurt",1,0,15,1999,1999-12-12 11:30:00
"Bayer Leverkusen","Hamburger SV",2,2,15,1999,1999-12-12 11:30:00
"VfB Stuttgart","Hansa Rostock",3,1,16,1999,1999-12-14 13:30:00
"Hertha BSC Berlin","TSV 1860 Muenchen",1,1,16,1999,1999-12-14 14:00:00
"Bayern Muenchen","Arminia Bielefeld",2,1,16,1999,1999-12-14 14:00:00
"MSV Duisburg","Werder Bremen",0,1,16,1999,1999-12-14 14:00:00
"SpVgg Unterhaching","Hamburger SV",1,1,16,1999,1999-12-15 14:00:00
"VfL Wolfsburg","SSV Ulm",1,2,16,1999,1999-12-15 14:00:00
"1. FC Kaiserslautern","SC Freiburg",0,2,16,1999,1999-12-15 14:00:00
"Schalke 04","Borussia Dortmund",0,0,16,1999,1999-12-15 14:00:00
"Eintracht Frankfurt","Bayer Leverkusen",1,2,16,1999,1999-12-15 14:00:00
"Werder Bremen","Bayern Muenchen",0,2,17,1999,1999-12-17 14:00:00
"Arminia Bielefeld","VfB Stuttgart",1,2,17,1999,1999-12-17 14:00:00
"SSV Ulm","Eintracht Frankfurt",3,0,17,1999,1999-12-18 09:30:00
"Hamburger SV","MSV Duisburg",6,1,17,1999,1999-12-18 09:30:00
"TSV 1860 Muenchen","1. FC Kaiserslautern",2,1,17,1999,1999-12-18 09:30:00
"SC Freiburg","VfL Wolfsburg",1,1,17,1999,1999-12-18 09:30:00
"Bayer Leverkusen","SpVgg Unterhaching",2,1,17,1999,1999-12-18 09:30:00
"Hansa Rostock","Schalke 04",1,0,17,1999,1999-12-19 11:30:00
"Borussia Dortmund","Hertha BSC Berlin",4,0,17,1999,1999-12-19 14:00:00
"Borussia Dortmund","1. FC Kaiserslautern",0,1,18,1999,2000-02-04 14:00:00
"Hansa Rostock","Hertha BSC Berlin",0,1,18,1999,2000-02-04 14:00:00
"SC Freiburg","SSV Ulm",2,0,18,1999,2000-02-05 09:30:00
"TSV 1860 Muenchen","VfL Wolfsburg",1,2,18,1999,2000-02-05 09:30:00
"Werder Bremen","VfB Stuttgart",2,1,18,1999,2000-02-05 09:30:00
"Bayer Leverkusen","MSV Duisburg",3,0,18,1999,2000-02-05 09:30:00
"Arminia Bielefeld","Schalke 04",1,2,18,1999,2000-02-05 09:30:00
"SpVgg Unterhaching","Eintracht Frankfurt",1,0,18,1999,2000-02-06 11:30:00
"Hamburger SV","Bayern Muenchen",0,0,18,1999,2000-02-06 14:00:00
"Schalke 04","Werder Bremen",3,1,19,1999,2000-02-08 14:00:00
"Hertha BSC Berlin","Arminia Bielefeld",2,0,19,1999,2000-02-08 14:00:00
"1. FC Kaiserslautern","Hansa Rostock",2,2,19,1999,2000-02-08 14:00:00
"SSV Ulm","TSV 1860 Muenchen",3,0,19,1999,2000-02-08 14:00:00
"MSV Duisburg","SpVgg Unterhaching",2,0,19,1999,2000-02-09 13:30:00
"VfB Stuttgart","Hamburger SV",1,3,19,1999,2000-02-09 13:30:00
"VfL Wolfsburg","Borussia Dortmund",1,0,19,1999,2000-02-09 14:00:00
"Eintracht Frankfurt","SC Freiburg",2,0,19,1999,2000-02-09 14:00:00
"Bayern Muenchen","Bayer Leverkusen",4,1,19,1999,2000-02-09 14:00:00
"Arminia Bielefeld","1. FC Kaiserslautern",1,2,20,1999,2000-02-11 13:30:00
"Werder Bremen","Hertha BSC Berlin",4,1,20,1999,2000-02-11 14:00:00
"Borussia Dortmund","SSV Ulm",1,1,20,1999,2000-02-12 09:30:00
"Hansa Rostock","VfL Wolfsburg",1,1,20,1999,2000-02-12 09:30:00
"Bayer Leverkusen","VfB Stuttgart",1,0,20,1999,2000-02-12 09:30:00
"SpVgg Unterhaching","Bayern Muenchen",0,2,20,1999,2000-02-12 09:30:00
"MSV Duisburg","Eintracht Frankfurt",2,3,20,1999,2000-02-12 09:30:00
"Hamburger SV","Schalke 04",3,1,20,1999,2000-02-13 11:30:00
"TSV 1860 Muenchen","SC Freiburg",3,1,20,1999,2000-02-13 11:30:00
"Hertha BSC Berlin","Hamburger SV",2,1,21,1999,2000-02-18 14:00:00
"Schalke 04","Bayer Leverkusen",1,1,21,1999,2000-02-18 14:00:00
"VfB Stuttgart","SpVgg Unterhaching",0,2,21,1999,2000-02-19 09:30:00
"1. FC Kaiserslautern","Werder Bremen",4,3,21,1999,2000-02-19 09:30:00
"SC Freiburg","Borussia Dortmund",1,1,21,1999,2000-02-19 09:30:00
"Eintracht Frankfurt","TSV 1860 Muenchen",3,1,21,1999,2000-02-19 09:30:00
"Bayern Muenchen","MSV Duisburg",4,1,21,1999,2000-02-19 09:30:00
"VfL Wolfsburg","Arminia Bielefeld",2,0,21,1999,2000-02-20 11:30:00
"SSV Ulm","Hansa Rostock",1,1,21,1999,2000-02-20 11:30:00
"Hansa Rostock","SC Freiburg",1,1,22,1999,2000-02-25 14:00:00
"Werder Bremen","VfL Wolfsburg",2,2,22,1999,2000-02-26 09:30:00
"Hamburger SV","1. FC Kaiserslautern",2,1,22,1999,2000-02-26 09:30:00
"Bayer Leverkusen","Hertha BSC Berlin",3,1,22,1999,2000-02-26 09:30:00
"MSV Duisburg","VfB Stuttgart",1,3,22,1999,2000-02-26 09:30:00
"Bayern Muenchen","Eintracht Frankfurt",4,1,22,1999,2000-02-26 09:30:00
"SpVgg Unterhaching","Schalke 04",3,1,22,1999,2000-02-27 11:30:00
"Borussia Dortmund","TSV 1860 Muenchen",1,1,22,1999,2000-02-27 11:30:00
"Arminia Bielefeld","SSV Ulm",4,1,22,1999,2000-02-28 13:30:00
"SC Freiburg","Arminia Bielefeld",1,1,23,1999,2000-03-03 13:30:00
"VfL Wolfsburg","Hamburger SV",4,4,23,1999,2000-03-03 14:00:00
"Hertha BSC Berlin","SpVgg Unterhaching",2,1,23,1999,2000-03-04 09:30:00
"TSV 1860 Muenchen","Hansa Rostock",4,3,23,1999,2000-03-04 09:30:00
"VfB Stuttgart","Bayern Muenchen",2,0,23,1999,2000-03-04 09:30:00
"Schalke 04","MSV Duisburg",3,0,23,1999,2000-03-04 09:30:00
"1. FC Kaiserslautern","Bayer Leverkusen",1,3,23,1999,2000-03-04 09:30:00
"SSV Ulm","Werder Bremen",2,1,23,1999,2000-03-05 11:30:00
"Eintracht Frankfurt","Borussia Dortmund",1,1,23,1999,2000-03-05 11:30:00
"SpVgg Unterhaching","1. FC Kaiserslautern",1,2,24,1999,2000-03-10 14:00:00
"VfB Stuttgart","Eintracht Frankfurt",0,2,24,1999,2000-03-10 14:00:00
"Hamburger SV","SSV Ulm",1,2,24,1999,2000-03-11 09:30:00
"Bayer Leverkusen","VfL Wolfsburg",4,1,24,1999,2000-03-11 09:30:00
"MSV Duisburg","Hertha BSC Berlin",0,0,24,1999,2000-03-11 09:30:00
"Bayern Muenchen","Schalke 04",4,1,24,1999,2000-03-11 09:30:00
"Arminia Bielefeld","TSV 1860 Muenchen",2,2,24,1999,2000-03-11 09:30:00
"Hansa Rostock","Borussia Dortmund",1,0,24,1999,2000-03-12 11:30:00
"Werder Bremen","SC Freiburg",5,2,24,1999,2000-03-12 11:30:00
"VfL Wolfsburg","SpVgg Unterhaching",2,2,25,1999,2000-03-17 14:00:00
"Eintracht Frankfurt","Hansa Rostock",0,0,25,1999,2000-03-17 14:00:00
"SC Freiburg","Hamburger SV",0,2,25,1999,2000-03-18 09:30:00
"Schalke 04","VfB Stuttgart",3,0,25,1999,2000-03-18 09:30:00
"Hertha BSC Berlin","Bayern Muenchen",1,1,25,1999,2000-03-18 09:30:00
"1. FC Kaiserslautern","MSV Duisburg",3,2,25,1999,2000-03-18 09:30:00
"SSV Ulm","Bayer Leverkusen",1,9,25,1999,2000-03-18 09:30:00
"TSV 1860 Muenchen","Werder Bremen",1,0,25,1999,2000-03-19 11:30:00
"Borussia Dortmund","Arminia Bielefeld",1,3,25,1999,2000-03-19 11:30:00
"SpVgg Unterhaching","SSV Ulm",1,0,26,1999,2000-03-24 13:30:00
"Arminia Bielefeld","Hansa Rostock",2,2,26,1999,2000-03-24 13:30:00
"MSV Duisburg","VfL Wolfsburg",2,3,26,1999,2000-03-25 09:30:00
"Bayern Muenchen","1. FC Kaiserslautern",2,2,26,1999,2000-03-25 09:30:00
"VfB Stuttgart","Hertha BSC Berlin",1,0,26,1999,2000-03-25 09:30:00
"Hamburger SV","TSV 1860 Muenchen",2,0,26,1999,2000-03-25 09:30:00
"Bayer Leverkusen","SC Freiburg",1,1,26,1999,2000-03-25 09:30:00
"Werder Bremen","Borussia Dortmund",3,2,26,1999,2000-03-26 10:30:00
"Schalke 04","Eintracht Frankfurt",0,0,26,1999,2000-03-26 10:30:00
"SC Freiburg","SpVgg Unterhaching",4,3,27,1999,2000-03-31 13:00:00
"SSV Ulm","MSV Duisburg",0,3,27,1999,2000-03-31 13:00:00
"Borussia Dortmund","Hamburger SV",0,1,27,1999,2000-04-01 08:30:00
"Eintracht Frankfurt","Arminia Bielefeld",2,1,27,1999,2000-04-01 08:30:00
"Hertha BSC Berlin","Schalke 04",2,1,27,1999,2000-04-01 08:30:00
"VfL Wolfsburg","Bayern Muenchen",1,1,27,1999,2000-04-01 08:30:00
"TSV 1860 Muenchen","Bayer Leverkusen",1,2,27,1999,2000-04-01 08:30:00
"Hansa Rostock","Werder Bremen",1,1,27,1999,2000-04-02 11:30:00
"1. FC Kaiserslautern","VfB Stuttgart",1,2,27,1999,2000-04-02 11:30:00
"Hamburger SV","Hansa Rostock",1,0,28,1999,2000-04-07 14:00:00
"SpVgg Unterhaching","TSV 1860 Muenchen",1,1,28,1999,2000-04-07 13:30:00
"Bayern Muenchen","SSV Ulm",4,0,28,1999,2000-04-08 09:30:00
"VfB Stuttgart","VfL Wolfsburg",2,5,28,1999,2000-04-08 09:30:00
"Schalke 04","1. FC Kaiserslautern",1,2,28,1999,2000-04-08 09:30:00
"Bayer Leverkusen","Borussia Dortmund",3,1,28,1999,2000-04-08 09:30:00
"Hertha BSC Berlin","Eintracht Frankfurt",1,0,28,1999,2000-04-08 09:30:00
"Werder Bremen","Arminia Bielefeld",3,1,28,1999,2000-04-09 11:30:00
"MSV Duisburg","SC Freiburg",1,2,28,1999,2000-04-09 11:30:00
"Borussia Dortmund","SpVgg Unterhaching",1,3,29,1999,2000-04-11 14:00:00
"1. FC Kaiserslautern","Hertha BSC Berlin",1,2,29,1999,2000-04-11 14:00:00
"VfL Wolfsburg","Schalke 04",0,0,29,1999,2000-04-11 14:00:00
"SSV Ulm","VfB Stuttgart",1,1,29,1999,2000-04-11 14:00:00
"Arminia Bielefeld","Hamburger SV",3,0,29,1999,2000-04-12 13:30:00
"Eintracht Frankfurt","Werder Bremen",1,0,29,1999,2000-04-12 14:00:00
"SC Freiburg","Bayern Muenchen",1,2,29,1999,2000-04-12 14:00:00
"TSV 1860 Muenchen","MSV Duisburg",4,1,29,1999,2000-04-12 14:00:00
"Hansa Rostock","Bayer Leverkusen",1,1,29,1999,2000-04-12 14:00:00
"Schalke 04","SSV Ulm",0,0,30,1999,2000-04-14 14:00:00
"Hertha BSC Berlin","VfL Wolfsburg",0,0,30,1999,2000-04-14 14:00:00
"Hamburger SV","Werder Bremen",0,0,30,1999,2000-04-15 09:30:00
"MSV Duisburg","Borussia Dortmund",2,2,30,1999,2000-04-15 09:30:00
"Bayern Muenchen","TSV 1860 Muenchen",1,2,30,1999,2000-04-15 09:30:00
"VfB Stuttgart","SC Freiburg",1,0,30,1999,2000-04-15 09:30:00
"1. FC Kaiserslautern","Eintracht Frankfurt",1,0,30,1999,2000-04-15 09:30:00
"Bayer Leverkusen","Arminia Bielefeld",4,1,30,1999,2000-04-16 11:30:00
"SpVgg Unterhaching","Hansa Rostock",1,1,30,1999,2000-04-16 11:30:00
"Eintracht Frankfurt","Hamburger SV",3,0,31,1999,2000-04-20 14:00:00
"Werder Bremen","Bayer Leverkusen",1,3,31,1999,2000-04-20 14:00:00
"VfL Wolfsburg","1. FC Kaiserslautern",3,2,31,1999,2000-04-22 09:30:00
"SSV Ulm","Hertha BSC Berlin",0,1,31,1999,2000-04-22 09:30:00
"SC Freiburg","Schalke 04",2,1,31,1999,2000-04-22 09:30:00
"TSV 1860 Muenchen","VfB Stuttgart",1,1,31,1999,2000-04-22 09:30:00
"Hansa Rostock","MSV Duisburg",3,1,31,1999,2000-04-22 09:30:00
"Arminia Bielefeld","SpVgg Unterhaching",1,0,31,1999,2000-04-23 11:30:00
"Borussia Dortmund","Bayern Muenchen",0,1,31,1999,2000-04-23 14:00:00
"MSV Duisburg","Arminia Bielefeld",0,3,32,1999,2000-04-27 13:30:00
"Eintracht Frankfurt","VfL Wolfsburg",4,0,32,1999,2000-04-28 14:00:00
"Hertha BSC Berlin","SC Freiburg",0,0,32,1999,2000-04-28 14:00:00
"1. FC Kaiserslautern","SSV Ulm",6,2,32,1999,2000-04-29 09:30:00
"Bayern Muenchen","Hansa Rostock",4,1,32,1999,2000-04-29 09:30:00
"VfB Stuttgart","Borussia Dortmund",1,2,32,1999,2000-04-29 09:30:00
"Schalke 04","TSV 1860 Muenchen",2,2,32,1999,2000-04-29 09:30:00
"SpVgg Unterhaching","Werder Bremen",1,0,32,1999,2000-04-30 11:30:00
"Hamburger SV","Bayer Leverkusen",0,2,32,1999,2000-04-30 11:30:00
"Hamburger SV","SpVgg Unterhaching",3,0,33,1999,2000-05-13 09:30:00
"SSV Ulm","VfL Wolfsburg",2,0,33,1999,2000-05-13 09:30:00
"SC Freiburg","1. FC Kaiserslautern",2,1,33,1999,2000-05-13 09:30:00
"TSV 1860 Muenchen","Hertha BSC Berlin",2,1,33,1999,2000-05-13 09:30:00
"Borussia Dortmund","Schalke 04",1,1,33,1999,2000-05-13 09:30:00
"Hansa Rostock","VfB Stuttgart",1,4,33,1999,2000-05-13 09:30:00
"Arminia Bielefeld","Bayern Muenchen",0,3,33,1999,2000-05-13 09:30:00
"Werder Bremen","MSV Duisburg",4,0,33,1999,2000-05-13 09:30:00
"Bayer Leverkusen","Eintracht Frankfurt",4,1,33,1999,2000-05-13 09:30:00
"Eintracht Frankfurt","SSV Ulm",2,1,34,1999,2000-05-20 09:30:00
"MSV Duisburg","Hamburger SV",1,1,34,1999,2000-05-20 09:30:00
"Bayern Muenchen","Werder Bremen",3,1,34,1999,2000-05-20 09:30:00
"VfB Stuttgart","Arminia Bielefeld",3,3,34,1999,2000-05-20 09:30:00
"Schalke 04","Hansa Rostock",0,2,34,1999,2000-05-20 09:30:00
"Hertha BSC Berlin","Borussia Dortmund",0,3,34,1999,2000-05-20 09:30:00
"1. FC Kaiserslautern","TSV 1860 Muenchen",1,1,34,1999,2000-05-20 09:30:00
"VfL Wolfsburg","SC Freiburg",2,1,34,1999,2000-05-20 09:30:00
"SpVgg Unterhaching","Bayer Leverkusen",2,0,34,1999,2000-05-20 09:30:00
"Borussia Dortmund","Hansa Rostock",1,0,1,2000,2000-08-11 14:15:00
"1. FC Kaiserslautern","VfL Bochum",0,1,1,2000,2000-08-12 09:30:00
"Bayer Leverkusen","VfL Wolfsburg",2,0,1,2000,2000-08-12 09:30:00
"SC Freiburg","VfB Stuttgart",4,0,1,2000,2000-08-12 09:30:00
"Werder Bremen","Energie Cottbus",3,1,1,2000,2000-08-12 09:30:00
"Hamburger SV","TSV 1860 Muenchen",2,2,1,2000,2000-08-12 09:30:00
"Bayern Muenchen","Hertha BSC Berlin",4,1,1,2000,2000-08-12 14:15:00
"Eintracht Frankfurt","SpVgg Unterhaching",3,0,1,2000,2000-08-13 11:30:00
"Schalke 04","1. FC Koeln",2,1,1,2000,2000-08-13 11:30:00
"Energie Cottbus","Borussia Dortmund",1,4,2,2000,2000-08-18 14:15:00
"TSV 1860 Muenchen","Werder Bremen",2,1,2,2000,2000-08-19 09:30:00
"SpVgg Unterhaching","SC Freiburg",1,1,2,2000,2000-08-19 09:30:00
"VfL Wolfsburg","1. FC Kaiserslautern",4,0,2,2000,2000-08-19 09:30:00
"VfL Bochum","Bayern Muenchen",0,3,2,2000,2000-08-19 09:30:00
"Hertha BSC Berlin","Hamburger SV",4,0,2,2000,2000-08-19 09:30:00
"VfB Stuttgart","Bayer Leverkusen",4,1,2,2000,2000-08-19 14:15:00
"Hansa Rostock","Schalke 04",0,4,2,2000,2000-08-20 11:30:00
"1. FC Koeln","Eintracht Frankfurt",4,1,2,2000,2000-08-20 11:30:00
"SC Freiburg","1. FC Koeln",0,0,3,2000,2000-09-05 12:15:00
"1. FC Kaiserslautern","VfB Stuttgart",1,0,3,2000,2000-09-05 14:15:00
"Bayer Leverkusen","SpVgg Unterhaching",1,0,3,2000,2000-09-05 14:15:00
"Schalke 04","Energie Cottbus",3,0,3,2000,2000-09-05 14:15:00
"Hamburger SV","Werder Bremen",2,1,3,2000,2000-09-06 12:15:00
"Bayern Muenchen","VfL Wolfsburg",3,1,3,2000,2000-09-06 14:15:00
"Eintracht Frankfurt","Hansa Rostock",4,0,3,2000,2000-09-06 14:15:00
"Borussia Dortmund","TSV 1860 Muenchen",2,3,3,2000,2000-09-06 14:15:00
"Hertha BSC Berlin","VfL Bochum",4,0,3,2000,2000-09-06 14:15:00
"SpVgg Unterhaching","1. FC Kaiserslautern",0,0,4,2000,2000-09-08 14:15:00
"TSV 1860 Muenchen","Schalke 04",1,1,4,2000,2000-09-09 09:30:00
"1. FC Koeln","Bayer Leverkusen",1,1,4,2000,2000-09-09 09:30:00
"VfB Stuttgart","Bayern Muenchen",2,1,4,2000,2000-09-09 09:30:00
"VfL Wolfsburg","Hertha BSC Berlin",2,1,4,2000,2000-09-09 09:30:00
"VfL Bochum","Hamburger SV",0,4,4,2000,2000-09-09 09:30:00
"Werder Bremen","Borussia Dortmund",1,2,4,2000,2000-09-09 14:15:00
"Hansa Rostock","SC Freiburg",0,0,4,2000,2000-09-10 11:30:00
"Energie Cottbus","Eintracht Frankfurt",2,0,4,2000,2000-09-10 11:30:00
"1. FC Kaiserslautern","1. FC Koeln",3,1,5,2000,2000-09-15 14:15:00
"Bayer Leverkusen","Hansa Rostock",1,2,5,2000,2000-09-16 09:30:00
"SC Freiburg","Energie Cottbus",4,1,5,2000,2000-09-16 09:30:00
"Eintracht Frankfurt","TSV 1860 Muenchen",1,0,5,2000,2000-09-16 09:30:00
"VfL Bochum","VfL Wolfsburg",2,1,5,2000,2000-09-16 09:30:00
"Hamburger SV","Borussia Dortmund",2,3,5,2000,2000-09-16 09:30:00
"Bayern Muenchen","SpVgg Unterhaching",3,1,5,2000,2000-09-16 14:15:00
"Schalke 04","Werder Bremen",1,1,5,2000,2000-09-17 11:30:00
"Hertha BSC Berlin","VfB Stuttgart",2,0,5,2000,2000-09-17 11:30:00
"TSV 1860 Muenchen","SC Freiburg",3,1,6,2000,2000-09-22 14:15:00
"1. FC Koeln","Bayern Muenchen",1,2,6,2000,2000-09-23 09:30:00
"VfB Stuttgart","VfL Bochum",1,1,6,2000,2000-09-23 09:30:00
"VfL Wolfsburg","Hamburger SV",4,4,6,2000,2000-09-23 09:30:00
"Borussia Dortmund","Schalke 04",0,4,6,2000,2000-09-23 09:30:00
"Werder Bremen","Eintracht Frankfurt",1,1,6,2000,2000-09-23 09:30:00
"Energie Cottbus","Bayer Leverkusen",1,2,6,2000,2000-09-23 14:15:00
"Hansa Rostock","1. FC Kaiserslautern",1,0,6,2000,2000-09-24 11:30:00
"SpVgg Unterhaching","Hertha BSC Berlin",5,2,6,2000,2000-09-24 11:30:00
"Eintracht Frankfurt","Borussia Dortmund",1,1,7,2000,2000-09-29 14:15:00
"Bayern Muenchen","Hansa Rostock",0,1,7,2000,2000-09-30 09:30:00
"1. FC Kaiserslautern","Energie Cottbus",1,1,7,2000,2000-09-30 09:30:00
"VfL Bochum","SpVgg Unterhaching",3,0,7,2000,2000-09-30 09:30:00
"Hertha BSC Berlin","1. FC Koeln",4,2,7,2000,2000-09-30 09:30:00
"Hamburger SV","Schalke 04",2,0,7,2000,2000-09-30 09:30:00
"Bayer Leverkusen","TSV 1860 Muenchen",0,0,7,2000,2000-09-30 14:15:00
"SC Freiburg","Werder Bremen",0,1,7,2000,2000-10-01 11:30:00
"VfL Wolfsburg","VfB Stuttgart",2,2,7,2000,2000-10-01 11:30:00
"Borussia Dortmund","SC Freiburg",1,0,8,2000,2000-10-13 14:15:00
"TSV 1860 Muenchen","1. FC Kaiserslautern",0,4,8,2000,2000-10-14 09:30:00
"1. FC Koeln","VfL Bochum",2,0,8,2000,2000-10-14 09:30:00
"Schalke 04","Eintracht Frankfurt",4,0,8,2000,2000-10-14 09:30:00
"Werder Bremen","Bayer Leverkusen",3,3,8,2000,2000-10-14 09:30:00
"Energie Cottbus","Bayern Muenchen",1,0,8,2000,2000-10-14 09:30:00
"VfB Stuttgart","Hamburger SV",3,3,8,2000,2000-10-14 14:15:00
"Hansa Rostock","Hertha BSC Berlin",0,2,8,2000,2000-10-15 11:30:00
"SpVgg Unterhaching","VfL Wolfsburg",0,3,8,2000,2000-10-15 11:30:00
"1. FC Kaiserslautern","Werder Bremen",2,0,9,2000,2000-10-20 14:15:00
"Bayern Muenchen","TSV 1860 Muenchen",3,1,9,2000,2000-10-21 09:30:00
"VfB Stuttgart","SpVgg Unterhaching",2,2,9,2000,2000-10-21 09:30:00
"VfL Wolfsburg","1. FC Koeln",6,0,9,2000,2000-10-21 09:30:00
"Hertha BSC Berlin","Energie Cottbus",3,1,9,2000,2000-10-21 09:30:00
"Hamburger SV","Eintracht Frankfurt",2,0,9,2000,2000-10-21 09:30:00
"Bayer Leverkusen","Borussia Dortmund",2,0,9,2000,2000-10-21 14:15:00
"SC Freiburg","Schalke 04",3,1,9,2000,2000-10-22 11:30:00
"VfL Bochum","Hansa Rostock",1,2,9,2000,2000-10-22 11:30:00
"Energie Cottbus","VfL Bochum",2,0,10,2000,2000-10-27 14:15:00
"Hansa Rostock","VfL Wolfsburg",1,1,10,2000,2000-10-28 09:30:00
"SpVgg Unterhaching","Hamburger SV",2,1,10,2000,2000-10-28 09:30:00
"Eintracht Frankfurt","SC Freiburg",3,0,10,2000,2000-10-28 09:30:00
"Borussia Dortmund","1. FC Kaiserslautern",1,2,10,2000,2000-10-28 09:30:00
"Werder Bremen","Bayern Muenchen",1,1,10,2000,2000-10-28 09:30:00
"Schalke 04","Bayer Leverkusen",0,0,10,2000,2000-10-28 14:15:00
"TSV 1860 Muenchen","Hertha BSC Berlin",0,1,10,2000,2000-10-29 11:30:00
"1. FC Koeln","VfB Stuttgart",3,2,10,2000,2000-10-29 11:30:00
"Bayer Leverkusen","Eintracht Frankfurt",1,0,11,2000,2000-11-03 14:15:00
"1. FC Kaiserslautern","Schalke 04",3,2,11,2000,2000-11-04 09:30:00
"VfB Stuttgart","Hansa Rostock",1,0,11,2000,2000-11-04 09:30:00
"Hertha BSC Berlin","Werder Bremen",4,1,11,2000,2000-11-04 09:30:00
"Hamburger SV","SC Freiburg",5,0,11,2000,2000-11-04 09:30:00
"VfL Bochum","TSV 1860 Muenchen",1,1,11,2000,2000-11-04 09:30:00
"Bayern Muenchen","Borussia Dortmund",6,2,11,2000,2000-11-04 14:15:00
"SpVgg Unterhaching","1. FC Koeln",0,0,11,2000,2000-11-05 11:30:00
"VfL Wolfsburg","Energie Cottbus",1,1,11,2000,2000-11-05 11:30:00
"Borussia Dortmund","Hertha BSC Berlin",2,0,12,2000,2000-11-10 14:15:00
"TSV 1860 Muenchen","VfL Wolfsburg",2,2,12,2000,2000-11-11 09:30:00
"Hansa Rostock","SpVgg Unterhaching",2,2,12,2000,2000-11-11 09:30:00
"1. FC Koeln","Hamburger SV",4,2,12,2000,2000-11-11 09:30:00
"Schalke 04","Bayern Muenchen",3,2,12,2000,2000-11-11 09:30:00
"SC Freiburg","Bayer Leverkusen",0,1,12,2000,2000-11-11 09:30:00
