"hours","income","age","education","child5","child13","child17","nonwhite","owned","mortgage","occupation","unemp"
2040,210,47,10,0,1,1,0,0,0,"other",5
0,421,54,12,0,0,0,0,1,0,"mp",5
0,370,35,16,1,2,0,0,1,1,"swcc",3
1944,392,32,16,1,0,0,0,1,1,"mp",9
774,310,32,16,1,0,0,0,1,1,"swcc",3
0,836,45,13,0,1,1,0,1,1,"mp",3
1600,97,30,8,0,2,0,0,0,0,"fr",10
630,90,23,7,1,0,0,0,0,0,"other",11
0,100,57,3,0,0,0,0,0,0,"other",10
2195,83,32,10,0,3,0,0,0,0,"other",11
600,109,38,8,0,1,2,1,0,0,"fr",7
0,205,28,12,1,1,0,0,0,0,"swcc",7
980,79,23,11,1,0,0,0,0,0,"other",6
1928,406,38,16,0,2,0,0,1,1,"mp",6
2058,548,40,16,0,0,0,0,1,1,"mp",4
1751,310,31,12,2,0,0,0,1,1,"mp",6
0,361,55,12,1,0,0,0,1,1,"swcc",6
236,381,38,15,0,1,1,0,1,1,"mp",6
1952,31,61,7,0,0,0,0,1,0,"other",4
1300,92,63,11,0,0,0,0,1,0,"other",4
2020,130,50,13,0,0,0,0,1,0,"swcc",6
1960,86,29,12,1,1,0,0,0,0,"other",6
0,60,53,12,0,0,0,0,0,0,"other",6
0,360,41,10,0,0,2,0,0,0,"mp",6
640,397,37,13,0,3,0,0,1,1,"swcc",6
1935,520,37,17,1,2,0,0,1,1,"swcc",9
3000,129,29,12,0,1,0,1,1,0,"swcc",5
2160,200,42,12,0,0,0,0,1,1,"swcc",3
1258,252,37,12,0,1,1,0,1,1,"swcc",5
1312,326,36,12,0,0,2,0,1,1,"other",5
2033,544,41,11,0,0,0,0,1,1,"swcc",3
1544,490,41,17,0,2,0,0,1,1,"mp",6
1110,707,45,15,0,0,0,0,1,1,"mp",5
2077,243,31,14,1,0,0,0,1,1,"swcc",9
2534,552,27,11,1,0,0,0,0,0,"other",9
0,288,48,11,0,0,0,0,1,0,"other",9
1788,346,34,10,0,3,1,0,1,1,"swcc",9
0,275,63,13,0,0,0,0,1,0,"other",9
1871,203,28,13,1,0,0,1,0,0,"swcc",3
0,265,37,10,0,0,0,0,0,0,"swcc",7
0,475,59,14,0,0,0,0,1,0,"mp",7
1928,342,24,15,0,0,0,0,1,1,"swcc",6
1100,525,54,16,0,0,0,0,1,0,"mp",7
1392,112,25,17,1,0,0,0,1,0,"mp",8
1632,453,25,16,1,0,0,0,1,1,"mp",6
1720,3,30,12,1,1,0,0,0,0,"other",7
0,225,25,12,1,0,0,0,0,0,"swcc",7
0,671,43,12,0,0,1,0,1,1,"other",6
624,140,56,12,0,0,0,0,1,0,"other",10
2783,210,40,10,0,0,1,0,1,1,"mp",4
1880,330,37,12,0,1,0,0,1,1,"other",11
2145,518,57,16,0,0,1,0,1,1,"other",4
704,190,28,12,1,0,0,0,1,1,"mp",7
1920,170,49,12,0,0,0,0,1,1,"mp",8
528,127,20,12,1,0,0,0,0,0,"mp",8
280,412,32,8,0,3,2,0,1,1,"fr",10
1920,120,33,14,1,1,0,0,1,1,"other",10
1880,120,33,12,1,2,0,0,0,0,"other",6
905,577,42,7,0,0,1,0,1,1,"other",6
1991,87,22,11,0,0,0,0,0,0,"other",6
2054,118,47,12,0,0,0,0,1,1,"mp",19
1512,377,37,17,0,0,0,0,1,1,"mp",3
0,250,31,12,1,2,0,0,1,1,"other",3
0,761,38,13,0,1,2,0,1,1,"other",3
471,321,63,12,0,0,0,0,1,0,"other",3
1860,279,53,12,0,0,1,0,1,0,"mp",4
2490,120,26,15,0,0,0,0,0,0,"other",6
2032,150,36,15,2,0,0,0,1,1,"other",6
0,384,33,12,0,1,0,0,1,1,"other",6
1312,211,23,12,0,0,0,0,0,0,"swcc",6
1463,143,43,12,0,0,0,0,1,1,"other",6
641,43,41,12,0,2,0,0,0,0,"other",6
3029,83,54,12,0,0,0,0,1,0,"other",8
1530,272,33,14,1,1,0,0,1,1,"mp",8
940,350,31,12,1,2,0,0,1,1,"mp",8
0,90,33,12,0,2,1,0,0,0,"swcc",8
2176,427,28,12,0,0,0,0,0,0,"mp",3
1530,170,56,12,0,0,0,0,1,0,"other",8
1157,220,28,12,1,0,0,0,1,1,"other",8
0,478,40,12,0,0,0,0,1,0,"swcc",6
0,238,57,12,0,0,0,0,1,0,"mp",5
1308,220,30,16,2,0,0,0,1,1,"swcc",5
324,269,24,12,1,0,0,0,0,0,"other",3
1720,217,51,11,0,0,0,0,1,1,"other",5
1304,200,30,12,0,2,0,0,1,1,"other",5
2304,314,28,12,0,2,0,0,1,1,"mp",5
0,257,32,10,0,1,1,0,1,1,"swcc",5
618,64,38,14,0,0,0,0,0,0,"swcc",5
0,135,34,12,0,3,1,1,1,1,"swcc",11
2110,13,35,11,0,3,0,0,0,0,"other",5
0,256,34,12,0,0,0,0,0,0,"mp",5
1720,8,20,11,1,0,0,0,0,0,"swcc",5
0,983,56,12,0,1,0,0,1,1,"mp",5
1480,335,24,12,0,0,0,0,1,1,"swcc",5
2036,235,25,13,0,0,0,0,0,0,"swcc",5
2366,477,26,12,0,0,0,0,1,1,"swcc",5
1464,425,29,12,1,1,0,0,1,1,"mp",7
0,723,53,11,0,0,0,0,1,1,"swcc",7
432,170,24,10,2,1,0,0,0,0,"other",5
0,69,19,8,2,0,0,0,0,0,"other",5
0,150,25,14,0,0,0,0,0,0,"other",7
184,107,20,11,0,0,0,0,0,0,"swcc",7
0,325,48,12,0,1,0,0,1,0,"mp",5
1912,297,58,12,0,0,0,0,0,0,"other",2
1200,480,42,17,0,1,0,0,1,1,"mp",3
2135,499,28,17,0,0,0,0,1,1,"mp",3
385,443,35,13,0,3,0,0,1,1,"other",4
0,180,32,14,1,1,0,0,1,1,"mp",4
875,162,56,2,0,0,0,0,1,1,"other",4
1275,165,57,11,0,0,0,0,1,0,"other",5
0,481,37,16,1,2,0,0,1,1,"mp",7
64,462,34,17,2,0,0,0,1,1,"mp",7
76,330,37,16,1,2,1,0,0,0,"mp",7
1896,225,40,8,0,0,0,1,1,1,"other",7
1148,385,37,16,0,1,0,0,1,1,"swcc",10
70,231,31,16,1,0,0,0,1,1,"mp",10
0,200,27,12,0,2,0,1,0,0,"other",5
1094,139,62,12,0,0,0,1,1,0,"mp",1
224,232,26,14,1,0,0,1,0,0,"mp",4
0,340,38,13,0,3,1,1,0,0,"swcc",4
2000,160,29,16,2,0,0,1,1,1,"swcc",5
0,130,56,10,0,0,0,0,1,0,"mp",6
1169,362,25,12,1,0,0,0,1,1,"swcc",6
1205,274,31,14,0,0,0,0,1,1,"other",4
2184,339,39,7,0,2,3,1,1,1,"swcc",5
735,200,35,12,2,2,0,0,0,0,"swcc",3
1134,265,28,12,1,0,0,0,1,1,"mp",10
2090,-20,36,14,1,1,1,0,0,0,"other",11
31,300,35,13,0,1,0,0,1,0,"other",11
415,423,37,12,0,1,0,0,1,1,"other",11
0,223,38,12,0,0,3,0,1,1,"other",5
0,172,50,12,0,1,1,0,0,0,"swcc",8
390,100,20,12,1,0,0,0,0,0,"other",8
1952,528,35,14,0,0,0,0,1,1,"swcc",5
2340,150,38,17,0,0,0,0,0,0,"other",5
1968,313,24,13,0,0,0,0,1,1,"swcc",5
2013,790,35,12,0,2,0,0,1,1,"other",5
0,212,61,12,0,0,0,0,1,1,"other",5
1519,150,22,12,0,0,0,0,0,0,"swcc",4
2060,414,45,12,0,0,0,0,1,1,"fr",4
1982,340,44,12,0,0,0,0,1,1,"mp",4
2202,237,30,12,0,2,0,0,1,1,"swcc",4
0,231,49,11,0,0,0,0,1,0,"other",4
2040,150,19,10,1,0,0,0,0,0,"swcc",3
128,275,40,12,0,0,2,0,1,0,"mp",4
1837,440,50,12,0,0,0,0,1,1,"mp",5
0,178,24,9,2,0,0,1,0,0,"other",10
1452,46,28,16,1,0,0,1,0,0,"swcc",7
0,370,59,12,0,0,0,0,1,0,"other",6
2480,451,25,16,0,0,0,0,1,1,"swcc",4
1452,553,31,17,0,0,0,0,0,0,"mp",8
0,587,32,13,1,2,0,0,1,1,"swcc",6
2330,645,31,16,0,0,0,0,1,1,"mp",2
2040,139,27,12,0,0,0,0,1,1,"mp",4
1500,100,22,15,0,0,0,0,0,0,"other",5
1000,480,48,12,0,0,1,0,0,0,"mp",6
0,123,28,12,0,3,0,0,0,0,"swcc",5
2005,261,37,13,0,1,0,0,1,1,"swcc",9
2124,244,36,12,0,0,0,0,1,1,"other",5
2072,281,32,12,0,2,0,0,0,0,"swcc",5
1799,353,24,12,0,0,0,1,0,0,"swcc",5
0,169,26,12,2,0,0,0,0,0,"swcc",4
0,326,47,10,0,0,0,0,1,1,"swcc",5
858,155,22,12,2,0,0,1,0,0,"swcc",6
2259,348,40,14,0,0,1,0,1,1,"mp",5
1560,70,24,14,0,0,0,0,0,0,"mp",6
2044,201,31,12,0,1,1,0,1,1,"mp",5
1844,147,29,12,2,0,0,0,1,1,"swcc",5
1296,475,51,12,0,0,0,0,1,0,"other",5
1699,211,62,13,0,0,0,0,1,0,"other",11
1500,270,54,12,0,0,1,0,1,1,"swcc",5
0,591,32,12,1,2,0,0,1,1,"mp",5
662,159,21,11,0,0,0,0,0,0,"swcc",5
2000,731,58,14,0,0,0,0,1,1,"mp",6
2103,259,30,15,2,0,0,0,0,0,"mp",5
1824,503,34,17,0,0,0,0,1,1,"mp",3
252,523,39,16,1,1,1,0,1,1,"mp",2
1200,1620,38,17,1,0,0,0,1,1,"mp",3
0,415,57,12,0,0,0,0,1,0,"swcc",3
0,301,29,12,3,0,0,0,1,1,"mp",3
1353,351,33,12,1,1,0,0,1,1,"other",3
1750,400,49,12,0,0,0,0,1,1,"mp",2
1904,256,25,14,1,0,0,0,1,1,"swcc",7
1137,709,57,17,0,0,0,0,1,1,"swcc",3
1819,103,52,12,0,0,0,1,1,1,"other",9
1920,403,43,12,0,0,1,1,1,0,"swcc",9
2174,222,43,12,0,0,0,0,0,0,"swcc",6
387,92,22,10,2,0,0,0,0,0,"fr",4
1098,43,29,12,2,3,0,0,0,0,"fr",3
2048,478,36,15,0,0,1,0,1,1,"mp",6
1248,270,35,16,0,2,0,0,1,1,"mp",6
260,320,31,12,0,2,0,0,1,1,"other",6
1911,8,33,14,0,1,0,0,1,0,"other",2
104,176,32,16,2,2,0,0,1,1,"mp",8
0,151,59,12,0,0,0,0,1,0,"other",8
1880,453,49,12,0,0,0,0,1,1,"other",8
1176,166,40,12,0,2,1,0,1,1,"swcc",8
0,366,50,12,0,1,0,0,1,0,"swcc",8
1920,301,32,14,0,2,0,0,1,1,"other",5
0,500,59,16,0,0,0,0,1,1,"mp",6
1856,190,29,16,0,0,0,0,1,1,"mp",6
0,290,27,16,2,0,0,0,0,0,"other",6
1040,135,28,12,1,1,0,1,0,0,"swcc",6
1960,225,29,12,2,0,0,1,1,1,"swcc",6
0,350,28,14,0,0,0,0,1,1,"mp",6
1944,346,51,12,0,0,0,0,1,1,"mp",6
0,239,33,13,1,4,0,0,0,0,"other",4
1648,200,35,14,0,2,0,0,0,0,"mp",5
2010,232,32,12,0,1,0,0,1,1,"swcc",4
0,322,63,12,0,0,0,0,1,1,"other",4
604,233,30,12,0,2,0,0,1,1,"swcc",7
0,420,60,12,0,0,0,0,1,1,"other",6
88,94,29,12,0,2,0,0,0,0,"other",7
0,95,28,12,2,0,0,0,1,0,"other",6
424,184,28,16,0,0,0,0,0,0,"mp",7
2004,167,38,14,0,2,0,0,1,1,"other",6
1428,180,33,17,3,0,0,0,1,1,"other",6
0,520,32,16,3,0,0,0,1,1,"mp",3
0,250,29,15,2,0,0,0,1,1,"swcc",8
860,209,28,13,2,1,0,0,0,0,"other",4
0,248,64,12,0,0,0,0,1,0,"other",6
1928,389,33,17,0,0,0,0,0,0,"swcc",6
180,200,32,12,0,3,0,1,1,1,"other",9
1960,130,34,14,1,3,0,0,1,1,"other",10
902,115,64,10,0,0,0,0,1,0,"other",5
1960,309,48,13,0,0,0,0,1,1,"other",9
0,284,33,12,0,2,0,0,1,1,"swcc",9
0,225,53,8,0,0,0,0,1,0,"other",9
0,280,33,12,1,2,0,0,1,1,"other",9
1496,233,47,17,0,1,1,0,1,1,"fr",7
1517,360,25,12,0,0,0,0,1,1,"mp",7
0,470,32,12,2,4,0,0,1,1,"swcc",7
0,355,31,12,2,0,0,0,1,1,"fr",7
1000,508,32,12,0,1,1,0,1,1,"other",7
0,283,40,13,0,2,2,0,1,0,"swcc",7
352,375,36,14,2,1,0,0,1,1,"mp",6
0,635,35,12,1,3,0,0,1,1,"fr",7
0,1189,42,12,0,0,2,0,1,1,"mp",7
0,480,38,12,1,1,0,0,1,1,"mp",5
1485,150,42,16,0,2,0,0,1,1,"mp",1
0,670,30,16,2,0,0,0,1,1,"mp",7
990,613,52,17,0,0,1,0,1,1,"mp",3
2041,490,40,12,0,0,0,0,0,0,"mp",4
0,272,39,12,0,2,0,0,1,1,"other",8
1300,90,28,12,0,2,0,0,0,0,"mp",8
0,434,61,12,0,0,0,0,1,0,"other",8
2080,30,38,12,0,1,2,0,1,0,"swcc",8
0,280,32,12,0,1,0,0,0,0,"other",5
1808,82,33,14,0,0,0,0,1,1,"swcc",5
1920,546,44,12,0,1,0,0,1,0,"swcc",4
1984,362,31,13,0,0,0,0,1,1,"swcc",5
1920,260,34,16,0,0,0,0,0,0,"other",4
1828,84,33,12,0,1,0,1,1,1,"other",10
1248,179,58,13,0,0,0,0,0,0,"swcc",3
0,144,64,10,0,0,0,0,1,0,"swcc",6
1654,193,43,8,0,0,1,0,1,1,"other",6
2083,40,30,12,0,0,0,1,0,0,"other",7
1959,492,26,13,0,0,0,0,1,1,"swcc",7
1860,441,39,8,0,0,0,0,1,1,"swcc",3
0,176,63,12,0,0,0,1,1,0,"swcc",3
0,290,28,13,0,0,0,0,1,1,"swcc",5
1800,330,43,12,0,0,0,0,1,1,"swcc",8
486,192,47,10,0,0,1,0,0,0,"swcc",8
0,370,59,12,0,0,0,0,1,0,"swcc",8
1770,381,26,16,0,0,0,0,1,1,"swcc",9
3181,170,31,14,0,0,0,0,1,1,"mp",8
0,550,36,16,1,0,0,0,1,1,"mp",7
2100,139,23,16,0,0,0,0,0,0,"swcc",8
0,211,38,12,0,1,1,0,0,0,"other",8
0,193,58,8,0,0,0,0,1,0,"other",8
945,235,26,12,0,0,0,0,0,0,"other",8
1050,170,30,11,1,0,0,0,1,1,"swcc",8
1900,114,36,9,0,2,1,0,1,0,"other",10
37,230,21,11,2,0,0,0,1,1,"other",10
2020,115,25,12,0,0,0,0,1,1,"swcc",7
581,93,35,12,0,1,2,0,0,0,"other",7
0,100,19,10,1,0,0,0,0,0,"other",10
1937,192,34,12,0,2,0,0,1,1,"other",10
1960,250,38,14,0,1,0,0,1,1,"swcc",6
0,70,31,9,0,2,1,1,0,0,"swcc",13
406,45,31,9,1,3,1,1,0,0,"other",13
512,195,28,13,1,0,0,0,0,0,"mp",2
0,362,34,17,1,1,0,0,1,1,"mp",2
0,519,38,12,2,1,0,0,1,1,"mp",3
0,250,48,14,0,0,0,0,0,0,"mp",6
1081,92,28,12,2,0,0,0,1,0,"other",6
0,410,34,13,1,2,0,0,1,1,"swcc",5
0,358,64,8,0,0,0,0,1,0,"other",5
2072,254,25,16,0,0,0,0,0,0,"fr",7
927,423,31,16,1,1,0,0,1,1,"mp",6
0,128,60,12,0,0,0,0,1,1,"other",9
1950,319,42,12,0,0,0,0,1,1,"swcc",5
1632,273,31,12,1,1,0,0,1,1,"swcc",6
312,178,24,12,2,0,0,0,0,0,"other",4
1946,700,50,12,0,0,0,0,1,1,"other",4
2600,285,24,16,0,0,0,0,1,1,"mp",6
1085,656,36,13,0,0,0,0,1,1,"other",6
1386,455,33,17,1,0,0,0,1,1,"mp",4
688,90,33,12,0,4,0,1,0,0,"other",10
1035,498,53,17,0,0,1,0,1,1,"mp",5
1737,300,31,16,0,1,0,0,1,1,"mp",3
130,600,36,16,1,1,0,0,1,1,"mp",4
1224,86,29,11,0,0,0,0,0,0,"swcc",5
1936,325,38,12,0,0,1,0,1,1,"mp",4
1938,82,19,12,0,0,0,0,0,0,"other",4
1248,252,40,12,0,1,1,0,0,0,"other",7
2000,310,37,16,1,0,0,0,1,1,"swcc",8
0,139,33,11,0,0,2,1,1,1,"other",7
1035,65,30,10,2,2,1,1,0,0,"other",7
2090,320,52,12,0,0,0,0,1,0,"swcc",4
1848,140,37,12,0,1,1,0,1,1,"other",11
1780,251,43,16,0,0,1,0,1,0,"other",4
1250,109,53,14,0,0,0,0,1,1,"other",2
1265,90,27,12,1,0,0,1,1,0,"fr",7
0,153,35,13,1,1,1,0,0,0,"mp",5
1965,527,41,12,0,0,2,0,1,1,"swcc",6
0,425,43,12,0,0,0,0,1,1,"swcc",6
0,169,48,11,0,0,0,0,1,0,"other",6
1037,239,36,11,0,1,1,0,1,1,"swcc",3
0,120,24,12,1,0,0,0,1,0,"other",3
1798,122,46,14,0,0,0,0,1,1,"swcc",3
844,390,47,12,0,0,0,0,1,0,"swcc",3
1288,246,25,13,2,0,0,0,1,1,"swcc",3
0,211,25,12,1,0,0,0,1,1,"other",3
1225,617,52,11,0,0,0,0,1,0,"other",3
261,200,29,16,2,0,0,0,1,1,"swcc",3
0,270,31,12,1,2,0,0,1,1,"swcc",3
1960,200,31,17,0,0,0,1,0,0,"other",6
1000,456,36,15,0,1,0,1,0,0,"other",6
2058,315,33,12,0,3,0,0,1,1,"other",5
2500,908,28,17,0,0,0,0,1,1,"mp",3
0,446,41,12,0,1,1,0,0,0,"swcc",8
0,648,45,12,1,0,1,0,1,1,"swcc",6
0,600,63,16,0,0,0,0,1,1,"other",6
0,234,59,12,0,0,0,0,1,1,"swcc",8
1976,270,35,12,0,2,0,0,1,1,"other",3
0,798,43,13,0,1,0,0,1,1,"mp",8
1200,155,24,12,0,0,0,0,1,1,"swcc",7
1891,213,35,13,0,0,0,0,1,1,"swcc",7
2060,108,58,12,0,0,0,0,1,1,"fr",7
1920,151,26,16,2,0,0,0,0,0,"swcc",7
2056,413,60,17,0,0,0,0,1,1,"other",8
1984,536,39,13,0,0,1,0,1,1,"mp",12
0,211,44,12,0,0,1,0,1,0,"fr",6
0,180,26,13,1,0,0,0,1,0,"fr",6
0,428,34,13,0,2,0,0,1,1,"other",10
2076,-26,47,16,0,0,0,0,1,0,"fr",10
1840,312,48,8,0,0,0,0,1,0,"swcc",4
1222,240,42,12,0,1,1,0,0,0,"swcc",4
2500,310,29,16,0,0,0,0,1,1,"mp",5
1250,384,34,17,0,0,0,0,1,1,"mp",8
1670,258,56,12,0,0,0,0,1,0,"other",7
1934,186,59,12,0,0,0,0,1,0,"swcc",5
1958,132,21,9,1,0,0,0,1,1,"swcc",5
0,121,59,12,0,0,0,0,1,1,"other",8
2560,86,34,12,1,0,0,0,1,1,"other",6
0,232,49,12,0,1,0,0,1,1,"mp",5
1019,323,37,16,0,2,0,0,1,1,"mp",5
1530,207,33,14,0,2,0,0,1,0,"swcc",6
1794,349,58,12,0,0,0,0,1,0,"swcc",6
1632,367,35,12,0,2,1,0,1,1,"swcc",6
0,100,28,10,1,1,0,0,0,0,"other",4
2200,500,48,10,0,0,1,0,0,0,"swcc",5
0,537,32,13,0,2,0,0,1,1,"other",8
1880,190,29,12,1,1,0,0,1,0,"mp",8
481,958,54,17,0,0,0,0,1,0,"mp",3
1806,348,60,17,0,0,0,0,1,0,"mp",7
1368,258,31,12,0,1,0,0,0,0,"mp",5
2640,740,35,13,0,0,0,0,1,1,"mp",8
742,184,32,12,1,1,0,0,1,1,"other",7
2130,208,30,12,1,1,0,0,1,0,"mp",5
1760,155,33,12,0,2,0,0,1,1,"swcc",7
1893,173,32,12,1,1,0,0,1,1,"other",7
1993,250,43,12,1,0,0,0,1,1,"fr",7
1248,145,52,8,0,0,0,0,1,0,"swcc",2
982,71,24,12,2,0,0,0,0,0,"other",2
0,285,48,12,0,0,0,0,1,1,"fr",2
1150,138,22,12,1,0,0,0,0,0,"fr",2
344,215,63,12,0,0,0,0,1,0,"swcc",4
2940,360,38,12,0,2,1,0,1,1,"swcc",5
0,464,54,12,0,0,0,0,1,0,"mp",5
1422,250,29,12,1,2,0,0,1,1,"other",7
1750,183,23,12,0,0,0,0,1,1,"other",5
0,203,64,12,0,0,0,0,1,0,"other",6
0,763,37,16,1,0,0,0,1,1,"mp",3
2040,470,37,14,0,0,0,0,1,1,"mp",6
2361,312,42,16,0,4,1,0,1,1,"swcc",4
0,302,32,12,1,1,0,0,1,0,"swcc",6
1456,78,40,12,0,0,2,0,1,1,"fr",2
1638,320,19,11,1,0,0,0,1,0,"swcc",5
1944,253,33,10,0,2,0,0,1,1,"other",5
2036,148,51,9,0,0,0,0,1,0,"other",5
0,1300,57,12,0,0,0,0,1,0,"other",7
0,172,24,8,2,0,0,0,1,1,"swcc",4
1960,454,38,9,0,1,2,0,1,1,"swcc",4
0,175,50,7,0,0,0,0,0,0,"fr",8
1920,435,34,13,0,2,0,0,1,0,"swcc",6
1786,190,35,12,1,1,1,1,1,1,"mp",4
480,210,23,13,1,0,0,0,0,0,"mp",4
0,158,58,12,1,0,0,1,0,0,"other",6
2024,225,30,12,1,1,0,1,1,1,"mp",5
1824,266,27,13,2,0,0,0,0,0,"mp",4
1960,383,50,12,0,0,0,0,1,0,"other",11
0,346,28,12,2,0,0,0,1,0,"other",9
0,181,29,12,2,0,0,0,0,0,"swcc",7
0,549,52,12,0,0,0,0,1,1,"swcc",7
0,539,31,12,3,2,0,0,0,0,"swcc",11
456,182,25,13,3,0,0,0,0,0,"swcc",7
0,262,53,10,0,1,0,0,1,1,"other",11
0,61,29,12,0,0,0,1,0,0,"other",9
1161,217,64,10,0,0,0,0,1,0,"other",3
1535,167,33,14,0,1,0,0,1,1,"swcc",3
352,252,36,12,0,0,1,0,1,1,"mp",3
0,200,29,12,1,1,0,0,1,0,"swcc",3
2116,150,36,14,0,0,2,0,1,1,"other",11
2040,23,38,12,0,0,0,0,1,0,"swcc",11
1584,273,26,17,2,0,0,0,1,1,"mp",5
0,1742,53,17,0,0,0,0,1,0,"swcc",5
110,90,30,9,0,0,0,1,0,0,"other",13
1904,170,26,14,0,0,0,0,0,0,"mp",5
1952,249,30,15,2,0,0,0,0,0,"mp",5
2000,277,60,12,0,0,0,1,1,0,"other",6
2075,466,43,13,0,2,0,0,1,1,"mp",5
1296,350,28,14,1,1,0,1,1,1,"other",5
0,272,63,12,0,0,0,0,1,1,"other",4
1680,204,34,15,1,1,0,1,0,0,"swcc",5
320,342,54,13,0,0,0,1,1,1,"swcc",4
1940,343,35,10,0,0,1,0,1,1,"mp",3
1575,625,41,17,0,0,0,0,1,1,"mp",6
2076,185,26,14,0,0,0,0,0,0,"swcc",5
0,185,25,13,1,0,0,0,0,0,"fr",7
416,431,32,16,1,0,0,0,1,1,"mp",7
10,208,32,12,1,0,0,0,1,1,"mp",7
2284,290,61,17,0,0,0,0,0,0,"mp",5
1542,176,37,14,0,2,0,0,1,1,"other",14
1895,515,42,13,0,0,0,0,1,1,"mp",4
2214,200,25,16,1,0,0,0,0,0,"mp",5
2450,166,24,13,0,0,0,1,0,0,"mp",4
726,88,26,12,3,0,0,0,0,0,"other",4
0,174,41,11,1,1,1,1,1,0,"other",6
0,2417,50,16,0,0,0,0,1,1,"mp",4
714,228,27,16,1,0,0,0,0,0,"mp",6
1146,160,35,8,0,0,1,0,0,0,"mp",6
1664,333,38,12,0,1,0,0,1,1,"swcc",5
1002,270,46,12,0,0,1,0,1,1,"other",4
1600,433,39,12,0,0,1,0,1,1,"other",6
1760,380,56,8,0,0,0,0,1,1,"other",3
0,387,54,8,0,0,0,0,1,0,"fr",3
0,230,32,12,1,3,1,0,0,0,"other",5
384,340,31,12,0,3,0,0,0,0,"mp",5
0,347,26,11,2,1,0,0,0,0,"fr",3
0,236,53,11,3,0,1,1,1,1,"other",6
1365,650,32,13,0,3,0,1,1,1,"other",5
2000,114,58,8,0,0,0,1,1,1,"other",5
1936,57,29,13,1,0,0,1,0,0,"other",5
176,179,28,12,2,1,0,1,0,0,"other",5
0,96,27,12,2,0,0,1,0,0,"swcc",5
0,140,41,12,0,0,0,1,0,0,"other",5
2044,0,36,13,0,1,0,1,0,0,"other",5
2072,199,40,13,0,1,0,1,1,1,"mp",5
0,190,33,13,0,2,1,1,1,1,"mp",5
1888,233,41,13,1,1,0,0,1,1,"swcc",7
0,512,39,12,1,1,0,0,1,1,"mp",6
0,262,51,12,0,0,0,0,1,0,"other",5
1924,185,46,14,0,1,0,0,1,1,"other",5
0,625,50,12,0,1,0,0,1,1,"mp",5
0,84,31,12,0,2,0,0,0,0,"other",5
2050,288,26,14,1,2,0,0,1,1,"other",5
0,108,32,12,2,2,0,1,0,0,"other",5
0,272,36,12,2,3,0,1,0,0,"other",5
0,420,34,13,1,2,0,1,1,1,"swcc",5
0,98,28,14,0,1,0,1,0,0,"other",5
1400,210,29,12,0,0,0,1,0,0,"swcc",5
1896,96,60,7,0,0,0,1,1,1,"other",5
704,150,31,12,0,1,1,1,0,0,"other",5
0,263,49,9,1,0,0,1,1,1,"other",5
0,112,36,13,0,3,1,1,0,0,"mp",8
1800,6,27,15,2,1,0,1,0,0,"other",8
0,115,30,11,3,5,0,1,1,1,"swcc",8
2673,401,28,14,2,0,0,1,1,1,"swcc",8
1840,128,23,10,0,0,0,1,0,0,"other",8
2040,220,36,13,0,3,1,1,1,1,"mp",8
461,42,28,11,1,0,0,1,0,0,"other",8
0,372,37,13,0,2,0,1,1,1,"other",8
0,79,32,11,0,2,1,1,0,0,"other",8
0,47,33,13,0,0,0,1,0,0,"other",8
0,195,36,12,0,4,1,1,1,1,"other",8
1952,760,42,17,0,0,0,1,1,1,"other",8
730,100,44,13,0,0,0,1,1,0,"other",15
240,60,26,14,1,0,0,1,0,0,"swcc",8
0,63,47,12,0,0,1,1,0,0,"other",8
2010,165,24,12,1,0,0,1,0,0,"swcc",7
816,295,49,14,0,2,1,1,0,0,"other",8
756,382,31,13,1,1,0,1,1,1,"swcc",8
2105,31,51,16,0,0,0,1,0,0,"other",8
0,119,63,5,0,0,0,1,0,0,"other",8
0,176,55,8,0,0,0,1,1,1,"other",8
1744,220,37,14,0,2,0,1,1,1,"mp",8
0,180,25,12,1,0,0,0,0,0,"other",8
0,460,52,14,0,0,0,1,1,1,"other",8
1736,403,37,12,0,1,2,1,1,1,"swcc",8
1176,631,32,14,2,0,0,0,1,1,"mp",6
500,199,32,16,2,2,0,0,0,0,"mp",6
2151,375,25,16,0,0,0,0,1,1,"mp",3
630,396,58,16,0,0,0,0,1,1,"other",6
0,200,27,13,1,1,0,0,0,0,"mp",6
2080,124,54,9,1,1,0,0,0,0,"other",5
558,358,25,12,2,0,0,0,0,0,"swcc",5
74,451,34,14,1,0,0,0,1,1,"mp",6
258,169,27,12,1,0,0,0,0,0,"swcc",4
1968,470,42,16,0,1,1,0,1,1,"mp",6
1085,322,52,12,0,0,0,1,1,1,"mp",6
707,223,53,13,0,0,0,1,1,1,"other",6
296,610,35,16,1,2,0,0,1,1,"mp",6
1920,344,27,12,1,0,0,0,0,0,"other",6
5840,498,35,11,0,0,1,0,1,0,"mp",30
354,340,32,11,0,1,0,0,0,0,"swcc",6
928,240,31,14,2,0,0,0,0,0,"other",5
0,208,32,16,2,1,0,0,0,0,"mp",10
1008,359,39,13,0,0,1,0,1,1,"mp",3
499,395,28,14,2,1,0,0,1,1,"mp",5
2200,20,38,14,0,0,1,0,0,0,"other",6
1816,610,41,11,0,0,0,0,0,0,"mp",3
2350,316,37,12,0,0,0,0,0,0,"mp",6
2066,300,26,15,0,0,0,0,0,0,"mp",5
160,280,28,11,0,1,0,0,1,1,"other",5
2770,377,34,14,1,0,0,0,0,0,"mp",8
