"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
2.2094,16,6,0,0,1,9,1,1,0,0,0,12,7,5,28,1
NA,16,9,0,0,0,9,1,0,0,0,1,12,10.251,5,31,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,16,2,31,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,16,17,1,34,1
2.0082,12,15,0,0,1,9,1,1,0,0,0,16,16,1,33,1
1.9081,12,6,0,0,0,9,1,1,0,0,0,12,12,3,24,1
2.1005,16,6,0,0,0,8,1,1,0,0,0,12,12,3,28,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,12,3,27,1
2.0412,15,4,0,0,1,9,1,0,1,1,0,9.9372,10,9,25,1
1.9838,15,6,0,0,1,9,1,1,0,0,0,8,9,8,27,1
NA,17,3,0,0,0,9,1,1,0,0,0,8,9,8,26,1
1.8961,12,6,0,0,1,9,1,1,0,0,0,8,9,8,24,1
1.9286,14,7,0,0,1,9,1,0,0,1,0,9.9372,12,4,27,1
NA,NA,NA,0,NA,0,9,1,0,0,0,0,16,12,2,26,1
NA,NA,NA,0,NA,0,9,1,0,0,0,0,16,12,2,24,1
1.7228,14,6,0,0,1,9,1,1,0,0,0,16,13,1,26,1
NA,16,7,0,0,1,9,1,1,0,0,0,16,14,1,29,1
1.6094,16,6,0,0,1,9,1,1,0,0,0,13,14,1,28,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,13,14,1,26,1
NA,15,10,0,0,1,9,1,1,0,1,0,9.9372,16,4,31,1
NA,16,6,0,0,1,9,1,1,0,1,0,9.9372,16,4,28,1
1.9021,14,8,0,0,1,9,1,1,0,1,1,9.9372,10.251,9,28,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,14,12,2,32,1
NA,14,7,0,0,1,9,1,1,0,0,0,12,12,3,27,1
2.2638,12,16,0,0,1,9,1,1,0,0,0,9,9,7,34,1
NA,15,8,0,0,1,9,1,1,0,0,0,12,12,3,29,1
NA,14,8,0,0,1,8,1,1,0,0,0,14,15,1,28,1
1.9824,16,6,0,0,1,8,1,0,0,1,0,9.9372,12,4,28,1
NA,NA,NA,0,NA,0,9,1,0,1,1,0,9.9372,12,4,31,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,10,12,6,33,1
NA,NA,NA,0,NA,0,9,1,0,0,0,1,13,10.251,5,31,1
NA,16,9,0,0,0,9,1,1,0,0,0,12,16,2,31,1
NA,NA,NA,1,NA,0,9,1,1,0,1,0,9.9372,6,9,29,1
NA,14,5,1,0,1,9,1,0,1,1,1,9.9372,10.251,9,25,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,10,18,6,34,1
NA,16,5,0,0,1,9,1,1,0,0,0,11,12,6,27,1
2.2638,16,11,0,0,1,9,1,1,0,0,0,12,12,3,33,1
1.8165,17,10,0,0,1,9,1,1,0,0,0,12,14,2,33,1
2.4458,13,13,0,0,1,9,1,1,0,0,0,12,10,5,32,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,12,3,33,1
1.9095,13,10,0,0,1,9,1,1,0,0,0,14,8,5,29,1
NA,11,16,0,0,1,9,1,1,0,0,0,8,8,8,33,1
1.4398,12,8,0,0,1,9,1,0,1,1,0,9.9372,10,9,26,1
2.3637,12,7,0,0,1,9,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,1,NA,0,9,1,1,0,0,0,12,11,5,25,1
NA,NA,NA,1,NA,0,9,1,0,0,0,0,13,11,5,24,1
NA,17,4,0,0,1,9,1,1,0,1,0,9.9372,12,4,27,1
NA,NA,NA,0,NA,0,9,1,1,0,1,0,9.9372,12,4,25,1
2.4639,18,9,0,0,1,9,1,1,0,0,0,15,14,1,33,1
2.1424,15,6,0,0,1,9,1,0,0,0,1,12,10.251,5,27,1
1.8083,12,6,0,0,1,9,1,0,0,0,1,12,10.251,5,24,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,16,12,2,32,1
1.4422,18,9,0,0,1,9,1,1,0,0,0,12,12,3,33,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,13,12,2,24,1
2.4849,12,11,0,0,1,9,1,1,0,0,0,8,12,6,29,1
2.3312,14,14,0,0,1,9,1,1,0,0,0,15,10,5,34,1
NA,NA,NA,0,NA,0,9,1,0,0,1,1,9.9372,10.251,9,26,1
NA,13,13,0,0,1,9,1,1,0,0,0,14,6,5,32,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,8,8,8,34,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,8,5,32,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,14,14,1,29,1
1.7047,14,8,0,0,1,9,1,0,0,0,1,12,10.251,5,28,1
2.0807,15,10,0,0,1,9,1,0,0,0,0,12,12,3,31,1
1.6919,12,13,0,0,1,9,1,0,0,1,0,9.9372,11,9,31,1
1.2528,9,16,0,0,1,9,1,1,0,0,0,8,11,8,31,1
NA,NA,NA,0,NA,0,9,1,0,0,1,0,9.9372,13,4,31,1
2.0149,14,12,0,0,1,9,1,1,0,1,0,9.9372,12,4,32,1
1.5041,14,14,0,0,1,9,1,1,0,0,0,12,10,5,34,1
NA,NA,NA,0,NA,0,9,1,0,0,1,1,9.9372,10.251,9,25,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,16,2,24,1
1.7918,14,4,0,0,1,9,1,0,0,0,0,12,9,5,24,1
NA,NA,NA,0,NA,0,9,1,0,1,1,0,9.9372,10,9,28,1
2.1459,12,15,0,0,1,9,1,1,0,0,0,7,12,6,33,1
NA,NA,NA,0,NA,0,9,1,0,1,1,0,9.9372,12,4,27,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,10,12,6,32,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,12,3,30,1
1.9851,14,6,0,0,1,9,1,1,0,0,0,14,8,5,26,1
1.9359,12,16,0,0,1,9,1,1,0,0,0,12,11,5,34,1
2.3273,10,11,0,0,1,9,1,0,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,11,12,6,27,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,15,11,5,26,1
NA,15,11,0,0,1,9,1,1,0,0,0,12,12,3,32,1
2.4458,14,8,0,0,1,9,1,1,0,0,0,8,8,8,28,1
2.2854,16,10,0,0,1,9,1,1,0,0,0,15,18,1,32,1
1.9838,15,13,0,0,1,9,1,1,0,0,0,3,0,8,34,1
NA,NA,NA,0,NA,0,9,1,1,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,0,NA,0,9,1,1,0,1,1,9.9372,10.251,9,31,1
1.6771,14,14,0,0,1,9,1,1,0,0,0,10,11,7,34,1
1.6715,12,7,0,0,1,9,1,1,0,0,0,11,11,7,25,1
2.7265,NA,NA,0,0,1,9,1,1,0,0,0,10,10,7,25,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,14,9,5,25,1
1.0613,13,7,0,0,1,9,1,1,0,0,0,10,11,7,26,1
1.141,17,3,0,0,1,9,1,1,0,0,0,12,12,3,26,1
1.3962,13,5,0,0,1,9,1,1,0,0,0,13,16,1,24,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,10,12,6,29,1
2.3979,18,6,0,0,1,9,1,1,0,0,0,12,12,3,30,1
1.8871,12,9,0,0,1,9,1,1,0,0,0,2,2,8,27,1
1.4656,12,14,0,0,1,9,1,1,0,0,0,12,12,3,32,1
1.3863,17,4,0,1,1,9,1,1,0,0,0,18,16,1,27,1
NA,14,7,0,0,0,9,1,1,0,0,0,12,13,2,27,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,14,12,2,25,1
NA,18,10,0,0,1,9,1,1,0,0,0,15,12,2,34,1
0.967,15,5,0,0,1,9,1,1,0,0,0,18,13,1,26,1
1.3863,13,15,0,0,1,9,1,1,0,0,0,12,12,3,34,1
NA,12,10,0,0,1,9,1,1,0,0,0,12,12,3,28,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,11,5,24,1
1.7527,16,12,0,0,0,9,1,1,0,0,0,15,18,1,34,1
1.4656,12,6,0,0,1,9,1,1,0,0,0,13,13,1,24,1
NA,15,5,0,0,1,9,1,1,0,0,0,18,12,2,26,1
1.5476,17,2,0,0,1,9,1,1,0,0,0,18,12,2,25,1
0.9361,17,2,0,0,1,9,1,0,1,0,0,12,14,2,25,1
1.8326,12,8,0,0,0,9,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,10,5,28,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,10,5,24,1
1.9021,13,15,0,0,1,9,1,1,0,0,1,12,10.251,5,34,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,10,11,7,31,1
2.3504,12,12,0,0,1,9,1,1,0,0,0,12,12,3,30,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,8,5,24,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,16,12,2,33,1
NA,NA,NA,0,NA,0,9,1,0,0,0,0,17,12,2,27,1
NA,NA,NA,0,NA,0,9,1,0,0,0,0,18,12,2,25,1
2.9156,17,11,0,0,1,9,1,1,0,1,0,9.9372,4,9,34,1
2.0399,15,12,0,0,1,9,1,1,0,0,0,16,12,2,33,1
NA,NA,NA,1,NA,0,9,1,1,0,0,0,11,10,7,24,1
1.9286,11,17,1,0,1,9,1,0,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,1,NA,0,9,1,0,1,1,0,9.9372,8,9,28,1
NA,12,13,0,0,1,9,1,1,0,0,0,5,12,6,31,1
1.8718,15,3,0,0,1,9,1,1,0,0,0,15,12,2,24,1
1.5665,16,4,0,0,0,9,1,1,0,0,0,13,18,1,26,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,13,18,1,24,1
NA,12,8,0,0,1,9,1,1,0,0,0,8,11,8,26,1
NA,12,6,0,0,1,9,1,1,0,0,0,8,11,8,24,1
NA,NA,NA,1,NA,0,9,0,0,0,0,0,11,13,6,24,0
NA,NA,NA,0,NA,0,9,0,0,1,0,0,0,7,8,27,0
NA,12,15,0,0,0,9,1,1,0,0,0,11,8,8,33,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,5,6,8,32,0
1.2267,16,2,0,0,0,9,0,1,0,0,0,16,13,1,24,0
NA,12,10,0,0,0,9,0,1,0,1,0,9.9372,0,9,28,0
2.2039,14,12,0,0,1,9,0,1,0,0,0,10,12,6,32,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,4,6,8,28,0
1.2556,12,15,0,0,0,9,0,1,0,0,0,7,8,8,33,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,12,12,3,26,0
2.0477,12,11,0,0,1,9,1,1,0,0,0,8,9,8,29,0
1.9459,12,8,0,0,1,9,1,1,0,0,0,8,9,8,26,0
NA,12,10,0,0,0,7,0,1,0,0,0,8,12,6,28,0
1.7783,16,4,0,0,0,9,0,1,0,0,0,12,12,3,26,0
2.0015,12,6,0,0,0,9,0,1,0,0,0,8,11,8,24,0
NA,NA,NA,0,NA,0,9,0,0,0,0,0,8,11,8,24,0
1.6734,12,9,0,0,0,9,0,1,0,0,0,10,8,8,27,0
1.4279,16,3,0,0,1,9,0,1,0,0,0,18,13,1,25,0
2.6348,18,10,0,0,1,9,0,1,0,0,0,12,12,3,34,0
NA,12,15,0,0,0,9,0,1,0,0,0,8,9,8,33,0
1.7011,12,16,0,0,0,9,0,1,0,0,0,8,10,8,34,0
1.8825,11,7,0,0,0,8,0,1,0,0,0,11,12,6,24,1
NA,NA,NA,0,NA,0,8,0,1,0,0,0,10,12,6,27,1
1.744,12,7,0,0,0,8,0,1,0,0,0,10,12,6,25,1
1.831,13,10,0,0,0,8,0,0,0,1,0,9.9372,12,4,29,1
1.4861,16,9,0,0,1,8,0,1,0,0,0,15,12,2,31,1
NA,NA,NA,0,NA,0,8,0,1,0,0,0,18,14,1,26,1
1.7527,15,6,0,0,0,8,0,1,0,0,0,12,12,3,27,1
1.6864,13,8,0,0,0,8,0,1,0,0,0,12,12,3,27,1
2.1294,15,9,0,0,0,8,0,1,0,0,0,9,12,6,30,1
NA,18,4,0,0,0,8,0,1,0,0,0,15,16,1,28,1
NA,NA,NA,0,NA,0,8,0,1,0,1,0,9.9372,16,4,34,1
NA,NA,NA,0,NA,0,8,0,1,0,0,0,14,12,2,27,1
NA,NA,NA,0,NA,0,9,0,0,1,1,0,9.9372,2,9,31,0
NA,NA,NA,1,NA,0,9,0,0,0,0,0,8,12,6,26,0
NA,NA,NA,1,NA,0,9,0,0,1,1,0,9.9372,11,9,25,0
NA,NA,NA,1,NA,0,9,0,1,0,0,0,5,11,8,32,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,8,8,8,32,0
1.9796,14,9,0,0,1,9,0,1,0,1,0,9.9372,8,9,29,0
NA,NA,NA,0,NA,0,9,0,1,0,1,0,9.9372,8,9,25,0
1.7174,13,7,0,0,1,9,0,1,0,0,0,6,11,8,26,0
1.206,13,5,0,0,0,9,0,0,0,1,1,9.9372,10.251,9,24,0
NA,16,11,0,0,0,9,0,1,0,0,0,8,12,6,33,0
1.6292,15,3,0,1,1,9,0,1,0,0,0,10,14,6,24,0
1.7527,12,13,0,0,1,9,1,1,0,0,0,8,12,6,31,0
NA,7,18,0,0,0,9,0,0,0,0,0,4,8,8,31,0
1.6094,12,6,0,0,1,9,0,0,1,1,0,9.9372,10,9,24,0
NA,NA,NA,0,NA,0,9,0,0,0,0,0,12,8,5,25,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,6,5,8,28,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,6,5,8,25,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,2,6,8,34,0
1.6312,12,11,0,0,1,9,1,1,0,0,0,2,6,8,29,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,7,10,8,29,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,7,10,8,24,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,7,10,8,24,0
1.1346,15,4,0,0,1,8,1,1,0,0,0,9,7,8,25,1
1.7527,12,16,0,0,1,8,1,1,0,0,0,8,8,8,34,1
NA,13,8,0,0,1,8,1,1,0,0,0,18,16,1,27,1
1.9021,12,16,0,0,1,8,1,1,0,1,0,9.9372,12,4,34,1
1.8421,12,9,0,0,1,8,1,1,0,0,0,12,16,2,27,1
1.8961,16,3,0,0,1,8,1,1,0,0,0,12,16,2,25,1
NA,18,4,0,0,1,8,1,1,0,0,0,12,12,3,28,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,12,7,5,24,1
NA,17,6,0,1,1,8,1,1,0,0,0,16,13,1,29,1
1.3863,14,7,0,0,1,8,1,1,0,0,0,12,12,3,27,1
NA,12,16,0,0,1,8,1,1,0,0,0,12,12,3,34,1
0.7885,11,7,0,0,0,8,1,0,0,0,0,10,16,6,24,1
NA,12,15,0,0,0,3,1,1,0,0,0,9,9,7,33,1
1.7527,13,11,0,0,1,8,1,0,1,1,0,9.9372,9,9,30,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,12,10,5,25,1
1.4422,13,10,0,0,1,8,1,0,1,1,0,9.9372,12,4,29,1
1.8672,16,5,0,0,1,8,1,1,0,0,0,14,16,1,27,1
1.2384,15,7,0,0,1,8,0,1,0,0,0,10,12,6,28,1
2.1282,16,3,0,1,1,8,1,1,0,0,0,11,14,6,25,1
1.8326,15,4,0,0,1,9,1,1,0,0,0,18,12,2,25,1
NA,18,10,0,0,1,9,1,1,0,0,0,12,16,2,34,1
NA,16,10,0,0,1,9,1,1,0,0,0,7,12,6,32,1
2.3026,9,15,0,0,1,9,1,0,0,0,1,8,10.251,9,30,1
2.2181,16,9,0,0,1,9,1,1,0,0,0,8,6,8,31,1
NA,NA,NA,0,NA,0,9,1,1,0,0,0,8,6,8,27,1
NA,NA,NA,1,NA,0,9,1,1,0,0,0,9,9,7,32,1
NA,NA,NA,1,NA,0,9,1,1,0,0,0,8,8,8,34,1
1.9879,12,13,0,0,1,9,1,1,0,0,0,2,8,8,31,1
NA,NA,NA,1,NA,0,9,1,0,1,1,0,9.9372,8,9,24,1
1.4996,12,6,0,1,1,9,1,0,0,0,0,10,10,7,24,1
NA,12,16,0,0,1,9,1,1,0,0,0,5,4,8,34,1
1.5748,14,9,0,0,1,9,1,1,0,0,0,12,12,3,29,1
NA,14,7,0,0,1,8,1,1,0,0,0,11,10,7,27,1
1.4134,12,7,0,0,1,8,1,1,0,0,0,11,10,7,25,1
2.1804,14,10,0,0,1,8,1,0,0,0,0,13,12,2,30,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,8,8,8,32,1
NA,12,15,0,0,1,8,1,1,0,0,0,12,12,3,33,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,9,12,6,27,0
1.2528,14,7,0,0,1,8,1,1,0,0,0,10,12,6,27,0
NA,NA,NA,0,NA,0,8,1,1,0,0,0,10,12,6,24,0
NA,16,10,0,0,1,8,1,1,0,0,0,10,12,6,32,0
NA,16,9,0,0,1,8,1,1,0,0,0,12,16,2,31,0
1.6094,17,4,0,0,0,8,1,1,0,0,0,12,16,2,27,0
NA,13,6,0,0,1,8,1,1,0,0,0,12,16,2,25,0
NA,NA,NA,0,NA,0,8,1,1,0,0,0,10,9,7,34,0
1.992,15,12,0,0,1,8,1,1,0,0,0,16,16,1,33,0
1.5239,13,11,0,0,1,8,1,1,0,0,0,12,12,3,30,0
1.9755,16,6,0,0,1,8,1,1,0,0,0,12,12,3,28,0
1.9445,15,11,0,1,1,8,1,1,0,0,0,8,8,8,32,0
2.0605,14,10,0,0,1,8,1,1,0,0,0,9,15,6,30,0
2.2246,16,7,0,0,1,8,1,1,0,0,0,12,13,2,29,0
1.5019,14,6,0,0,1,8,1,1,0,0,0,12,13,2,26,0
1.1787,15,3,0,0,0,8,0,1,0,0,0,14,14,1,24,0
1.9213,13,13,0,0,0,8,0,1,0,0,0,13,12,2,32,0
1.6525,16,10,0,0,1,8,1,1,0,0,0,18,14,1,32,0
1.5476,18,4,0,0,1,8,1,1,0,0,0,18,14,1,28,0
1.6882,12,16,0,0,0,9,0,1,0,0,0,8,7,8,34,0
2.1424,14,9,0,0,0,9,0,1,0,0,0,13,12,2,29,0
1.3863,12,12,0,0,0,9,0,1,0,0,0,9,12,6,30,0
1.6993,18,3,0,0,0,9,0,1,0,1,1,9.9372,10.251,9,27,0
1.7527,16,10,0,0,0,9,0,1,0,0,0,12,14,2,32,0
1.0986,11,7,0,0,0,4,0,1,0,0,0,13,13,1,24,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,14,10,5,33,0
2.3684,16,10,0,0,0,9,0,0,1,1,0,9.9372,12,4,32,0
1.9755,12,14,0,0,0,9,0,1,0,0,0,6,7,8,32,0
NA,NA,NA,1,NA,0,9,0,0,1,1,0,9.9372,11,9,30,0
NA,NA,NA,1,NA,0,9,0,0,1,1,0,9.9372,11,9,26,0
NA,NA,NA,1,NA,0,7,1,1,0,0,0,11,10,7,24,0
1.9066,17,8,0,0,1,9,0,1,0,0,0,12,11,5,31,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,12,8,5,32,0
2.0001,17,4,0,1,1,9,0,1,0,0,0,14,12,2,27,0
2.6933,12,8,0,0,1,9,1,1,0,0,1,8,10.251,9,26,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,14,13,1,26,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,8,10,8,34,0
NA,NA,NA,0,NA,0,9,1,0,0,0,0,16,12,2,24,0
NA,NA,NA,0,NA,0,9,1,1,0,0,0,13,13,1,25,0
NA,12,16,0,0,1,9,1,1,0,0,0,8,10,8,34,0
NA,11,9,0,0,1,9,1,1,0,1,0,9.9372,11,9,26,0
2.1691,17,4,0,0,0,9,0,1,0,0,0,8,14,6,27,0
2.1972,12,15,0,0,0,9,0,1,0,0,0,8,12,6,33,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,11,13,6,26,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,12,8,5,24,0
NA,12,7,0,0,0,9,0,1,0,0,0,12,8,5,25,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,13,12,2,33,0
2.0807,13,12,0,0,0,9,0,1,0,0,0,13,12,2,31,0
1.7047,13,7,0,0,0,9,0,1,0,0,0,8,12,6,26,0
1.7492,10,18,0,0,0,9,0,1,0,0,0,8,9,8,34,0
1.6864,12,9,0,0,0,9,0,1,0,0,0,12,12,3,27,0
NA,12,16,0,0,0,9,0,1,0,0,0,14,10,5,34,0
2.0669,16,10,0,0,1,9,1,1,0,0,0,13,13,1,32,0
1.9359,14,8,0,0,0,9,0,1,0,0,0,12,10,5,28,0
0.9163,16,4,0,0,0,9,0,1,0,0,0,12,10,5,26,0
1.4279,17,1,0,0,1,9,0,1,0,0,0,14,13,1,24,0
1.8485,9,17,0,0,0,9,0,1,0,0,0,3,4,8,32,0
NA,NA,NA,0,NA,0,9,0,1,0,1,0,9.9372,17,4,28,0
NA,12,9,0,0,0,9,0,1,0,1,0,9.9372,17,4,27,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,13,18,1,33,0
NA,12,9,0,0,0,8,0,1,0,0,0,9,8,8,27,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,10,10,7,29,0
1.4183,12,14,0,0,1,8,0,1,0,1,0,9.9372,9,9,32,0
NA,NA,NA,0,NA,0,8,0,0,1,1,0,9.9372,10,9,27,0
NA,NA,NA,0,NA,0,8,0,0,0,1,1,9.9372,10.251,9,25,0
NA,12,10,0,0,0,8,0,1,0,0,0,8,8,8,28,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,12,12,3,28,0
NA,NA,NA,0,NA,0,8,0,0,0,1,1,9.9372,10.251,9,26,0
1.0986,12,7,0,0,0,8,0,0,0,1,1,9.9372,10.251,9,25,0
NA,10,17,0,0,0,8,0,1,0,0,0,8,8,8,33,0
NA,11,10,0,0,0,8,0,1,0,0,0,8,8,8,27,0
NA,10,14,0,0,0,8,0,1,0,0,0,8,8,8,30,0
1.7352,17,3,0,0,1,8,0,1,0,0,0,18,14,1,26,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,15,13,1,24,0
1.8579,16,10,0,0,0,8,0,1,0,0,0,7,12,6,32,0
NA,12,8,0,0,0,8,0,1,0,0,0,12,11,5,26,0
1.2698,13,10,0,0,0,8,0,0,0,1,1,9.9372,10.251,9,29,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,11,12,6,28,0
1.3863,12,15,0,0,0,8,0,0,0,1,1,9.9372,10.251,9,33,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,6,5,8,30,0
1.4183,12,13,0,0,0,8,0,1,0,0,0,12,12,3,31,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,9,12,6,25,0
NA,12,11,0,0,0,8,1,1,0,0,0,10,11,7,29,0
1.6696,14,13,0,0,0,8,0,1,0,0,0,12,10,5,33,0
1.8485,16,7,0,0,0,8,0,1,0,0,0,12,10,5,29,0
0.3646,14,7,0,0,0,8,0,1,0,0,0,18,12,2,27,0
1.7047,14,11,0,0,0,8,0,1,0,0,0,17,13,1,31,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,8,18,6,31,0
NA,12,8,0,0,0,8,0,1,0,0,0,7,8,8,26,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,11,6,8,26,0
1.581,12,14,0,0,0,8,0,1,0,0,0,7,8,8,32,0
NA,NA,NA,0,NA,0,9,0,0,1,1,0,9.9372,10,9,24,0
1.7884,17,8,0,0,1,9,0,1,0,0,0,9,14,6,31,0
NA,NA,NA,0,NA,0,9,0,1,0,0,1,12,10.251,5,28,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,12,18,2,32,0
NA,15,5,0,0,0,9,0,1,0,0,0,17,16,1,26,0
NA,NA,NA,0,NA,0,9,0,1,0,0,0,12,8,5,27,0
1.5304,14,6,0,1,1,9,0,1,0,1,0,9.9372,16,4,26,0
2.0943,16,4,0,0,0,9,0,1,0,1,0,9.9372,16,4,26,0
1.8326,12,7,0,0,0,9,0,1,0,0,0,8,11,8,25,0
2.3447,12,13,0,0,0,9,0,1,0,0,1,3,10.251,9,31,0
2.0794,16,5,0,0,1,9,0,1,0,0,0,8,12,6,27,0
2.0943,16,5,0,0,1,9,1,1,0,0,0,8,9,8,27,0
1.4656,17,3,0,0,1,8,1,0,0,0,0,8,8,8,26,0
NA,17,9,0,1,0,8,0,0,0,1,1,9.9372,10.251,9,32,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,12,10,5,29,0
2.0162,17,5,0,0,1,8,0,1,0,0,0,8,8,8,28,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,12,12,3,31,0
NA,NA,NA,0,NA,0,8,0,1,0,0,0,8,8,8,26,0
1.0784,14,6,0,0,1,8,0,1,0,0,0,10,12,6,26,0
NA,18,2,0,0,0,5,1,1,0,0,0,12,12,3,26,0
NA,NA,NA,0,NA,0,8,0,0,1,1,0,9.9372,8,9,26,0
NA,NA,NA,0,NA,0,8,0,0,1,1,0,9.9372,8,9,24,0
1.4516,12,7,0,0,1,8,1,1,0,0,0,12,12,3,25,1
1.9459,12,15,0,0,1,8,1,1,0,1,1,9.9372,10.251,9,33,1
NA,16,11,0,0,1,8,1,1,0,1,1,9.9372,10.251,9,33,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,8,10,8,28,1
1.0438,16,3,0,0,1,8,1,1,0,0,0,12,12,3,25,1
1.6901,14,7,0,0,0,8,1,1,0,0,0,13,14,1,27,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,14,14,1,24,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,11,11,7,30,1
NA,15,10,0,0,1,8,1,1,0,0,0,12,16,2,31,1
NA,NA,NA,0,NA,0,8,1,1,0,0,0,12,12,3,26,1
1.5686,12,7,0,0,1,8,1,1,0,0,0,12,12,3,25,1
1.3297,16,4,0,0,1,8,1,1,0,0,0,13,14,1,26,1
1.6253,16,8,0,0,1,8,1,1,0,1,1,9.9372,10.251,9,30,1
1.6094,12,7,0,0,1,8,1,1,0,1,1,9.9372,10.251,9,25,1
NA,15,7,0,0,1,8,1,0,0,0,0,12,12,3,28,1
1.9782,12,15,0,0,1,9,0,1,0,0,0,12,8,5,33,1
0.7885,12,7,0,0,0,9,0,1,0,0,0,14,14,1,25,1
NA,15,3,0,0,0,9,0,0,0,1,1,9.9372,10.251,9,24,1
1.5581,15,3,0,0,0,9,0,0,0,1,1,9.9372,10.251,9,24,1
NA,17,6,0,0,0,9,0,1,0,0,0,7,12,6,29,1
2.4866,13,7,0,0,1,9,0,1,0,0,0,10,10,7,26,1
1.3863,13,5,0,0,0,9,0,0,0,0,0,12,12,3,24,1
1.7934,16,7,0,0,1,9,0,1,0,0,0,12,12,3,29,1
NA,16,7,0,0,0,9,0,1,0,0,0,12,12,3,29,1
NA,12,7,0,0,0,9,0,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,9,0,1,0,0,0,18,16,1,26,1
1.5707,12,11,0,0,0,9,1,1,0,0,0,12,8,5,29,1
1.9459,16,11,0,0,0,9,0,1,0,0,0,7,12,6,33,1
2.0399,12,9,0,1,1,5,1,1,0,0,0,10,9,7,27,1
1.6658,14,5,0,1,1,5,1,1,0,0,0,10,9,7,25,1
1.7047,12,6,0,1,1,5,1,1,0,0,0,3,10,8,24,1
NA,15,4,0,1,1,5,1,1,0,0,0,12,12,3,25,1
1.5041,16,8,0,1,1,5,1,1,0,0,0,12,9,5,30,1
