"Tuna.hid","Tuna.id","Tuna.choice","price.skw","price.cosw","price.sko","price.coso","price.pw"
2319,1,"coso",0.69,0.87,0.69,0.29,0.65
2320,1,"skw",0.29,0.89,0.29,0.89,0.67
2321,1,"coso",0.69,0.87,0.69,0.29,0.65
2322,1,"cosw",0.89,0.79,0.89,0.79,0.67
2322,2,"cosw",0.89,0.89,0.89,0.79,0.67
2323,1,"skw",0.89,0.89,0.89,0.89,0.59
2324,1,"skw",0.8,0.79,0.33,0.79,0.67
2324,2,"cosw",0.81,0.87,0.81,0.19,0.65
2325,1,"skw",0.69,0.84,0.69,0.84,0.59
2326,1,"cosw",0.69,0.89,0.69,0.89,0.67
2326,2,"cosw",0.89,0.89,0.89,0.89,0.67
2326,3,"coso",0.69,0.87,0.69,0.29,0.65
2327,1,"coso",0.69,0.69,0.69,0.39,0.65
2328,1,"skw",0.69,0.84,0.69,0.84,0.59
2328,2,"pw",0.69,0.84,0.69,0.84,0.59
2329,1,"skw",0.49,0.79,0.89,0.79,0.67
2329,2,"skw",0.49,0.79,0.89,0.79,0.67
2329,3,"cosw",0.87,0.84,0.87,0.84,0.59
2330,1,"skw",0.69,0.84,0.69,0.84,0.59
2330,2,"skw",0.69,0.84,0.69,0.84,0.59
2330,3,"skw",0.89,0.89,0.85,0.89,0.59
2330,4,"skw",0.89,0.89,0.59,0.89,0.59
2330,5,"skw",0.49,0.39,0.89,0.39,0.67
2331,1,"skw",0.49,0.79,0.89,0.89,0.67
2331,2,"skw",0.49,0.89,0.69,0.89,0.67
2331,3,"cosw",0.81,0.59,0.82,0.69,0.65
2332,1,"cosw",0.88,0.87,0.82,0.69,0.65
2332,2,"sko",0.69,0.69,0.59,0.69,0.65
2333,1,"skw",0.29,0.39,0.89,0.39,0.67
2333,2,"sko",0.69,0.84,0.69,0.84,0.59
2333,3,"sko",0.69,0.84,0.69,0.84,0.59
2333,4,"sko",0.69,0.84,0.69,0.89,0.59
2334,1,"skw",0.49,0.89,0.89,0.45,0.67
2335,1,"sko",0.89,0.79,0.49,0.89,0.67
2336,1,"sko",0.69,0.39,0.69,0.39,0.67
2336,2,"sko",0.69,0.87,0.69,0.87,0.67
2337,1,"skw",0.69,0.84,0.69,0.84,0.59
2337,2,"skw",0.69,0.84,0.69,0.84,0.59
2337,3,"skw",0.69,0.68,0.69,0.68,0.59
2337,4,"sko",0.79,0.84,0.79,0.89,0.59
2337,5,"sko",0.69,0.84,0.69,0.89,0.59
2337,6,"sko",0.69,0.89,0.59,0.89,0.59
2337,7,"sko",0.89,0.39,0.49,0.39,0.67
2337,8,"sko",0.89,0.89,0.49,0.45,0.67
2337,9,"sko",0.89,0.79,0.49,0.79,0.67
2337,10,"pw",0.69,0.79,0.69,0.89,0.67
2338,1,"skw",0.59,0.67,0.67,0.67,0.69
2339,1,"skw",0.89,0.89,0.89,0.89,0.59
2340,1,"cosw",0.49,0.89,0.49,0.79,0.67
2340,2,"sko",0.87,0.84,0.87,0.84,0.59
2340,3,"coso",0.69,0.69,0.69,0.39,0.65
2340,4,"coso",0.69,0.87,0.69,0.29,0.65
2341,1,"skw",0.89,0.79,0.69,0.79,0.67
2342,1,"cosw",0.69,0.84,0.69,0.84,0.59
2342,2,"cosw",0.69,0.84,0.69,0.89,0.59
2343,1,"skw",0.69,0.89,0.89,0.89,0.59
2344,1,"skw",0.49,0.79,0.89,0.79,0.67
2345,1,"skw",0.69,0.84,0.69,0.89,0.59
2345,2,"skw",0.59,0.89,0.89,0.89,0.59
2345,3,"skw",0.49,0.39,0.89,0.39,0.67
2345,4,"skw",0.49,0.39,0.89,0.39,0.67
2345,5,"skw",0.49,0.79,0.89,0.89,0.67
2345,6,"skw",0.29,0.39,0.89,0.39,0.67
2345,7,"skw",0.29,0.39,0.89,0.39,0.67
2346,1,"skw",0.49,0.79,0.49,0.89,0.67
2346,2,"skw",0.59,0.79,0.49,0.89,0.67
2347,1,"cosw",0.33,0.5,0.33,0.69,0.65
2347,2,"sko",0.89,0.39,0.49,0.39,0.67
2347,3,"coso",0.69,0.87,0.69,0.29,0.65
2348,1,"skw",0.69,0.84,0.69,0.84,0.59
2348,2,"skw",0.49,0.79,0.89,0.79,0.67
2348,3,"skw",0.49,0.79,0.89,0.79,0.67
2348,4,"skw",0.49,0.39,0.89,0.39,0.67
2348,5,"skw",0.49,0.79,0.89,0.89,0.67
2348,6,"skw",0.49,0.79,0.89,0.89,0.67
2349,1,"skw",0.49,0.49,0.89,0.49,0.67
2349,2,"skw",0.82,0.69,0.82,0.69,0.65
2349,3,"cosw",0.69,0.5,0.69,0.69,0.65
2349,4,"sko",0.89,0.89,0.59,0.89,0.59
2349,5,"coso",0.67,0.67,0.67,0.39,0.65
2349,6,"coso",0.69,0.69,0.69,0.39,0.65
2350,1,"skw",0.84,0.84,0.84,0.89,0.59
2351,1,"skw",0.29,0.39,0.89,0.39,0.67
2351,2,"sko",0.49,0.89,0.49,0.79,0.67
2351,3,"sko",0.49,0.89,0.59,0.79,0.67
2352,1,"skw",0.29,0.89,0.29,0.89,0.67
2353,1,"skw",0.49,0.89,0.89,0.45,0.67
2353,2,"sko",0.69,0.84,0.69,0.84,0.59
2353,3,"sko",0.89,0.89,0.59,0.89,0.59
2354,1,"skw",0.49,0.79,0.89,0.79,0.67
2354,2,"skw",0.49,0.39,0.89,0.39,0.67
2354,3,"skw",0.49,0.89,0.89,0.45,0.67
2354,4,"skw",0.89,0.79,0.89,0.59,0.67
2354,5,"skw",0.87,0.99,0.89,0.59,0.67
2354,6,"skw",0.49,0.49,0.89,0.49,0.67
2354,7,"skw",0.59,0.39,0.69,0.39,0.65
2354,8,"sko",0.89,0.89,0.59,0.89,0.59
2354,9,"sko",0.69,0.89,0.49,0.89,0.67
2354,10,"sko",0.69,0.89,0.49,0.89,0.67
2354,11,"sko",0.89,0.89,0.49,0.45,0.67
2354,12,"sko",0.89,0.89,0.49,0.79,0.67
2354,13,"sko",0.49,0.89,0.49,0.79,0.67
2354,14,"sko",0.89,0.79,0.49,0.79,0.67
2354,15,"sko",0.89,0.99,0.87,0.59,0.67
2354,16,"sko",0.89,0.89,0.59,0.89,0.67
2354,17,"sko",0.69,0.69,0.59,0.69,0.67
2354,18,"sko",0.89,0.69,0.59,0.69,0.67
2354,19,"coso",0.67,0.67,0.67,0.39,0.65
2354,20,"coso",0.69,0.69,0.69,0.39,0.65
2354,21,"coso",0.69,0.87,0.69,0.29,0.65
2354,22,"coso",0.81,0.69,0.82,0.59,0.65
2354,23,"pw",0.79,0.84,0.79,0.84,0.59
2354,24,"pw",0.84,0.84,0.84,0.84,0.59
2354,25,"pw",0.84,0.84,0.84,0.89,0.59
2354,26,"pw",0.69,0.84,0.69,0.89,0.59
2354,27,"pw",0.69,0.89,0.89,0.89,0.59
2354,28,"pw",0.89,0.89,0.89,0.89,0.59
2354,29,"pw",0.69,0.89,0.69,0.89,0.59
2354,30,"pw",0.89,0.89,0.89,0.89,0.59
2354,31,"pw",0.89,0.89,0.89,0.89,0.67
2354,32,"pw",0.89,0.79,0.89,0.79,0.67
2354,33,"pw",0.81,0.69,0.82,0.69,0.65
2355,1,"skw",0.69,0.84,0.69,0.84,0.59
2356,1,"skw",0.69,0.89,0.69,0.89,0.59
2356,2,"skw",0.37,0.87,0.37,0.87,0.67
2356,3,"skw",0.39,0.87,0.39,0.87,0.69
2356,4,"cosw",0.69,0.68,0.69,0.68,0.59
2356,5,"cosw",0.89,0.59,0.89,0.39,0.67
2356,6,"cosw",0.69,0.39,0.69,0.39,0.67
2356,7,"cosw",0.69,0.59,0.69,0.39,0.67
2356,8,"cosw",0.69,0.39,0.69,0.39,0.65
2356,9,"sko",0.49,0.89,0.49,0.79,0.67
2356,10,"sko",0.49,0.89,0.59,0.79,0.67
2356,11,"coso",0.69,0.89,0.69,0.89,0.59
2356,12,"coso",0.69,0.68,0.69,0.68,0.59
2356,13,"coso",0.89,0.39,0.89,0.39,0.67
2356,14,"coso",0.89,0.39,0.89,0.39,0.67
2356,15,"coso",0.89,0.39,0.89,0.39,0.67
2357,1,"skw",0.69,0.79,0.69,0.89,0.67
2357,2,"skw",0.49,0.79,0.49,0.89,0.67
2357,3,"skw",0.59,0.79,0.49,0.89,0.67
2357,4,"sko",0.29,0.89,0.29,0.89,0.67
2357,5,"sko",0.29,0.89,0.59,0.89,0.67
2357,6,"sko",0.49,0.89,0.49,0.89,0.67
2357,7,"sko",0.82,0.69,0.69,0.69,0.65
2357,8,"coso",0.89,0.69,0.69,0.69,0.67
2358,1,"skw",0.89,0.79,0.89,0.79,0.67
2358,2,"skw",0.89,0.89,0.89,0.45,0.67
2358,3,"skw",0.29,0.39,0.89,0.39,0.67
2358,4,"cosw",0.69,0.5,0.69,0.69,0.65
2358,5,"sko",0.89,0.89,0.89,0.79,0.67
2358,6,"coso",0.69,0.69,0.69,0.39,0.65
2359,1,"skw",0.59,0.89,0.89,0.89,0.59
2359,2,"skw",0.49,0.39,0.89,0.39,0.67
2360,1,"skw",0.89,0.49,0.89,0.49,0.67
2360,2,"skw",0.49,0.89,0.49,0.89,0.67
2360,3,"skw",0.49,0.79,0.49,0.89,0.67
2360,4,"skw",0.59,0.79,0.49,0.89,0.67
2360,5,"cosw",0.89,0.39,0.89,0.39,0.67
2360,6,"cosw",0.89,0.59,0.89,0.39,0.67
2360,7,"coso",0.81,0.69,0.81,0.19,0.65
2361,1,"skw",0.82,0.69,0.69,0.69,0.65
2361,2,"cosw",0.89,0.89,0.89,0.89,0.59
2361,3,"coso",0.69,0.69,0.69,0.39,0.65
2362,1,"skw",0.89,0.99,0.89,0.59,0.67
2362,2,"skw",0.49,0.49,0.89,0.49,0.67
2362,3,"cosw",0.82,0.69,0.69,0.69,0.65
2362,4,"sko",0.69,0.84,0.69,0.84,0.59
2362,5,"sko",0.69,0.89,0.69,0.89,0.67
2363,1,"skw",0.49,0.49,0.89,0.49,0.67
2363,2,"coso",0.67,0.67,0.67,0.39,0.65
2363,3,"coso",0.67,0.67,0.67,0.39,0.65
2364,1,"cosw",0.69,0.39,0.69,0.39,0.67
2364,2,"cosw",0.69,0.59,0.69,0.39,0.67
2365,1,"pw",0.69,0.84,0.69,0.89,0.59
2366,1,"skw",0.89,0.79,0.89,0.89,0.67
2366,2,"skw",0.69,0.87,0.69,0.87,0.67
2366,3,"skw",0.67,0.67,0.67,0.67,0.65
2366,4,"skw",0.81,0.69,0.82,0.69,0.65
2366,5,"cosw",0.89,0.89,0.89,0.45,0.67
2366,6,"cosw",0.89,0.59,0.89,0.49,0.67
2366,7,"cosw",0.69,0.69,0.69,0.69,0.67
2367,1,"sko",0.69,0.84,0.69,0.89,0.59
2367,2,"sko",0.67,0.67,0.59,0.67,0.69
2368,1,"cosw",0.69,0.5,0.69,0.69,0.65
2369,1,"cosw",0.84,0.84,0.84,0.84,0.59
2369,2,"coso",0.84,0.84,0.84,0.84,0.59
2370,1,"skw",0.59,0.89,0.59,0.89,0.59
2370,2,"skw",0.89,0.89,0.69,0.89,0.67
2370,3,"skw",0.29,0.39,0.89,0.39,0.67
2371,1,"pw",0.59,0.89,0.59,0.89,0.59
2371,2,"pw",0.89,0.79,0.89,0.89,0.67
2371,3,"pw",0.69,0.87,0.69,0.87,0.67
2372,1,"coso",0.69,0.87,0.69,0.29,0.65
2373,1,"sko",0.69,0.69,0.87,0.69,0.67
2373,2,"pw",0.69,0.68,0.69,0.68,0.59
2374,1,"sko",0.89,0.39,0.49,0.39,0.67
2374,2,"sko",0.89,0.99,0.87,0.59,0.67
2374,3,"sko",0.89,0.79,0.59,0.89,0.67
2374,4,"sko",0.82,0.69,0.82,0.69,0.65
2375,1,"skw",0.49,0.49,0.89,0.49,0.67
2375,2,"sko",0.89,0.89,0.59,0.89,0.59
2375,3,"coso",0.69,0.69,0.69,0.39,0.65
2376,1,"skw",0.84,0.84,0.84,0.84,0.59
2376,2,"skw",0.69,0.89,0.69,0.89,0.59
2376,3,"skw",0.59,0.89,0.69,0.89,0.59
2376,4,"cosw",0.82,0.5,0.69,0.69,0.65
2376,5,"cosw",0.82,0.5,0.69,0.69,0.65
2376,6,"coso",0.67,0.67,0.67,0.39,0.65
2377,1,"coso",0.69,0.89,0.89,0.89,0.59
2377,2,"coso",0.89,0.89,0.89,0.89,0.59
2377,3,"coso",0.89,0.89,0.89,0.89,0.59
2377,4,"coso",0.59,0.89,0.59,0.89,0.59
2377,5,"coso",0.69,0.69,0.69,0.39,0.65
2378,1,"skw",0.59,0.89,0.89,0.89,0.59
2378,2,"skw",0.49,0.89,0.89,0.45,0.67
2378,3,"pw",0.79,0.84,0.79,0.89,0.59
2379,1,"sko",0.59,0.89,0.89,0.89,0.59
2379,2,"sko",0.89,0.79,0.49,0.89,0.67
2380,1,"skw",0.82,0.69,0.69,0.69,0.65
2380,2,"sko",0.89,0.89,0.49,0.45,0.67
2381,1,"skw",0.69,0.84,0.69,0.84,0.59
2381,2,"skw",0.29,0.39,0.89,0.39,0.67
2381,3,"skw",0.59,0.79,0.89,0.89,0.67
2381,4,"coso",0.82,0.69,0.82,0.29,0.65
2382,1,"skw",0.69,0.84,0.69,0.84,0.59
2382,2,"skw",0.69,0.84,0.69,0.84,0.59
2382,3,"skw",0.69,0.89,0.89,0.89,0.59
2382,4,"skw",0.49,0.39,0.89,0.39,0.67
2382,5,"skw",0.49,0.79,0.89,0.89,0.67
2382,6,"skw",0.29,0.39,0.89,0.39,0.67
2382,7,"cosw",0.82,0.5,0.69,0.69,0.65
2382,8,"sko",0.89,0.89,0.59,0.89,0.59
2383,1,"skw",0.59,0.79,0.69,0.89,0.67
2383,2,"pw",0.89,0.79,0.89,0.59,0.67
2384,1,"skw",0.49,0.89,0.49,0.79,0.67
2384,2,"skw",0.59,0.89,0.49,0.79,0.67
2384,3,"skw",0.69,0.89,0.69,0.89,0.67
2384,4,"skw",0.37,0.87,0.37,0.87,0.67
2384,5,"cosw",0.89,0.79,0.89,0.79,0.67
2384,6,"cosw",0.89,0.39,0.89,0.39,0.67
2384,7,"cosw",0.89,0.59,0.89,0.39,0.67
2384,8,"cosw",0.89,0.39,0.89,0.39,0.67
2384,9,"cosw",0.89,0.59,0.89,0.39,0.67
2384,10,"cosw",0.89,0.59,0.89,0.49,0.67
2384,11,"cosw",0.89,0.49,0.89,0.49,0.67
2384,12,"cosw",0.89,0.59,0.89,0.49,0.67
2384,13,"cosw",0.69,0.39,0.69,0.39,0.67
2384,14,"cosw",0.69,0.59,0.69,0.39,0.67
2384,15,"cosw",0.69,0.69,0.69,0.69,0.65
2384,16,"coso",0.67,0.67,0.67,0.39,0.65
2385,1,"cosw",0.69,0.87,0.69,0.87,0.69
2385,2,"cosw",0.69,0.5,0.69,0.69,0.65
2386,1,"skw",0.29,0.69,0.29,0.69,0.17
2386,2,"sko",0.69,0.68,0.69,0.68,0.59
2386,3,"sko",0.29,0.87,0.29,0.87,0.65
2386,4,"pw",0.89,0.79,0.89,0.79,0.67
2387,1,"skw",0.49,0.49,0.89,0.49,0.67
2387,2,"skw",0.89,0.89,0.49,0.89,0.67
2387,3,"sko",0.59,0.89,0.59,0.89,0.59
2388,1,"skw",0.69,0.68,0.69,0.68,0.59
2388,2,"skw",0.69,0.89,0.89,0.89,0.59
2388,3,"skw",0.69,0.89,0.89,0.45,0.67
2388,4,"skw",0.49,0.49,0.89,0.49,0.67
2389,1,"skw",0.49,0.79,0.89,0.89,0.67
2389,2,"sko",0.69,0.89,0.49,0.89,0.67
2389,3,"sko",0.89,0.89,0.49,0.45,0.67
2389,4,"sko",0.89,0.89,0.49,0.79,0.67
2390,1,"skw",0.69,0.84,0.69,0.84,0.59
2390,2,"sko",0.89,0.79,0.49,0.79,0.67
2390,3,"coso",0.69,0.84,0.87,0.84,0.59
2390,4,"coso",0.69,0.69,0.69,0.39,0.65
2391,1,"skw",0.49,0.49,0.89,0.49,0.67
2391,2,"sko",0.89,0.89,0.59,0.89,0.59
2391,3,"coso",0.67,0.67,0.67,0.39,0.65
2392,1,"skw",0.29,0.39,0.89,0.39,0.67
2392,2,"cosw",0.85,0.89,0.85,0.89,0.59
2392,3,"cosw",0.49,0.89,0.49,0.89,0.67
2392,4,"sko",0.69,0.84,0.69,0.84,0.59
2392,5,"coso",0.69,0.65,0.69,0.5,0.65
2393,1,"skw",0.82,0.69,0.69,0.69,0.65
2394,1,"skw",0.49,0.89,0.49,0.89,0.67
2394,2,"skw",0.69,0.79,0.69,0.89,0.67
2394,3,"skw",0.59,0.79,0.49,0.89,0.67
2394,4,"skw",0.89,0.89,0.89,0.89,0.67
2394,5,"skw",0.67,0.67,0.67,0.69,0.65
2394,6,"skw",0.67,0.67,0.67,0.69,0.65
2394,7,"skw",0.69,0.39,0.69,0.39,0.65
2394,8,"skw",0.82,0.59,0.82,0.59,0.65
2394,9,"skw",0.87,0.69,0.69,0.69,0.65
2394,10,"cosw",0.89,0.79,0.89,0.79,0.67
2394,11,"cosw",0.89,0.39,0.89,0.39,0.67
2394,12,"cosw",0.89,0.59,0.89,0.39,0.67
2394,13,"cosw",0.39,0.87,0.39,0.87,0.69
2394,14,"cosw",0.69,0.87,0.69,0.87,0.69
2394,15,"sko",0.69,0.87,0.69,0.87,0.67
2395,1,"skw",0.69,0.89,0.69,0.89,0.59
2395,2,"cosw",0.69,0.68,0.69,0.68,0.59
2395,3,"cosw",0.89,0.89,0.89,0.89,0.59
2395,4,"cosw",0.89,0.39,0.89,0.39,0.67
2395,5,"cosw",0.89,0.59,0.89,0.39,0.67
2395,6,"sko",0.69,0.79,0.69,0.89,0.67
2396,1,"skw",0.49,0.89,0.89,0.45,0.67
2396,2,"skw",0.49,0.89,0.89,0.45,0.67
2396,3,"skw",0.49,0.49,0.89,0.49,0.67
2397,1,"cosw",0.69,0.89,0.69,0.89,0.67
2398,1,"skw",0.69,0.89,0.69,0.89,0.59
2398,2,"skw",0.59,0.89,0.89,0.89,0.59
2398,3,"skw",0.82,0.67,0.67,0.69,0.65
2398,4,"cosw",0.69,0.84,0.69,0.84,0.59
2398,5,"cosw",0.89,0.69,0.69,0.69,0.67
2398,6,"cosw",0.69,0.87,0.69,0.87,0.67
2398,7,"cosw",0.69,0.5,0.69,0.69,0.65
2398,8,"cosw",0.69,0.5,0.69,0.69,0.65
2398,9,"cosw",0.88,0.88,0.82,0.69,0.65
2398,10,"sko",0.85,0.89,0.85,0.89,0.59
2398,11,"coso",0.49,0.79,0.49,0.89,0.67
2398,12,"coso",0.67,0.67,0.67,0.39,0.65
2398,13,"coso",0.69,0.87,0.69,0.29,0.65
2399,1,"skw",0.29,0.39,0.89,0.39,0.67
2399,2,"sko",0.69,0.89,0.89,0.89,0.59
2399,3,"sko",0.89,0.99,0.87,0.59,0.67
2399,4,"coso",0.69,0.84,0.69,0.59,0.59
2399,5,"coso",0.89,0.79,0.89,0.89,0.67
2400,1,"skw",0.69,0.84,0.69,0.84,0.59
2400,2,"skw",0.69,0.84,0.69,0.89,0.59
2400,3,"skw",0.49,0.49,0.89,0.49,0.67
2400,4,"sko",0.69,0.84,0.69,0.84,0.59
2400,5,"sko",0.79,0.84,0.79,0.89,0.59
2400,6,"sko",0.69,0.84,0.69,0.89,0.59
2400,7,"sko",0.69,0.84,0.69,0.89,0.59
2400,8,"pw",0.69,0.84,0.69,0.84,0.59
2401,1,"skw",0.49,0.49,0.89,0.49,0.67
2401,2,"skw",0.37,0.87,0.37,0.87,0.67
2402,1,"skw",0.29,0.39,0.89,0.39,0.67
2403,1,"skw",0.69,0.84,0.69,0.84,0.59
2403,2,"skw",0.59,0.79,0.49,0.89,0.67
2403,3,"sko",0.69,0.89,0.49,0.89,0.67
2403,4,"coso",0.67,0.67,0.67,0.39,0.65
2403,5,"pw",0.69,0.84,0.69,0.84,0.59
2403,6,"pw",0.69,0.84,0.69,0.84,0.59
2403,7,"pw",0.79,0.84,0.79,0.84,0.59
2403,8,"pw",0.84,0.84,0.84,0.84,0.59
2403,9,"pw",0.84,0.84,0.84,0.89,0.59
2404,1,"coso",0.82,0.69,0.82,0.29,0.65
2404,2,"pw",0.29,0.69,0.29,0.69,0.41
2405,1,"skw",0.89,0.89,0.89,0.89,0.67
2405,2,"skw",0.89,0.89,0.69,0.89,0.67
2406,1,"coso",0.67,0.67,0.67,0.39,0.65
2407,1,"skw",0.79,0.84,0.79,0.84,0.59
2407,2,"skw",0.69,0.84,0.69,0.89,0.59
2407,3,"skw",0.49,0.39,0.89,0.39,0.67
2407,4,"skw",0.87,0.99,0.89,0.59,0.67
2407,5,"skw",0.59,0.79,0.89,0.89,0.67
2407,6,"skw",0.82,0.69,0.69,0.69,0.65
2408,1,"skw",0.87,0.87,0.69,0.87,0.65
2408,2,"skw",0.82,0.69,0.69,0.69,0.65
2409,1,"skw",0.69,0.89,0.89,0.89,0.59
2409,2,"sko",0.69,0.84,0.69,0.89,0.59
2409,3,"pw",0.89,0.99,0.89,0.59,0.67
2410,1,"skw",0.49,0.39,0.89,0.39,0.67
2410,2,"cosw",0.69,0.81,0.69,0.69,0.65
2411,1,"skw",0.49,0.79,0.89,0.89,0.67
2411,2,"cosw",0.87,0.87,0.69,0.69,0.65
2411,3,"sko",0.89,0.39,0.49,0.39,0.67
2411,4,"sko",0.49,0.89,0.49,0.79,0.67
2411,5,"sko",0.69,0.69,0.59,0.69,0.67
2412,1,"coso",0.67,0.67,0.67,0.39,0.65
2412,2,"coso",0.69,0.69,0.69,0.39,0.65
2413,1,"skw",0.49,0.39,0.89,0.39,0.67
2414,1,"skw",0.69,0.84,0.69,0.84,0.59
2415,1,"skw",0.69,0.89,0.69,0.89,0.59
2415,2,"sko",0.69,0.89,0.69,0.89,0.59
2415,3,"pw",0.69,0.89,0.89,0.89,0.59
2415,4,"pw",0.89,0.89,0.89,0.89,0.59
2416,1,"skw",0.79,0.84,0.79,0.89,0.59
2416,2,"skw",0.59,0.89,0.89,0.89,0.59
2416,3,"skw",0.49,0.89,0.89,0.45,0.67
2416,4,"skw",0.49,0.49,0.89,0.49,0.67
2416,5,"cosw",0.89,0.89,0.89,0.89,0.59
2416,6,"cosw",0.89,0.89,0.89,0.89,0.59
2416,7,"cosw",0.89,0.89,0.89,0.89,0.59
2417,1,"coso",0.69,0.69,0.69,0.87,0.67
2418,1,"pw",0.89,0.99,0.89,0.59,0.67
2418,2,"pw",0.69,0.69,0.69,0.69,0.67
2419,1,"skw",0.49,0.89,0.89,0.45,0.67
2419,2,"sko",0.89,0.89,0.59,0.89,0.59
2419,3,"coso",0.67,0.67,0.67,0.39,0.65
2420,1,"skw",0.89,0.89,0.49,0.79,0.67
2420,2,"skw",0.29,0.39,0.89,0.39,0.67
2420,3,"skw",0.49,0.49,0.89,0.49,0.67
2420,4,"skw",0.59,0.39,0.69,0.39,0.67
2420,5,"skw",0.87,0.87,0.37,0.87,0.67
2420,6,"coso",0.67,0.67,0.67,0.39,0.65
2420,7,"coso",0.69,0.69,0.69,0.39,0.65
2420,8,"coso",0.69,0.87,0.69,0.29,0.65
2420,9,"pw",0.84,0.84,0.84,0.84,0.59
2421,1,"skw",0.69,0.84,0.69,0.84,0.59
2421,2,"skw",0.69,0.68,0.69,0.68,0.59
2421,3,"skw",0.59,0.89,0.89,0.89,0.59
2421,4,"skw",0.89,0.89,0.69,0.89,0.67
2421,5,"skw",0.29,0.39,0.89,0.39,0.67
2421,6,"skw",0.29,0.39,0.89,0.39,0.67
2421,7,"skw",0.29,0.39,0.89,0.39,0.67
2421,8,"skw",0.49,0.49,0.89,0.49,0.67
2421,9,"skw",0.49,0.49,0.89,0.49,0.67
2422,1,"skw",0.79,0.84,0.79,0.89,0.59
2422,2,"skw",0.59,0.89,0.89,0.89,0.59
2422,3,"skw",0.49,0.39,0.89,0.39,0.67
2422,4,"cosw",0.69,0.5,0.69,0.69,0.65
2422,5,"coso",0.67,0.67,0.67,0.39,0.65
2423,1,"skw",0.49,0.39,0.89,0.39,0.67
2423,2,"skw",0.49,0.79,0.69,0.89,0.67
2423,3,"skw",0.49,0.89,0.89,0.45,0.67
2423,4,"skw",0.49,0.49,0.89,0.49,0.67
2424,1,"skw",0.49,0.39,0.89,0.39,0.67
2424,2,"cosw",0.82,0.5,0.69,0.69,0.65
2425,1,"sko",0.89,0.79,0.49,0.79,0.67
2426,1,"skw",0.49,0.89,0.89,0.45,0.67
2426,2,"cosw",0.82,0.5,0.69,0.69,0.65
2427,1,"sko",0.89,0.79,0.49,0.79,0.67
2428,1,"cosw",0.81,0.59,0.82,0.69,0.65
2428,2,"coso",0.69,0.69,0.69,0.39,0.65
2429,1,"skw",0.84,0.84,0.84,0.84,0.59
2429,2,"skw",0.84,0.84,0.84,0.89,0.59
2429,3,"skw",0.69,0.84,0.69,0.89,0.59
2429,4,"skw",0.69,0.84,0.69,0.89,0.59
2429,5,"skw",0.59,0.89,0.89,0.89,0.59
2429,6,"skw",0.89,0.89,0.89,0.89,0.67
2429,7,"skw",0.89,0.79,0.89,0.79,0.67
2429,8,"skw",0.89,0.39,0.89,0.39,0.67
2429,9,"skw",0.89,0.79,0.89,0.89,0.67
2429,10,"skw",0.89,0.79,0.89,0.89,0.67
2429,11,"skw",0.89,0.89,0.69,0.89,0.67
2429,12,"skw",0.49,0.89,0.89,0.45,0.67
2429,13,"skw",0.49,0.49,0.89,0.49,0.67
2429,14,"sko",0.69,0.68,0.69,0.68,0.59
2430,1,"skw",0.89,0.89,0.89,0.79,0.67
2430,2,"skw",0.87,0.89,0.89,0.89,0.67
2431,1,"skw",0.59,0.89,0.89,0.89,0.59
2431,2,"skw",0.82,0.87,0.69,0.87,0.69
2431,3,"cosw",0.82,0.5,0.69,0.69,0.65
2431,4,"cosw",0.69,0.5,0.69,0.69,0.65
2431,5,"coso",0.69,0.69,0.69,0.87,0.67
2431,6,"coso",0.67,0.67,0.67,0.39,0.65
2432,1,"skw",0.59,0.89,0.69,0.89,0.59
2432,2,"skw",0.82,0.67,0.67,0.69,0.65
2432,3,"sko",0.84,0.84,0.84,0.84,0.59
2432,4,"sko",0.69,0.89,0.89,0.89,0.67
2432,5,"sko",0.89,0.79,0.89,0.89,0.67
2433,1,"skw",0.33,0.79,0.33,0.79,0.67
2433,2,"skw",0.89,0.89,0.89,0.89,0.67
2433,3,"sko",0.89,0.39,0.89,0.39,0.67
2433,4,"sko",0.88,0.69,0.82,0.69,0.25
2433,5,"coso",0.69,0.89,0.85,0.89,0.59
2433,6,"coso",0.89,0.89,0.89,0.89,0.59
2433,7,"coso",0.89,0.89,0.89,0.89,0.59
2433,8,"coso",0.69,0.89,0.69,0.89,0.67
2433,9,"coso",0.69,0.79,0.69,0.79,0.67
2433,10,"coso",0.69,0.39,0.69,0.59,0.67
2433,11,"coso",0.89,0.69,0.69,0.69,0.67
2433,12,"coso",0.69,0.87,0.69,0.87,0.69
2433,13,"coso",0.69,0.87,0.69,0.87,0.69
2433,14,"coso",0.67,0.67,0.69,0.69,0.65
2433,15,"coso",0.69,0.39,0.69,0.39,0.65
2433,16,"coso",0.33,0.69,0.33,0.69,0.65
2433,17,"coso",0.69,0.69,0.69,0.69,0.65
2433,18,"coso",0.81,0.69,0.81,0.69,0.65
2434,1,"skw",0.69,0.87,0.69,0.87,0.67
2434,2,"cosw",0.88,0.69,0.82,0.69,0.65
2434,3,"cosw",0.81,0.69,0.82,0.69,0.65
2434,4,"sko",0.69,0.39,0.82,0.39,0.65
2434,5,"coso",0.81,0.69,0.81,0.19,0.65
2435,1,"pw",0.69,0.89,0.69,0.89,0.59
2436,1,"sko",0.89,0.79,0.49,0.79,0.67
2437,1,"skw",0.49,0.49,0.89,0.49,0.67
2437,2,"sko",0.89,0.79,0.49,0.89,0.67
2437,3,"sko",0.89,0.79,0.49,0.79,0.67
