"Ketchup.hid","Ketchup.id","Ketchup.choice","price.heinz","price.hunts","price.delmonte","price.stb"
619,7,"heinz",1.46,1.53,1.47,0.75
619,8,"heinz",1.46,1.43,1.47,0.99
619,9,"hunts",1.19,1.19,1.47,0.79
620,1,"heinz",1.46,1.29,1.39,0.95
620,2,"heinz",0.99,1.36,1.39,0.95
620,3,"heinz",0.99,1.43,1.49,0.99
620,4,"heinz",0.79,1.43,1.45,0.99
620,5,"heinz",0.79,1.43,1.45,0.99
620,6,"stb",1.46,1.43,1.49,0.79
621,1,"hunts",1.46,1.43,1.45,0.99
622,1,"heinz",0.99,1.49,1.49,0.89
622,2,"heinz",0.99,1.36,1.39,0.95
622,3,"heinz",1.19,1.29,1.46,0.95
622,4,"hunts",1.46,1.29,1.39,0.95
623,1,"heinz",0.99,1.53,1.49,0.95
624,1,"stb",0.99,1.36,1.39,0.95
624,2,"stb",1.46,1.43,1.49,0.75
624,3,"stb",1.46,1.43,1.46,0.79
625,1,"stb",1.19,1.39,1.49,0.89
626,1,"hunts",0.99,1.19,1.49,0.95
627,1,"hunts",1.39,0.89,1.39,0.95
627,2,"stb",1.19,1.36,1.49,0.95
628,1,"heinz",0.99,1.39,1.49,0.89
628,2,"heinz",1.19,1.36,1.46,0.95
628,3,"heinz",1.19,1.36,1.46,0.95
628,4,"heinz",1.46,1.49,1.46,0.95
628,5,"heinz",0.99,1.43,1.46,0.99
628,6,"hunts",1.39,0.89,1.39,0.95
628,7,"hunts",1.46,1.29,1.46,0.95
628,8,"hunts",1.19,1.29,1.46,0.95
628,9,"hunts",0.99,1.49,1.46,0.95
628,10,"hunts",1.46,1.43,1.46,0.99
628,11,"hunts",1.46,1.43,0.99,0.99
628,12,"delmonte",1.39,1.36,1.39,0.95
628,13,"stb",1.39,1.39,1.49,0.89
628,14,"stb",1.39,1.39,1.49,0.89
628,15,"stb",1.19,1.39,1.49,0.89
628,16,"stb",1.46,1.43,1.46,0.79
628,17,"stb",1.46,1.43,1.46,0.75
628,18,"stb",0.99,1.43,1.46,0.99
628,19,"stb",1.39,0.89,1.39,0.99
629,1,"heinz",0.99,1.36,1.39,0.95
630,1,"heinz",0.99,1.19,1.49,0.95
630,2,"heinz",0.99,1.53,1.49,0.95
630,3,"heinz",1.46,1.43,1.45,0.99
630,4,"delmonte",1.39,1.36,1.39,0.95
631,1,"heinz",1.39,1.49,1.49,0.89
631,2,"heinz",1.19,1.36,1.39,0.95
631,3,"hunts",1.46,1.29,1.39,0.95
632,1,"heinz",0.99,1.49,1.49,0.99
633,1,"heinz",0.99,1.49,1.39,0.89
633,2,"hunts",1.39,0.89,1.39,0.89
633,3,"hunts",1.39,0.79,1.39,0.95
633,4,"hunts",1.19,1.29,1.46,0.95
633,5,"stb",1.39,1.39,1.49,0.89
633,6,"stb",1.39,1.39,1.49,0.89
634,1,"stb",1.46,1.43,1.45,0.99
635,1,"delmonte",1.19,1.49,1.39,0.89
636,1,"hunts",1.39,1.39,1.49,0.89
636,2,"hunts",0.99,1.39,1.49,0.89
637,1,"heinz",1.46,1.36,1.39,0.95
637,2,"heinz",1.39,1.39,1.49,0.89
637,3,"heinz",1.19,1.36,1.39,0.95
637,4,"heinz",0.99,1.53,1.46,0.95
638,1,"stb",1.46,1.43,1.39,0.75
639,1,"stb",1.39,0.79,1.39,0.95
640,1,"heinz",1.19,0.89,1.39,0.95
640,2,"heinz",1.46,1.36,1.39,0.95
640,3,"heinz",1.47,1.43,1.45,0.99
640,4,"stb",0.99,1.43,1.46,0.99
641,1,"heinz",1.19,1.39,1.49,0.99
641,2,"stb",1.19,1.49,1.29,0.99
641,3,"stb",1.39,1.39,1.49,0.89
642,1,"heinz",1.19,0.99,1.46,0.95
643,1,"heinz",0.99,1.39,1.49,0.89
643,2,"delmonte",1.19,1.29,1.39,0.95
644,1,"heinz",0.99,1.36,1.49,0.95
644,2,"hunts",1.19,0.89,1.49,0.99
644,3,"stb",1.39,1.39,1.49,0.89
645,1,"hunts",1.19,1.19,1.47,0.95
645,2,"delmonte",1.46,1.53,1.47,0.95
646,1,"heinz",1.39,1.39,1.49,0.89
646,2,"heinz",0.99,1.39,1.49,0.89
647,1,"heinz",0.79,1.43,0.99,0.75
648,1,"heinz",0.79,1.43,1.45,0.99
649,1,"heinz",1.46,1.43,1.45,0.99
649,2,"heinz",1.19,1.36,1.39,0.95
649,3,"heinz",1.46,1.43,1.49,0.99
649,4,"heinz",1.19,1.36,1.49,0.95
649,5,"heinz",1.46,1.29,1.49,0.95
649,6,"heinz",0.99,1.19,1.49,0.95
649,7,"heinz",0.99,1.53,1.49,0.95
649,8,"hunts",1.46,1.19,1.49,0.95
650,1,"heinz",0.99,1.36,1.49,0.95
651,1,"heinz",1.19,1.49,1.39,0.89
652,1,"hunts",1.46,1.19,1.46,0.95
653,1,"heinz",1.46,1.43,1.49,0.99
653,2,"stb",1.46,1.43,1.49,0.99
654,1,"heinz",0.99,1.49,1.49,0.89
654,2,"heinz",1.39,1.39,1.49,0.89
654,3,"heinz",0.99,1.39,1.49,0.89
655,1,"hunts",0.99,0.99,1.46,0.95
656,1,"heinz",0.79,1.43,1.46,0.99
657,1,"heinz",0.99,1.29,1.39,0.95
658,1,"heinz",0.79,1.53,1.45,0.99
658,2,"hunts",1.39,0.89,1.39,0.89
659,1,"hunts",1.39,0.89,1.39,0.95
660,1,"heinz",0.99,1.39,1.49,0.89
661,1,"heinz",1.46,1.43,1.49,0.75
662,1,"heinz",1.19,1.29,1.49,0.95
662,2,"hunts",0.99,1.19,1.49,0.95
662,3,"hunts",1.46,1.43,1.49,0.75
662,4,"stb",0.99,1.36,1.49,0.95
663,1,"heinz",1.39,1.39,1.49,0.89
664,1,"hunts",0.99,0.89,1.39,0.89
664,2,"hunts",1.19,1.29,1.49,0.95
664,3,"stb",1.46,1.43,1.47,0.79
664,4,"stb",1.46,1.43,1.47,0.79
665,1,"heinz",1.39,1.39,1.49,0.89
665,2,"heinz",1.19,1.39,1.49,0.89
665,3,"heinz",1.39,0.89,1.39,0.95
666,1,"stb",1.39,1.36,1.39,0.95
667,1,"heinz",1.46,1.53,1.49,0.95
668,1,"stb",0.99,1.39,1.49,0.89
669,1,"heinz",1.19,1.36,1.39,0.95
669,2,"heinz",1.19,1.36,1.49,0.95
670,1,"heinz",0.99,1.49,1.39,0.89
670,2,"heinz",1.39,1.39,1.49,0.89
670,3,"heinz",0.99,1.39,1.49,0.89
670,4,"heinz",0.99,1.36,1.39,0.95
670,5,"heinz",0.79,1.43,1.45,0.99
670,6,"hunts",1.39,0.89,1.39,0.89
670,7,"hunts",1.39,0.79,1.39,0.95
670,8,"hunts",1.47,1.43,0.99,0.99
670,9,"delmonte",1.39,1.36,1.39,0.95
670,10,"delmonte",1.39,0.89,1.39,0.95
671,1,"heinz",0.99,1.39,1.49,0.89
672,1,"heinz",0.99,1.53,1.45,0.75
673,1,"hunts",1.19,1.29,1.47,0.95
674,1,"heinz",0.99,1.53,1.46,0.95
674,2,"stb",0.99,1.39,1.49,0.89
675,1,"heinz",1.39,1.39,1.49,0.89
675,2,"heinz",1.39,1.39,1.49,0.89
675,3,"heinz",1.39,1.36,1.39,0.95
675,4,"heinz",0.99,1.36,1.39,0.95
675,5,"heinz",0.99,1.19,1.49,0.95
675,6,"heinz",0.79,1.43,1.45,0.99
676,1,"heinz",0.99,1.36,1.49,0.95
677,1,"heinz",0.99,1.19,1.46,0.95
678,1,"heinz",0.99,1.36,1.39,0.95
678,2,"heinz",0.79,1.43,1.46,0.99
679,1,"heinz",0.99,1.53,1.46,0.95
679,2,"heinz",1.39,1.49,1.49,0.89
679,3,"heinz",1.19,1.39,1.49,0.89
679,4,"hunts",1.46,1.19,1.46,0.79
679,5,"stb",0.99,1.39,1.49,0.89
680,1,"heinz",0.99,1.39,1.49,0.89
681,1,"heinz",0.99,1.39,1.49,0.89
682,1,"heinz",0.99,0.99,1.46,0.95
683,1,"delmonte",1.46,1.43,1.17,0.79
684,1,"heinz",1.19,0.99,1.46,0.95
685,1,"hunts",1.39,0.79,1.39,0.95
686,1,"hunts",1.46,1.43,1.49,0.79
687,1,"hunts",1.39,0.89,1.39,0.89
687,2,"hunts",1.19,0.89,1.39,0.95
687,3,"hunts",0.99,1.43,1.49,0.75
688,1,"heinz",1.39,1.36,1.49,0.95
688,2,"hunts",1.46,1.43,1.45,0.99
688,3,"hunts",1.46,1.29,1.49,0.95
688,4,"hunts",1.46,1.53,1.46,0.95
688,5,"hunts",1.46,1.43,0.99,0.75
689,1,"heinz",1.19,1.36,1.47,0.95
690,1,"heinz",1.39,1.39,1.49,0.89
690,2,"heinz",0.99,1.39,1.49,0.89
691,1,"heinz",0.79,1.43,1.45,0.99
691,2,"stb",1.46,1.43,1.49,0.75
692,1,"hunts",1.46,1.53,1.46,0.95
692,2,"hunts",1.46,1.43,0.99,0.99
693,1,"heinz",1.19,1.36,1.47,0.95
694,1,"hunts",1.46,1.43,1.45,0.99
694,2,"hunts",1.39,1.39,1.29,0.99
695,1,"heinz",1.19,1.36,1.39,0.95
696,1,"heinz",1.19,1.39,1.49,0.99
696,2,"heinz",0.99,1.39,1.49,0.89
696,3,"heinz",0.99,1.36,1.39,0.95
696,4,"hunts",1.39,0.79,1.39,0.95
696,5,"stb",1.39,1.39,1.49,0.89
697,1,"heinz",0.99,1.39,1.49,0.89
697,2,"heinz",1.19,1.36,1.49,0.95
698,1,"heinz",0.99,1.43,1.49,0.75
698,2,"heinz",1.47,1.43,1.45,0.99
698,3,"delmonte",0.99,1.39,1.49,0.89
698,4,"delmonte",1.19,1.39,1.49,0.89
698,5,"delmonte",1.46,1.36,1.39,0.95
698,6,"delmonte",1.19,1.53,1.49,0.95
699,1,"heinz",1.19,0.99,1.46,0.95
699,2,"stb",1.46,1.53,1.46,0.95
700,1,"heinz",1.46,1.43,1.49,0.99
700,2,"heinz",0.99,1.39,1.49,0.89
700,3,"heinz",1.19,0.89,1.39,0.95
700,4,"heinz",0.99,1.49,1.46,0.95
700,5,"heinz",0.79,1.43,0.99,0.75
700,6,"hunts",1.39,0.79,1.49,0.95
701,1,"heinz",0.99,1.36,1.39,0.95
701,2,"hunts",1.39,0.79,1.39,0.95
701,3,"stb",1.39,1.39,1.49,0.89
701,4,"stb",1.39,1.39,1.49,0.89
701,5,"stb",1.46,1.53,1.49,0.95
701,6,"stb",1.46,1.53,1.49,0.95
701,7,"stb",1.46,1.53,1.45,0.99
701,8,"stb",1.19,1.39,1.49,0.89
702,1,"heinz",1.46,1.29,1.49,0.95
702,2,"delmonte",1.46,1.43,1.45,0.99
702,3,"stb",1.39,1.39,1.39,0.89
703,1,"heinz",0.99,1.39,1.49,0.89
703,2,"heinz",0.99,1.53,1.46,0.95
703,3,"heinz",0.79,1.43,0.99,0.75
703,4,"hunts",1.19,0.89,1.49,0.99
703,5,"stb",1.39,1.36,1.49,0.95
704,1,"heinz",1.19,1.36,1.39,0.95
704,2,"heinz",0.79,1.43,1.46,0.99
704,3,"hunts",1.46,1.53,1.46,0.95
705,1,"hunts",1.19,0.89,1.49,0.89
706,1,"heinz",0.99,1.39,1.49,0.89
706,2,"heinz",1.19,1.36,1.39,0.95
706,3,"heinz",1.46,1.43,1.45,0.75
707,1,"heinz",0.99,1.39,1.49,0.89
708,1,"heinz",1.46,1.29,1.49,0.95
708,2,"heinz",0.99,1.19,1.49,0.95
708,3,"heinz",0.99,1.53,1.49,0.95
708,4,"heinz",1.46,1.43,1.49,0.75
708,5,"heinz",1.46,1.43,1.45,0.99
708,6,"heinz",0.79,1.43,1.45,0.99
708,7,"hunts",1.39,0.89,1.49,0.95
708,8,"delmonte",1.19,1.53,1.49,0.95
708,9,"delmonte",1.46,1.43,0.89,0.99
709,1,"stb",1.19,1.49,1.39,0.89
710,1,"stb",1.39,1.39,1.49,0.89
711,1,"heinz",1.19,1.36,1.49,0.95
711,2,"heinz",1.39,1.39,1.49,0.89
712,1,"heinz",0.99,1.39,1.49,0.89
712,2,"heinz",1.39,1.36,1.39,0.95
713,1,"heinz",1.19,1.49,1.39,0.89
713,2,"heinz",1.39,1.49,1.49,0.89
713,3,"heinz",1.39,1.49,1.49,0.89
713,4,"heinz",1.19,1.39,1.49,0.89
713,5,"heinz",0.99,1.39,1.49,0.89
713,6,"heinz",1.39,1.39,1.49,0.89
713,7,"heinz",1.39,1.39,1.39,0.89
713,8,"heinz",1.39,1.36,1.39,0.95
713,9,"heinz",1.39,1.36,1.49,0.95
713,10,"heinz",1.39,1.36,1.49,0.95
713,11,"heinz",1.39,1.36,1.49,0.95
714,1,"heinz",1.46,1.44,1.46,0.95
715,1,"heinz",1.19,1.39,1.49,0.89
715,2,"heinz",1.46,1.43,1.45,0.99
716,1,"hunts",1.19,1.29,1.39,0.95
717,1,"stb",1.47,1.43,1.45,0.99
718,1,"heinz",0.99,1.36,1.49,0.95
718,2,"heinz",1.46,1.43,1.46,0.79
718,3,"heinz",0.99,1.43,1.46,0.79
718,4,"heinz",0.79,1.43,0.99,0.75
718,5,"hunts",1.19,0.89,1.49,0.99
718,6,"stb",1.39,1.39,1.45,0.79
719,1,"delmonte",1.19,1.49,1.29,0.99
719,2,"stb",1.46,1.43,1.46,0.75
720,1,"heinz",0.99,1.39,1.49,0.89
721,1,"heinz",0.99,1.49,1.39,0.89
721,2,"heinz",0.99,1.49,1.39,0.89
721,3,"heinz",1.19,1.39,1.49,0.89
721,4,"stb",1.39,1.36,1.39,0.95
722,1,"heinz",0.79,1.43,1.45,0.99
723,1,"heinz",0.99,1.43,1.39,0.75
724,1,"stb",1.39,1.39,1.46,0.79
725,1,"hunts",0.99,1.19,1.46,0.95
726,1,"hunts",1.39,1.39,1.49,0.89
727,1,"heinz",1.19,1.29,1.39,0.95
728,1,"stb",1.46,1.49,1.49,0.95
729,1,"heinz",1.39,1.39,1.49,0.89
729,2,"heinz",1.39,0.89,1.39,0.95
730,1,"hunts",1.19,1.29,1.39,0.95
731,1,"heinz",1.19,1.53,1.46,0.95
731,2,"hunts",1.39,1.31,0.99,0.99
731,3,"stb",1.19,1.36,1.49,0.95
731,4,"stb",1.46,1.43,1.46,0.75
732,1,"heinz",0.99,1.49,1.39,0.89
732,2,"heinz",1.19,1.36,1.39,0.95
732,3,"heinz",1.46,1.53,1.49,0.95
732,4,"heinz",0.99,1.53,1.49,0.95
732,5,"hunts",1.39,0.89,1.39,0.95
732,6,"hunts",1.46,1.49,1.46,0.95
732,7,"stb",1.39,1.39,1.49,0.89
732,8,"stb",1.46,1.44,1.46,0.79
733,1,"heinz",1.46,1.49,1.49,0.95
733,2,"heinz",1.46,1.43,1.49,0.79
733,3,"hunts",1.46,1.29,1.49,0.95
734,1,"hunts",1.39,0.89,1.39,0.95
734,2,"stb",1.39,1.39,1.49,0.89
734,3,"stb",1.19,1.39,1.49,0.89
734,4,"stb",0.99,1.39,1.49,0.89
734,5,"stb",1.46,1.43,1.49,0.79
734,6,"stb",1.46,1.53,1.49,0.95
734,7,"stb",0.99,1.43,1.49,0.99
734,8,"stb",0.99,1.43,1.49,0.75
734,9,"stb",1.47,1.43,1.45,0.99
735,1,"heinz",1.19,1.49,1.39,0.89
735,2,"heinz",1.19,1.39,1.49,0.89
735,3,"delmonte",1.39,1.36,1.39,0.95
736,1,"heinz",1.19,1.39,1.49,0.89
737,1,"heinz",0.99,1.43,0.89,0.99
738,1,"hunts",1.46,1.43,1.45,0.99
739,1,"heinz",1.19,1.39,1.49,0.89
739,2,"hunts",1.39,0.79,1.39,0.95
740,1,"heinz",1.46,1.43,1.49,0.79
740,2,"heinz",0.79,1.43,1.45,0.99
741,1,"heinz",0.99,1.39,1.49,0.89
741,2,"heinz",1.19,1.39,1.49,0.89
741,3,"stb",1.46,1.43,1.49,0.79
741,4,"stb",1.19,1.39,1.49,0.89
741,5,"stb",1.46,1.43,0.99,0.99
742,1,"hunts",1.19,1.29,1.39,0.95
742,2,"stb",1.19,1.29,1.39,0.95
743,1,"heinz",0.99,1.36,1.39,0.95
743,2,"heinz",1.46,1.36,1.39,0.95
743,3,"hunts",1.39,0.79,1.39,0.95
743,4,"stb",1.19,1.39,1.49,0.89
744,1,"stb",1.39,1.39,1.49,0.89
745,1,"hunts",1.39,0.79,1.39,0.95
745,2,"stb",0.99,1.53,1.49,0.95
746,1,"heinz",1.46,1.44,1.49,0.95
746,2,"heinz",1.46,1.43,1.49,0.75
746,3,"heinz",1.46,1.44,1.46,0.79
746,4,"heinz",1.46,1.43,1.46,0.79
746,5,"heinz",1.46,1.53,1.46,0.95
746,6,"heinz",1.46,1.53,1.46,0.95
746,7,"heinz",0.99,1.53,1.46,0.95
746,8,"heinz",1.46,1.43,1.46,0.75
746,9,"heinz",0.79,1.43,1.46,0.99
746,10,"heinz",0.99,1.43,1.46,0.99
746,11,"heinz",0.99,1.43,1.45,0.99
746,12,"heinz",0.99,1.43,1.45,0.99
746,13,"hunts",1.39,0.79,1.39,0.95
747,1,"hunts",1.46,1.29,1.49,0.95
748,1,"stb",1.19,1.29,1.46,0.95
749,1,"heinz",0.99,1.39,1.49,0.89
749,2,"heinz",1.19,1.53,1.46,0.95
749,3,"heinz",1.46,1.53,1.46,0.95
750,1,"heinz",1.19,1.29,1.46,0.95
750,2,"heinz",1.46,1.43,1.46,0.99
750,3,"heinz",0.79,1.43,1.46,0.99
750,4,"heinz",0.99,1.43,0.89,0.99
750,5,"heinz",1.39,0.89,1.39,0.99
751,1,"heinz",1.19,1.39,1.49,0.89
752,1,"heinz",1.46,1.53,1.46,0.95
753,1,"heinz",0.79,1.43,1.46,0.99
753,2,"heinz",0.99,1.53,1.47,0.95
753,3,"stb",1.39,1.39,1.49,0.89
753,4,"stb",1.19,1.19,1.47,0.79
754,1,"heinz",1.39,1.39,1.49,0.89
755,1,"stb",1.46,1.44,1.49,0.95
756,1,"hunts",1.39,1.36,1.39,0.95
756,2,"hunts",1.19,1.29,1.46,0.95
756,3,"hunts",1.46,1.43,1.49,0.79
756,4,"hunts",1.47,1.43,0.99,0.99
757,1,"heinz",1.19,1.36,1.39,0.95
757,2,"hunts",1.39,0.89,1.39,0.99
758,1,"hunts",1.39,0.79,1.39,0.95
759,1,"delmonte",1.39,1.39,1.49,0.89
759,2,"stb",1.46,1.44,1.47,0.95
759,3,"stb",1.46,1.43,1.47,0.95
759,4,"stb",1.46,1.53,1.47,0.99
759,5,"stb",1.19,1.29,1.49,0.95
759,6,"stb",1.46,1.43,1.45,0.99
760,1,"heinz",1.46,1.53,1.46,0.95
760,2,"stb",1.39,1.39,1.49,0.89
761,1,"heinz",0.99,1.43,1.46,0.99
762,1,"heinz",0.99,1.39,1.49,0.89
762,2,"heinz",0.99,1.39,1.49,0.89
762,3,"heinz",0.99,1.53,1.46,0.95
762,4,"heinz",0.79,1.53,1.45,0.99
762,5,"hunts",1.19,0.89,1.49,0.89
762,6,"delmonte",1.46,1.43,0.89,0.79
763,1,"heinz",0.99,1.49,1.49,0.89
763,2,"hunts",0.99,1.49,1.39,0.89
764,1,"heinz",1.19,1.36,1.39,0.95
764,2,"heinz",1.19,1.36,1.39,0.95
764,3,"hunts",1.19,1.29,1.39,0.95
765,1,"hunts",1.46,1.29,1.39,0.95
765,2,"hunts",1.46,1.43,0.89,0.99
765,3,"stb",1.19,1.29,1.39,0.95
766,1,"heinz",1.19,1.36,1.39,0.95
766,2,"heinz",0.99,1.19,1.39,0.95
767,1,"heinz",0.99,1.53,1.47,0.95
767,2,"delmonte",1.19,1.36,1.39,0.95
768,1,"heinz",0.99,1.43,1.45,0.99
769,1,"heinz",0.99,1.49,1.46,0.95
769,2,"hunts",1.19,1.29,1.39,0.95
769,3,"hunts",1.19,1.29,1.46,0.95
769,4,"hunts",1.46,1.29,1.46,0.95
769,5,"hunts",1.46,1.43,1.49,0.79
769,6,"hunts",1.46,1.53,1.49,0.95
769,7,"hunts",0.99,1.43,1.49,0.99
769,8,"hunts",1.47,1.43,0.99,0.99
769,9,"hunts",1.47,1.43,1.45,0.99
769,10,"hunts",1.47,1.43,1.45,0.99
769,11,"hunts",1.47,1.43,0.89,0.99
769,12,"hunts",1.29,1.39,1.45,0.99
769,13,"delmonte",0.99,1.39,1.49,0.89
770,1,"stb",0.99,1.39,1.49,0.89
771,1,"heinz",0.99,1.49,1.29,0.99
772,1,"hunts",1.39,1.39,1.49,0.89
773,1,"stb",1.19,1.36,1.39,0.95
774,1,"heinz",1.19,1.49,1.39,0.89
774,2,"heinz",1.46,1.43,1.46,0.75
775,1,"heinz",1.19,1.36,1.39,0.95
775,2,"hunts",1.19,1.29,1.39,0.95
775,3,"hunts",0.99,1.29,1.39,0.95
775,4,"stb",1.39,1.39,1.49,0.89
776,1,"heinz",1.19,1.39,1.49,0.89
776,2,"heinz",1.19,1.36,1.39,0.95
776,3,"heinz",0.79,1.43,1.46,0.99
776,4,"stb",1.46,1.44,1.46,0.79
777,1,"heinz",1.19,1.39,1.49,0.89
778,1,"heinz",0.99,1.53,1.49,0.95
779,1,"heinz",0.99,1.36,1.39,0.95
779,2,"heinz",0.79,1.43,1.45,0.99
779,3,"hunts",1.39,0.79,1.39,0.95
779,4,"hunts",1.39,0.89,1.39,0.95
779,5,"stb",1.39,1.39,1.49,0.89
779,6,"stb",1.46,1.43,1.45,0.99
779,7,"stb",1.39,1.43,1.45,0.79
779,8,"stb",1.46,1.43,1.47,0.79
780,1,"hunts",1.19,0.89,1.49,0.89
781,1,"heinz",1.19,1.39,1.49,0.89
781,2,"heinz",1.19,1.36,1.49,0.95
782,1,"hunts",1.29,1.39,1.45,0.79
783,1,"hunts",1.19,1.43,1.46,0.99
784,1,"stb",1.39,1.39,1.49,0.89
784,2,"stb",1.19,1.36,1.39,0.95
785,1,"heinz",1.19,1.36,1.39,0.95
786,1,"hunts",1.39,1.39,1.49,0.89
787,1,"heinz",1.19,1.36,1.39,0.95
788,1,"heinz",1.46,1.49,1.46,0.95
789,1,"heinz",1.39,0.89,1.39,0.95
790,1,"heinz",0.99,1.39,1.49,0.89
790,2,"heinz",0.79,1.43,1.46,0.99
790,3,"hunts",1.46,1.43,1.46,0.99
790,4,"stb",1.39,1.39,1.45,0.79
791,1,"heinz",0.99,1.19,1.49,0.95
791,2,"heinz",1.46,1.43,1.45,0.99
791,3,"heinz",1.46,1.43,1.46,0.79
792,1,"heinz",1.19,1.39,1.49,0.89
792,2,"stb",1.19,1.36,1.39,0.95
793,1,"heinz",0.99,1.36,1.39,0.95
794,1,"delmonte",0.99,1.49,1.39,0.89
795,1,"hunts",1.46,1.29,1.49,0.95
796,1,"heinz",0.99,1.39,1.49,0.89
796,2,"delmonte",1.39,1.36,1.39,0.95
796,3,"stb",1.39,1.49,1.49,0.89
796,4,"stb",1.19,1.36,1.39,0.95
796,5,"stb",1.19,1.19,1.39,0.79
796,6,"stb",1.46,1.43,1.39,0.75
796,7,"stb",1.46,1.43,1.39,0.75
796,8,"stb",1.46,1.43,1.45,0.75
796,9,"stb",1.19,1.39,1.49,0.99
796,10,"stb",1.19,1.53,1.49,0.95
797,1,"hunts",1.46,1.29,1.49,0.95
798,1,"stb",1.46,1.29,1.49,0.95
799,1,"heinz",1.19,0.89,1.39,0.95
800,1,"hunts",1.39,1.39,1.49,0.99
801,1,"stb",0.99,1.39,1.49,0.89
802,1,"heinz",1.46,1.49,1.49,0.95
802,2,"stb",1.39,1.36,1.39,0.95
802,3,"stb",1.46,1.53,1.49,0.95
802,4,"stb",1.46,1.43,1.49,0.75
803,1,"heinz",0.79,1.43,1.46,0.99
803,2,"heinz",1.19,1.39,1.49,0.89
804,1,"heinz",0.99,1.39,1.49,0.89
805,1,"heinz",0.99,1.39,1.49,0.89
806,1,"stb",1.19,1.39,1.49,0.89
807,1,"heinz",1.39,1.49,1.49,0.89
807,2,"heinz",1.39,1.36,1.39,0.95
807,3,"heinz",1.19,1.29,1.39,0.95
808,1,"hunts",1.46,1.19,1.46,0.79
809,1,"heinz",1.19,1.39,1.49,0.89
810,1,"heinz",1.19,1.39,1.49,0.89
810,2,"heinz",1.39,1.36,1.39,0.95
810,3,"heinz",1.39,1.36,1.39,0.95
810,4,"heinz",0.99,1.36,1.39,0.95
810,5,"heinz",0.99,1.36,1.39,0.95
810,6,"heinz",1.19,1.29,1.39,0.95
810,7,"heinz",1.46,1.29,1.39,0.95
810,8,"heinz",1.46,1.49,1.49,0.95
810,9,"hunts",1.46,1.49,1.49,0.95
810,10,"hunts",0.99,1.19,1.49,0.95
810,11,"hunts",1.19,1.19,1.49,0.95
810,12,"hunts",1.19,1.19,1.49,0.95
810,13,"hunts",1.46,1.53,1.49,0.95
811,1,"hunts",1.46,1.43,1.49,0.99
812,1,"heinz",0.99,1.49,1.46,0.95
812,2,"heinz",0.99,1.49,1.49,0.89
812,3,"stb",1.39,1.39,1.45,0.79
812,4,"stb",0.99,1.39,1.49,0.89
812,5,"stb",1.39,0.79,1.39,0.95
813,1,"stb",1.19,1.39,1.49,0.99
814,1,"heinz",1.19,1.39,1.49,0.89
814,2,"heinz",1.19,1.36,1.39,0.95
814,3,"heinz",1.19,1.36,1.39,0.95
814,4,"heinz",1.46,1.43,1.45,0.99
814,5,"heinz",1.46,1.43,1.45,0.99
814,6,"heinz",1.46,1.43,1.45,0.99
814,7,"hunts",1.46,1.29,1.39,0.95
814,8,"hunts",1.46,1.43,1.49,0.79
814,9,"hunts",1.46,1.53,1.49,0.95
814,10,"hunts",0.99,1.53,1.49,0.95
815,1,"heinz",0.99,1.39,1.49,0.89
815,2,"stb",1.19,1.39,1.49,0.89
815,3,"stb",1.46,1.29,1.46,0.95
816,1,"heinz",0.99,1.53,1.47,0.95
816,2,"stb",1.46,1.44,1.46,0.79
817,1,"hunts",1.46,1.43,1.49,0.99
817,2,"hunts",1.46,1.43,1.45,0.99
817,3,"stb",1.39,1.39,1.49,0.89
818,1,"hunts",1.19,0.89,1.49,0.89
819,1,"heinz",1.39,1.49,1.49,0.99
819,2,"stb",1.46,1.43,1.39,0.75
820,1,"heinz",1.46,1.43,1.45,0.99
821,1,"heinz",1.19,1.39,1.49,0.89
822,1,"stb",1.46,1.43,1.45,0.75
823,1,"hunts",1.46,1.29,1.39,0.95
823,2,"stb",1.46,1.43,1.39,0.75
824,1,"heinz",1.19,1.36,1.39,0.95
824,2,"heinz",1.46,1.43,0.89,0.99
825,1,"stb",1.19,1.43,1.46,0.75
826,1,"delmonte",0.99,1.39,1.49,0.89
826,2,"delmonte",1.19,0.89,1.49,0.95
826,3,"delmonte",1.46,1.43,0.89,0.79
826,4,"delmonte",1.39,1.39,0.99,0.79
827,1,"heinz",0.79,1.53,1.45,0.99
828,1,"heinz",1.19,1.39,1.49,0.89
828,2,"heinz",1.39,0.89,1.39,0.95
828,3,"heinz",0.99,1.36,1.39,0.95
829,1,"heinz",1.19,1.39,1.49,0.89
829,2,"heinz",0.99,1.49,1.46,0.95
829,3,"hunts",1.19,0.89,1.39,0.95
829,4,"stb",1.46,1.53,1.49,0.95
830,1,"heinz",1.39,1.39,1.49,0.89
831,1,"heinz",1.46,1.43,1.49,0.99
832,1,"hunts",0.79,1.43,1.45,0.99
833,1,"hunts",1.39,0.99,1.39,0.99
834,1,"heinz",1.19,1.36,1.39,0.95
835,1,"heinz",0.99,1.49,1.49,0.99
835,2,"heinz",1.19,1.29,1.39,0.95
835,3,"hunts",1.39,0.99,1.39,0.99
835,4,"hunts",1.19,1.29,1.39,0.95
835,5,"hunts",1.46,1.29,1.39,0.95
835,6,"hunts",1.46,1.19,1.39,0.79
835,7,"hunts",1.46,1.29,1.39,0.95
835,8,"hunts",1.46,1.29,1.39,0.99
836,1,"heinz",1.19,1.36,1.46,0.95
837,1,"heinz",0.99,1.49,1.49,0.89
