"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
536,474,"regular",6,"girl","yes","white",13
434,393,"regular",13,"boy","no","white",55
559,455,"regular",12,"girl","yes","white",46
429,434,"regular",13,"boy","yes","white",38
463,416,"regular.with.aide",13,"boy","no","white",55
444,422,"regular.with.aide",16,"boy","yes","black",22
602,565,"regular.with.aide",16,"boy","no","white",41
576,461,"regular",15,"boy","no","white",41
494,467,"regular.with.aide",3,"girl","no","white",58
520,418,"regular.with.aide",17,"boy","no","white",43
478,427,"small.class",11,"girl","yes","black",23
494,465,"regular",16,"girl","yes","black",68
520,458,"regular.with.aide",7,"boy","no","white",54
528,431,"regular",24,"girl","yes","black",44
489,442,"small.class",6,"girl","no","white",69
434,397,"small.class",1,"boy","yes","black",32
602,453,"small.class",14,"girl","yes","white",52
489,460,"small.class",14,"girl","no","white",21
602,440,"regular.with.aide",8,"girl","no","white",74
478,428,"small.class",8,"girl","no","white",78
494,428,"regular.with.aide",18,"boy","no","white",52
449,386,"small.class",20,"girl","yes","black",17
536,467,"regular.with.aide",1,"girl","no","black",20
576,470,"small.class",14,"girl","no","white",74
459,418,"regular.with.aide",8,"girl","yes","white",74
449,403,"regular.with.aide",5,"boy","yes","black",28
473,433,"regular",1,"girl","yes","black",22
506,422,"regular.with.aide",15,"boy","no","black",21
454,416,"regular.with.aide",17,"boy","yes","black",16
500,425,"regular.with.aide",6,"boy","yes","white",13
434,419,"small.class",2,"girl","no","black",28
429,413,"regular",4,"girl","yes","white",35
478,425,"regular",9,"boy","yes","black",28
484,414,"regular.with.aide",7,"girl","yes","black",22
468,434,"regular",10,"girl","yes","white",68
418,398,"regular.with.aide",7,"girl","yes","black",22
536,451,"small.class",12,"girl","no","white",6
449,398,"regular.with.aide",5,"boy","yes","black",33
520,492,"regular",9,"girl","yes","black",18
459,428,"small.class",1,"girl","no","white",57
536,518,"regular.with.aide",18,"girl","no","white",52
520,443,"regular.with.aide",11,"boy","no","white",18
489,431,"regular",13,"boy","yes","white",50
459,450,"small.class",14,"girl","yes","black",33
500,436,"regular",10,"girl","yes","white",70
576,485,"small.class",5,"boy","no","white",58
489,433,"regular.with.aide",12,"girl","no","white",12
392,407,"regular.with.aide",17,"girl","yes","black",16
513,447,"small.class",2,"girl","yes","black",28
444,405,"regular.with.aide",8,"girl","yes","black",17
473,463,"small.class",1,"boy","no","white",73
489,448,"regular.with.aide",11,"boy","yes","white",6
602,538,"regular.with.aide",9,"girl","no","white",7
513,439,"regular.with.aide",1,"girl","no","black",14
468,424,"regular",12,"boy","no","white",8
429,393,"small.class",1,"boy","yes","black",26
454,403,"regular",4,"boy","no","black",20
454,416,"regular.with.aide",7,"girl","no","white",4
454,398,"small.class",9,"boy","no","white",12
405,408,"small.class",1,"girl","yes","black",32
418,393,"regular.with.aide",17,"boy","yes","black",16
454,447,"regular.with.aide",0,"girl","no","white",46
405,430,"small.class",1,"boy","yes","black",32
384,393,"regular",8,"girl","yes","black",16
489,421,"regular.with.aide",10,"girl","no","black",24
478,461,"regular",11,"girl","no","white",75
559,458,"small.class",2,"boy","yes","black",30
459,395,"regular",1,"girl","yes","white",21
463,419,"regular.with.aide",13,"boy","no","white",76
454,411,"regular.with.aide",12,"girl","no","white",35
559,463,"small.class",4,"boy","no","white",40
494,427,"small.class",6,"boy","yes","black",19
418,395,"regular",11,"boy","yes","white",49
473,445,"regular",8,"boy","no","white",3
473,425,"regular.with.aide",17,"boy","yes","black",29
494,411,"regular",13,"girl","no","black",74
454,413,"regular.with.aide",12,"girl","no","black",20
478,474,"regular.with.aide",10,"girl","yes","black",28
439,395,"regular.with.aide",7,"girl","no","white",4
513,467,"regular.with.aide",15,"girl","no","white",21
384,398,"regular.with.aide",11,"boy","no","white",6
536,476,"regular.with.aide",12,"boy","yes","white",12
468,428,"regular",2,"boy","no","black",57
392,398,"regular.with.aide",10,"boy","yes","white",72
429,427,"regular.with.aide",3,"boy","no","white",7
434,424,"regular.with.aide",0,"boy","no","black",44
454,411,"regular.with.aide",5,"girl","yes","white",60
444,391,"regular",13,"boy","no","white",75
626,510,"small.class",8,"boy","no","white",5
434,434,"small.class",1,"girl","yes","black",32
602,453,"small.class",6,"boy","no","white",68
454,400,"small.class",6,"boy","yes","black",19
444,453,"regular",12,"boy","yes","black",27
429,393,"small.class",9,"boy","yes","black",22
434,410,"regular",12,"girl","yes","white",46
494,433,"regular.with.aide",4,"boy","yes","white",62
506,470,"regular",6,"girl","no","white",13
576,483,"regular",2,"girl","no","white",40
520,465,"small.class",10,"girl","no","black",18
429,388,"regular",2,"girl","yes","black",32
489,439,"regular.with.aide",20,"girl","no","white",3
494,443,"regular.with.aide",5,"girl","yes","black",33
513,476,"regular",3,"boy","no","white",58
547,497,"regular.with.aide",8,"boy","no","white",59
418,422,"small.class",5,"girl","no","black",24
494,497,"regular",3,"boy","no","white",43
506,451,"regular.with.aide",6,"girl","no","white",69
576,443,"regular",24,"boy","yes","black",44
423,428,"regular.with.aide",14,"girl","yes","white",73
559,507,"regular.with.aide",12,"boy","no","white",10
473,451,"regular",13,"boy","no","white",51
506,439,"regular",0,"boy","yes","black",31
429,431,"regular.with.aide",17,"girl","yes","white",43
454,422,"small.class",15,"girl","no","white",43
473,416,"regular",0,"girl","no","white",17
468,437,"small.class",15,"boy","no","white",66
626,474,"regular.with.aide",3,"boy","no","white",42
520,451,"regular",13,"girl","no","white",55
484,428,"regular",13,"boy","yes","white",60
576,461,"regular",12,"girl","no","white",52
478,470,"regular.with.aide",14,"boy","no","white",9
576,410,"regular",5,"boy","yes","black",29
520,437,"regular.with.aide",12,"girl","no","white",51
463,431,"regular",2,"boy","yes","white",76
444,410,"regular.with.aide",9,"boy","yes","white",53
454,416,"regular",16,"boy","yes","white",62
449,407,"regular",0,"boy","yes","black",31
520,478,"regular",0,"boy","yes","black",27
559,463,"small.class",15,"boy","no","white",51
459,410,"regular.with.aide",8,"girl","no","white",61
484,428,"regular.with.aide",11,"boy","no","white",6
454,416,"regular",14,"boy","no","white",42
439,411,"small.class",20,"boy","no","black",17
500,453,"regular",6,"boy","yes","black",27
547,474,"small.class",0,"boy","no","white",43
528,455,"regular.with.aide",4,"girl","no","white",62
429,407,"small.class",6,"girl","yes","black",28
528,483,"regular.with.aide",5,"girl","no","white",51
478,437,"regular.with.aide",3,"boy","no","white",7
513,460,"small.class",6,"girl","yes","white",69
489,545,"regular",3,"boy","no","white",56
489,443,"regular",11,"girl","yes","white",64
454,416,"regular.with.aide",12,"boy","no","white",50
459,442,"small.class",19,"girl","yes","white",64
489,427,"regular.with.aide",11,"boy","no","white",37
528,470,"small.class",14,"boy","yes","white",21
528,478,"regular",13,"girl","no","white",79
513,427,"regular.with.aide",12,"girl","yes","black",50
463,419,"regular.with.aide",17,"boy","no","black",58
626,518,"regular",24,"boy","yes","black",44
489,431,"small.class",6,"girl","yes","black",19
468,503,"regular.with.aide",0,"girl","yes","black",19
528,440,"regular.with.aide",2,"boy","yes","white",25
506,419,"regular.with.aide",21,"boy","no","black",23
463,419,"small.class",21,"girl","yes","white",48
494,450,"regular.with.aide",8,"girl","no","white",59
444,425,"small.class",10,"girl","no","white",42
528,458,"small.class",14,"boy","no","white",59
468,434,"regular.with.aide",13,"boy","no","white",11
463,440,"small.class",21,"girl","yes","black",20
434,413,"regular",6,"boy","yes","white",2
463,437,"small.class",10,"girl","yes","white",66
520,434,"small.class",2,"girl","yes","white",39
459,436,"small.class",22,"girl","yes","white",76
513,455,"small.class",8,"girl","no","white",49
478,427,"small.class",21,"boy","no","white",48
473,422,"small.class",6,"boy","no","white",62
576,485,"regular.with.aide",10,"girl","no","white",72
626,440,"regular.with.aide",9,"boy","no","white",7
484,442,"small.class",10,"girl","no","white",51
494,445,"small.class",19,"girl","yes","white",64
473,428,"regular.with.aide",10,"boy","no","white",68
392,418,"regular.with.aide",11,"boy","yes","black",45
494,425,"regular",16,"girl","no","white",62
429,427,"regular",13,"boy","no","white",75
484,433,"regular.with.aide",17,"boy","no","white",58
494,436,"regular",3,"girl","yes","white",56
547,510,"regular",16,"boy","no","white",68
478,416,"regular.with.aide",10,"boy","no","black",68
468,460,"regular.with.aide",16,"girl","yes","black",22
454,416,"regular.with.aide",6,"boy","yes","white",69
468,433,"small.class",13,"girl","yes","white",37
473,470,"regular.with.aide",10,"boy","yes","black",28
559,458,"small.class",8,"boy","no","white",41
547,433,"regular.with.aide",7,"boy","no","white",63
454,436,"small.class",12,"girl","yes","white",6
536,451,"regular",15,"girl","no","white",41
473,456,"small.class",4,"boy","yes","white",46
506,455,"regular.with.aide",9,"girl","no","white",49
513,428,"small.class",2,"boy","yes","black",16
454,456,"regular.with.aide",14,"girl","yes","white",73
484,458,"small.class",14,"girl","yes","black",33
528,447,"regular.with.aide",6,"girl","no","white",13
500,474,"regular",10,"boy","yes","white",63
500,439,"regular",4,"girl","yes","white",35
449,419,"small.class",10,"boy","no","white",66
399,411,"regular.with.aide",11,"boy","yes","white",9
444,424,"small.class",12,"girl","yes","white",6
354,391,"regular",8,"boy","yes","black",16
423,422,"regular",6,"boy","yes","black",2
484,427,"regular.with.aide",11,"girl","yes","black",31
528,436,"regular",0,"girl","no","white",7
494,538,"regular.with.aide",3,"boy","no","white",66
468,424,"regular.with.aide",11,"girl","no","black",18
536,428,"regular",2,"girl","no","white",76
429,402,"small.class",4,"boy","no","white",46
528,461,"small.class",12,"boy","yes","white",80
559,458,"small.class",6,"boy","yes","black",31
473,456,"small.class",17,"boy","no","white",36
449,422,"regular.with.aide",2,"girl","no","black",32
536,480,"small.class",2,"girl","no","black",30
468,419,"regular",6,"girl","no","black",24
439,416,"regular",6,"girl","yes","black",33
547,605,"regular",11,"boy","no","white",51
528,439,"regular",15,"girl","no","white",7
444,414,"regular",12,"girl","yes","white",72
484,439,"regular.with.aide",3,"girl","no","white",7
500,422,"regular",20,"boy","yes","white",12
468,424,"small.class",10,"boy","no","other",42
478,391,"regular.with.aide",5,"boy","yes","white",39
547,437,"regular",13,"boy","no","white",74
520,476,"regular.with.aide",13,"girl","no","white",76
463,418,"regular.with.aide",6,"girl","yes","black",26
602,465,"small.class",3,"girl","yes","black",28
473,419,"regular",13,"girl","no","white",74
520,450,"regular.with.aide",0,"girl","yes","black",19
547,450,"regular.with.aide",10,"boy","yes","white",72
484,445,"regular",1,"boy","yes","white",76
513,437,"small.class",8,"girl","no","white",41
559,474,"small.class",6,"boy","no","white",68
506,421,"regular.with.aide",0,"girl","yes","white",44
506,453,"small.class",8,"boy","no","white",58
513,445,"small.class",5,"girl","no","white",58
520,474,"small.class",15,"boy","no","white",51
520,474,"regular",12,"boy","yes","black",27
494,468,"small.class",16,"boy","no","white",51
478,463,"regular.with.aide",14,"girl","yes","white",9
513,431,"regular.with.aide",12,"girl","yes","white",50
434,390,"regular",12,"girl","yes","white",8
478,433,"small.class",5,"girl","no","black",17
454,436,"small.class",13,"boy","no","white",9
473,419,"small.class",5,"boy","no","white",67
494,450,"small.class",18,"boy","no","white",41
536,474,"regular",3,"girl","no","white",43
489,448,"regular",24,"boy","yes","black",22
520,442,"regular.with.aide",8,"boy","no","white",17
506,460,"regular.with.aide",14,"boy","no","white",36
536,439,"regular",0,"girl","yes","black",31
473,433,"regular.with.aide",11,"girl","no","black",18
559,424,"regular.with.aide",8,"boy","no","white",17
468,425,"small.class",8,"girl","yes","white",78
463,402,"regular.with.aide",12,"girl","yes","white",8
506,419,"regular.with.aide",13,"boy","yes","white",48
500,538,"small.class",9,"boy","no","white",53
468,427,"regular.with.aide",9,"girl","no","white",49
473,443,"small.class",19,"boy","yes","white",64
576,503,"regular",13,"boy","no","white",79
489,422,"regular",13,"girl","yes","white",8
473,421,"regular",13,"boy","no","white",79
506,483,"small.class",4,"girl","no","white",13
520,421,"regular",1,"boy","yes","black",23
412,433,"regular",7,"boy","yes","black",28
484,456,"regular",13,"girl","no","white",8
412,393,"regular",12,"boy","yes","black",45
500,451,"regular.with.aide",10,"boy","no","black",27
478,419,"small.class",13,"boy","no","white",8
444,425,"regular",13,"boy","no","white",8
494,461,"regular.with.aide",20,"girl","yes","black",27
559,500,"regular",12,"girl","no","white",65
547,490,"small.class",16,"girl","no","white",51
528,503,"small.class",12,"girl","no","white",80
602,483,"small.class",7,"boy","no","white",61
463,395,"regular.with.aide",8,"boy","no","white",61
500,447,"regular",13,"boy","no","black",55
405,384,"regular",8,"girl","yes","white",78
473,408,"small.class",6,"girl","no","white",39
423,418,"regular.with.aide",16,"girl","yes","black",22
418,431,"regular.with.aide",0,"girl","yes","black",32
520,442,"regular.with.aide",3,"boy","no","white",7
429,400,"regular",2,"boy","no","black",57
559,455,"small.class",3,"boy","no","white",75
626,527,"small.class",3,"girl","yes","black",22
423,419,"regular",8,"girl","yes","white",66
405,410,"regular.with.aide",6,"girl","yes","black",26
520,463,"small.class",3,"girl","yes","black",28
484,430,"regular.with.aide",5,"boy","yes","white",39
489,422,"regular.with.aide",12,"boy","no","white",51
478,421,"small.class",15,"boy","no","white",55
520,460,"regular",12,"boy","yes","white",65
536,458,"regular.with.aide",0,"girl","no","white",46
418,413,"regular",3,"boy","yes","white",53
412,403,"regular.with.aide",12,"girl","yes","white",79
392,380,"regular",2,"boy","yes","black",32
449,395,"regular",3,"girl","yes","black",32
463,450,"regular",12,"girl","no","black",45
506,443,"regular",5,"girl","yes","black",37
423,407,"regular.with.aide",27,"boy","yes","white",70
520,460,"small.class",4,"girl","yes","white",13
520,442,"regular.with.aide",14,"girl","yes","white",70
489,447,"small.class",22,"boy","yes","white",76
484,443,"small.class",1,"girl","yes","black",33
478,390,"regular.with.aide",21,"girl","yes","black",23
473,411,"small.class",8,"boy","yes","black",28
489,442,"regular",11,"girl","yes","black",22
484,460,"small.class",7,"girl","no","white",36
454,408,"regular.with.aide",18,"boy","no","white",52
434,413,"small.class",1,"girl","no","white",60
459,421,"regular.with.aide",12,"girl","no","white",35
473,411,"small.class",21,"boy","no","black",15
459,439,"regular",10,"boy","no","white",1
528,414,"regular.with.aide",12,"boy","no","white",50
559,500,"small.class",12,"girl","no","white",80
576,463,"regular.with.aide",6,"girl","no","white",69
489,445,"regular",2,"girl","no","white",76
536,436,"regular.with.aide",9,"boy","no","white",1
602,554,"small.class",12,"girl","no","white",10
478,440,"regular.with.aide",21,"boy","no","white",40
439,405,"small.class",5,"boy","yes","white",17
547,460,"regular",6,"boy","no","black",27
392,395,"small.class",1,"girl","yes","black",26
454,436,"regular",8,"boy","no","white",4
449,433,"regular",5,"boy","yes","black",29
449,408,"regular",11,"boy","yes","black",22
520,445,"small.class",12,"boy","no","white",50
536,461,"small.class",10,"girl","no","white",3
478,421,"regular.with.aide",0,"girl","yes","black",44
468,411,"regular.with.aide",2,"boy","no","white",71
459,434,"regular",12,"boy","no","white",65
434,397,"small.class",1,"girl","no","black",37
439,413,"regular.with.aide",17,"girl","yes","black",16
468,430,"small.class",21,"boy","no","white",56
536,461,"small.class",16,"boy","no","white",72
528,453,"regular.with.aide",10,"girl","yes","white",72
500,447,"small.class",17,"boy","no","white",36
500,450,"small.class",6,"girl","no","white",7
576,460,"regular.with.aide",3,"girl","no","white",78
559,468,"regular.with.aide",7,"boy","no","white",54
463,431,"regular",12,"boy","yes","white",72
559,437,"regular",13,"girl","yes","white",75
547,465,"regular",19,"girl","no","white",73
444,414,"regular",10,"girl","yes","black",18
449,467,"regular",20,"boy","no","white",64
506,447,"regular.with.aide",7,"boy","no","white",63
506,465,"regular.with.aide",20,"girl","yes","black",27
405,395,"regular",3,"boy","no","white",53
429,424,"regular.with.aide",22,"boy","yes","black",33
528,458,"regular",1,"girl","no","white",21
473,433,"small.class",15,"girl","no","white",70
459,411,"regular.with.aide",0,"girl","yes","black",19
500,414,"small.class",1,"boy","yes","black",27
463,408,"regular.with.aide",8,"girl","yes","white",5
463,427,"small.class",10,"boy","no","white",51
478,458,"small.class",10,"girl","no","white",51
463,418,"small.class",1,"boy","yes","white",73
418,403,"regular",20,"girl","yes","white",64
473,408,"small.class",1,"girl","yes","black",27
478,431,"regular.with.aide",8,"girl","no","white",74
454,405,"regular.with.aide",3,"boy","yes","white",66
500,434,"regular",19,"boy","no","white",73
528,467,"regular.with.aide",14,"boy","yes","white",73
478,443,"regular.with.aide",1,"girl","yes","black",20
463,448,"regular",15,"boy","no","white",36
536,485,"regular.with.aide",10,"girl","yes","black",28
520,405,"regular.with.aide",11,"girl","yes","black",31
449,424,"regular",5,"boy","no","white",9
468,413,"regular",13,"boy","yes","white",75
500,433,"regular",18,"girl","no","white",25
506,436,"regular.with.aide",12,"boy","no","white",8
500,447,"small.class",0,"boy","yes","white",43
520,445,"regular",10,"girl","yes","black",30
506,410,"regular",1,"girl","yes","black",23
536,447,"regular",6,"girl","yes","black",27
576,448,"regular",2,"girl","yes","white",40
375,388,"small.class",12,"boy","yes","white",54
520,443,"regular.with.aide",6,"girl","no","white",69
547,458,"regular",20,"girl","no","white",12
489,460,"regular",8,"girl","no","white",9
484,414,"small.class",1,"boy","no","white",73
459,445,"regular.with.aide",14,"girl","yes","white",36
429,393,"small.class",8,"girl","no","white",70
459,410,"regular",13,"boy","yes","white",55
484,428,"regular.with.aide",5,"girl","yes","white",64
520,410,"regular",1,"boy","no","white",76
484,450,"regular",13,"girl","yes","black",54
506,439,"regular",13,"girl","yes","white",8
520,490,"regular",11,"boy","no","white",11
513,437,"regular",6,"girl","yes","black",19
484,393,"small.class",8,"boy","yes","black",68
468,430,"small.class",27,"girl","yes","white",40
449,421,"regular.with.aide",12,"boy","no","white",79
536,492,"small.class",8,"boy","yes","white",38
444,382,"regular",6,"boy","yes","black",19
528,465,"regular.with.aide",17,"girl","yes","black",29
528,448,"regular",16,"boy","no","white",62
449,448,"regular.with.aide",0,"boy","no","black",44
478,425,"regular",0,"girl","yes","white",59
478,411,"regular.with.aide",0,"boy","yes","black",32
444,434,"regular.with.aide",7,"girl","yes","black",22
449,411,"regular.with.aide",13,"girl","no","white",76
478,439,"regular.with.aide",3,"boy","no","white",58
500,453,"regular.with.aide",7,"boy","no","white",54
489,419,"regular",8,"girl","no","white",3
513,433,"regular",3,"boy","no","white",58
500,439,"regular",1,"boy","no","white",76
494,440,"regular",10,"boy","no","black",18
528,472,"regular.with.aide",17,"girl","no","white",43
463,422,"small.class",2,"boy","yes","black",19
454,443,"small.class",11,"girl","no","white",59
429,405,"small.class",3,"boy","yes","white",56
468,410,"regular",3,"girl","no","black",53
384,410,"regular.with.aide",7,"boy","no","white",56
423,398,"regular.with.aide",22,"girl","yes","black",33
494,440,"small.class",12,"boy","yes","white",54
500,439,"regular.with.aide",16,"boy","no","black",41
489,437,"regular.with.aide",3,"boy","no","white",58
444,424,"regular.with.aide",10,"boy","yes","black",68
439,419,"small.class",3,"girl","yes","black",45
423,397,"small.class",22,"boy","no","white",76
576,554,"regular",4,"girl","no","black",20
444,407,"regular.with.aide",1,"boy","yes","black",19
536,485,"small.class",10,"girl","no","white",42
459,397,"regular",6,"boy","no","black",24
429,421,"regular",8,"boy","yes","white",72
500,428,"small.class",8,"boy","no","white",76
520,492,"regular",16,"boy","no","white",68
449,398,"small.class",1,"boy","yes","black",27
418,391,"small.class",1,"boy","yes","black",26
423,397,"regular.with.aide",22,"girl","yes","black",33
520,439,"regular",1,"boy","yes","black",23
484,474,"regular.with.aide",9,"boy","no","white",65
500,437,"regular",12,"boy","no","white",46
454,416,"regular",13,"boy","no","white",55
473,414,"regular.with.aide",13,"girl","yes","white",48
468,430,"small.class",2,"girl","yes","white",34
418,397,"regular",7,"boy","yes","black",28
429,413,"small.class",1,"girl","yes","white",37
478,445,"regular.with.aide",8,"boy","no","white",38
473,422,"regular",15,"girl","yes","black",26
484,436,"regular.with.aide",13,"girl","yes","white",80
423,400,"regular",8,"girl","yes","white",5
459,422,"small.class",21,"boy","yes","black",56
547,492,"regular.with.aide",13,"girl","no","white",11
513,445,"small.class",14,"boy","yes","black",74
489,425,"small.class",6,"boy","yes","white",71
478,428,"regular.with.aide",6,"boy","yes","white",13
454,437,"small.class",12,"boy","no","white",6
494,465,"small.class",14,"girl","yes","black",32
463,440,"small.class",8,"boy","no","white",5
473,427,"regular.with.aide",5,"boy","yes","white",34
418,403,"regular",12,"girl","yes","black",45
468,427,"small.class",6,"boy","no","white",71
444,437,"regular.with.aide",3,"boy","no","white",42
528,468,"small.class",5,"boy","no","white",58
547,443,"regular",10,"boy","yes","white",70
489,410,"regular.with.aide",12,"girl","no","white",51
478,427,"regular.with.aide",6,"girl","yes","black",26
576,458,"regular",12,"girl","no","white",46
478,448,"regular.with.aide",27,"boy","no","white",70
506,467,"regular",11,"girl","yes","white",49
484,431,"regular.with.aide",13,"girl","no","white",55
494,450,"regular.with.aide",3,"girl","yes","white",7
405,398,"small.class",8,"girl","no","black",28
489,410,"small.class",7,"boy","no","white",61
484,455,"regular.with.aide",13,"boy","no","white",80
478,434,"regular.with.aide",3,"girl","yes","black",15
478,476,"small.class",16,"boy","no","white",51
489,439,"regular.with.aide",12,"boy","no","white",63
489,402,"regular.with.aide",3,"girl","no","white",78
405,402,"small.class",11,"boy","yes","white",59
528,538,"small.class",15,"girl","yes","white",65
418,414,"regular",0,"girl","yes","white",7
459,437,"regular.with.aide",5,"girl","yes","black",33
434,428,"regular.with.aide",0,"boy","no","white",46
454,421,"small.class",27,"boy","yes","white",40
429,393,"regular",6,"girl","yes","white",71
602,497,"small.class",8,"girl","no","white",58
405,390,"regular",0,"boy","no","white",59
506,450,"regular",12,"girl","yes","black",27
484,445,"regular",14,"boy","no","white",42
454,428,"regular",4,"boy","no","white",48
459,410,"regular.with.aide",22,"girl","yes","black",33
536,478,"regular",12,"girl","yes","black",27
513,467,"regular.with.aide",3,"girl","no","white",66
392,402,"small.class",1,"boy","yes","black",32
513,427,"regular",1,"boy","yes","black",21
520,480,"regular.with.aide",12,"boy","no","white",51
500,453,"small.class",13,"girl","no","white",9
506,437,"small.class",1,"girl","yes","black",16
528,456,"regular.with.aide",15,"boy","yes","white",47
423,398,"regular",9,"boy","yes","black",28
513,430,"regular.with.aide",22,"girl","yes","black",33
405,407,"regular",6,"girl","yes","black",63
468,408,"regular.with.aide",0,"girl","yes","black",32
439,414,"regular.with.aide",13,"boy","no","white",80
418,398,"regular.with.aide",10,"boy","yes","white",72
454,408,"regular",12,"boy","no","black",52
459,418,"small.class",7,"girl","no","white",61
478,413,"regular.with.aide",2,"boy","yes","black",25
418,411,"small.class",5,"girl","yes","black",17
384,398,"small.class",3,"girl","yes","white",75
602,439,"small.class",6,"girl","yes","black",19
520,455,"regular",13,"girl","no","white",55
429,413,"regular",17,"boy","no","white",34
449,456,"regular.with.aide",0,"girl","no","black",46
484,461,"small.class",10,"girl","no","black",51
484,436,"regular.with.aide",8,"boy","yes","white",38
423,418,"regular.with.aide",13,"girl","yes","white",80
463,421,"regular",5,"boy","yes","black",29
463,431,"regular.with.aide",0,"boy","no","white",37
489,465,"regular",6,"girl","no","black",24
602,527,"small.class",0,"boy","no","white",43
468,428,"small.class",11,"boy","yes","black",27
473,455,"regular.with.aide",8,"girl","no","white",57
392,395,"regular.with.aide",13,"boy","yes","white",76
536,468,"regular",20,"boy","no","white",12
602,485,"regular",2,"girl","yes","white",76
547,490,"small.class",3,"girl","yes","black",44
434,413,"regular.with.aide",0,"girl","yes","white",44
547,532,"small.class",0,"boy","no","white",42
423,397,"regular",4,"boy","yes","black",20
478,434,"small.class",11,"girl","no","white",60
473,428,"regular",8,"boy","no","white",66
459,413,"regular.with.aide",3,"girl","yes","black",58
468,422,"small.class",13,"boy","yes","black",24
528,461,"small.class",14,"girl","yes","black",32
454,410,"regular.with.aide",12,"girl","no","white",8
473,416,"regular.with.aide",9,"boy","no","white",7
536,448,"regular",5,"boy","no","white",47
506,453,"regular.with.aide",9,"girl","no","white",49
513,437,"regular",6,"boy","yes","white",13
454,410,"regular.with.aide",6,"girl","no","black",26
454,437,"small.class",11,"girl","no","black",27
500,436,"small.class",11,"girl","yes","white",47
547,478,"regular",10,"boy","yes","white",68
434,390,"regular",6,"boy","no","black",33
444,447,"regular",6,"boy","yes","black",19
449,411,"regular",3,"boy","no","white",43
536,447,"small.class",12,"girl","no","white",74
478,425,"small.class",22,"girl","no","white",76
459,397,"regular.with.aide",9,"girl","yes","white",53
489,425,"regular",1,"boy","yes","black",23
429,411,"small.class",9,"girl","yes","black",53
602,455,"small.class",0,"girl","no","white",43
520,470,"small.class",4,"girl","no","white",63
489,447,"regular.with.aide",12,"boy","no","white",79
473,440,"regular.with.aide",16,"boy","yes","black",22
602,456,"regular.with.aide",5,"boy","yes","white",21
468,419,"regular",11,"boy","yes","black",15
449,400,"small.class",3,"girl","yes","black",28
528,514,"regular.with.aide",24,"boy","yes","black",30
506,442,"regular.with.aide",2,"boy","yes","black",32
354,374,"regular.with.aide",7,"boy","yes","black",56
418,405,"small.class",7,"boy","yes","white",36
429,402,"regular.with.aide",17,"boy","yes","black",16
489,407,"regular",1,"girl","yes","white",21
423,414,"regular.with.aide",5,"girl","yes","white",64
528,465,"regular.with.aide",14,"boy","no","white",9
454,425,"regular",16,"boy","no","white",62
473,433,"regular",11,"boy","yes","white",49
494,434,"regular",5,"girl","no","white",37
463,465,"regular.with.aide",3,"girl","yes","black",15
454,418,"regular",8,"girl","yes","white",66
626,545,"regular",15,"girl","no","white",41
536,490,"regular.with.aide",20,"girl","yes","black",27
547,453,"small.class",6,"boy","no","white",69
434,393,"regular",11,"boy","yes","white",75
520,443,"regular.with.aide",12,"girl","no","white",79
494,431,"regular.with.aide",2,"girl","yes","white",25
454,433,"regular",22,"girl","no","white",61
602,458,"small.class",3,"boy","yes","black",22
506,421,"regular",4,"girl","no","black",20
439,398,"regular.with.aide",0,"boy","yes","black",32
399,393,"small.class",14,"boy","yes","black",32
494,440,"regular.with.aide",14,"boy","yes","white",70
520,442,"small.class",6,"girl","yes","white",68
506,458,"regular",4,"girl","no","white",80
484,427,"small.class",10,"boy","no","white",3
559,439,"small.class",5,"girl","no","white",79
513,456,"regular",13,"girl","no","white",79
602,451,"small.class",12,"girl","no","white",50
459,418,"regular.with.aide",12,"girl","no","white",10
494,455,"regular",0,"boy","yes","black",27
500,490,"regular.with.aide",7,"boy","no","white",63
547,503,"regular",16,"girl","no","white",68
520,439,"regular",16,"girl","no","white",69
494,445,"regular",11,"boy","no","white",49
494,455,"regular",11,"boy","no","white",64
454,433,"small.class",15,"girl","yes","white",65
559,470,"regular.with.aide",24,"boy","yes","black",30
463,398,"regular",3,"girl","yes","black",53
528,460,"regular",15,"boy","no","white",7
500,451,"small.class",11,"girl","no","white",59
626,455,"regular",16,"girl","no","white",69
489,421,"regular",6,"boy","no","white",71
478,445,"regular",1,"girl","no","white",76
459,434,"regular",13,"boy","no","white",55
576,460,"regular.with.aide",9,"girl","yes","white",3
513,440,"small.class",10,"girl","no","white",3
459,428,"regular",20,"boy","no","other",64
444,427,"regular",11,"girl","yes","white",64
434,386,"regular.with.aide",7,"boy","no","white",56
520,428,"small.class",13,"girl","yes","black",24
468,414,"regular.with.aide",0,"boy","yes","black",44
429,400,"regular",13,"boy","yes","white",60
459,440,"small.class",1,"girl","yes","black",33
468,456,"small.class",11,"girl","no","white",59
536,485,"regular",10,"boy","no","white",63
449,410,"regular",13,"girl","no","black",55
444,442,"regular.with.aide",17,"boy","yes","black",29
463,470,"regular.with.aide",11,"girl","no","white",9
412,388,"regular",13,"girl","yes","black",56
576,518,"small.class",3,"girl","yes","black",44
449,407,"regular.with.aide",7,"boy","yes","black",22
494,408,"regular.with.aide",14,"girl","yes","white",70
484,433,"regular",1,"boy","no","white",76
468,393,"regular.with.aide",12,"girl","yes","black",35
547,465,"small.class",15,"boy","no","white",66
