"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region","wght"
0,"no","no","no","9-11years","white","yes",4.5,0,0,5,"west",184796
0,"no","no","no","<9years","white","yes",32,1,0,20,"west",93959
40,"no","no","no","16years","white","no",6,0,0,13,"west",72274
0,"no","no","no","9-11years","white","yes",17.5,1,4,10,"west",190706
40,"yes","yes","yes","16years","white","no",11,0,0,17,"west",185380
0,"no","no","yes","12years","white","yes",14,2,0,12,"west",95353
40,"no","yes","no","16years","white","no",21,2,0,0,"west",151560
40,"no","yes","no","16years","white","no",38,0,1,31,"west",202904
0,"no","yes","no","13-15years","white","no",44,0,0,0,"west",163374
55,"no","yes","no","13-15years","white","no",16,0,1,13,"west",175800
40,"no","no","no","<9years","white","yes",27,0,2,12,"west",108402
40,"no","yes","yes","16years","black","no",17,2,0,63,"west",175750
0,"no","no","no","12years","white","no",4,3,0,0,"west",207057
0,"no","no","no","9-11years","white","no",29.5,0,1,0,"west",180628
0,"yes","no","yes","<9years","white","yes",46,0,0,8.84,"west",107880
0,"no","no","no","<9years","white","yes",24,1,3,16.46,"west",90425
0,"no","no","no","12years","white","yes",13,2,1,9.38,"west",95353
40,"no","no","no","<9years","white","yes",36,0,1,3.2,"west",93959
40,"yes","no","yes","12years","white","no",30,0,1,37,"west",202904
0,"no","no","no","12years","white","yes",11,3,1,15,"west",71465
25,"no","no","no","9-11years","white","yes",18.5,0,3,5.5,"west",190706
0,"no","no","no","13-15years","black","yes",37,0,0,0,"west",135956
0,"no","no","no","13-15years","black","no",13,2,0,75,"west",212137
0,"yes","no","yes","13-15years","black","no",43,0,0,0,"west",178253
0,"no","no","no","<9years","white","yes",34,0,3,41,"west",92908
0,"yes","no","yes","12years","white","yes",31,0,2,22,"west",93959
20,"yes","no","yes","9-11years","white","no",39.5,0,0,0,"west",107880
0,"no","no","yes","9-11years","white","yes",3.5,1,0,20,"west",97697
0,"no","no","no","<9years","white","yes",35,0,0,12.5,"west",93959
0,"no","no","no","<9years","white","yes",25,1,3,0,"west",91448
30,"yes","no","yes","<9years","white","yes",28,0,0,0,"west",107190
40,"no","yes","no","13-15years","white","no",20,0,0,27.5,"west",169352
45,"no","no","no","13-15years","white","no",0,0,0,10,"west",283847
0,"no","no","no","12years","white","no",5,1,0,16,"west",123750
0,"yes","no","yes","16years","white","no",13,1,0,51,"west",283847
0,"no","no","no","16years","white","no",14,2,0,55,"west",329247
0,"yes","no","yes","16years","white","no",20,0,1,99.999,"west",390287
55,"no","yes","yes","16years","white","no",14,0,0,50,"west",329247
40,"yes","yes","yes","13-15years","white","yes",19,1,1,35,"west",169352
30,"no","yes","no","12years","white","no",12,1,0,35,"west",299932
40,"no","yes","no","12years","black","no",30,1,1,0.5,"west",192005
40,"yes","no","yes","16years","white","no",10,0,0,26.8,"west",358391
35,"yes","no","yes","<9years","white","yes",19,0,2,22.88,"west",184343
0,"no","no","no","12years","white","no",12,1,1,60,"west",299932
0,"no","no","no","12years","white","no",14,0,2,32,"west",347188
0,"no","no","no","13-15years","white","no",11,2,0,12.3,"west",347188
40,"yes","yes","yes","12years","white","no",41,0,0,15.8,"west",310578
32,"no","yes","no","13-15years","white","no",38,0,0,32,"west",310578
30,"yes","no","yes","12years","white","no",27,0,0,39,"west",390287
40,"yes","yes","yes","12years","white","yes",36,0,0,25,"west",204815
40,"no","no","no","16years","white","no",27,0,0,0,"west",392269
0,"yes","no","yes","13-15years","white","no",8,1,0,15.6,"west",293006
40,"no","yes","no","13-15years","white","yes",39,0,0,29,"west",201576
0,"no","yes","no","16years","white","yes",16,1,1,32,"west",145663
40,"yes","yes","yes","<9years","white","yes",28,0,0,50,"west",204455
38,"yes","yes","yes","12years","white","no",22,0,3,46,"west",172479
40,"yes","no","yes","12years","white","yes",12,0,2,46.425,"west",133534
0,"yes","no","yes","9-11years","white","no",44.5,0,0,0,"west",297504
0,"yes","no","yes","13-15years","white","no",19,1,0,23,"west",328486
40,"yes","yes","yes","12years","white","no",16,0,4,39.5,"west",346386
0,"no","no","no","12years","white","no",46,0,0,0,"west",305267
0,"no","no","no","9-11years","white","no",38.5,0,0,0,"west",321513
40,"yes","no","yes","13-15years","white","no",25,0,1,50,"west",389385
10,"yes","no","yes","13-15years","black","no",31,0,1,55,"west",247329
40,"no","yes","no","12years","white","yes",11,2,0,20,"west",133534
0,"yes","no","yes","12years","white","no",25,0,6,46.8,"west",389385
0,"yes","no","yes","12years","white","no",21,1,3,47,"west",172479
0,"yes","no","yes","12years","white","no",35,0,0,27,"west",321513
40,"no","yes","no","13-15years","white","no",24,0,2,0.6,"west",194693
0,"yes","no","yes","9-11years","white","no",26.5,2,0,26,"west",204455
40,"no","yes","yes","13-15years","white","no",13,0,0,24,"west",178168
0,"no","no","no","13-15years","white","no",6,2,0,0,"west",386014
40,"no","yes","no","13-15years","white","no",13,1,0,0,"west",322034
80,"no","yes","no",">16years","white","no",23,0,1,22,"west",319233
0,"no","no","no","16years","white","no",40,0,0,99.999,"west",281396
40,"no","yes","no","12years","white","no",32,0,0,0,"west",168042
35,"no","yes","yes","13-15years","white","no",31,0,0,40,"west",311217
0,"no","no","no","12years","white","no",36,0,0,15,"west",311217
0,"yes","no","yes","12years","white","no",33,0,0,39,"west",311217
0,"yes","no","yes","13-15years","white","no",19,0,0,72,"west",322748
50,"no","yes","no",">16years","white","yes",19,0,0,61.4,"west",200749
24,"yes","no","yes","13-15years","white","no",13,2,0,40,"west",358391
0,"yes","no","yes",">16years","white","no",23,0,1,48,"west",349204
40,"yes","no","yes","13-15years","black","no",20,0,0,22.233,"west",169887
30,"no","yes","no","13-15years","white","no",6,1,0,41,"west",399393
42,"yes","yes","yes","16years","white","no",25,1,2,13,"west",392269
40,"no","yes","no","16years","black","no",31,0,0,0,"west",255901
40,"no","yes","yes","12years","white","no",12,0,2,35,"west",142688
30,"yes","yes","yes","12years","white","no",19,0,0,32,"west",180543
40,"no","yes","yes","13-15years","white","no",8,1,0,40,"west",278202
30,"no","no","no","13-15years","white","no",24,0,1,99.999,"west",362010
32,"yes","yes","yes","12years","white","no",20,0,2,36,"west",305392
45,"no","yes","no","13-15years","white","no",19,0,2,34,"west",305392
40,"yes","yes","yes","12years","white","no",21,0,0,48,"west",305392
40,"yes","no","yes","13-15years","white","no",17,0,2,26,"west",305392
20,"yes","no","yes","13-15years","white","no",29,0,1,45,"west",313779
0,"no","no","no","<9years","white","no",49,0,0,0,"west",290782
40,"no","yes","no","13-15years","white","no",9,0,0,42,"west",292478
0,"no","no","no","<9years","white","yes",11,2,1,6.9,"west",171343
40,"no","yes","no","16years","white","no",9,0,0,33.138,"west",343770
40,"yes","yes","yes","13-15years","white","no",27,1,1,41.5,"west",172290
25,"yes","no","yes","16years","white","no",10,1,1,72,"west",176823
35,"no","no","no","<9years","white","yes",26,0,2,28,"west",167685
0,"no","no","no","<9years","white","no",14,2,0,20,"west",292478
0,"no","no","no","13-15years","white","no",24,0,7,0,"west",386445
40,"no","yes","no","12years","white","yes",24,0,3,11,"west",198773
0,"yes","no","yes","<9years","white","no",23,3,2,18.075,"west",167685
50,"no","yes","no","13-15years","black","no",11,0,0,20,"west",393388
0,"no","no","no","12years","white","no",38,0,0,0,"west",307520
40,"no","yes","yes","16years","white","no",20,0,0,12.691,"west",192398
0,"no","no","no","<9years","white","yes",47,0,0,20.723,"west",192076
0,"no","no","no","13-15years","white","yes",12,2,0,22.35,"west",176823
0,"yes","no","yes","16years","white","yes",9,1,2,22.677,"west",176823
0,"no","no","no","13-15years","white","no",32,0,1,85,"west",157124
3,"yes","no","yes","12years","white","no",23,0,1,52,"west",276793
40,"yes","yes","yes",">16years","white","no",25,0,3,36,"west",169679
25,"yes","no","yes","16years","white","no",18,0,3,40,"west",321064
0,"yes","no","yes","13-15years","white","no",32,0,0,61,"west",370562
40,"no","no","no","16years","white","no",8,0,0,23.208,"west",276793
40,"no","yes","no","12years","white","no",15,0,0,20,"west",314789
0,"yes","no","yes","16years","white","no",19,0,1,40,"west",353867
45,"yes","no","yes","13-15years","white","no",13,1,1,47,"west",310528
50,"yes","no","yes","12years","white","no",24,0,1,48,"west",179552
40,"no","yes","yes","13-15years","white","no",33,0,0,22,"west",288230
40,"no","yes","no","12years","white","no",12,0,0,0,"west",268262
0,"yes","no","yes","9-11years","white","no",25.5,0,2,30.5,"west",349076
32,"no","no","no","13-15years","black","no",14,1,0,14,"west",355348
40,"no","yes","no","12years","white","no",10,0,1,16,"west",268262
32,"no","no","no","12years","white","no",10,0,2,26,"west",268262
38,"no","yes","no",">16years","white","no",21,0,0,0,"west",349076
24,"yes","no","yes","16years","white","no",20,1,1,31,"west",349076
40,"yes","no","yes",">16years","white","no",27,0,0,50,"west",288230
40,"no","no","no","12years","white","no",13,1,1,0,"west",314789
0,"no","no","no","<9years","white","no",48,0,0,0,"west",344545
40,"no","no","no","13-15years","white","no",22,0,1,35,"west",353867
32,"no","no","no","13-15years","white","no",34,0,0,0,"west",292186
40,"no","yes","no","13-15years","white","no",32,0,0,25,"west",292186
0,"no","no","no","9-11years","white","no",48.5,0,0,0,"west",344545
0,"no","no","no","<9years","white","no",39,0,0,11.5,"west",190078
0,"no","no","no","12years","white","yes",6,0,0,9.3,"west",175177
0,"yes","no","yes","12years","white","no",42,0,0,37,"west",299938
30,"no","no","no","13-15years","white","no",23,0,3,0,"west",382584
20,"yes","yes","yes","12years","white","no",44,0,0,0,"west",292307
20,"no","no","no","12years","white","no",1,0,0,4,"west",123435
40,"yes","no","yes","13-15years","white","no",18,1,2,52.548,"west",91831
40,"no","no","no","13-15years","white","no",12,1,1,16,"west",96835
0,"yes","no","yes","16years","white","no",14,2,1,24,"west",91831
40,"no","yes","yes","12years","white","no",22,0,2,29.7,"west",47573
40,"no","yes","yes","12years","white","no",16,0,0,41,"west",96835
0,"yes","no","yes","13-15years","white","no",20,0,3,0,"west",91831
0,"yes","no","yes","13-15years","white","no",45,0,0,0,"west",85340
0,"no","no","no","12years","white","no",41,0,0,0.15,"west",86624
0,"yes","yes","yes",">16years","white","no",32,0,0,99.999,"west",86624
45,"no","yes","no","16years","white","no",16,0,0,4.4,"west",91831
0,"no","no","no","16years","white","no",12,2,3,27.5,"west",96835
40,"yes","yes","yes","12years","white","no",19,0,0,24,"west",91831
0,"yes","no","yes","16years","white","no",11,2,1,36,"west",100341
40,"no","yes","no","16years","white","no",27,0,0,45,"west",97769
20,"no","no","no","13-15years","white","no",2,0,0,12,"west",112074
40,"yes","yes","yes","13-15years","white","no",11,2,0,18,"west",50171
0,"yes","no","yes","12years","white","no",8,2,0,30,"west",107914
40,"yes","yes","yes","13-15years","white","no",22,0,1,20.05,"west",97419
40,"no","yes","no","12years","white","no",46,0,0,0,"west",77679
0,"no","no","no","16years","white","no",30,0,0,0,"west",81813
40,"no","no","yes","12years","white","no",38,0,0,99.999,"west",94853
40,"yes","no","yes","9-11years","white","no",20.5,1,1,17,"west",70851
40,"no","yes","no","13-15years","white","yes",11,0,1,15,"west",44575
0,"yes","no","yes","13-15years","white","no",37,0,0,18,"west",77523
0,"no","no","no","13-15years","white","no",32,0,0,14,"west",80438
0,"no","no","yes","12years","white","yes",7,1,0,3.12,"west",43194
40,"no","yes","no","<9years","white","yes",14,1,2,9,"west",33409
0,"yes","no","yes","<9years","white","yes",33,0,2,19,"west",43433
40,"no","yes","no","12years","white","no",15,0,3,0,"west",86661
40,"no","yes","no","9-11years","white","yes",43.5,0,0,16,"west",51293
40,"no","yes","no","12years","white","no",20,0,2,23,"west",83587
30,"no","no","no","<9years","white","yes",24,0,1,12,"west",42132
40,"no","yes","no","13-15years","white","no",23,0,1,25,"west",48679
40,"yes","no","yes",">16years","white","yes",7,1,0,58,"west",43304
40,"yes","yes","yes","16years","white","no",10,2,0,23,"west",84189
0,"yes","no","yes","13-15years","white","no",41,0,1,30,"west",72308
0,"yes","no","yes","13-15years","white","no",29,0,1,99.999,"west",82031
40,"no","yes","no","16years","white","no",20,0,0,0,"west",94640
0,"yes","no","yes","12years","white","no",41,0,0,0,"west",75311
38,"no","yes","yes","12years","white","no",13,0,2,40,"west",84189
40,"no","yes","no","13-15years","white","no",39,0,0,12,"west",307520
40,"yes","no","yes","16years","white","no",9,1,0,28.036,"west",80683
40,"no","yes","no","12years","white","no",32,0,1,28,"west",108016
0,"no","no","no","12years","other","yes",15,1,3,5.5,"west",41588
0,"no","no","no","12years","white","no",27,0,3,12,"west",80683
40,"no","no","no","12years","white","no",21,0,0,8.413,"west",80683
0,"yes","no","yes","12years","white","no",28,0,2,10.732,"west",96158
0,"no","no","no","12years","white","no",9,1,1,48,"west",80683
40,"yes","yes","yes","16years","white","no",18,0,3,41,"west",80683
40,"yes","yes","yes","13-15years","white","no",14,1,3,19,"west",80683
10,"no","no","no","12years","white","no",22,1,1,70,"west",80683
40,"no","yes","no","16years","white","no",25,0,0,0,"west",108016
40,"no","yes","no","13-15years","white","no",4,0,0,35,"west",110227
40,"no","yes","no","13-15years","white","no",6,0,1,30.053,"west",80683
40,"no","yes","yes","13-15years","white","yes",18,0,0,30,"west",96276
0,"no","no","no","12years","white","no",14,1,1,16.765,"west",50761
32,"no","no","no","12years","black","no",23,0,1,20.565,"west",84837
0,"no","no","no","12years","white","no",15,1,2,19.875,"west",49344
42,"no","yes","no","12years","white","no",14,0,2,19.749,"west",49448
50,"yes","yes","yes","16years","white","no",33,0,1,75,"west",103143
0,"no","no","yes","12years","white","no",47,0,0,0,"west",103143
0,"no","no","no","12years","white","no",29,0,0,0,"west",103143
40,"yes","yes","yes","12years","black","no",18,0,2,0,"west",44670
40,"no","yes","no","13-15years","white","no",4,0,0,13,"west",105254
10,"no","no","no","12years","white","no",21,0,0,26,"west",89365
0,"yes","no","yes","12years","white","no",12,2,1,57.077,"west",66545
0,"yes","no","yes","12years","white","no",13,1,0,74,"west",346386
40,"yes","yes","yes","12years","white","no",15,1,0,40,"west",346386
0,"yes","no","yes","16years","white","no",23,0,0,0.35,"west",283191
40,"yes","no","yes","13-15years","white","yes",28,0,0,75,"west",177215
0,"no","no","no",">16years","white","no",37,0,0,0,"west",297504
40,"no","no","no","12years","white","no",18,1,1,60,"west",328486
40,"no","yes","yes","12years","white","no",38,0,0,61,"west",309860
0,"yes","no","yes","16years","white","no",16,0,0,50,"west",283191
40,"no","yes","no","16years","white","no",16,1,1,43,"west",328486
50,"yes","yes","yes","12years","white","no",12,0,0,7,"west",299239
40,"yes","no","yes","12years","white","no",39,0,0,46,"west",205772
40,"yes","no","yes","12years","white","no",24,0,1,40,"west",389385
0,"no","no","no","12years","white","no",31,0,0,14,"west",379128
0,"no","no","no","12years","white","no",21,0,2,0,"west",283191
20,"no","no","no","12years","white","no",25,0,2,10,"west",283191
0,"no","no","no","12years","white","yes",25,1,2,29.12,"west",202268
0,"yes","no","yes","13-15years","white","no",41,0,1,52,"west",300449
24,"yes","no","yes","13-15years","white","no",19,1,1,39.8,"west",339871
0,"yes","no","yes","13-15years","white","no",11,0,2,42.5,"west",347188
40,"no","yes","yes","16years","white","no",32,0,0,28.828,"west",322258
40,"no","yes","yes","13-15years","white","no",33,0,0,38,"west",310610
0,"yes","no","yes","12years","white","no",19,1,1,42.8,"west",317346
40,"yes","no","yes","12years","white","no",17,0,2,14.064,"west",334639
36,"no","yes","yes","13-15years","white","no",35,0,0,24,"west",317211
0,"no","no","no","12years","white","no",3,1,0,12,"west",381712
40,"yes","yes","yes",">16years","white","yes",18,2,1,50,"west",49143
40,"yes","no","yes","13-15years","white","no",10,1,1,29,"west",73423
48,"yes","no","yes","12years","white","yes",14,0,0,18.359,"west",89291
40,"yes","yes","yes","16years","white","no",5,0,2,46.854,"west",44259
32,"yes","no","yes","12years","white","no",7,1,0,24,"west",44359
0,"yes","no","yes","12years","white","no",11,0,2,35,"west",34310
30,"yes","yes","yes","13-15years","white","yes",8,0,1,48,"west",15394
40,"no","no","no","16years","white","no",11,1,0,22.5,"west",39463
30,"no","no","no","13-15years","white","no",2,0,0,7.5,"west",44359
20,"no","yes","no","12years","white","no",45,0,0,0,"west",293523
0,"no","no","no","12years","white","no",9,2,0,0,"west",380849
0,"yes","yes","yes","13-15years","white","no",39,0,0,110,"west",305715
50,"no","yes","no","16years","white","no",14,3,1,31,"west",324091
12,"no","yes","no","13-15years","white","no",26,0,0,0,"west",326060
40,"no","yes","no","13-15years","white","no",6,0,0,0,"west",380849
0,"no","no","yes","12years","white","no",44,0,0,0,"west",293523
40,"yes","yes","yes","16years","white","no",8,0,0,46.5,"west",268628
40,"no","yes","no","13-15years","white","no",9,1,0,23.3,"west",268628
40,"yes","no","yes","16years","white","no",17,0,4,23,"west",37663
25,"yes","no","yes","13-15years","white","no",19,0,2,36,"west",37663
6,"yes","no","yes","13-15years","white","no",16,0,1,49.791,"west",147135
0,"yes","no","yes","9-11years","white","no",41.5,0,0,24.96,"west",91316
0,"yes","no","yes","9-11years","white","no",19.5,0,4,55,"west",148808
0,"yes","no","yes","12years","white","no",34,0,0,54,"west",145650
0,"yes","no","yes","12years","white","no",25,0,0,50,"west",41249
25,"no","no","no","12years","white","no",16,1,1,13,"west",38362
0,"yes","no","yes","12years","white","no",15,1,1,44.8,"west",38362
40,"no","yes","no","13-15years","white","no",17,0,1,0,"west",36379
35,"no","yes","yes","13-15years","white","no",23,0,0,50,"west",43124
16,"yes","yes","yes","13-15years","white","no",36,0,0,99.999,"west",278163
40,"yes","yes","yes","12years","other","no",20,0,2,30.89,"west",30000
40,"no","yes","no","12years","white","no",16,0,0,14.5,"west",36694
0,"no","no","yes","9-11years","other","no",3.5,1,0,33,"west",30000
0,"no","yes","no","13-15years","white","no",23,0,0,0,"west",41249
0,"yes","no","yes",">16years","white","no",17,2,0,42,"west",343187
55,"yes","yes","yes","12years","white","no",21,0,2,44,"west",249592
40,"no","yes","yes","13-15years","white","no",18,1,0,70,"west",289513
30,"no","no","no","13-15years","white","no",30,0,0,87,"west",297463
30,"yes","no","yes","13-15years","white","no",4,2,0,33.54,"west",340986
38,"yes","yes","yes","12years","white","no",17,0,3,30,"west",305289
20,"yes","no","yes","13-15years","white","no",19,0,1,36,"west",82312
32,"no","yes","yes","12years","white","no",34,0,0,54.105,"west",80565
40,"no","yes","no","16years","white","no",25,1,1,0,"west",37378
40,"no","yes","yes","12years","white","no",11,1,0,45,"west",266369
40,"no","no","no","13-15years","white","no",12,2,0,33,"west",37310
20,"yes","yes","yes","16years","white","no",18,0,2,27.255,"west",34454
40,"no","yes","no","12years","white","no",22,0,2,20.319,"west",35382
0,"yes","no","yes","13-15years","white","no",9,2,0,12,"west",32232
38,"yes","no","yes","12years","white","no",12,3,0,25,"west",32232
40,"yes","no","yes","16years","white","no",18,1,0,30,"west",36379
40,"yes","yes","yes","16years","white","no",26,0,0,58.912,"west",37378
20,"yes","yes","yes","16years","white","no",17,0,2,13.077,"west",36379
0,"no","no","no","16years","white","no",34,0,0,6.859,"west",34316
40,"no","yes","no","13-15years","white","no",22,0,0,15.6,"west",41249
40,"no","yes","yes","12years","white","no",25,0,0,30,"west",43124
40,"no","no","yes","13-15years","white","no",13,0,2,16,"west",38362
32,"yes","yes","yes","12years","white","no",10,2,0,26.7,"west",33140
0,"no","yes","no","12years","white","no",36,0,0,0,"west",170383
0,"no","no","no","9-11years","white","no",8.5,3,2,0,"west",91493
0,"no","no","no","9-11years","white","no",27.5,0,1,12,"west",106139
45,"no","yes","no","12years","white","no",15,0,0,16,"west",183564
50,"no","no","no",">16years","white","no",26,0,0,45,"west",178858
40,"no","no","yes","13-15years","white","no",34,0,1,44.2,"west",200915
44,"yes","yes","yes",">16years","white","no",31,0,0,50,"west",110840
0,"no","no","no","9-11years","white","yes",13.5,2,2,25,"west",70765
0,"no","no","no","<9years","white","yes",26,1,3,40,"west",91403
45,"yes","yes","yes","16years","white","no",42,0,0,65,"west",163374
40,"yes","no","yes","9-11years","white","yes",35.5,0,1,18.7,"west",110840
40,"yes","no","yes","13-15years","black","no",17,0,0,22,"west",174028
40,"yes","yes","yes",">16years","white","no",14,1,0,99.999,"west",174078
50,"no","yes","yes","13-15years","white","no",11,0,0,99.999,"west",183564
30,"yes","no","yes",">16years","white","no",12,1,1,33.5,"west",174078
0,"yes","no","yes","13-15years","white","no",9,1,0,98.5,"west",70765
40,"no","yes","no","13-15years","white","no",17,1,1,30,"west",174078
40,"yes","yes","yes","12years","white","no",16,1,0,26,"west",183564
40,"yes","no","yes","12years","white","no",30,0,1,28,"west",178858
40,"yes","yes","yes","16years","white","no",15,0,0,48,"west",150074
0,"no","no","yes","9-11years","white","yes",13.5,2,1,18,"west",72238
40,"yes","yes","yes","12years","white","no",32,0,0,6.7,"west",178858
40,"yes","no","yes","12years","white","no",30,0,0,9,"west",178858
40,"no","yes","no","12years","white","no",7,1,0,0,"west",205028
40,"no","no","no","16years","white","no",27,0,0,25,"west",178858
0,"yes","no","yes","9-11years","white","no",41.5,0,0,0,"west",106823
40,"yes","no","yes","13-15years","white","no",13,0,3,27.858,"west",96384
0,"no","no","no","12years","white","yes",19,0,1,14,"west",91403
0,"yes","no","yes","9-11years","white","no",13.5,0,3,45,"west",72238
30,"no","no","yes","13-15years","black","no",23,0,0,13,"west",159362
40,"no","yes","yes","12years","black","no",32,0,0,10,"west",205041
0,"no","no","no","12years","white","yes",6,2,0,12.5,"west",93398
0,"no","no","no","<9years","white","yes",26,0,4,0,"west",91403
40,"no","no","no","<9years","white","yes",19,1,3,7,"west",94418
40,"yes","no","yes","12years","white","no",19,1,2,26,"west",89539
0,"no","no","no","<9years","white","yes",19,0,3,7.5,"west",96384
40,"no","no","no","<9years","white","yes",28,0,1,0,"west",108349
0,"no","no","no","12years","white","yes",8,1,1,13,"west",93186
40,"no","no","no","<9years","white","yes",21,0,2,15,"west",94418
60,"no","no","no","<9years","white","yes",26,1,1,17,"west",91403
0,"no","no","no","12years","black","no",42,0,0,5,"west",204629
40,"no","no","no","12years","white","no",26,1,2,28,"west",106139
40,"yes","no","yes","<9years","white","yes",33,0,1,17,"west",93913
40,"no","yes","yes","12years","white","no",14,1,2,35,"west",185380
40,"yes","no","yes","16years","white","no",14,1,1,45,"west",151560
0,"no","yes","no","9-11years","white","no",12.5,2,0,53.5,"west",72274
15,"no","yes","no","16years","white","no",29,0,0,36.974,"west",172069
0,"no","no","no","12years","white","no",12,1,1,10,"west",33140
21,"yes","no","yes","16years","white","no",12,0,2,46,"west",38362
0,"yes","no","yes","13-15years","white","no",15,1,0,32.4,"west",36694
0,"no","no","no","13-15years","white","no",13,1,2,0,"west",41838
16,"no","no","no","12years","white","no",21,0,4,3.595,"west",88209
0,"no","no","no","16years","white","no",29,0,3,35,"west",83277
0,"yes","no","yes","12years","white","no",16,0,1,28.5,"west",89720
38,"yes","no","yes","13-15years","white","no",7,1,0,19.2,"west",102676
45,"yes","yes","yes","13-15years","white","no",10,0,0,12,"west",79595
32,"no","no","no","13-15years","white","no",21,0,4,0,"west",104562
40,"yes","no","yes","12years","white","no",13,1,0,15,"west",93016
0,"no","no","no","13-15years","white","no",45,0,0,0,"west",81974
0,"no","no","no","9-11years","white","no",26.5,0,0,0,"west",101458
40,"yes","no","yes","12years","white","no",22,0,2,13.63,"west",88209
40,"no","yes","no","13-15years","white","no",20,0,1,0.7,"west",88209
40,"yes","yes","yes","12years","white","no",28,0,1,12.5,"west",90631
45,"yes","no","yes","13-15years","white","no",18,0,2,24,"west",51694
0,"yes","no","yes","12years","white","yes",23,0,2,60,"west",36560
40,"no","yes","no","13-15years","white","no",22,0,3,47,"west",32755
40,"yes","no","yes","9-11years","white","no",36.5,0,0,25.644,"west",184849
45,"no","yes","no","12years","white","no",20,0,0,4.598,"west",188858
24,"no","yes","no","12years","white","no",15,0,2,11.377,"west",197536
45,"yes","yes","yes","12years","white","no",13,1,1,18,"west",107777
35,"no","no","no","12years","white","no",7,1,0,13.282,"west",220634
30,"yes","no","yes","13-15years","white","no",27,0,2,98,"west",82031
40,"yes","no","yes","16years","white","no",24,0,2,25,"west",81370
30,"yes","no","yes","16years","white","no",27,0,2,40,"west",81370
40,"yes","no","yes","13-15years","white","no",6,2,0,22,"west",45323
0,"yes","no","yes","16years","white","no",9,1,1,36,"west",81340
40,"no","no","no","12years","white","no",10,1,1,24,"west",70269
48,"yes","yes","yes","13-15years","white","no",12,0,1,24.5,"west",338560
0,"no","no","no","<9years","white","no",19,1,3,3,"west",276793
34,"no","yes","no","13-15years","white","no",25,0,0,1.1,"west",386445
0,"yes","no","yes",">16years","white","no",23,0,1,0,"west",81867
0,"no","no","no","13-15years","other","no",14,1,3,50,"west",137384
50,"yes","yes","yes","16years","white","no",34,0,0,69.16,"west",309860
40,"no","yes","yes","12years","white","no",15,0,0,33.6,"west",349815
0,"yes","no","yes","12years","white","no",39,0,0,70,"west",312928
0,"no","no","no","13-15years","white","yes",7,2,0,3.5,"west",44098
40,"no","yes","no","12years","white","no",38,0,0,0,"west",140371
0,"no","no","no","<9years","white","no",35,0,0,14,"west",169911
0,"yes","no","yes","<9years","white","yes",25,1,1,18,"west",165370
0,"no","no","no","12years","white","no",10,1,0,13,"west",130696
0,"yes","no","yes","9-11years","other","no",46.5,0,0,23,"west",374056
25,"yes","no","yes","12years","white","no",19,0,3,47,"west",37663
0,"no","no","no","12years","white","yes",42,0,0,0,"west",48993
35,"no","no","no","12years","white","yes",14,1,1,5,"west",86607
40,"no","yes","no","16years","white","no",6,0,0,27.58,"west",72730
5,"yes","no","yes","13-15years","white","no",24,0,0,32,"west",48548
0,"yes","no","yes","12years","white","yes",32,0,1,26,"west",42109
0,"no","no","no","12years","white","yes",32,0,0,20,"west",42109
40,"yes","no","yes","12years","white","yes",16,1,3,33,"west",43217
0,"no","no","no","<9years","white","yes",16,0,0,2.8,"west",32390
32,"yes","no","yes","13-15years","white","yes",7,1,0,16,"west",45860
0,"yes","no","yes","9-11years","white","yes",46.5,0,0,0,"west",51526
0,"no","no","no","<9years","white","yes",24,1,1,0,"west",44983
0,"yes","no","yes","12years","white","no",18,0,1,25,"west",187328
60,"no","no","no","12years","white","no",17,0,1,69.5,"west",197536
40,"no","yes","no","16years","white","no",8,1,0,20.9,"west",170649
40,"no","no","no","12years","white","no",3,0,0,10,"west",161498
0,"no","yes","no","12years","white","no",44,0,0,0,"west",132319
40,"no","yes","no","13-15years","white","no",21,0,2,27,"west",174913
40,"yes","no","yes","12years","white","no",22,0,0,40,"west",147557
40,"yes","no","yes","16years","white","no",29,0,0,33,"west",144425
40,"yes","yes","yes","13-15years","white","no",11,2,1,28,"west",276793
40,"no","yes","yes","13-15years","white","no",12,0,0,35,"west",358391
40,"no","yes","yes","13-15years","white","no",34,0,0,54,"west",392269
40,"no","yes","no","9-11years","white","no",39.5,0,0,55.371,"west",320600
32,"no","no","yes","13-15years","white","no",22,0,1,50,"west",390287
20,"no","no","no","12years","white","no",29,0,0,0,"west",338288
18,"yes","no","yes","13-15years","white","yes",13,2,0,30,"west",178581
10,"no","no","no","13-15years","white","no",13,1,2,16.4,"west",156917
0,"no","no","yes","16years","white","no",40,0,0,0,"west",134773
20,"no","yes","yes","16years","white","no",37,0,0,13.8,"west",140371
40,"no","yes","yes","13-15years","white","no",18,0,2,30,"west",289513
40,"yes","yes","yes","13-15years","white","no",16,0,3,40,"west",326005
40,"yes","yes","yes","16years","white","no",7,1,0,70,"west",281053
50,"yes","yes","yes","13-15years","white","no",29,0,1,75,"west",334957
40,"yes","no","yes","16years","white","no",25,0,1,80,"west",334957
0,"yes","no","yes","16years","white","no",36,0,0,99.999,"west",35302
30,"yes","no","yes","12years","white","no",21,0,2,63,"west",37424
40,"yes","no","yes","13-15years","white","no",18,0,2,40.551,"west",37424
