"occupation","region","nkids","nkids2","nadults","lnx","stobacco","salcohol","age"
"bluecol","walloon",0,0,4,14.01653,0.0087155,0.0075868,2
"whitecol","walloon",0,0,2,14.03095,0.0147823,0.0057562,1
"inactself","walloon",0,0,4,14.85622,0.0009113,0,3
"inactself","walloon",2,0,5,14.85006,0,0.004964,2
"inactself","walloon",0,0,2,13.79572,0.007552,0.0075031,4
"inactself","walloon",0,0,1,12.85928,0,0.0532552,4
"inactself","walloon",0,0,2,13.37894,0,0.0088573,4
"inactself","walloon",0,0,1,13.47866,0,0.0768442,4
"inactself","walloon",0,0,1,13.59003,0.0256149,0.1384148,4
"inactself","walloon",0,0,2,13.32706,0.0392714,0.0215132,4
"whitecol","walloon",4,0,2,13.79088,0.1116773,0.0214007,1
"inactself","walloon",0,0,2,13.13767,0.0387622,0.0184357,4
"inactself","walloon",0,0,1,13.98125,0,0.0240776,4
"bluecol","walloon",1,0,2,13.61433,0,0.0083203,2
"whitecol","walloon",3,0,2,14.52646,0.0092833,0.0183101,3
"whitecol","walloon",3,0,2,14.88509,0,0.008632,2
"inactself","walloon",3,0,4,14.80272,0,0.0205757,2
"whitecol","walloon",0,0,2,13.74261,0,0.068655,2
"whitecol","walloon",2,0,2,13.83878,0.0149481,0.0234832,1
"inactself","walloon",2,1,2,13.27442,0,0.0156876,0
"inactself","walloon",0,0,1,13.62479,0,0.0173822,4
"whitecol","walloon",0,0,2,13.8286,0,0.0116426,0
"inactself","walloon",0,0,2,13.48877,0,0.0065883,4
"inactself","walloon",0,0,1,13.08254,0,0.057967,4
"inactself","walloon",0,0,2,13.55688,0,0.0050356,4
"inactself","walloon",1,0,2,14.13324,0.0146607,0.0861253,2
"whitecol","walloon",0,0,3,14.33736,0,0.0175748,3
"inactself","walloon",0,0,1,13.61367,0,0,4
"inactself","walloon",0,0,2,13.27667,0,0,4
"inactself","walloon",0,0,2,13.5966,0,0,4
"whitecol","walloon",1,0,3,14.32923,0.0644094,0.0661043,3
"inactself","walloon",0,0,1,12.66715,0,0.0153615,3
"whitecol","walloon",2,0,2,13.62607,0,0,2
"whitecol","walloon",2,0,2,13.87365,0,0.0056498,2
"inactself","walloon",1,0,1,13.2074,0,0.064808,2
"bluecol","walloon",0,1,2,13.35802,0.0696508,0.0084567,1
"inactself","walloon",0,0,2,13.85166,0,0.0229887,3
"whitecol","walloon",0,0,2,13.87416,0,0.0123773,2
"inactself","walloon",0,0,2,13.5225,0.0019303,0,4
"whitecol","walloon",0,0,3,14.1365,0.0354737,0.0150687,2
"bluecol","walloon",1,0,2,13.57935,0,0.0640279,1
"bluecol","walloon",0,0,3,13.94217,0.0031717,0.0333861,2
"bluecol","walloon",0,0,3,14.06041,0.0734002,0.0026208,2
"whitecol","walloon",0,0,4,13.53857,0,0.0298378,3
"bluecol","walloon",0,0,2,13.41599,0.0117559,0.1168434,3
"bluecol","walloon",0,0,3,13.98563,0.0114994,0.0086347,2
"inactself","walloon",2,0,2,12.97301,0,0.0361143,2
"inactself","walloon",0,0,1,13.86787,0,0.0249336,4
"whitecol","walloon",0,0,4,14.36059,0,0.0146537,2
"inactself","walloon",0,0,3,12.79703,0,0.0378133,2
"inactself","walloon",0,0,3,13.36162,0.1772169,0.0156623,3
"whitecol","walloon",0,0,1,13.57375,0.0550148,0.0106719,2
"whitecol","brussels",0,0,1,13.7325,0.0228177,0.0237043,0
"whitecol","walloon",0,0,2,13.65132,0,0.0081077,3
"bluecol","walloon",5,0,4,13.58515,0.099098,0.0037772,2
"inactself","walloon",0,0,3,13.4403,0,0.011753,3
"bluecol","walloon",3,1,3,12.79497,0.0137847,0,1
"inactself","walloon",0,0,2,13.38302,0,0.0281096,0
"inactself","walloon",1,0,2,13.34985,0.0573505,0,1
"inactself","walloon",0,0,1,13.19531,0,0,4
"inactself","walloon",0,0,1,13.43642,0,0.0263133,4
"inactself","walloon",1,0,2,13.08584,0.0930242,0,0
"bluecol","walloon",0,0,2,13.66193,0,0.0542099,3
"bluecol","walloon",2,0,2,13.92153,0.0466254,0.0251259,1
"inactself","walloon",0,0,4,13.47245,0,0.0211558,0
"inactself","walloon",0,0,1,13.18431,0,0.0365445,3
"inactself","walloon",0,0,2,13.72938,0,0.0199438,4
"bluecol","walloon",0,0,3,13.99761,0,0.0434396,2
"whitecol","walloon",2,1,2,13.92981,0.0334495,0,1
"whitecol","walloon",5,1,2,14.47915,0.0059325,0.0161537,1
"inactself","walloon",1,0,1,13.03463,0.0265938,0,1
"whitecol","walloon",1,0,3,13.81843,0.0265742,0.0131375,1
"whitecol","walloon",0,0,6,14.49771,0,0.0029056,2
"whitecol","walloon",0,0,1,12.97062,0,0.0248322,4
"whitecol","walloon",2,0,2,14.39237,0,0.0091382,1
"whitecol","walloon",0,0,2,13.66458,0,0.0262213,0
"inactself","walloon",0,0,1,13.38366,0,0.0306418,3
"inactself","walloon",0,0,1,13.11224,0,0.0554221,4
"inactself","walloon",2,0,3,13.43959,0.1583612,0.0003495,1
"inactself","walloon",0,0,1,13.23328,0.0210937,0.0434333,2
"whitecol","walloon",3,0,2,13.95919,0.0532693,0.0148011,2
"bluecol","walloon",2,0,2,14.50465,0.009506,0.0201611,1
"whitecol","walloon",1,0,3,14.15739,0,0.0198382,2
"inactself","walloon",0,0,1,12.86585,0.0748023,0.0194172,2
"inactself","walloon",0,0,2,13.76208,0,0,4
"bluecol","walloon",3,0,2,14.10407,0,0.0113592,1
"whitecol","walloon",1,0,3,13.96369,0,0.0379541,2
"bluecol","walloon",0,0,2,13.38313,0.0376293,0,2
"inactself","walloon",0,0,1,14.20485,0,0,3
"whitecol","walloon",0,0,1,13.62153,0.0101982,0.1334493,2
"whitecol","walloon",0,0,2,13.16922,0,0,0
"inactself","walloon",0,0,2,14.24373,0.0394717,0.0961272,4
"inactself","walloon",0,0,2,13.69039,0,0.0449054,4
"bluecol","walloon",1,0,2,13.63607,0.0488309,0.0263814,2
"inactself","walloon",0,0,2,13.68541,0,0.0418768,4
"whitecol","walloon",0,0,2,14.3052,0.0112807,0.0072753,3
"bluecol","walloon",1,0,2,13.39995,0.0553119,0.022783,1
"bluecol","walloon",1,0,1,13.79177,0.051324,0.0053208,1
"whitecol","walloon",1,0,1,13.56147,0,0.0100869,1
"whitecol","walloon",0,0,3,14.05532,0.0839528,0.0061085,3
"inactself","walloon",1,0,5,13.7576,0,0.0108208,2
"whitecol","walloon",0,0,2,13.41185,0,0.0071151,0
"inactself","walloon",0,0,2,13.34999,0,0.0092321,3
"whitecol","walloon",2,0,2,14.49385,0,0.0018517,0
"bluecol","walloon",2,0,2,14.00414,0.0234417,0.0083273,1
"bluecol","walloon",2,0,2,13.80222,0,0,2
"inactself","walloon",0,0,3,14.62552,0.0138973,0.0596026,2
"inactself","walloon",0,0,1,12.68271,0,0.0074132,4
"whitecol","walloon",1,0,2,13.82352,0,0.0228562,1
"whitecol","walloon",1,1,2,13.75657,0,0,0
"whitecol","walloon",0,0,4,14.39495,0.0698775,0.078405,3
"whitecol","walloon",3,0,2,14.5486,0.0120394,0.0054019,1
"whitecol","walloon",1,0,1,13.01097,0,0.0037291,1
"whitecol","walloon",0,0,1,13.07243,0.0358249,0.0093662,3
"whitecol","walloon",0,0,3,14.26429,0,0.0156549,3
"whitecol","walloon",0,0,2,13.76532,0,0.0022081,0
"inactself","walloon",0,0,1,13.0968,0.0279945,0.0105379,2
"inactself","walloon",0,0,2,13.74808,0,0.0220413,4
"bluecol","walloon",1,0,2,12.85002,0.0504208,0,0
"whitecol","walloon",0,0,2,14.26443,0,0.0144509,3
"whitecol","walloon",2,0,2,14.04546,0.0077026,0.0100879,1
"whitecol","walloon",0,0,2,14.09463,0.0315895,0,3
"inactself","walloon",0,0,2,13.22363,0.0399434,0.0040992,0
"bluecol","walloon",1,0,2,13.78051,0,0.0184424,1
"whitecol","walloon",0,0,1,13.70456,0,0.0442845,3
"inactself","walloon",0,0,2,13.02068,0,0,3
"inactself","walloon",0,0,1,13.61715,0.0259294,0.0542451,0
"inactself","walloon",1,0,2,13.34909,0,0,0
"inactself","walloon",0,0,2,13.65867,0,0.0557388,3
"inactself","walloon",3,1,3,14.40033,0,0.0055699,2
"whitecol","walloon",1,0,2,14.04627,0.0160056,0.0109372,1
"whitecol","walloon",0,0,2,14.0297,0,0.0064705,2
"whitecol","walloon",0,0,3,14.56635,0,0.0278481,2
"bluecol","walloon",2,0,4,13.67855,0,0.0138715,3
"inactself","walloon",0,0,2,14.07616,0,0.0192977,3
"inactself","walloon",0,0,2,13.63707,0,0.0045902,4
"inactself","walloon",1,0,1,12.84484,0.023124,0.0048465,0
"inactself","walloon",0,0,2,14.05781,0,0.0255082,4
"inactself","walloon",0,0,2,13.57945,0.0306179,0.0040875,4
"bluecol","walloon",2,0,2,13.4562,0,0,1
"inactself","walloon",0,0,3,13.55533,0.0026618,0.0104759,2
"inactself","walloon",0,0,1,13.10238,0,0.0269655,4
"bluecol","walloon",1,0,2,13.50268,0,0,3
"bluecol","walloon",2,0,2,13.88772,0.0415302,0.0061179,1
"whitecol","walloon",1,0,2,14.3358,0,0.0200272,1
"bluecol","walloon",2,0,2,13.74843,0,0.0298872,1
"whitecol","walloon",2,0,3,14.58856,0,0.0286001,2
"whitecol","walloon",0,0,3,14.68441,0.0018874,0.0314139,3
"bluecol","walloon",0,0,1,13.22762,0,0.0040612,0
"inactself","walloon",2,0,1,13.17853,0.0190588,0.0058992,1
"inactself","walloon",2,0,2,13.06936,0,0.018752,0
"bluecol","walloon",1,0,2,13.47254,0.0040583,0.0118029,1
"inactself","walloon",0,0,2,13.92583,0,0.0245452,4
"inactself","walloon",0,0,3,13.97633,0,0.0387143,2
"inactself","walloon",2,1,2,13.85036,0,0.0347206,3
"inactself","walloon",0,0,2,13.5273,0,0.0250532,4
"inactself","walloon",0,0,2,13.1647,0.0436178,0.0862406,4
"inactself","walloon",0,0,3,13.90709,0,0,3
"inactself","walloon",3,1,2,13.83578,0.0142051,0.0103364,2
"whitecol","walloon",0,1,2,14.3252,0,0.0077945,0
"whitecol","walloon",1,0,2,13.92557,0,0,1
"inactself","walloon",0,0,2,13.45255,0,0.0442314,4
"inactself","walloon",0,0,2,13.29558,0.0111006,0.005187,3
"whitecol","walloon",0,0,3,13.58704,0,0.0133912,2
"inactself","walloon",0,0,2,14.13355,0.0081721,0.0116558,4
"whitecol","walloon",3,0,2,14.23172,0,0.016509,1
"inactself","walloon",2,0,2,13.59669,0.0039205,0.0305724,1
"inactself","walloon",0,0,1,13.80642,0,0,2
"inactself","walloon",3,0,2,13.39248,0.0352823,0.0116325,1
"whitecol","walloon",0,0,2,14.36924,0,0.011484,1
"inactself","walloon",0,0,1,12.43562,0,0,4
"whitecol","walloon",0,1,2,14.37004,0,0.0295534,1
"inactself","walloon",3,0,2,13.12514,0.0770656,0,2
"whitecol","walloon",1,0,3,14.88237,0.0015484,0.0049384,2
"bluecol","walloon",0,0,2,13.7208,0,0.0022295,0
"inactself","brussels",0,0,2,14.44744,0,0.007124,4
"inactself","walloon",0,0,1,12.58928,0,0.0399595,4
"inactself","walloon",0,0,1,12.04759,0.0597585,0,0
"inactself","walloon",1,0,2,12.93833,0,0,0
"inactself","walloon",4,0,1,14.08366,0.0187956,0.0062071,1
"whitecol","walloon",1,0,2,14.13589,0,0.0391421,1
"inactself","walloon",0,0,4,13.83248,0,0.0047664,4
"whitecol","walloon",0,0,2,14.05171,0,0.0008433,1
"inactself","walloon",0,0,1,13.03659,0,0,4
"inactself","walloon",1,0,2,12.84768,0,0.0030534,2
"inactself","walloon",0,0,3,13.42412,0,0.0364022,4
"bluecol","walloon",0,0,1,12.60135,0.1600221,0.0467135,2
"whitecol","walloon",0,0,1,13.85007,0,0.0449899,0
"inactself","walloon",0,0,2,13.70389,0,0.0161373,3
"inactself","walloon",0,0,1,12.96939,0,0.0245271,4
"whitecol","walloon",0,0,1,13.71847,0,0.028394,4
"inactself","walloon",2,0,2,13.05622,0.0107693,0.05718,2
"bluecol","walloon",2,0,2,14.37238,0,0.0243754,1
"inactself","walloon",0,0,2,13.78758,0,0.0354928,4
"whitecol","walloon",1,0,1,14.12887,0.0088069,0.0057456,2
"bluecol","walloon",2,0,2,13.63737,0.0206494,0.0514801,1
"bluecol","walloon",2,0,2,13.96653,0,0.0006088,1
"inactself","walloon",0,0,1,13.20522,0,0.002165,4
"inactself","walloon",0,0,3,13.26908,0,0.0441858,4
"inactself","walloon",0,0,2,13.59865,0,0.0108417,4
"inactself","walloon",0,0,2,13.93648,0.0894207,0.0023392,2
"whitecol","walloon",1,0,1,13.4314,0.0021496,0.0215753,1
"inactself","walloon",0,0,2,13.83386,0,0.0387152,4
"inactself","walloon",0,0,1,13.65265,0,0.0308435,4
"inactself","walloon",0,0,2,13.51419,0,0.0237619,4
"inactself","walloon",0,0,1,13.55036,0,0.0733393,4
"bluecol","walloon",0,0,3,13.57623,0,0.0048476,2
"inactself","walloon",0,0,3,13.80767,0,0.0213951,3
"inactself","walloon",0,0,2,13.50838,0.0034749,0.0631032,4
"inactself","walloon",0,0,2,13.15222,0,0.0169814,4
"inactself","walloon",0,0,2,13.70171,0.0052172,0.0387074,4
"bluecol","walloon",2,0,2,13.70389,0.0347503,0.0066146,1
"whitecol","walloon",0,0,4,14.03658,0.0039826,0.0203461,2
"whitecol","walloon",5,0,2,13.96982,0,0.0091529,2
"whitecol","walloon",0,1,2,13.69886,0.004877,0,1
"inactself","walloon",1,0,2,13.73281,0.0195519,0.0434573,2
"bluecol","walloon",0,0,3,13.6117,0,0.0331184,2
"bluecol","walloon",2,0,2,13.73542,0.0366616,0.0056683,2
"bluecol","walloon",0,0,2,13.79271,0,0.0379905,3
"whitecol","walloon",1,0,2,14.49325,0,0.0049111,3
"inactself","walloon",0,0,2,13.30052,0,0.043079,2
"bluecol","walloon",3,0,2,13.35478,0,0.0084651,1
"inactself","walloon",0,0,1,13.31396,0,0.0308128,4
"whitecol","walloon",2,0,2,13.60102,0,0.0031377,2
"whitecol","walloon",2,0,2,14.14551,0,0,1
"inactself","walloon",0,0,1,13.50518,0,0.0019476,4
"whitecol","walloon",0,0,1,13.33287,0.0419995,0.0032666,1
"whitecol","walloon",1,0,2,13.77501,0,0,1
"inactself","walloon",2,0,2,13.13682,0.1759975,0,2
"inactself","walloon",0,0,1,13.89409,0,0.0353836,4
"inactself","walloon",0,0,3,12.80142,0,0.0157471,4
"whitecol","walloon",3,0,2,13.93722,0,0.0104761,1
"bluecol","walloon",2,0,2,13.79113,0.0535907,0.0187762,0
"inactself","walloon",0,0,2,15.00224,0,0.0135767,4
"inactself","walloon",0,0,2,14.04437,0,0.030377,4
"inactself","walloon",0,0,1,13.55806,0.0403872,0.0999823,4
"inactself","brussels",0,0,2,13.79872,0,0.0244449,1
"whitecol","walloon",2,0,2,13.85756,0,0.0142328,1
"inactself","walloon",0,0,2,13.59873,0.0458947,0.0379442,4
"inactself","walloon",0,0,1,13.58064,0,0.1077916,4
"whitecol","walloon",3,0,2,14.26215,0.0586547,0.0249206,1
"bluecol","walloon",2,0,2,13.54829,0.0232005,0.0012384,0
"bluecol","walloon",1,0,4,14.08964,0.0328422,0.0086713,1
"inactself","walloon",0,0,2,13.56758,0,0.0348739,1
"whitecol","walloon",1,0,2,13.6919,0.0192684,0.0566623,2
"whitecol","walloon",0,0,2,13.80895,0.0281884,0.0246875,3
"inactself","walloon",0,0,2,13.17519,0.0284565,0,4
"inactself","walloon",0,0,3,13.75415,0.0682992,0,4
"inactself","walloon",2,0,1,13.46177,0,0,1
"whitecol","walloon",3,1,2,14.04657,0.0108577,0.0018763,1
"inactself","walloon",1,0,2,13.15801,0.010167,0,3
"inactself","walloon",1,0,2,13.5941,0.0035189,0.0099727,3
"inactself","walloon",0,0,2,13.35628,0,0.0115295,4
"inactself","walloon",0,0,1,12.90316,0,0.0053489,4
"inactself","walloon",0,0,1,13.08828,0.0244347,0.0272904,2
"inactself","walloon",0,0,2,13.85849,0,0.0569805,4
"bluecol","walloon",1,0,2,13.70516,0.0492405,0.0159728,2
"whitecol","walloon",0,0,4,14.2713,0,0.0170089,2
"inactself","walloon",0,0,1,12.83293,0.0782811,0.0073088,2
"inactself","walloon",0,0,1,12.87608,0,0.0200485,4
"whitecol","walloon",1,0,4,14.35606,0,0.0389069,3
"whitecol","walloon",1,1,2,14.11503,0,0.0018678,1
"whitecol","walloon",2,0,2,14.01436,0.014459,0.0012984,1
"whitecol","walloon",0,0,2,13.87005,0.0685383,0.0151924,1
"inactself","walloon",0,0,2,13.34563,0,0.018724,4
"bluecol","walloon",2,0,2,14.01529,0.0196048,0.0098859,1
"whitecol","walloon",0,0,4,14.04812,0,0.0099184,2
"whitecol","walloon",1,0,2,14.11624,0,0.0488391,1
"inactself","walloon",0,0,2,13.43802,0,0.0287932,4
"inactself","walloon",0,0,2,12.78189,0.0605933,0,2
"whitecol","walloon",0,0,2,14.02473,0,0.065972,3
"bluecol","walloon",1,1,2,13.83378,0,0.0116885,0
"inactself","walloon",0,0,1,12.69441,0,0,4
"inactself","walloon",2,0,2,13.2425,0.0304349,0.0171968,1
"whitecol","walloon",4,1,2,13.80332,0.1020362,0,1
"bluecol","walloon",2,0,2,13.80558,0.0299479,0.0029087,1
"whitecol","walloon",0,0,1,13.99244,0.0108584,0.0047087,1
"whitecol","walloon",1,0,1,13.24013,0.0354138,0.0439614,1
"whitecol","walloon",0,0,2,14.39503,0,0.0214134,3
"whitecol","walloon",0,0,4,14.57503,0,0.0132741,2
"inactself","walloon",0,0,2,13.66026,0,0.0512067,4
"inactself","walloon",0,0,2,13.75922,0.0167572,0.0380104,4
"inactself","walloon",0,0,1,13.69051,0,0.0034946,4
"whitecol","walloon",2,0,1,13.1815,0,0.0110847,2
"whitecol","walloon",0,0,1,13.31797,0.0536821,0.0576309,1
"whitecol","walloon",0,0,3,14.16577,0,0.0140457,3
"whitecol","walloon",1,0,2,14.39589,0.002982,0.0292319,1
"inactself","walloon",0,0,1,13.55221,0,0.0759495,3
"whitecol","walloon",2,0,2,13.92615,0,0.0418408,3
"whitecol","walloon",0,0,1,13.65366,0.0731514,0.005474,2
"whitecol","walloon",0,0,2,13.28308,0,0,3
"bluecol","walloon",0,0,3,13.85627,0.0155299,0.0241935,2
"whitecol","walloon",2,0,2,14.33833,0.0672499,0.0371156,2
"whitecol","walloon",5,0,3,13.92153,0,0,2
"bluecol","walloon",2,0,2,13.7771,0,0.0206003,1
"whitecol","walloon",1,0,2,13.90719,0.0224887,0.1024693,2
"inactself","walloon",1,0,2,13.27221,0,0.0065079,4
"inactself","walloon",0,0,1,13.95622,0,0.019359,4
"inactself","walloon",1,0,4,13.2955,0.0726645,0.0201442,2
"inactself","walloon",0,0,2,13.08073,0,0.0213923,4
"inactself","walloon",0,0,2,13.72739,0,0.0945424,4
"bluecol","walloon",0,0,2,13.55644,0.0331655,0.1125004,1
"whitecol","walloon",1,0,2,14.34866,0,0.0347477,1
"inactself","walloon",0,0,2,14.13739,0,0.0407737,3
"whitecol","walloon",2,0,2,14.61424,0,0.0108354,1
"whitecol","walloon",2,0,3,14.61765,0,0.0310674,2
"inactself","walloon",0,0,2,13.81898,0,0.0055009,4
"inactself","walloon",0,0,2,13.17378,0,0,4
"bluecol","walloon",2,0,2,13.70015,0,0.0224277,1
"inactself","walloon",0,0,2,13.53807,0,0.0258091,4
"whitecol","walloon",1,1,2,14.48546,0,0.0134668,1
"whitecol","walloon",0,0,4,14.82043,0.0152872,0.0042772,3
"whitecol","walloon",0,0,1,13.45523,0,0,3
"bluecol","walloon",1,0,2,13.47136,0,0.1068273,2
"whitecol","walloon",2,0,2,13.7979,0,0.0352054,1
"inactself","walloon",0,0,2,13.15609,0,0.0680575,4
"inactself","walloon",1,0,2,14.18492,0.0109477,0.0386832,2
"whitecol","walloon",1,0,2,14.14859,0.010937,0.021487,2
"inactself","walloon",0,0,3,13.45949,0,0,4
"whitecol","walloon",0,0,2,13.89534,0,0.0274987,2
"bluecol","walloon",1,0,2,14.14294,0.0027678,0.0311477,1
"inactself","walloon",3,0,2,13.41044,0.0006477,0.0016553,1
"bluecol","walloon",0,0,2,13.62308,0.0162918,0.045137,3
"bluecol","walloon",2,0,2,14.19049,0,0.009526,1
"inactself","walloon",0,0,1,13.45339,0,0.0212699,4
"whitecol","walloon",1,0,2,13.70319,0,0.0419843,1
"whitecol","walloon",2,0,2,13.81168,0.0092514,0.0232248,1
"inactself","walloon",1,0,2,14.06704,0.0146502,0.0126004,1
"whitecol","walloon",2,0,2,14.02493,0.0414028,0.0045744,1
"whitecol","walloon",0,0,3,13.89986,0,0.0037389,2
"inactself","walloon",0,0,1,13.95817,0,0,4
"whitecol","walloon",3,0,2,13.76993,0,0,2
"inactself","walloon",0,0,2,13.56671,0.0140047,0.0414088,4
"inactself","walloon",2,0,1,13.45398,0.1279915,0.0248576,2
"inactself","walloon",0,0,4,14.55962,0.0104344,0.0126449,3
"whitecol","walloon",0,0,4,13.75157,0.0605206,0.072942,2
"inactself","walloon",0,0,1,13.24084,0.1238957,0.1124903,4
"whitecol","walloon",0,0,3,13.76849,0.0856961,0.0303626,3
"bluecol","walloon",1,0,2,13.91917,0,0.0029102,0
"inactself","walloon",0,0,2,13.86919,0,0.0370639,4
"inactself","walloon",0,0,2,13.5348,0,0.0593714,4
"bluecol","walloon",2,0,2,13.88486,0,0.0020601,1
"inactself","walloon",0,0,2,13.83173,0.0328234,0,4
"inactself","walloon",0,0,3,13.70719,0,0.0077696,4
"inactself","walloon",3,0,2,13.13636,0.0551901,0,1
"whitecol","walloon",0,0,3,13.90391,0.0610604,0.0117317,3
"whitecol","walloon",2,0,1,13.36149,0,0.0026454,1
"inactself","walloon",3,0,2,14.34176,0,0.0131161,2
"inactself","walloon",0,0,1,12.95569,0,0.0240149,4
"inactself","walloon",0,0,2,13.24543,0.0138148,0.0587819,4
"inactself","walloon",0,0,1,13.16663,0,0.0148786,4
"bluecol","walloon",2,0,2,14.08343,0,0,0
"bluecol","walloon",0,0,1,13.66375,0,0.0045799,2
"whitecol","walloon",0,0,3,13.93521,0,0.1786025,1
"whitecol","walloon",2,0,2,14.04884,0.0185494,0.0138265,2
"whitecol","walloon",1,0,2,13.67518,0,0.0035072,1
"inactself","walloon",1,0,1,12.62116,0,0,2
"inactself","walloon",0,0,3,14.10092,0,0.0054393,4
"inactself","walloon",0,0,1,13.31708,0,0.0417788,4
"inactself","walloon",0,0,3,13.9887,0,0.0303963,4
"bluecol","walloon",1,0,2,13.65134,0,0,0
"whitecol","walloon",0,0,3,14.13767,0.031041,0.0176073,3
"inactself","walloon",1,0,2,13.568,0.0767037,0.0413912,1
"whitecol","walloon",0,0,4,13.76607,0.097461,0.0443933,2
"inactself","walloon",0,0,2,13.2,0,0,4
"inactself","walloon",0,0,2,13.59254,0,0.0166021,4
"inactself","walloon",2,0,3,13.34936,0.0243476,0,1
"whitecol","walloon",1,0,3,14.46822,0,0.0291128,2
"inactself","walloon",0,0,2,13.03565,0,0.0145527,4
"whitecol","walloon",1,0,1,13.15683,0.0044983,0.0084864,2
"inactself","walloon",0,0,2,13.86537,0.0109597,0.0262614,4
"whitecol","walloon",0,0,5,14.89111,0,0.0248944,3
"whitecol","walloon",0,0,3,13.63059,0.0699979,0.0085181,3
"whitecol","walloon",1,0,5,13.77059,0.0481972,0.0236844,2
"whitecol","walloon",0,0,6,14.4312,0,0.0015106,2
"whitecol","walloon",0,0,3,13.79397,0.0537148,0.0023501,2
"whitecol","walloon",1,0,2,14.23486,0.0194876,0.0033768,3
"inactself","walloon",0,0,2,13.89048,0,0.0119014,4
"whitecol","walloon",1,0,2,14.03298,0.0877381,0.0796701,1
"whitecol","walloon",0,0,2,13.89886,0,0.0139642,3
"inactself","walloon",0,0,3,14.29969,0.0028961,0.0282196,4
"whitecol","walloon",0,0,2,13.28746,0.0712164,0.0223212,0
"inactself","walloon",0,0,1,13.07517,0,0,4
"whitecol","walloon",2,0,2,13.7741,0.0086301,0.0009756,1
"inactself","walloon",0,0,2,13.23281,0,0.0818357,4
"inactself","walloon",0,0,2,13.66944,0.0020414,0,4
"inactself","walloon",0,0,1,12.93754,0,0.0119531,4
"inactself","walloon",0,0,2,12.55144,0,0,0
"bluecol","walloon",3,0,2,13.95337,0.0386822,0.0185465,1
"inactself","walloon",2,0,4,13.94679,0,0.0138702,4
"inactself","walloon",0,0,2,13.53611,0.0342751,0.0636047,4
"whitecol","walloon",3,0,2,14.32819,0,0,1
"inactself","walloon",0,0,2,13.79155,0,0.0216936,4
"inactself","walloon",0,0,1,12.61005,0.036601,0.0427835,3
"inactself","walloon",0,0,2,14.07351,0,0.0037084,4
"whitecol","walloon",1,0,1,13.58186,0,0,0
"inactself","walloon",0,0,2,13.74312,0,0.0390831,4
"whitecol","walloon",2,0,2,14.1213,0,0.025835,2
"inactself","walloon",0,0,2,14.01188,0.0144949,0.0088383,4
"inactself","walloon",0,0,1,12.9715,0.042197,0,4
"whitecol","walloon",2,0,2,13.94295,0.0086203,0.0184168,2
"inactself","walloon",0,0,3,13.69348,0,0.0334463,2
"inactself","walloon",0,0,3,14.59754,0,0.011893,4
"inactself","walloon",0,0,2,13.53363,0.0324513,0,4
"whitecol","walloon",0,0,2,13.88844,0,0.0090958,2
"inactself","walloon",0,0,4,15.02109,0.0023063,0.0046009,2
"inactself","walloon",0,0,2,13.96721,0.0160439,0.0413882,4
"whitecol","walloon",1,1,2,14.47933,0,0.0115045,1
"whitecol","walloon",1,1,2,13.95592,0,0.0010949,1
"inactself","walloon",0,0,3,13.34556,0.0904274,0.0053565,4
"bluecol","walloon",0,0,3,14.04576,0,0.0407192,3
"inactself","walloon",0,0,1,13.45991,0,0.042246,4
"inactself","walloon",0,0,1,13.31283,0,0.0207105,4
"inactself","walloon",0,0,1,13.23775,0,0.0815395,4
"inactself","walloon",0,0,2,14.01416,0,0.0100938,4
"bluecol","walloon",2,0,2,13.92095,0,0.0006048,1
"inactself","walloon",3,1,2,13.80768,0.0157589,0.0120339,1
"inactself","walloon",0,0,1,13.41884,0,0,3
"bluecol","walloon",3,0,2,13.71358,0.0881237,0.020277,1
"inactself","walloon",0,0,2,13.81611,0,0.0085869,4
"inactself","walloon",0,0,2,13.77257,0,0.0246385,4
"inactself","walloon",0,0,2,13.57696,0,0.031273,4
"inactself","walloon",0,0,1,12.92854,0.0611795,0.0029716,0
"inactself","walloon",1,0,2,14.50057,0,0.0080811,2
"inactself","walloon",0,0,1,12.83442,0,0,4
"bluecol","walloon",1,0,2,13.57918,0.0143632,0.0199109,0
"whitecol","walloon",0,0,1,13.04601,0.0208961,0.002979,1
"bluecol","walloon",0,0,1,13.1316,0,0,2
"whitecol","walloon",3,0,2,14.01911,0.0179473,0.0356263,1
"whitecol","walloon",0,0,1,13.31606,0,0.0718385,2
"inactself","walloon",0,0,2,13.86088,0,0.0144187,4
"inactself","walloon",0,0,1,12.6754,0.0356493,0,0
"inactself","walloon",0,0,1,13.33375,0.0811079,0.0238564,4
"inactself","walloon",2,0,1,13.55523,0.0302634,0.0122828,2
"inactself","walloon",2,0,2,14.63829,0,0.0025088,1
"inactself","walloon",0,1,2,14.92752,0,0.0135509,1
"inactself","walloon",0,0,1,13.1946,0.0287578,0.0765162,4
"inactself","walloon",3,0,2,14.15703,0,0.0083364,1
"inactself","walloon",0,0,2,14.15674,0.0085137,0.0153795,4
"inactself","walloon",1,0,2,13.56957,0.0555519,0.0120311,0
"inactself","walloon",0,0,2,14.03095,0.040715,0.0163689,4
"inactself","walloon",0,0,1,13.29052,0,0,0
"whitecol","walloon",1,0,4,14.54192,0.0028148,0.0113278,2
"inactself","walloon",0,0,1,13.74077,0,0.0557336,1
