"stateur","statemb","state","age","tenure","joblost","nwhite","school12","sex","bluecol","smsa","married","dkids","dykids","yrdispl","rr","head","ui"
7.5,210,93,36,1,"slack_work","no","no","female","yes","yes","yes","yes","yes",10,0.3943662,"no","no"
7.5,177,41,58,2,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.5,"yes","yes"
6.3,180,21,28,9,"slack_work","no","no","male","yes","yes","yes","no","no",5,0.2254777,"yes","yes"
5.7,203,22,29,3,"slack_work","no","no","male","yes","yes","no","no","no",4,0.5486487,"no","yes"
3.9,141,12,55,23,"other","no","no","male","yes","no","yes","no","no",4,0.5127273,"yes","yes"
5.7,203,22,61,8,"other","no","no","female","yes","yes","yes","no","no",4,0.6007067,"no","yes"
9.5,150,51,33,7,"slack_work","yes","no","male","yes","no","yes","yes","no",1,0.3744394,"yes","yes"
5,159,54,33,11,"other","yes","no","female","yes","yes","no","yes","no",5,0.5194175,"yes","yes"
6.2,170,22,29,8,"other","no","no","male","yes","yes","no","yes","yes",3,0.6640927,"yes","yes"
5.7,203,22,27,7,"other","no","no","male","yes","yes","no","no","no",4,0.4413044,"no","yes"
9.7,146,42,38,5,"slack_work","no","yes","male","yes","no","yes","yes","no",1,0.4429348,"yes","yes"
15,223,55,21,2,"seasonal_job_ended","no","no","male","yes","no","no","no","no",3,0.516129,"yes","yes"
9.7,166,93,20,2,"slack_work","no","no","male","yes","yes","no","no","no",2,0.3938224,"no","yes"
6.6,190,84,42,7,"other","no","no","male","yes","no","yes","yes","no",2,0.3796296,"yes","no"
4.5,167,42,28,2,"slack_work","no","yes","male","yes","yes","yes","no","no",7,0.5677966,"yes","yes"
9.2,276,34,41,8,"slack_work","no","yes","male","yes","yes","yes","yes","no",10,0.5232068,"yes","no"
5.9,200,59,38,1,"other","no","no","male","yes","yes","yes","yes","no",9,0.4558011,"yes","yes"
12.4,90,63,39,9,"other","yes","no","female","yes","no","no","yes","yes",1,0.2188184,"yes","yes"
8.5,176,84,31,3,"other","no","no","female","yes","no","yes","yes","no",1,0.5988024,"no","yes"
10.8,105,64,28,1,"slack_work","no","no","male","yes","no","yes","yes","yes",3,0.301105,"yes","yes"
5.5,145,58,30,3,"other","yes","yes","male","yes","no","no","no","no",6,0.5198238,"yes","yes"
4.1,240,15,58,14,"slack_work","no","no","male","yes","yes","yes","no","no",8,0.4792627,"yes","yes"
11,179,35,24,1,"position_abolished","no","yes","male","yes","yes","yes","yes","yes",1,0.4985075,"yes","yes"
11.2,197,34,38,8,"other","no","no","male","yes","yes","no","yes","no",3,0.4377683,"yes","yes"
11.2,197,34,38,8,"other","no","no","male","yes","yes","yes","yes","no",3,0.488746,"yes","yes"
11.9,110,62,22,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.3342391,"yes","yes"
4.5,266,23,57,27,"other","no","no","female","yes","no","yes","no","no",8,0.5172414,"no","yes"
6.8,150,59,27,1,"slack_work","yes","no","male","yes","yes","no","no","no",4,0.5017065,"no","yes"
5.2,165,83,26,5,"slack_work","no","no","male","yes","no","no","no","no",1,0.4717949,"yes","yes"
6.2,125,57,59,30,"other","no","no","female","yes","no","no","no","no",5,0.5,"no","yes"
6.1,133,11,30,1,"slack_work","no","no","female","yes","no","no","yes","no",3,0.5903614,"yes","yes"
11.5,205,72,34,1,"other","no","yes","male","yes","yes","no","no","no",4,0.3416667,"no","no"
15,223,55,37,16,"other","no","no","male","yes","yes","yes","yes","no",3,0.519337,"yes","yes"
3.7,169,13,42,2,"slack_work","no","no","male","yes","yes","yes","yes","no",8,0.5752212,"yes","yes"
7.7,125,59,38,10,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.2077728,"yes","yes"
6.3,170,85,30,1,"other","no","yes","male","yes","yes","no","no","no",9,0.5,"no","no"
6.7,166,56,58,39,"other","no","no","female","yes","yes","yes","yes","no",3,0.4804469,"no","yes"
4.4,120,46,43,4,"other","no","no","male","yes","no","yes","yes","yes",3,0.497992,"yes","yes"
5.4,190,47,27,5,"slack_work","no","no","male","yes","no","no","no","no",5,0.5436047,"yes","yes"
8.8,204,92,26,1,"position_abolished","no","no","male","yes","yes","no","no","no",4,0.65,"no","no"
11.4,168,33,23,2,"slack_work","no","no","male","yes","no","no","no","no",2,0.5019305,"no","no"
11.2,197,34,37,18,"other","no","yes","male","yes","yes","yes","yes","no",3,0.2318182,"yes","yes"
11.2,197,34,25,3,"other","no","no","female","yes","no","no","yes","yes",3,0.5229358,"yes","no"
9.9,105,43,24,6,"slack_work","no","no","male","yes","yes","yes","no","no",2,0.2461874,"no","yes"
5.8,198,54,40,17,"slack_work","no","no","male","yes","no","no","no","no",10,0.3949367,"no","no"
8.1,147,31,54,4,"slack_work","no","no","male","yes","yes","yes","no","no",5,0.0916614,"yes","yes"
9.1,214,23,31,2,"other","no","no","female","yes","yes","yes","yes","no",3,0.519337,"no","yes"
6.7,197,73,29,7,"other","no","no","male","yes","yes","yes","yes","no",10,0.416,"yes","no"
5.2,245,21,50,3,"position_abolished","no","no","male","yes","no","yes","yes","no",9,0.3775701,"no","no"
10,156,94,25,3,"seasonal_job_ended","no","no","male","yes","no","no","no","no",3,0.0782609,"yes","yes"
6.6,224,74,47,12,"other","no","no","male","yes","yes","yes","yes","no",10,0.2240506,"yes","yes"
9.7,166,93,49,4,"slack_work","yes","no","female","yes","yes","yes","yes","no",2,0.3925,"no","yes"
9.1,145,81,40,1,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.3632287,"yes","yes"
4.3,183,44,34,9,"seasonal_job_ended","no","no","male","yes","no","yes","yes","yes",8,0.2694915,"yes","yes"
6.3,150,59,54,5,"other","no","no","male","yes","yes","yes","no","no",3,0.3743961,"yes","yes"
7.5,188,11,38,2,"slack_work","no","yes","male","yes","yes","yes","yes","no",10,0.2512648,"yes","yes"
4.6,176,73,24,2,"slack_work","yes","no","male","yes","no","no","no","no",1,0.5179487,"no","yes"
11.4,168,33,48,7,"other","yes","no","male","yes","yes","yes","yes","no",2,0.4985075,"yes","yes"
6.2,166,61,28,4,"slack_work","no","no","male","yes","yes","no","no","no",8,0.615,"no","yes"
7.1,263,34,60,14,"slack_work","no","no","male","yes","yes","yes","yes","no",8,0.3285303,"yes","yes"
9,161,33,49,7,"other","no","no","female","yes","yes","yes","yes","no",4,0.48125,"no","no"
5.6,125,57,31,5,"other","no","no","male","yes","yes","yes","yes","no",6,0.4978903,"yes","no"
7.2,170,21,37,9,"position_abolished","no","yes","male","yes","yes","yes","no","no",3,0.4983923,"yes","yes"
7,145,63,36,1,"slack_work","yes","no","female","yes","yes","yes","yes","no",8,0.543956,"no","yes"
2.8,160,13,29,1,"slack_work","no","no","male","yes","no","yes","no","no",7,0.4591195,"yes","yes"
5.6,200,59,35,6,"slack_work","no","no","male","yes","yes","yes","yes","yes",8,0.3339731,"yes","yes"
6.2,217,74,23,1,"slack_work","no","no","male","yes","yes","no","yes","no",9,0.5214286,"no","no"
12.3,147,31,28,2,"slack_work","no","no","female","yes","no","yes","no","no",1,0.5,"no","yes"
5.3,228,41,25,5,"slack_work","no","no","female","yes","yes","no","no","no",5,0.5,"yes","yes"
6.8,150,59,20,1,"other","no","no","male","yes","yes","yes","no","no",4,0.5,"yes","no"
6.8,176,33,31,4,"other","no","no","male","yes","no","no","no","no",7,0.4911504,"no","yes"
6.6,291,22,29,11,"slack_work","yes","yes","male","yes","yes","no","no","no",10,0.3639241,"no","yes"
6.8,150,59,26,3,"other","no","no","male","yes","yes","yes","yes","yes",4,0.5,"yes","no"
8,120,62,38,2,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","yes",5,0.4194915,"yes","yes"
4.9,237,91,27,1,"other","yes","no","female","yes","yes","no","no","no",9,0.2152318,"no","no"
8.9,120,63,57,11,"other","no","no","female","yes","yes","yes","no","no",4,0.544,"no","no"
7.5,275,34,40,12,"other","no","no","male","yes","yes","yes","yes","no",9,0.5242718,"yes","no"
6.1,206,82,36,5,"other","no","yes","male","yes","no","yes","yes","yes",10,0.5,"yes","yes"
5.5,238,92,56,25,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.4444444,"yes","yes"
4.2,167,54,59,36,"other","no","no","male","yes","yes","yes","no","no",6,0.3788969,"yes","yes"
10.8,225,55,28,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",6,0.5170068,"yes","yes"
8.6,145,22,33,5,"other","yes","no","male","yes","yes","yes","yes","yes",1,0.6666667,"yes","yes"
5.5,165,58,53,12,"other","yes","no","female","yes","yes","yes","no","no",8,0.5210084,"no","yes"
6.2,170,22,31,6,"other","no","no","female","yes","yes","yes","no","no",3,0.6640927,"no","yes"
12.6,105,64,22,2,"position_abolished","yes","no","male","yes","no","no","no","no",2,0.5,"yes","no"
7.5,210,93,22,3,"other","no","no","male","yes","yes","no","no","no",10,0.3932584,"no","no"
4.6,205,52,30,4,"other","yes","no","male","yes","no","no","no","no",9,0.5425101,"no","no"
5,279,22,44,2,"slack_work","no","yes","male","yes","yes","yes","yes","no",9,0.5582525,"yes","no"
6.8,150,59,46,11,"position_abolished","no","no","male","yes","yes","no","no","no",4,0.2798508,"yes","no"
9.1,145,81,35,7,"position_abolished","no","no","male","yes","no","yes","yes","yes",1,0.3632287,"yes","yes"
5.7,106,46,21,2,"other","no","no","male","yes","no","yes","no","no",2,0.5428572,"yes","yes"
5.7,184,31,32,15,"slack_work","no","no","male","yes","no","yes","yes","yes",9,0.3665048,"yes","yes"
9.4,147,31,52,17,"other","no","no","female","yes","yes","yes","no","no",3,0.3671498,"no","yes"
3.4,140,45,43,1,"position_abolished","no","no","male","yes","no","yes","yes","no",10,0.2810127,"yes","no"
4.4,200,35,27,6,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",8,0.478022,"no","yes"
6.3,135,13,37,1,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.3871795,"yes","yes"
7.8,166,93,37,2,"other","no","no","male","yes","yes","no","no","no",3,0.3924731,"yes","no"
4.5,266,23,27,2,"slack_work","yes","no","male","yes","yes","no","no","no",8,0.518732,"no","yes"
9,161,33,36,1,"slack_work","yes","no","male","yes","yes","yes","yes","no",4,0.4822335,"yes","no"
8.4,130,64,56,9,"slack_work","no","no","male","yes","no","yes","yes","no",7,0.3241758,"no","no"
6.4,196,31,42,4,"slack_work","no","yes","male","yes","yes","yes","yes","no",10,0.2886406,"yes","yes"
7.4,197,73,24,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",6,0.5180723,"yes","no"
8,168,74,22,2,"slack_work","no","no","male","yes","yes","no","no","no",2,0.5206186,"yes","yes"
9.7,166,93,52,9,"slack_work","yes","yes","male","yes","yes","yes","no","no",2,0.344894,"yes","yes"
6,157,31,29,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",7,0.5,"yes","yes"
7.8,166,93,40,18,"slack_work","no","no","male","yes","yes","yes","yes","yes",3,0.2555721,"yes","yes"
8.4,180,83,21,1,"other","no","no","male","yes","no","yes","yes","yes",2,0.4490741,"yes","yes"
5.5,145,58,27,3,"slack_work","no","no","male","yes","yes","no","no","no",6,0.4126506,"no","yes"
5.3,165,51,33,3,"slack_work","no","yes","male","yes","yes","yes","yes","no",4,0.2357143,"yes","no"
8.9,147,31,23,3,"other","no","yes","male","yes","yes","no","no","no",4,0.5,"no","yes"
7.2,166,93,28,2,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.2766667,"yes","yes"
10.3,115,64,41,9,"other","no","no","male","yes","no","yes","yes","no",4,0.2421053,"yes","yes"
7,185,73,31,2,"other","no","no","female","yes","yes","no","yes","no",3,0.5227273,"yes","yes"
5.4,200,83,42,5,"slack_work","no","no","male","yes","no","yes","no","no",9,0.385514,"yes","yes"
4.7,165,57,54,31,"position_abolished","no","no","male","yes","no","yes","no","no",9,0.2666667,"yes","yes"
7.3,196,35,26,5,"other","no","no","male","yes","no","no","no","no",3,0.5,"no","no"
9.8,149,88,47,1,"slack_work","no","no","male","yes","no","yes","yes","no",2,0.5202312,"yes","yes"
6,187,33,53,1,"position_abolished","no","no","male","yes","no","yes","no","no",8,0.4884793,"yes","yes"
6.6,291,22,48,6,"slack_work","no","no","male","yes","yes","yes","no","no",10,0.6012658,"yes","yes"
5.1,260,41,33,1,"other","no","no","male","yes","yes","yes","yes","no",10,0.4981949,"yes","no"
6.3,157,83,30,7,"other","no","no","female","yes","no","yes","no","no",3,0.5217391,"no","yes"
8.9,147,31,39,19,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.3602941,"yes","yes"
12.2,158,31,48,11,"position_abolished","no","no","male","yes","no","yes","yes","no",2,0.3288462,"yes","no"
6.3,198,83,29,1,"seasonal_job_ended","no","no","male","yes","no","no","no","no",7,0.2825746,"yes","yes"
14.4,194,55,29,8,"slack_work","no","no","male","yes","yes","yes","yes","no",1,0.4843049,"yes","yes"
8.8,197,34,56,2,"slack_work","no","no","male","yes","yes","yes","no","no",5,0.4467593,"yes","yes"
6.1,125,43,61,30,"other","no","no","male","yes","yes","yes","no","no",5,0.1790393,"yes","no"
4.5,132,57,26,1,"other","no","no","male","yes","yes","yes","yes","yes",7,0.5022026,"yes","no"
5.7,175,59,37,7,"other","yes","no","female","yes","no","no","no","no",5,0.5,"yes","yes"
6.4,197,87,43,4,"other","no","yes","male","yes","no","yes","no","no",6,0.3589251,"yes","yes"
8.6,142,85,35,4,"slack_work","no","yes","male","yes","no","no","no","no",2,0.5,"yes","yes"
14.2,197,34,29,5,"other","no","no","male","yes","yes","no","yes","no",2,0.4152047,"no","yes"
12.6,105,64,22,1,"other","yes","no","male","yes","no","no","no","no",2,0.4556452,"no","yes"
7.8,120,63,27,10,"other","yes","no","female","yes","yes","no","no","no",6,0.5449736,"no","no"
8.9,147,31,37,18,"position_abolished","no","no","male","yes","yes","no","no","no",4,0.294,"yes","yes"
8.2,191,41,29,5,"other","no","no","female","yes","no","yes","yes","yes",2,0.5,"no","yes"
11.5,205,72,39,1,"other","no","no","male","yes","no","yes","yes","no",4,0.5125,"yes","yes"
7.1,206,33,55,1,"slack_work","no","no","male","yes","no","yes","no","no",10,0.3171206,"yes","yes"
9.1,161,33,57,25,"other","yes","no","male","yes","yes","no","no","no",3,0.3223938,"yes","yes"
14.4,194,55,39,8,"other","no","no","male","yes","no","yes","yes","no",1,0.39779,"yes","yes"
5.7,175,59,41,21,"other","yes","no","female","yes","yes","no","no","no",5,0.5034013,"yes","yes"
9.1,161,33,33,8,"other","yes","no","female","yes","yes","yes","yes","no",3,0.4782609,"no","yes"
6.8,150,59,38,12,"other","no","no","female","yes","yes","yes","yes","no",4,0.4166667,"no","yes"
11.9,110,62,30,2,"seasonal_job_ended","no","no","male","yes","no","no","no","no",1,0.2900943,"yes","yes"
9.1,161,33,25,3,"other","no","no","male","yes","no","no","yes","no",3,0.4819277,"no","no"
6.2,205,91,24,1,"other","no","yes","female","yes","yes","no","no","no",7,0.5201465,"no","yes"
2.8,160,13,56,6,"other","no","no","female","yes","no","yes","yes","no",7,0.5770925,"no","yes"
9.3,140,61,36,8,"slack_work","no","yes","male","yes","no","yes","yes","yes",5,0.1937765,"yes","yes"
7.2,170,21,54,11,"other","no","no","male","yes","yes","yes","no","no",3,0.5021459,"yes","yes"
4,255,14,21,3,"other","no","no","male","yes","yes","no","no","no",8,0.4241843,"yes","no"
5.5,150,43,35,11,"other","no","no","male","yes","no","yes","no","no",8,0.5852535,"yes","no"
6.4,120,43,30,1,"seasonal_job_ended","no","yes","male","yes","yes","no","no","no",4,0.24,"yes","no"
7,185,73,26,1,"other","yes","no","male","yes","yes","no","no","no",3,0.5221675,"yes","yes"
8.4,130,64,25,2,"slack_work","yes","yes","female","yes","no","yes","yes","yes",7,0.5,"no","yes"
8,168,74,40,2,"slack_work","no","yes","male","yes","yes","yes","no","no",2,0.4189815,"yes","no"
4,255,14,23,1,"other","no","no","female","yes","no","no","no","no",8,0.5,"yes","yes"
5.5,162,42,43,4,"position_abolished","no","no","female","yes","yes","yes","yes","no",6,0.565445,"no","no"
5.4,225,35,47,7,"other","no","no","male","yes","no","yes","no","no",10,0.4027149,"yes","yes"
8.6,125,59,42,6,"slack_work","no","no","male","yes","yes","yes","yes","no",2,0.5,"yes","yes"
6.6,170,43,26,1,"slack_work","no","yes","male","yes","yes","no","no","no",10,0.5858586,"no","no"
7,189,74,21,2,"slack_work","no","no","female","yes","yes","yes","no","no",4,0.52,"no","no"
7.5,177,41,58,8,"other","no","no","female","yes","yes","no","no","no",1,0.5,"no","yes"
9.7,166,93,28,2,"slack_work","no","no","female","yes","yes","no","no","no",2,0.3924051,"no","yes"
8.9,189,74,33,5,"slack_work","no","no","male","yes","yes","no","no","no",5,0.5212464,"no","yes"
9.1,161,33,38,1,"slack_work","yes","yes","male","yes","yes","no","no","no",3,0.2689211,"no","yes"
7.5,210,93,29,6,"slack_work","no","no","male","yes","yes","no","no","no",10,0.3924051,"yes","no"
5,200,59,28,2,"other","no","no","male","yes","yes","yes","no","no",7,0.5,"no","no"
8.6,142,85,37,1,"slack_work","no","yes","male","yes","no","yes","yes","no",2,0.4047619,"yes","no"
9,161,33,43,8,"other","no","no","male","yes","no","no","no","no",4,0.4014963,"yes","yes"
6.9,177,85,52,11,"slack_work","yes","no","female","yes","yes","no","no","no",10,0.4666667,"yes","yes"
9.3,140,61,24,2,"other","no","yes","male","yes","yes","no","no","no",3,0.4662379,"yes","no"
8.9,147,31,29,5,"other","no","no","male","yes","yes","yes","no","no",4,0.2826923,"yes","yes"
6.1,125,43,31,4,"other","no","no","male","yes","yes","yes","yes","no",5,0.3484419,"yes","yes"
9.4,136,93,26,1,"other","no","no","male","yes","yes","no","no","no",1,0.4205128,"yes","no"
7.3,210,74,52,1,"slack_work","no","no","male","yes","yes","yes","no","no",7,0.5,"yes","yes"
9.1,161,33,32,13,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.3223938,"yes","yes"
5.8,166,93,26,1,"position_abolished","yes","yes","male","yes","yes","no","no","no",6,0.3943662,"no","no"
10.2,130,64,42,10,"slack_work","yes","no","male","yes","no","yes","yes","no",6,0.4977579,"yes","no"
12.6,105,64,46,6,"other","no","no","female","yes","no","no","no","no",2,0.5,"no","no"
6,272,14,24,1,"slack_work","no","no","male","yes","yes","no","no","no",9,0.4979757,"no","yes"
3.2,220,14,44,13,"other","no","no","female","yes","no","yes","yes","no",6,0.5012285,"no","no"
7.3,225,59,43,13,"other","no","no","male","yes","yes","yes","no","no",10,0.5,"yes","no"
5.4,280,23,33,2,"other","no","no","male","yes","yes","yes","no","no",9,0.5212121,"yes","yes"
9,161,33,38,15,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.3659091,"yes","yes"
9,161,33,38,2,"slack_work","yes","yes","female","yes","yes","no","yes","no",4,0.48,"yes","yes"
6.2,225,51,26,1,"slack_work","no","no","male","yes","no","no","no","no",10,0.5021097,"no","yes"
4.5,167,42,37,18,"other","no","no","male","yes","yes","yes","yes","no",7,0.2783883,"yes","yes"
6.2,225,51,30,2,"other","no","no","male","yes","yes","no","no","no",10,0.2253164,"yes","yes"
8,143,42,24,2,"other","no","no","female","yes","yes","yes","no","no",4,0.5666667,"no","no"
7.4,197,73,24,1,"slack_work","yes","no","female","yes","yes","no","yes","yes",6,0.5211267,"yes","yes"
3.9,187,44,24,2,"other","no","no","male","yes","yes","yes","no","no",9,0.3989899,"yes","yes"
6.9,291,23,32,13,"slack_work","yes","no","male","yes","yes","no","no","no",10,0.5208333,"yes","yes"
7.3,225,59,37,1,"slack_work","no","yes","female","yes","yes","no","no","no",10,0.5,"yes","yes"
5.9,200,59,36,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",9,0.5,"yes","yes"
7.4,213,84,35,5,"slack_work","no","no","male","yes","yes","no","no","no",5,0.5318066,"yes","yes"
6.2,225,51,31,1,"slack_work","yes","no","female","yes","no","no","no","no",10,0.5,"no","no"
9.4,136,93,40,18,"other","no","yes","male","yes","yes","yes","yes","no",1,0.3027889,"yes","yes"
9.1,214,23,52,5,"slack_work","no","no","male","yes","yes","yes","no","no",3,0.5195823,"yes","yes"
9.7,166,93,29,2,"seasonal_job_ended","no","yes","male","yes","yes","yes","yes","yes",2,0.2810047,"yes","no"
8,120,62,36,12,"slack_work","no","no","male","yes","no","no","no","no",5,0.4,"yes","yes"
8.9,120,63,22,2,"other","no","no","male","yes","no","no","no","no",4,0.3,"no","yes"
7.3,210,74,37,1,"slack_work","no","yes","male","yes","yes","yes","yes","no",7,0.5192308,"yes","no"
9.1,214,23,25,6,"other","no","no","female","yes","yes","yes","yes","yes",3,0.4466801,"no","yes"
10.3,190,23,37,7,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.4753363,"yes","yes"
10.8,188,94,41,3,"other","no","no","male","yes","no","yes","no","no",6,0.2684766,"yes","yes"
6.9,193,81,31,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.4894515,"yes","no"
5.8,198,54,29,4,"other","no","no","male","yes","yes","yes","yes","yes",10,0.5189874,"no","yes"
6.7,166,56,35,2,"other","no","no","female","yes","yes","yes","no","no",3,0.4980695,"no","yes"
9.1,214,23,41,4,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.4118738,"yes","yes"
8.8,158,81,24,1,"slack_work","no","no","male","yes","no","no","no","no",2,0.1979167,"no","yes"
8,224,23,59,35,"other","no","no","female","yes","yes","no","no","no",4,0.52,"yes","yes"
3.5,228,56,20,1,"slack_work","yes","no","male","yes","yes","no","no","no",8,0.4976526,"yes","no"
9,161,33,35,16,"other","no","no","male","yes","no","yes","yes","no",4,0.161,"yes","no"
6.6,291,22,27,1,"slack_work","yes","no","male","yes","yes","yes","no","no",10,0.5822785,"no","no"
9.9,197,34,24,1,"other","no","no","male","yes","yes","no","no","no",4,0.49,"no","yes"
5.9,182,74,23,1,"position_abolished","no","no","female","yes","yes","no","no","no",3,0.5225806,"no","no"
5.5,165,58,45,4,"other","no","yes","male","yes","yes","yes","yes","no",8,0.5192308,"yes","no"
11.7,148,33,26,5,"other","no","no","male","yes","yes","yes","yes","yes",1,0.4483696,"yes","yes"
9.3,140,61,40,3,"slack_work","no","no","male","yes","no","yes","yes","no",3,0.2334944,"yes","yes"
4.8,179,44,38,8,"other","no","no","male","yes","yes","yes","yes","yes",7,0.3988439,"yes","yes"
6.3,135,86,30,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",7,0.3379121,"yes","no"
9.7,166,93,24,2,"seasonal_job_ended","no","no","male","yes","no","yes","yes","yes",2,0.3938224,"yes","yes"
8.6,115,62,21,2,"slack_work","no","no","male","yes","no","no","no","no",3,0.4134615,"no","no"
9.4,136,93,39,13,"slack_work","no","yes","male","yes","yes","yes","yes","yes",1,0.3408072,"yes","yes"
11.2,197,34,34,7,"other","no","yes","male","yes","yes","yes","yes","yes",3,0.4864865,"yes","no"
5.5,169,31,40,15,"other","no","no","male","yes","no","yes","no","no",8,0.2821497,"yes","no"
4.8,255,41,30,5,"position_abolished","no","no","female","yes","yes","yes","yes","yes",9,0.4979757,"no","yes"
10.1,132,12,29,2,"slack_work","no","no","female","yes","no","yes","no","no",2,0.6237113,"no","yes"
8,224,23,27,6,"slack_work","no","no","male","yes","yes","no","no","no",4,0.52,"no","yes"
8.4,206,53,49,20,"other","yes","no","female","yes","yes","no","no","no",4,0.5640138,"yes","no"
5,214,22,27,7,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",5,0.5343512,"yes","yes"
6,187,33,20,2,"slack_work","no","no","male","yes","yes","no","no","no",8,0.4884793,"no","no"
6,166,88,40,2,"other","no","yes","male","yes","yes","yes","yes","no",5,0.2767402,"yes","no"
5.7,165,86,25,5,"slack_work","no","no","male","yes","yes","no","no","no",10,0.3430079,"yes","yes"
6,272,14,50,15,"other","no","no","male","yes","yes","no","no","no",9,0.5015197,"yes","yes"
10,136,71,42,2,"slack_work","no","no","male","yes","yes","yes","yes","no",1,0.4198895,"yes","yes"
4.8,146,13,21,3,"other","no","no","male","yes","no","no","no","no",4,0.4171429,"yes","yes"
4.3,254,41,38,1,"other","no","no","male","yes","yes","no","no","no",8,0.5014409,"yes","yes"
4.3,195,51,39,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",5,0.3537037,"yes","no"
6.3,135,13,22,1,"other","no","no","male","yes","no","no","yes","no",1,0.5,"no","yes"
5.5,202,88,25,2,"position_abolished","no","yes","male","yes","yes","no","no","no",10,0.5063291,"yes","yes"
9.2,276,34,47,10,"slack_work","no","no","female","yes","yes","no","no","no",10,0.5240507,"yes","yes"
7.2,166,93,43,1,"other","no","no","male","yes","yes","yes","yes","no",4,0.3925926,"yes","no"
5.9,182,74,41,2,"other","no","no","male","yes","yes","yes","yes","no",3,0.4034335,"yes","yes"
8.2,197,34,52,11,"slack_work","yes","no","female","yes","yes","yes","no","no",6,0.3793103,"no","yes"
5,175,47,57,1,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.5516129,"yes","no"
8.6,145,64,22,3,"slack_work","yes","no","male","yes","yes","yes","yes","yes",10,0.5023474,"yes","no"
14.6,90,64,58,4,"other","no","no","male","yes","no","yes","no","no",1,0.4484305,"yes","yes"
9.4,136,93,44,15,"other","no","no","female","yes","yes","no","no","no",1,0.3897436,"no","no"
5.9,182,74,24,1,"other","no","no","female","yes","yes","no","no","no",3,0.5225806,"yes","no"
10.1,132,12,37,2,"other","no","no","male","yes","no","no","yes","no",2,0.625,"no","no"
7,189,74,25,2,"position_abolished","no","no","male","yes","yes","yes","yes","yes",4,0.52,"yes","no"
5.2,252,23,38,5,"other","no","no","male","yes","yes","yes","yes","no",7,0.2098992,"yes","yes"
5.2,245,21,32,3,"other","no","no","female","yes","yes","yes","yes","no",9,0.4979757,"no","no"
12.4,90,63,26,3,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.2564103,"yes","yes"
5.6,190,93,51,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",9,0.3945946,"yes","yes"
5.7,203,22,34,4,"other","yes","no","female","yes","yes","yes","yes","no",4,0.6,"no","yes"
14.4,194,55,57,6,"other","no","no","male","yes","yes","yes","no","no",1,0.4528302,"yes","yes"
5,279,22,33,3,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.6006944,"no","no"
8.9,189,74,37,2,"position_abolished","no","no","male","yes","yes","no","no","no",5,0.3157895,"yes","yes"
7,189,74,23,2,"slack_work","no","yes","female","yes","yes","yes","yes","yes",4,0.52,"no","yes"
8.1,150,51,22,1,"slack_work","yes","yes","male","yes","no","no","yes","no",2,0.3,"no","no"
6.2,175,57,42,4,"slack_work","no","no","male","yes","yes","yes","no","no",10,0.2183544,"yes","yes"
6.6,224,74,26,2,"other","no","no","male","yes","no","yes","yes","yes",10,0.5189874,"yes","yes"
12.2,158,31,25,3,"slack_work","no","no","male","yes","yes","no","no","no",2,0.5,"no","no"
9,282,14,48,15,"other","no","no","female","yes","yes","yes","no","no",10,0.5,"yes","yes"
7.8,158,22,26,4,"position_abolished","no","yes","male","yes","yes","yes","no","no",2,0.6682927,"yes","no"
13,225,55,37,5,"slack_work","no","yes","male","yes","yes","yes","no","no",4,0.3461539,"yes","yes"
7.3,225,59,49,3,"slack_work","no","no","female","yes","yes","yes","yes","no",10,0.4957983,"no","no"
5.9,182,74,26,1,"other","no","no","male","yes","yes","no","no","no",3,0.4034335,"no","no"
6.5,180,21,25,1,"slack_work","no","no","male","yes","yes","no","no","no",4,0.375,"no","yes"
7,189,74,42,3,"slack_work","no","no","female","yes","yes","no","yes","no",4,0.52,"yes","yes"
7.2,150,63,29,2,"slack_work","no","yes","male","yes","no","yes","no","no",10,0.5384616,"no","no"
12.2,158,31,31,7,"other","no","no","male","yes","yes","yes","yes","yes",2,0.5,"yes","no"
