"dir","hir","lvr","ccs","mcs","pbcr","dmi","self","single","uria","comdominiom","black","deny"
0.34,0.27,0.8359375,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.34,0.21,0.91812865497076,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.36,0.26,0.817610062893082,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.19,0.19,0.629757785467128,1,2,"no","no","yes","no",1.79999995231628,0,"no","no"
0.34,0.25,0.8625,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.23,0.21,0.710059171597633,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.14,0.14,0.561440677966102,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.35,0.21,0.789473684210526,2,2,"no","no","no","no",2,0,"no","no"
0.33,0.27,0.898954703832753,2,2,"no","yes","no","no",3.20000004768372,0,"no","yes"
0.18,0.17,0.691823899371069,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.26,0.26,0.860927152317881,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.34,0.34,0.890909090909091,5,2,"no","no","no","no",3.90000009536743,0,"no","yes"
0.26,0.24,0.56390977443609,1,2,"no","no","no","yes",10.6000003814697,1,"no","no"
0.26,0.26,0.786259541984733,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.22,0.21,0.61576354679803,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.29,0.23,0.588235294117647,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.16,0.68141592920354,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.28,0.21,0.666666666666667,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.25,0.22,0.777777777777778,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.31,0.27,0.783783783783784,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.36,0.27,0.752380952380952,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.24,0.22,0.856589147286822,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.34,0.25,0.789189189189189,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.37,0.21,0.770949720670391,3,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.29,0.84390243902439,5,2,"no","yes","no","no",3.90000009536743,0,"no","yes"
0.28,0.28,0.724324324324324,2,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.36,0.25,0.753731343283582,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.36,0.22,0.918367346938776,5,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.35,0.23,0.876470588235294,3,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.24,0.12,0.465625,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.38,0.28,0.646900269541779,2,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.35,0.26,0.747663551401869,4,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.4,0.26,0.790909090909091,2,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.4,0.27,0.877697841726619,2,2,"no","no","no","no",2,0,"no","no"
0.36,0.22,0.795180722891566,5,2,"yes","no","no","no",10.6000003814697,0,"no","no"
0.38,0.33,0.869767441860465,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.4,0.28,0.882352941176471,6,2,"yes","no","no","no",4.30000019073486,0,"yes","no"
0.44,0.37,0.9,6,1,"yes","no","no","no",3.20000004768372,0,"no","yes"
0.41,0.23,0.880794701986755,6,2,"no","no","no","no",3.20000004768372,1,"yes","no"
0.37,0.24,0.8,5,2,"yes","no","no","no",3.90000009536743,1,"yes","yes"
0.33,0.33,0.9,5,2,"no","no","no","no",2,1,"yes","yes"
0.39,0.16,0.798076923076923,4,2,"no","no","yes","no",1.79999995231628,0,"no","yes"
0.32,0.23,0.832369942196532,3,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.38,0.17,0.868421052631579,6,2,"yes","no","no","no",3.09999990463257,1,"yes","yes"
0.21,0.06,0.75,2,3,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.44,0.23,0.584070796460177,1,2,"no","no","no","yes",4.30000019073486,0,"no","yes"
0.19,0.12,0.829015544041451,1,1,"yes","no","yes","no",4.30000019073486,0,"no","yes"
0.39,0.19,0.716814159292035,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.4,0.34,0.904,1,2,"no","no","no","no",3.09999990463257,1,"yes","no"
0.44,0.37,0.836734693877551,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.19,0.9,5,2,"yes","no","no","yes",3.20000004768372,0,"yes","yes"
0.36,0.31,0.777777777777778,1,2,"yes","no","no","yes",3.09999990463257,0,"yes","no"
0.27,0.25,0.722543352601156,1,1,"no","no","no","no",2,0,"no","no"
0.39,0.26,0.766467065868264,3,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.36,0.34,0.897297297297297,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.37,0.26,0.794520547945205,2,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.36,0.21,0.761006289308176,4,2,"no","no","no","no",2,1,"yes","no"
0.43,0.09,0.518072289156627,5,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.39,0.23,0.8,1,2,"no","no","no","no",3.20000004768372,1,"yes","yes"
0.33,0.32,0.9,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.43,0.27,0.9,2,1,"no","no","no","yes",3.59999990463257,1,"yes","no"
0.34,0.19,0.8,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.2,0.11,0.86046511627907,1,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.28,0.2,0.9,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.42,0.26,0.895161290322581,5,2,"no","no","no","yes",3.20000004768372,0,"no","yes"
0.39,0.22,0.9,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.74,0.66,0.8,6,2,"yes","no","no","yes",3.20000004768372,1,"yes","yes"
0.27,0.22,0.564102564102564,1,1,"no","no","no","no",3.59999990463257,0,"no","no"
0.24,0.24,0.9,5,2,"yes","no","no","yes",3.09999990463257,0,"no","no"
0.37,0.17,0.657407407407407,1,1,"no","no","no","no",3.09999990463257,1,"no","no"
0.43,0.34,0.751515151515151,6,3,"no","no","no","yes",3.20000004768372,1,"no","yes"
0.34,0.17,0.843537414965986,6,1,"no","no","no","yes",3.59999990463257,0,"yes","no"
0.58,0.51,0.898230088495575,1,2,"yes","no","no","yes",3.20000004768372,0,"yes","yes"
0.4,0.32,0.793785310734463,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.42,0.15,0.895424836601307,6,2,"no","no","no","no",3.20000004768372,1,"yes","no"
0.42,0.15,0.895424836601307,6,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.37,0.32,0.869767441860465,1,2,"no","no","yes","no",4.30000019073486,0,"no","yes"
0.39,0.34,0.863945578231292,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.26,0.886075949367089,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.28,0.08,0.890756302521008,1,1,"yes","no","no","yes",3.59999990463257,1,"no","no"
0.34,0.27,0.68,1,2,"no","no","no","yes",10.6000003814697,1,"no","no"
0.25,0.22,1.05,4,2,"no","no","no","no",3.59999990463257,1,"no","yes"
0.35,0.31,0.8,2,1,"no","no","yes","no",3.59999990463257,0,"no","no"
0.33,0.14,0.8,5,1,"no","no","yes","no",3.59999990463257,1,"no","no"
0.37,0.32,0.83756345177665,5,2,"no","no","yes","no",4.30000019073486,0,"no","yes"
0.26,0.26,0.9,1,2,"no","no","no","no",3.90000009536743,0,"no","yes"
0.24,0.29,0.81,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
1.42,1.1,1.0375,1,1,"yes","no","yes","yes",3.20000004768372,1,"no","yes"
1.42,1.1,1.0375,1,1,"yes","no","yes","yes",3.20000004768372,1,"no","yes"
0.39,0.2,0.858974358974359,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.42,0.35,0.744360902255639,2,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.41,0.31,0.885135135135135,1,2,"yes","no","no","no",10.6000003814697,0,"no","yes"
0.37,0.26,0.894117647058824,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.26,0.19,0.882758620689655,2,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.37,0.16,0.796296296296296,6,1,"no","no","no","no",3.09999990463257,1,"no","yes"
0.43,0.36,0.8875,4,2,"no","no","yes","yes",3.90000009536743,1,"yes","yes"
0.4,0.39,0.794117647058823,6,2,"yes","no","no","yes",3.59999990463257,1,"no","yes"
0.47,0.32,0.746478873239437,5,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.36,0.2,0.692307692307692,5,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.34,0.27,0.785714285714286,1,2,"no","no","yes","yes",4.30000019073486,0,"no","no"
0.29,0.29,0.9,4,2,"no","no","no","no",3.59999990463257,0,"yes","no"
0.39,0.33,0.89922480620155,1,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.31,0.31,0.901408450704225,5,1,"no","no","no","no",3.20000004768372,0,"yes","no"
0.4,0.32,0.8828125,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.18,0.875,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.41,0.34,0.764705882352941,5,1,"no","no","no","no",3.59999990463257,0,"no","yes"
0.38,0.36,0.712962962962963,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.33,0.16,0.7,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.39,0.868965517241379,5,2,"no","no","no","yes",3.59999990463257,0,"yes","yes"
0.29,0.1,0.644736842105263,2,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.36,0.14,0.640350877192982,1,1,"no","no","no","no",3.59999990463257,1,"no","no"
0.36,0.24,0.894273127753304,5,3,"no","no","no","no",3.59999990463257,0,"no","no"
0.47,0.36,0.714285714285714,5,1,"no","no","no","no",3.59999990463257,0,"no","no"
0.34,0.29,0.8,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.36,0.27,0.72972972972973,1,1,"no","no","no","no",2,0,"no","no"
0.34,0.29,0.8,1,2,"no","no","no","yes",3.59999990463257,0,"no","no"
0.38,0.37,0.872093023255814,3,2,"no","no","no","yes",10.6000003814697,0,"no","yes"
0.38,0.3,0.785498489425982,6,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.4,0.32,0.851282051282051,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.47,0.13,0.8,3,3,"yes","no","no","yes",3.09999990463257,0,"no","yes"
0.35,0.31,0.888888888888889,1,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.41,0.24,0.895161290322581,1,2,"no","no","no","no",3.59999990463257,0,"no","no"
0.38,0.24,0.760869565217391,1,2,"no","no","no","yes",3.20000004768372,0,"yes","no"
0.38,0.29,0.785234899328859,1,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.29,0.25,0.860869565217391,1,2,"no","no","no","no",3.09999990463257,0,"no","yes"
0.36,0.22,0.705263157894737,6,4,"no","no","no","no",2,1,"no","no"
0.39,0.27,0.833333333333333,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.41,0.34,0.885245901639344,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.63,0.59,0.813609467455621,5,2,"no","no","no","yes",4.30000019073486,0,"no","yes"
0.26,0.22,0.894736842105263,1,2,"no","no","no","yes",2,1,"no","no"
0.28,0.23,0.87719298245614,6,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.31,0.26,0.897435897435897,1,2,"yes","no","no","yes",4.30000019073486,1,"yes","no"
0.23,0.18,0.893617021276596,1,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.42,0.32,0.898203592814371,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.29,0.25,0.697247706422018,4,2,"no","no","no","yes",4.30000019073486,1,"yes","yes"
0.32,0.27,0.8,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.35,0.21,0.87719298245614,2,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.43,0.24,0.765853658536585,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.41,0.33,0.902857142857143,5,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.37,0.09,0.703125,1,2,"no","no","no","no",2,0,"no","no"
0.39,0.3,0.800380228136882,1,1,"yes","no","yes","no",3.20000004768372,0,"no","no"
0.46,0.27,0.84,5,2,"no","no","no","yes",5.30000019073486,0,"no","yes"
0.38,0.27,0.870503597122302,1,2,"no","no","no","no",2,0,"no","no"
0.33,0.3,0.46875,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.24,0.657276995305164,2,3,"yes","no","no","no",3.20000004768372,0,"no","no"
0.27,0.23,0.757575757575758,1,2,"no","no","no","no",2,0,"no","yes"
0.36,0.25,0.645161290322581,5,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.37,0.23,0.754807692307692,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.25,0.18,0.718446601941748,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.35,0.25,0.704761904761905,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.26,0.23,0.514285714285714,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.34,0.23,0.941176470588235,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.330999984741211,0.253999996185303,0.848214285714286,3,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.375,0.292000007629395,0.916666666666667,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.234300003051758,0.229300003051758,0.775,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.392000007629395,0.267999992370605,0.808383233532934,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.348499984741211,0.287000007629395,0.494565217391304,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.261000003814697,0.233999996185303,0.518207282913165,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.322000007629395,0.231000003814697,0.941860465116279,6,2,"no","no","no","yes",3.09999990463257,0,"no","yes"
0.217000007629395,0.09,0.753012048192771,1,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.126000003814697,0.123999996185303,0.272727272727273,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.312999992370605,0.248999996185303,0.731225296442688,3,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.324000015258789,0.267000007629395,0.887323943661972,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.380999984741211,0.296000003814697,0.897435897435897,1,1,"no","no","no","no",3.09999990463257,0,"yes","no"
0.35,0.243999996185303,0.8,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.0989999961853027,0.0580000019073486,0.651567944250871,2,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.218999996185303,0.213999996185303,0.559322033898305,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.385999984741211,0.28,0.781115879828326,1,1,"no","yes","no","no",3.09999990463257,0,"no","no"
0.362000007629395,0.257000007629395,0.872222222222222,2,3,"no","no","no","no",3.09999990463257,0,"no","no"
0.297000007629395,0.250200004577637,0.697761194029851,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.399000015258789,0.282999992370605,0.446808510638298,1,3,"no","no","no","no",2,0,"no","no"
0.287000007629395,0.268999996185303,0.93125,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.355999984741211,0.307000007629395,0.764444444444444,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.347000007629395,0.202000007629395,0.7,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.305,0.285,0.9375,2,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.296000003814697,0.233999996185303,0.508152173913043,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.372999992370605,0.315,0.765432098765432,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.236000003814697,0.211000003814697,0.779166666666667,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.334000015258789,0.296000003814697,0.895522388059702,3,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.311000003814697,0.27,0.774603174603175,2,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.143000001907349,0.118999996185303,0.0869565217391304,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.292999992370605,0.282000007629395,0.778877887788779,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.192999992370605,0.163999996185303,0.558558558558559,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.354799995422363,0.312000007629395,0.689655172413793,6,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.340999984741211,0.266000003814697,0.8984375,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.370999984741211,0.242999992370605,0.896551724137931,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.292000007629395,0.893617021276596,3,2,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.328800010681152,0.302399997711182,0.899742895298234,1,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.352000007629395,0.237000007629395,0.8,1,2,"no","no","no","no",10.6000003814697,1,"no","no"
0.315100002288818,0.315100002288818,0.620689655172414,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.349599990844727,0.267900009155273,0.800884955752212,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.345,0.237999992370605,0.903508771929825,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.301000003814697,0.222999992370605,0.9,6,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.337000007629395,0.267999992370605,0.86013986013986,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.311000003814697,0.305,0.718954248366013,1,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.377700004577637,0.264899997711182,0.798657718120805,6,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.320999984741211,0.247000007629395,0.8,5,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.35810001373291,0.271399993896484,0.896551724137931,2,2,"no","no","no","no",2,0,"no","no"
0.327000007629395,0.283999996185303,0.731428571428571,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.364000015258789,0.202999992370605,0.886138613861386,1,1,"no","no","no","no",3.09999990463257,1,"no","no"
0.314899997711182,0.219300003051758,0.802469135802469,6,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.442000007629395,0.271299991607666,0.898089171974522,6,1,"no","no","no","yes",3.09999990463257,1,"no","yes"
0.357999992370605,0.237999992370605,0.824817518248175,5,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.324000015258789,0.265,0.714626033166896,5,1,"no","no","no","no",2,0,"no","no"
0.384000015258789,0.263999996185303,0.814285714285714,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.387000007629395,0.213999996185303,0.689655172413793,3,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.361399993896484,0.288299999237061,0.692840679205267,1,2,"yes","no","no","no",3.20000004768372,1,"no","no"
0.335999984741211,0.334000015258789,0.8,1,2,"no","no","no","no",2,0,"no","no"
0.347200012207031,0.307199993133545,0.76,2,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.22,0.0901000022888184,0.692913385826772,1,2,"no","no","yes","yes",4.30000019073486,1,"no","no"
0.317199993133545,0.301900005340576,0.5,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.517999992370605,0.377000007629395,0.767441860465116,1,2,"no","yes","no","yes",3.09999990463257,0,"yes","yes"
0.308799991607666,0.306499996185303,0.840560407807698,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.329500007629395,0.274200000762939,0.468085106382979,6,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.327999992370605,0.284500007629395,0.9,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.36,0.322000007629395,0.648648648648649,5,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.313999996185303,0.276000003814697,0.940789473684211,6,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.387999992370605,0.273999996185303,0.709677419354839,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.370999984741211,0.192000007629395,0.902097902097902,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.345,0.257999992370605,0.897196261682243,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.37,0.33,0.744525547445255,1,2,"no","no","no","yes",2,0,"no","no"
0.322900009155273,0.311000003814697,0.868965517241379,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.367000007629395,0.151000003814697,0.780821917808219,6,3,"no","no","no","no",3.90000009536743,0,"yes","yes"
0.297999992370605,0.198999996185303,0.811475409836066,5,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.365999984741211,0.261000003814697,0.77720207253886,5,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.288999996185303,0.23,0.801909307875895,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.370999984741211,0.22,0.700729927007299,3,1,"no","no","yes","no",10.6000003814697,0,"no","no"
0.32,0.246000003814697,0.946666666666667,4,2,"no","no","no","no",2,0,"no","no"
0.308999996185303,0.298999996185303,0.870967741935484,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.354000015258789,0.276000003814697,0.835106382978723,6,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.389000015258789,0.271000003814697,0.942028985507246,5,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.307999992370605,0.243299999237061,0.804123711340206,6,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.355999984741211,0.263999996185303,0.572972972972973,6,1,"no","no","no","yes",2,1,"no","no"
0.317000007629395,0.222000007629395,0.608,3,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.282000007629395,0.212999992370605,0.5,5,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.296000003814697,0.208999996185303,0.901694915254237,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.367999992370605,0.266000003814697,0.897790036327087,1,2,"no","no","no","no",2,0,"no","no"
0.36,0.266000003814697,0.898989898989899,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.295,0.291000003814697,0.752941176470588,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.295599994659424,0.275400009155273,0.592592592592593,4,3,"no","no","no","yes",1.79999995231628,0,"no","no"
0.360999984741211,0.278999996185303,0.747826086956522,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.278999996185303,0.278999996185303,0.736111111111111,5,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.292999992370605,0.287999992370605,0.8,1,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.372599983215332,0.275699996948242,0.75,5,2,"no","no","no","no",2,0,"no","no"
0.2775,0.2775,0.745562130177515,4,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.37310001373291,0.283799991607666,0.953191489361702,6,2,"yes","no","no","no",3.90000009536743,0,"no","no"
0.183999996185303,0.163999996185303,0.899122807017544,2,2,"yes","no","no","no",3.59999990463257,1,"yes","yes"
0.32060001373291,0.279699993133545,0.886524822695035,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.365,0.28,0.803030303030303,1,2,"yes","no","no","no",3.20000004768372,1,"no","no"
0.37,0.232000007629395,0.798418972332016,3,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.318999996185303,0.292999992370605,0.65587044534413,6,1,"no","no","no","no",2,0,"no","no"
0.306499996185303,0.193099994659424,0.952380952380952,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.335999984741211,0.186000003814697,0.790575916230366,6,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.364000015258789,0.128000001907349,0.952380952380952,5,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.302000007629395,0.158999996185303,0.9,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.352700004577637,0.268400001525879,0.897959183673469,6,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.414700012207031,0.308799991607666,0.898305084745763,5,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.156000003814697,0.153000001907349,0.498084291187739,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.278999996185303,0.275,0.947826086956522,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.395999984741211,0.380999984741211,0.861111111111111,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.376699981689453,0.312399997711182,0.80327868852459,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.340999984741211,0.251000003814697,0.902439024390244,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.155299997329712,0.133299999237061,0.594594594594595,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.365999984741211,0.275,0.899328859060403,6,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.37,0.246000003814697,0.895679648401489,1,1,"no","no","no","yes",10.6000003814697,0,"no","no"
0.357000007629395,0.298999996185303,0.753086419753086,1,2,"no","no","no","yes",2,0,"no","no"
0.277999992370605,0.218999996185303,0.6,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.338300018310547,0.268999996185303,0.92,6,4,"yes","yes","no","no",3.90000009536743,0,"no","yes"
0.298999996185303,0.267000007629395,0.489130434782609,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.311000003814697,0.306000003814697,0.9,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.385,0.242000007629395,0.904,5,2,"no","no","no","no",3.20000004768372,1,"no","yes"
0.359000015258789,0.267000007629395,0.557768924302789,1,2,"no","no","no","yes",3.90000009536743,0,"yes","no"
0.325,0.277900009155273,0.770833333333333,5,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.347000007629395,0.205,0.900709219858156,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.324000015258789,0.223099994659424,0.36875,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.297000007629395,0.262999992370605,0.901408450704225,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.175100002288818,0.171200008392334,0.7530981777966,6,2,"no","no","no","no",4.30000019073486,1,"no","no"
0.368699989318848,0.267999992370605,0.8,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.323800010681152,0.287299995422363,0.8,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.310599994659424,0.301499996185303,0.903448275862069,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.355400009155273,0.275699996948242,0.950570342205323,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.311000003814697,0.298999996185303,0.80327868852459,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.364000015258789,0.248999996185303,0.8,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.337999992370605,0.288999996185303,0.905405405405405,1,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.336500015258789,0.253799991607666,0.898305084745763,3,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.225,0.21,0.857142857142857,2,1,"no","no","no","no",3.90000009536743,1,"no","no"
0.324000015258789,0.156000003814697,0.721153846153846,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.323699989318848,0.300200004577637,0.88,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.25,0.18,0.880434782608696,2,1,"no","no","no","yes",10.6000003814697,0,"yes","no"
0.36,0.23,0.754545454545455,1,2,"no","no","no","yes",4.30000019073486,0,"no","yes"
0.35,0.23,0.75,2,1,"no","no","yes","no",3.20000004768372,1,"no","yes"
0.35,0.27,0.4,1,1,"no","no","no","no",3.90000009536743,0,"yes","no"
