"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"yes","yes","no","no","no","no",9,8,30,9.94,"yes",8,"yes","yes","no","no","yes","yes",6.070738,9,"no",433,"no",20,NA,"yes","no",15
"no","no","yes","no","no","no",13,8,24,16,"no",13,"no","yes","no","no","yes","yes",5.926926,1,"no",375,"no",26,NA,"yes","yes",5
"yes","yes","yes","no","no","no",12,12,32,12,"no",12,"no","yes","no","no","yes","yes",6.304449,3,"no",547,"no",42,96,"yes","no",14
"no","no","yes","no","no","no",12,8,24,12,"no",12,"no","yes","no","no","yes","yes",5.926926,3,"no",375,"no",24,NA,"6","yes",6
"no","no","yes","no","no","no",14,10,25,10,"no",12,"no","yes","no","no","yes","yes",6.214608,6,"no",500,"no",33,114,"yes","yes",5
"no","no","yes","no","no","no",16,9,24,18,"no",15,"no","yes","no","no","yes","yes",5.872118,1,"no",355,"yes",36,117,"yes","yes",2
"no","yes","yes","no","no","no",12,12,29,9,"no",12,"no","yes","no","no","yes","no",6.39693,6,"no",600,"no",34,105,"yes","yes",11
"yes","yes","yes","no","no","no",12,9,34,2,"no",3,"no","yes","no","no","yes","yes",6.476973,8,"no",650,"no",40,106,"yes","no",16
"yes","yes","yes","no","no","no",12,12,32,8,"no",8,"no","yes","no","no","yes","yes",6.742881,8,"no",848,"no",44,102,"yes","no",14
"yes","yes","yes","no","no","no",12,10,27,10,"no",9,"no","yes","no","no","yes","yes",5.783825,7,"no",325,"no",33,NA,"yes","no",9
"no","no","no","yes","yes","no",12,12,33,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.666427,9,"yes",289,"no",35,75,"5","no",15
"no","no","no","yes","yes","no",14,9,24,5,"no",5,"no","yes","no","no","yes","yes",6.124683,8,"yes",457,"no",27,99,"yes","no",4
"yes","yes","no","yes","yes","no",14,12,29,12,"no",12,"no","yes","no","no","yes","yes",6.566672,3,"yes",711,"no",35,NA,"yes","yes",9
"no","no","no","yes","yes","no",13,11,34,11,"no",12,"no","yes","no","no","yes","yes",6.023448,6,"no",413,"no",46,90,"yes","no",15
"no","yes","no","yes","yes","no",16,9,25,9.94,"yes",16,"yes","no","yes","no","yes","yes",6.475433,4,"yes",649,"no",26,101,"6","no",3
"no","yes","no","yes","yes","no",13,11,26,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.45047,9,"no",633,"no",37,115,"yes","no",7
"no","no","no","yes","yes","no",16,13,28,10,"no",12,"no","yes","no","no","yes","yes",6.580639,6,"no",721,"no",37,118,"yes","no",6
"no","yes","no","yes","yes","no",12,12,32,12,"no",9,"no","yes","no","no","yes","yes",6.816736,5,"no",913,"no",40,108,"yes","yes",14
"no","no","no","yes","yes","no",13,10,26,8,"no",5,"no","yes","no","no","yes","yes",5.926926,8,"no",375,"yes",29,101,"yes","no",7
"yes","yes","no","yes","yes","no",18,12,27,12,"no",12,"no","yes","no","no","yes","yes",6.383507,3,"no",592,"no",37,127,"yes","no",3
"no","no","no","no","no","no",16,9,32,9.94,"yes",12,"yes","yes","no","no","yes","yes",6.638568,4,"no",764,"no",41,114,"yes","no",10
"no","no","no","no","no","no",12,8,26,4,"no",9,"no","yes","no","no","yes","yes",6.214608,8,"no",500,"no",24,NA,"yes","no",8
"no","yes","no","no","no","no",11,9,25,11,"no",10,"no","yes","no","no","yes","no",5.616771,7,"yes",275,"no",30,76,"yes","yes",8
"no","yes","no","no","no","no",10,8,24,11,"no",10,"no","yes","no","no","yes","no",5.560682,7,"yes",260,"no",20,NA,"6","yes",8
"yes","no","no","no","no","no",16,13,28,12,"no",16,"no","yes","no","no","yes","yes",6.869014,2,"no",962,"no",42,132,"6","yes",6
"no","no","no","no","no","no",12,12,28,9.94,"yes",3,"yes","no","yes","no","yes","yes",6.437752,9,"yes",625,"no",28,50,"yes","no",10
"no","no","no","no","no","no",12,9,26,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.808143,9,"yes",333,"no",26,84,"yes","no",8
"no","no","no","no","no","no",12,12,29,9.94,"yes",10,"yes","no","no","no","yes","yes",6.437752,9,"yes",625,"no",23,55,"yes","no",11
"no","no","no","no","no","no",10,8,24,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.521461,9,"yes",250,"no",18,NA,"6","no",8
"no","no","no","no","no","no",12,11,34,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.883322,9,"yes",359,"no",23,73,"yes","no",16
"no","no","no","no","no","no",12,12,34,9.94,"yes",6,"yes","no","yes","no","yes","yes",6.309918,9,"yes",550,"no",19,NA,"yes","no",16
"no","no","no","no","no","no",12,9,24,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.998937,9,"yes",403,"no",16,61,"yes","no",6
"no","yes","no","no","no","no",11,9,26,9,"no",9,"no","yes","no","no","yes","no",6.137727,7,"yes",463,"no",14,84,"6","no",9
"no","no","no","no","no","no",12,5,24,4,"no",5,"no","yes","no","no","yes","yes",5.981414,8,"yes",396,"no",12,NA,"6","no",6
"no","no","no","no","no","no",12,8,24,9.94,"yes",8,"yes","yes","no","no","yes","yes",5.627621,9,"yes",278,"no",20,NA,"6","no",6
"no","no","yes","no","no","no",14,11,27,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.991465,9,"yes",400,"no",28,71,"yes","no",7
"no","no","yes","no","no","no",16,9,24,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.028278,9,"yes",415,"no",27,84,"yes","no",2
"no","no","yes","no","no","no",12,12,33,7,"no",7,"no","yes","no","no","yes","yes",6.135565,8,"yes",462,"no",36,NA,"yes","no",15
"yes","no","yes","no","no","no",18,16,33,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",7.273787,9,"no",1442,"no",44,101,"6","no",9
"no","no","yes","no","no","no",4,4,27,9.94,"yes",10.25,"yes","no","no","no","yes","yes",4.828314,9,"yes",125,"no",NA,NA,"6","no",17
"no","no","yes","no","no","no",10,10,34,9.94,"yes",8,"yes","yes","no","no","yes","yes",5.298317,9,"yes",200,"no",22,NA,"yes","no",18
"no","no","yes","no","no","no",10,9,31,9.94,"yes",9,"yes","no","no","no","yes","yes",5.703783,9,"yes",300,"no",18,NA,"yes","no",15
"no","no","yes","no","no","no",10,9,32,9.94,"yes",9,"yes","yes","no","no","yes","yes",6.25575,9,"yes",521,"no",28,NA,"yes","no",16
"no","yes","yes","no","no","no",13,10,25,10,"no",12,"no","yes","no","no","yes","yes",5.583496,6,"yes",266,"no",24,69,"yes","no",6
"no","no","yes","no","no","no",11,9,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.783825,9,"yes",325,"no",18,80,"yes","no",9
"yes","yes","yes","no","no","no",9,8,30,7,"no",10,"no","yes","no","no","yes","yes",5.857933,8,"yes",350,"no",19,NA,"5","no",15
"no","no","yes","no","no","no",9,8,34,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.828946,9,"yes",340,"no",41,NA,"yes","no",19
"no","no","yes","no","no","no",13,8,25,3,"no",7,"no","yes","no","no","yes","yes",6.437752,8,"yes",625,"no",28,NA,"yes","no",6
"no","no","yes","no","no","no",10,9,29,9.94,"yes",9,"yes","yes","no","no","yes","yes",5.365976,9,"no",214,"no",16,69,"yes","no",13
"no","no","yes","no","no","no",12,12,28,9,"no",12,"no","yes","no","no","yes","yes",6.533789,6,"no",688,"no",37,104,"yes","no",10
"no","yes","yes","no","no","no",8,8,32,5,"no",12,"no","yes","no","no","yes","yes",5.616771,6,"no",275,"no",31,NA,"yes","no",18
"no","no","yes","no","no","no",10,9,32,6,"no",10,"no","yes","no","no","yes","yes",6.124683,8,"no",457,"no",40,92,"yes","yes",16
"no","yes","yes","no","no","no",12,9,26,9.94,"yes",8,"yes","yes","no","no","yes","yes",6.421622,9,"yes",615,"no",28,NA,"5","no",8
"no","yes","yes","no","no","no",16,10,25,13,"no",10.25,"no","yes","no","no","yes","no",6.59578,5,"yes",732,"no",40,102,"yes","no",3
"no","no","yes","no","no","no",12,6,26,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.09375,9,"yes",163,"no",25,NA,"5","no",8
"no","no","yes","no","no","no",8,5,24,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.560682,9,"yes",260,"no",18,NA,"6","no",10
"no","no","yes","no","no","no",11,10,27,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.198479,9,"no",492,"no",26,NA,"yes","no",10
"no","yes","yes","no","no","no",12,10,26,9.94,"yes",10.25,"yes","yes","no","no","yes","no",6.35437,9,"yes",575,"no",16,NA,"yes","no",8
"no","yes","yes","no","no","no",12,9,25,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.234411,9,"yes",510,"no",22,NA,"5","no",7
"no","yes","yes","no","no","no",8,8,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.336826,9,"yes",565,"no",16,NA,"6","no",12
"no","no","yes","no","no","no",9,9,29,6,"no",4,"no","yes","no","no","yes","yes",6.244167,8,"yes",515,"no",23,NA,"6","no",14
"no","yes","yes","no","no","no",8,6,25,6,"no",4,"no","yes","no","no","yes","no",6.154858,8,"yes",471,"no",18,NA,"yes","no",11
"no","no","yes","no","no","no",13,12,27,9.94,"yes",12,"yes","no","yes","no","yes","yes",5.81413,4,"yes",335,"yes",21,97,"yes","no",8
"no","no","yes","no","no","no",12,11,28,6,"no",10,"no","yes","no","no","yes","yes",6.175867,8,"yes",481,"no",27,83,"yes","no",10
"no","no","yes","no","no","no",12,10,26,6,"no",10,"no","yes","no","no","yes","yes",6.464588,8,"yes",642,"no",36,98,"yes","yes",8
"no","no","yes","no","no","no",10,9,25,7,"no",10,"no","yes","no","no","yes","yes",6.350886,8,"yes",573,"no",25,70,"yes","no",9
"no","no","yes","no","no","no",6,6,32,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.752573,9,"yes",315,"no",19,NA,"yes","no",20
"no","yes","yes","no","no","no",11,11,30,0,"no",8,"no","yes","no","no","yes","yes",5.886104,8,"yes",360,"no",45,NA,"yes","no",13
"no","yes","yes","no","no","no",12,9,25,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.826,9,"yes",339,"no",26,90,"6","no",7
"no","no","yes","no","no","no",13,9,26,10,"no",4,"no","yes","no","no","yes","yes",5.991465,8,"no",400,"no",26,87,"yes","no",7
"no","no","yes","no","no","no",15,9,24,9.94,"yes",12,"yes","yes","no","no","yes","yes",5.703783,4,"no",300,"no",38,96,"6","no",3
"no","no","yes","no","no","no",10,10,34,10,"no",12,"no","yes","no","no","yes","yes",6.363028,6,"no",580,"no",34,80,"yes","no",18
"no","no","yes","no","no","no",14,9,24,8,"no",12,"no","yes","no","no","yes","yes",5.771441,6,"no",321,"no",34,102,"6","no",4
"no","yes","yes","no","no","no",12,10,26,2,"no",10.25,"no","no","no","no","yes","no",6.163315,9,"yes",475,"no",21,79,"6","yes",8
"no","yes","yes","no","no","no",7,4,25,2,"no",10.25,"no","no","no","no","yes","no",6.098074,9,"yes",445,"no",16,NA,"yes","no",12
"no","no","yes","no","no","no",6,3,25,9.94,"yes",6,"yes","no","yes","no","yes","yes",5.703783,9,"yes",300,"no",4,NA,"5","no",13
"no","no","yes","no","no","no",10,8,27,9.94,"yes",5,"yes","yes","no","no","yes","yes",5.529429,9,"yes",252,"no",14,NA,"yes","yes",11
"no","no","yes","no","no","no",12,8,25,9,"no",2,"no","yes","no","no","yes","yes",6.037871,8,"yes",419,"no",20,NA,"yes","yes",7
"no","no","yes","no","no","no",6,5,34,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.758902,9,"yes",317,"no",30,NA,"yes","no",22
"no","no","yes","no","no","no",16,12,29,10,"no",12,"no","yes","no","no","yes","yes",6.315358,6,"no",553,"no",40,104,"yes","no",7
"no","no","no","no","no","no",18,16,31,8,"no",9,"no","yes","no","no","yes","yes",6.580639,8,"no",721,"no",35,104,"yes","yes",7
"no","no","no","no","no","no",13,10,25,8,"no",12,"no","yes","no","no","yes","yes",6.591674,6,"no",729,"no",30,101,"6","yes",6
"no","yes","no","no","no","no",12,10,25,5,"no",8,"no","yes","no","no","yes","yes",5.749393,8,"no",314,"no",28,115,"yes","no",7
"no","no","no","no","no","no",9,7,27,9,"no",3,"no","yes","no","no","yes","yes",5.393628,8,"no",220,"no",18,NA,"6","no",12
"no","no","no","yes","no","yes",8,7,25,9.94,"yes",4,"yes","no","yes","no","yes","yes",5.459586,9,"yes",235,"no",24,NA,"yes","no",11
"no","no","no","yes","no","yes",9,7,27,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.808143,9,"yes",333,"no",22,NA,"yes","no",12
"no","no","no","yes","no","yes",11,7,26,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.808143,9,"yes",333,"no",12,NA,"yes","no",9
"no","no","no","yes","no","yes",11,11,30,9,"no",7,"no","yes","no","no","yes","yes",5.808143,8,"yes",333,"no",NA,NA,"6","no",13
"no","no","no","yes","no","yes",12,11,28,9,"no",7,"no","yes","no","no","yes","yes",5.940171,8,"yes",380,"no",26,NA,"yes","no",10
"no","no","no","yes","no","yes",12,11,26,9,"no",7,"no","yes","no","no","yes","yes",5.966147,8,"yes",390,"no",24,NA,"4","no",8
"no","no","no","yes","no","yes",5,5,34,9.94,"yes",6,"yes","yes","no","no","yes","yes",5.521461,9,"yes",250,"no",18,NA,"5","no",23
"yes","yes","no","yes","no","yes",17,12,27,6,"no",11,"no","yes","no","no","yes","yes",6.511745,8,"yes",673,"yes",27,107,"6","no",4
"no","yes","no","yes","no","yes",16,10,26,7,"no",10,"no","yes","no","no","yes","yes",6.180017,8,"yes",483,"yes",29,98,"6","no",4
"no","yes","no","yes","no","yes",16,9,25,7,"no",10,"no","yes","no","no","yes","yes",6.645091,8,"yes",769,"no",25,96,"6","no",3
"no","yes","no","yes","no","yes",4,3,25,0,"no",4,"no","yes","no","no","yes","yes",5.783825,8,"yes",325,"no",8,NA,"yes","no",15
"no","no","no","yes","no","yes",11,7,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.142037,9,"yes",465,"no",18,NA,"yes","no",13
"no","no","no","yes","no","yes",14,8,24,16,"no",10,"no","yes","no","no","yes","yes",5.857933,5,"no",350,"no",21,NA,"6","no",4
"no","yes","no","yes","no","yes",12,11,26,3,"no",6,"no","yes","no","no","yes","yes",5.926926,8,"yes",375,"no",25,NA,"yes","no",8
"no","no","no","yes","no","yes",5,4,27,1,"no",1,"no","yes","no","no","yes","yes",5.703783,8,"no",300,"no",35,NA,"yes","no",16
"no","yes","no","yes","no","yes",16,9,25,7,"no",10,"no","yes","no","no","yes","yes",6.163315,8,"yes",475,"no",21,NA,"yes","no",3
"no","yes","no","yes","no","yes",12,10,27,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.269096,9,"yes",528,"no",18,NA,"yes","yes",9
"no","no","no","yes","no","yes",10,7,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.240276,9,"yes",513,"no",27,NA,"yes","no",10
"no","yes","no","yes","no","yes",12,10,27,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.098074,9,"yes",445,"no",32,NA,"2","no",9
"no","no","no","yes","no","yes",11,8,29,7,"no",6,"no","yes","no","no","yes","yes",5.57973,8,"yes",265,"no",28,NA,"yes","no",12
"no","no","no","yes","no","yes",12,7,27,7,"no",6,"no","yes","no","no","yes","yes",5.560682,8,"yes",260,"no",16,NA,"yes","no",9
"no","yes","no","yes","no","yes",9,6,24,0,"no",7,"no","yes","no","no","yes","yes",5.762052,8,"yes",318,"no",10,NA,"5","no",9
"no","no","no","no","no","no",12,10,26,12,"no",11,"no","yes","no","no","yes","yes",6.439351,5,"no",626,"no",39,99,"yes","yes",8
"no","no","no","no","no","no",11,9,25,14,"no",9,"no","yes","no","no","yes","yes",5.991465,5,"no",400,"no",33,NA,"6","no",8
"no","yes","no","no","no","no",14,9,24,11,"no",10,"no","yes","no","no","yes","yes",5.934894,7,"no",378,"no",25,NA,"yes","no",4
"no","no","no","no","no","no",16,13,29,18,"no",12,"no","yes","no","no","yes","yes",6.688354,2,"no",803,"no",34,112,"yes","yes",7
"no","no","no","no","no","no",16,9,25,18,"no",12,"no","yes","no","no","yes","yes",6.102559,2,"no",447,"no",25,118,"4","yes",3
"no","no","yes","no","no","no",15,12,28,12,"no",9,"no","yes","no","no","yes","yes",5.765191,5,"no",319,"no",26,83,"yes","no",7
"no","no","yes","no","no","no",8,8,30,9.94,"yes",2,"yes","no","yes","no","yes","yes",5.993961,9,"no",401,"no",25,NA,"yes","no",16
"no","yes","yes","no","no","no",9,9,27,2,"no",2,"no","yes","no","no","yes","yes",6.082219,8,"no",438,"no",31,NA,"6","no",12
"no","yes","yes","no","no","no",10,8,24,2,"no",2,"no","yes","no","no","yes","yes",6.033086,8,"no",417,"no",36,NA,"yes","no",8
"no","no","yes","no","no","no",10,8,25,5,"no",11,"no","yes","no","no","yes","yes",5.926926,8,"no",375,"no",24,NA,"yes","yes",9
"no","yes","yes","no","no","no",16,15,30,12,"no",12,"no","yes","no","no","yes","yes",6.423247,3,"no",616,"no",41,107,"yes","yes",8
"no","yes","yes","no","no","no",12,12,28,13,"no",12,"no","yes","no","no","yes","yes",5.869297,2,"no",354,"no",38,91,"yes","yes",10
"yes","yes","yes","no","no","no",18,12,28,18,"no",12,"no","yes","no","no","yes","yes",6.052089,2,"no",425,"no",24,96,"yes","no",4
"no","no","yes","no","no","no",12,10,26,18,"no",12,"no","yes","no","no","yes","yes",5.57973,2,"no",265,"no",24,89,"6","yes",8
"no","yes","yes","no","no","no",14,9,24,13,"no",13,"no","yes","no","no","yes","yes",6.05444,1,"no",426,"no",41,118,"5","yes",4
"no","no","yes","no","no","no",12,10,25,13,"no",10,"no","yes","no","no","yes","yes",5.521461,5,"no",250,"no",39,113,"yes","yes",7
"no","yes","yes","no","no","no",17,10,25,12,"no",12,"no","yes","no","no","yes","yes",6.327937,3,"no",560,"no",33,116,"5","yes",2
"no","no","yes","no","no","no",12,12,29,7,"no",7,"no","yes","no","no","yes","yes",5.666427,8,"no",289,"no",29,105,"yes","no",11
"no","no","yes","no","no","no",16,10,26,7,"no",7,"no","yes","no","no","yes","yes",5.97381,8,"no",393,"no",30,120,"yes","yes",4
"no","yes","yes","no","no","no",12,10,26,6,"no",7,"no","yes","no","no","yes","yes",6.357842,8,"no",577,"no",32,107,"yes","yes",8
"no","no","yes","no","no","no",17,17,32,12,"no",11,"no","yes","no","no","yes","yes",5.846439,5,"no",346,"no",49,94,"yes","yes",9
"yes","yes","yes","no","no","no",16,12,28,12,"no",12,"no","yes","no","no","yes","yes",7.156177,3,"no",1282,"no",31,98,"yes","yes",6
"yes","yes","yes","yes","no","yes",17,14,28,12,"no",16,"no","yes","no","no","yes","no",6.76273,2,"no",865,"yes",36,126,"yes","no",5
"no","yes","yes","yes","no","yes",14,9,24,12,"no",16,"no","yes","no","no","yes","yes",6.023448,2,"no",413,"no",28,96,"yes","yes",4
"no","yes","yes","yes","no","yes",6,6,29,9.94,"yes",12,"yes","yes","no","no","yes","no",5.416101,4,"no",225,"no",25,NA,"6","no",17
"no","yes","no","yes","yes","no",14,10,27,4,"no",7,"no","yes","no","no","yes","no",6.001415,8,"no",404,"no",39,84,"6","yes",7
"yes","yes","no","yes","yes","no",12,12,31,3,"no",7,"no","yes","no","no","yes","yes",6.580639,8,"no",721,"no",36,108,"yes","yes",13
"yes","yes","no","yes","yes","no",12,12,30,3,"no",8,"no","yes","no","no","yes","yes",6.357842,8,"no",577,"no",32,104,"yes","yes",12
"no","no","no","yes","yes","no",12,10,26,6,"no",8,"no","yes","no","no","yes","yes",6.214608,8,"no",500,"no",20,110,"yes","no",8
"no","no","no","yes","yes","no",12,12,29,7,"no",6,"no","yes","no","no","yes","yes",5.521461,8,"no",250,"no",35,96,"yes","yes",11
"no","no","no","yes","yes","no",12,11,26,7,"no",7,"no","yes","no","no","yes","yes",5.043425,8,"no",155,"no",28,106,"yes","yes",8
"no","no","no","yes","yes","no",12,9,27,6,"no",7,"no","yes","no","no","yes","yes",6.006353,8,"no",406,"yes",18,68,"yes","yes",9
"yes","yes","yes","no","no","no",12,12,33,9.94,"yes",3,"yes","no","yes","no","yes","yes",5.857933,9,"yes",350,"no",45,83,"yes","yes",15
"yes","yes","yes","no","no","no",12,9,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.135565,9,"yes",462,"no",24,66,"2","yes",8
"yes","yes","yes","no","no","no",10,10,34,7,"no",12,"no","yes","no","no","yes","yes",6.214608,6,"no",500,"no",34,70,"yes","yes",18
"yes","yes","yes","no","no","no",16,13,30,12,"no",11,"no","yes","no","no","yes","yes",6.74052,5,"no",846,"no",39,104,"yes","yes",8
"yes","yes","yes","no","no","no",12,12,29,9,"no",12,"no","yes","no","no","yes","yes",6.357842,6,"no",577,"no",41,87,"yes","yes",11
"yes","yes","yes","no","no","no",16,12,28,10,"no",12,"no","yes","no","no","yes","yes",5.991465,6,"no",400,"no",38,110,"yes","yes",6
"yes","no","yes","no","no","no",11,11,34,8,"no",12,"no","yes","no","no","yes","no",6.608001,6,"no",741,"no",38,87,"yes","yes",17
"yes","yes","yes","no","no","no",14,9,25,12,"no",12,"no","yes","no","no","yes","yes",5.857933,3,"no",350,"no",31,100,"6","yes",5
"yes","yes","yes","no","no","no",12,10,26,12,"no",14,"no","yes","no","no","yes","yes",6.082219,2,"no",438,"no",42,91,"yes","yes",8
"yes","yes","yes","no","no","no",13,10,25,16,"no",15,"no","yes","no","no","yes","yes",6.588926,1,"no",727,"no",35,NA,"5","yes",6
"yes","yes","yes","no","no","no",11,7,25,4,"no",6,"no","yes","no","no","yes","yes",6.877296,8,"no",970,"no",28,NA,"yes","yes",8
"no","yes","no","no","no","no",16,15,30,12,"no",12,"no","yes","no","no","yes","yes",6.621406,3,"no",751,"no",48,109,"yes","no",8
"no","yes","no","no","no","no",18,14,30,18,"no",14,"no","yes","no","no","yes","yes",6.357842,1,"no",577,"no",42,112,"yes","yes",6
"no","no","no","no","no","no",16,13,30,12,"no",12,"no","yes","no","no","yes","yes",6.001415,3,"no",404,"no",31,106,"yes","no",8
"no","no","no","no","no","no",12,12,30,12,"no",12,"no","yes","no","no","yes","yes",6.423247,3,"no",616,"no",36,94,"yes","no",12
"no","no","no","no","no","no",16,9,25,8,"no",6,"no","yes","no","no","yes","yes",5.438079,8,"no",230,"no",36,NA,"yes","no",3
"no","no","no","no","no","no",12,8,24,8,"no",6,"no","yes","no","no","yes","yes",4.955827,8,"no",142,"no",30,NA,"6","no",6
"no","no","no","no","no","no",18,15,30,9,"no",12,"no","yes","no","no","yes","yes",5.953243,6,"no",385,"no",45,NA,"yes","yes",6
"no","yes","no","no","no","no",12,12,27,13,"no",6,"no","yes","no","no","yes","yes",5.953243,5,"no",385,"no",30,95,"4","no",9
"no","no","no","no","no","no",12,8,24,3,"no",10.25,"no","yes","no","no","yes","yes",6.045005,9,"no",422,"no",35,NA,"yes","yes",6
"no","no","no","no","no","no",12,10,27,3,"no",6,"no","yes","no","no","yes","no",6.476973,8,"yes",650,"no",23,NA,"5","no",9
"no","no","no","no","no","no",8,8,30,9.94,"yes",4,"yes","no","yes","no","yes","yes",5.438079,9,"yes",230,"no",19,NA,"6","no",16
"no","no","no","no","no","no",15,13,30,12,"no",12,"no","yes","no","no","yes","yes",6.510258,3,"no",672,"no",43,89,"yes","yes",9
"no","yes","no","no","no","no",18,12,27,3,"no",11,"no","yes","no","no","yes","yes",5.869297,8,"yes",354,"no",42,NA,"yes","yes",3
"no","no","no","no","no","no",13,9,26,2,"no",11,"no","yes","no","no","yes","yes",5.521461,8,"yes",250,"yes",35,NA,"6","no",7
"no","no","no","no","no","no",11,11,31,9.94,"yes",7,"yes","no","no","yes","yes","yes",5.703783,9,"yes",300,"no",25,NA,"4","no",14
"no","no","no","no","no","no",12,8,24,9.94,"yes",2,"yes","no","yes","no","yes","yes",5.991465,9,"yes",400,"no",18,NA,"yes","yes",6
"no","no","no","no","no","no",7,6,34,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.703783,9,"yes",300,"no",18,NA,"yes","no",21
"no","no","no","no","no","no",13,11,27,9.94,"yes",5,"yes","yes","no","no","yes","yes",6.131227,9,"yes",460,"no",19,NA,"yes","no",8
"no","yes","no","no","no","no",12,10,27,9.94,"yes",5,"yes","yes","no","no","yes","no",6.068426,9,"yes",432,"no",18,NA,"6","no",9
"no","no","no","no","no","no",11,10,26,6,"no",11,"no","yes","no","no","yes","yes",5.521461,8,"yes",250,"no",12,NA,"yes","yes",9
"no","yes","no","no","no","no",5,5,28,9.94,"yes",4,"yes","yes","no","no","yes","yes",5.752573,9,"no",315,"no",24,NA,"yes","no",17
"no","no","no","no","no","no",12,12,28,7,"no",10,"no","no","no","yes","yes","yes",6.437752,8,"no",625,"no",38,85,"4","yes",10
"no","no","no","no","no","no",10,9,26,9,"no",12,"no","yes","no","no","yes","yes",6.214608,6,"no",500,"no",27,97,"yes","yes",10
"no","no","no","no","no","no",12,10,27,5,"no",7,"no","yes","no","no","yes","yes",5.802118,8,"no",331,"no",26,83,"6","yes",9
"no","no","no","no","no","no",12,12,28,10,"no",10,"no","yes","no","no","yes","yes",6.371612,7,"no",585,"no",40,99,"yes","yes",10
"no","no","no","no","no","no",13,11,28,9.94,"yes",9,"yes","no","yes","no","yes","yes",5.768321,9,"yes",320,"yes",24,75,"yes","no",9
"no","no","no","no","no","no",11,11,28,9.94,"yes",9,"yes","yes","no","no","yes","yes",5.703783,9,"yes",300,"no",26,68,"yes","yes",11
"no","no","no","no","no","no",16,15,32,8,"no",12,"no","yes","no","no","yes","yes",6.603944,6,"no",738,"no",41,107,"yes","no",10
"no","no","no","no","no","no",12,12,30,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.953243,9,"yes",385,"no",30,74,"6","no",12
"no","no","no","no","no","no",13,11,26,6,"no",7,"no","yes","no","no","yes","yes",6.463029,8,"yes",641,"yes",30,105,"yes","no",7
"no","no","no","no","no","no",5,4,32,0,"no",7,"no","yes","no","no","yes","yes",5.783825,8,"yes",325,"no",18,NA,"yes","no",21
"no","no","no","no","no","no",12,8,24,9.94,"yes",4,"yes","no","yes","no","yes","yes",6.006353,9,"yes",406,"no",22,NA,"yes","no",6
"no","no","no","no","no","no",6,6,32,0,"no",7,"no","yes","no","no","yes","yes",5.703783,8,"yes",300,"no",16,NA,"yes","no",20
"no","no","no","no","no","no",7,7,29,3,"no",10.25,"no","yes","no","no","yes","yes",5.170484,9,"yes",176,"no",24,NA,"6","no",16
"no","no","no","no","no","no",11,9,27,3,"no",10.25,"no","yes","no","no","yes","yes",6.109248,9,"yes",450,"no",29,51,"yes","yes",10
"no","no","no","no","no","no",10,7,24,3,"no",10.25,"no","no","no","no","yes","yes",5.676754,9,"yes",292,"no",10,NA,"6","yes",8
"no","no","no","no","no","no",12,11,27,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.685861,9,"no",801,"no",40,100,"yes","no",9
"no","no","no","no","no","no",9,9,27,6,"no",8,"no","yes","no","no","yes","yes",5.926926,8,"yes",375,"no",18,75,NA,"yes",12
"no","no","no","no","no","no",10,8,24,6,"no",8,"no","yes","no","no","yes","yes",5.438079,8,"yes",230,"no",15,NA,"yes","no",8
"no","no","no","no","no","no",13,12,33,2,"no",5,"no","yes","no","no","yes","yes",6.282267,8,"yes",535,"yes",30,83,"yes","no",14
"no","no","no","no","no","no",7,7,31,2,"no",5,"no","yes","no","no","yes","yes",6.045005,8,"yes",422,"no",27,NA,"yes","yes",18
