"conflict","major","contig","power","maxdem","mindem","years"
0,0,0,0.0933125987648964,10,-8,31
0,0,0,0.35980749130249,-7,-9,13
0,0,0,0.28282830119133,9,-9,5
0,0,0,0.8894602060318,9,7,40
0,0,0,0.025849299505353,-3,-7,5
0,0,0,0.4591304063797,-7,-7,11
0,0,0,0.0582264997065067,10,-7,28
0,0,0,0.119520299136639,-7,-9,28
0,0,0,0.257901012897491,3,-7,20
0,0,0,0.0948363989591599,-7,-9,9
0,0,0,0.343450397253036,10,-7,17
0,0,0,0.633333325386047,-5,-9,14
0,0,0,0.526835083961487,-7,-7,13
0,0,0,0.304621785879135,10,-10,27
0,0,0,0.716803789138794,0,-9,18
0,0,0,0.793650686740875,10,-7,23
0,0,0,0.923288524150848,8,-9,33
0,0,0,0.0419781990349293,5,-6,31
0,0,0,0.273416608572006,-8,-9,6
0,0,1,0.0856797024607658,10,10,21
0,0,0,0.550206780433655,0,-2,42
0,0,0,0.114064700901508,8,-7,41
0,0,1,0.595335185527802,-7,-7,3
0,0,0,0.0371449999511242,-5,-9,1
0,0,0,0.190946102142334,3,-9,15
0,0,0,0.0201818998903036,1,-8,1
0,0,0,0.945295512676239,10,-7,11
0,0,0,0.846110105514526,10,7,11
0,0,0,0.10528489947319,10,5,16
0,0,0,0.856407582759857,-7,-9,26
0,0,0,0.838807284832,0,-9,46
0,0,0,0.57724142074585,9,-3,10
0,0,0,0.417959600687027,-9,-9,6
0,0,0,0.0356400012969971,8,-7,12
0,1,0,0.0046637998893857,0,-7,16
0,0,0,0.188060894608498,10,-7,37
0,0,0,0.149197697639465,10,-3,6
0,0,0,0.134533196687698,-7,-9,13
0,0,0,0.702037870883942,10,2,45
0,0,0,0.429101288318634,-5,-7,34
0,0,0,0.933163821697235,4,2,8
0,0,0,0.481927812099457,-7,-8,12
0,0,0,0.0565237998962402,9,-7,7
0,0,0,0.120069697499275,9,7,14
0,0,0,0.109434001147747,9,5,4
0,0,0,0.616472125053406,10,5,23
0,0,0,0.0659255012869835,4,-10,15
0,0,0,0.472171306610107,-7,-8,18
0,1,0,0.0263168998062611,10,5,18
0,0,0,0.838881313800812,10,10,31
0,0,0,0.828528881072998,8,-5,3
0,0,0,0.751955926418304,10,-7,27
0,1,0,0.0489007011055946,3,-7,12
0,0,0,0.174879804253578,-3,-7,14
0,0,0,0.832957088947296,-6,-9,6
0,0,0,0.519404172897339,10,-7,25
0,0,0,0.0645885020494461,-7,-8,21
0,0,0,0.347343295812607,-7,-9,15
0,0,0,0.100639797747135,-9,-10,9
0,0,0,0.809700608253479,8,8,45
0,0,0,0.835721611976624,2,-4,1
0,0,0,0.808471381664276,10,-7,24
0,0,0,0.0449684001505375,-7,-7,11
0,0,0,0.0274145994335413,10,-10,3
0,0,0,0.355586796998978,-7,-9,22
0,0,0,0.494203597307205,7,-9,44
0,0,0,0.0543236993253231,10,-9,34
0,0,0,0.108148001134396,0,-10,18
0,0,0,0.171356692910194,-7,-9,24
0,0,0,0.72827798128128,-3,-9,8
0,0,0,0.8924999833107,2,-7,15
0,0,0,0.249097496271133,10,-7,3
0,0,0,0.788671016693115,-1,-7,13
0,0,0,0.0130783002823591,10,-6,10
0,0,0,0.309848994016647,-6,-9,5
0,0,0,0.238863006234169,-5,-7,32
0,0,0,0.306537210941315,10,-7,26
0,0,0,0.137621194124222,8,-7,31
0,0,0,0.0222139004617929,-7,-8,13
0,0,0,0.382435590028763,7,-7,9
0,0,0,0.472813189029694,-7,-7,12
0,1,0,0.604128003120422,8,-7,21
0,0,0,0.303626507520676,10,6,12
0,0,0,0.0368948988616467,10,-6,21
0,0,0,0.234843403100967,-2,-9,19
0,0,0,0.346715301275253,-2,-9,1
0,0,0,0.163679003715515,7,-4,40
0,0,0,0.985472202301025,9,-7,30
0,0,0,0.765603303909302,-8,-9,15
0,0,0,0.134445294737816,9,-7,23
0,0,0,0.399636387825012,10,-10,11
0,0,0,0.128167703747749,5,-10,7
0,0,0,0.770918488502502,-3,-9,19
0,0,0,0.758333325386047,10,-9,16
0,0,0,0.787562787532806,-7,-9,24
0,0,0,0.238545402884483,10,-5,1
0,0,0,0.64353609085083,10,-8,1
0,1,0,0.0111424997448921,10,-5,3
0,0,0,0.237061694264412,-7,-9,25
0,0,0,0.0682552978396416,-4,-7,6
0,0,0,0.985892474651337,10,9,34
0,0,0,0.0155197000131011,10,-3,14
0,0,0,0.393724292516708,5,3,21
0,0,0,0.936415076255798,1,-7,25
0,0,0,0.623639225959778,-7,-8,25
0,0,0,0.116428300738335,-7,-9,24
0,0,0,0.156188994646072,-7,-9,12
0,0,0,0.452049285173416,10,-7,34
0,0,0,0.924286425113678,-7,-7,23
0,0,0,0.0547058992087841,8,-7,4
0,0,0,0.84169888496399,-7,-7,13
0,1,0,0.0181159991770983,5,-1,21
0,0,0,0.0741897970438004,-9,-9,17
0,0,0,0.137767404317856,9,7,18
0,0,0,0.784583628177643,-6,-7,14
0,0,0,0.1208570972085,6,-4,28
0,0,0,0.0925128012895584,-7,-9,4
0,0,0,0.0551356002688408,-7,-9,14
0,0,0,0.261086195707321,10,-7,17
0,0,0,0.0277559999376535,9,8,14
0,0,0,0.273873090744019,10,9,25
0,0,0,0.969708919525146,-7,-7,27
0,0,0,0.272435188293457,10,-7,28
0,0,0,0.0973474010825157,10,-7,20
0,0,0,0.267352193593979,3,-9,21
0,0,0,0.203703805804253,10,-6,9
0,0,0,0.0754071027040482,1,-7,27
0,0,0,0.134302496910095,10,4,4
0,0,0,0.612935125827789,10,-10,9
0,0,0,0.434350103139877,4,-9,5
0,0,0,0.711610615253448,10,-3,2
0,1,0,0.00170270004309714,10,-6,26
0,0,0,0.967307686805725,10,10,1
0,0,0,0.583425402641296,-7,-7,21
0,0,0,0.0461842007935047,8,1,27
0,0,0,0.507660925388336,9,-1,41
0,0,0,0.235439896583557,-7,-9,17
0,0,0,0.563755393028259,-5,-9,21
0,0,0,0.178083494305611,7,3,18
0,0,0,0.325438588857651,10,-9,23
0,0,0,0.395112007856369,10,-7,20
0,0,0,0.111798502504826,-7,-9,7
0,0,1,0.0868439972400665,7,-3,37
0,1,0,0.00107670004945248,10,10,17
0,0,0,0.697053015232086,4,-7,17
0,0,0,0.703601121902466,-7,-8,8
0,0,0,0.230411097407341,10,10,25
0,0,0,0.810650825500488,10,5,9
0,0,0,0.928813576698303,7,-6,37
0,0,0,0.0303279999643564,8,-7,2
0,0,0,0.137459203600883,10,2,14
0,0,0,0.0265542007982731,10,6,46
0,0,0,0.0701396018266678,10,0,12
0,0,0,0.830314576625824,10,-7,39
0,0,0,0.938963115215302,10,8,41
0,0,1,0.217929095029831,-2,-7,23
0,0,0,0.105354897677898,-5,-7,14
0,0,0,0.749989688396454,-7,-8,26
0,0,0,0.0243685003370047,10,-7,20
0,0,0,0.08160699903965,10,-7,7
0,0,0,0.275802493095398,8,-7,2
0,1,0,0.0104419002309442,4,-8,8
0,0,0,0.293370991945267,10,-6,24
0,0,0,0.209198400378227,4,-10,7
0,0,0,0.171192303299904,4,-5,16
0,0,0,0.102226696908474,-9,-9,11
0,0,0,0.0197075996547937,10,9,2
0,0,0,0.724205493927002,10,5,36
0,0,0,0.829568684101105,4,-3,21
0,0,0,0.890301287174225,10,8,11
0,0,0,0.80069237947464,10,-7,4
0,0,0,0.223667100071907,-8,-8,15
0,1,0,0.132600098848343,10,8,29
0,1,0,0.00921500008553267,10,-7,20
0,0,0,0.878254175186157,10,10,8
0,0,0,0.484143704175949,10,-5,13
0,0,0,0.618288397789001,-5,-7,14
0,0,0,0.363718897104263,10,10,38
0,0,0,0.473498195409775,-7,-7,18
0,0,0,0.4339359998703,-5,-6,27
0,0,0,0.0765013992786407,-7,-9,20
0,0,0,0.561824679374695,-4,-8,22
0,0,0,0.176487296819687,10,-5,15
0,0,0,0.69192761182785,-7,-9,15
0,0,0,0.193801194429398,-5,-8,8
0,0,0,0.991146206855774,10,5,19
0,0,0,0.0573173016309738,-6,-8,7
0,0,0,0.126542299985886,-7,-9,34
0,0,0,0.0385027006268501,9,8,8
0,0,0,0.132943704724312,10,-8,8
0,0,0,0.633712112903595,10,8,44
0,0,0,0.0152380000799894,10,-6,45
0,0,0,0.0739685967564583,-7,-10,21
0,0,0,0.411340087652206,10,10,9
0,0,0,0.602660894393921,-6,-7,27
0,0,0,0.157744601368904,8,-7,15
0,1,0,0.00160610000602901,-6,-7,26
0,0,0,0.101605698466301,7,-7,8
0,0,0,0.873796880245209,6,-7,20
0,0,0,0.42839041352272,7,-7,13
0,0,0,0.329949289560318,10,-2,15
0,0,0,0.04176190122962,3,-7,7
0,0,0,0.072621501982212,10,-9,14
0,0,0,0.297263503074646,3,-9,15
0,0,0,0.29925799369812,5,-9,17
0,0,0,0.935746610164642,-7,-9,30
0,0,0,0.0280181001871824,10,-6,23
0,0,0,0.485337287187576,10,10,15
0,0,0,0.022095400840044,10,-1,7
0,0,0,0.171707302331924,9,-8,19
0,0,0,0.0107763996347785,-5,-7,3
0,0,0,0.551784574985504,10,-7,4
0,0,0,0.447442501783371,9,-9,32
0,0,0,0.0218605995178223,10,-7,11
0,0,0,0.0517223998904228,7,-7,26
0,0,0,0.310447692871094,-7,-7,22
0,0,0,0.49281120300293,10,10,32
0,0,0,0.0407522991299629,10,-9,15
0,0,0,0.610430121421814,8,-10,38
0,0,0,0.592117309570312,0,-3,25
0,0,0,0.782407402992249,3,-7,8
0,0,0,0.893203973770142,-6,-6,17
0,0,0,0.240340605378151,10,0,4
0,0,0,0.975485622882843,10,-7,41
0,0,0,0.599104285240173,-7,-9,24
0,0,0,0.182577103376389,7,5,8
0,1,0,0.00995520036667585,10,8,0
0,0,0,0.442906588315964,10,2,19
0,0,0,0.407095700502396,10,-7,12
0,0,0,0.0891088992357254,-5,-5,5
0,0,0,0.639754474163055,4,-7,34
0,0,0,0.29142639040947,-7,-9,9
0,1,0,0.0128744002431631,-7,-8,5
0,0,0,0.0530008003115654,9,-7,18
0,0,0,0.0291156992316246,10,-7,19
0,0,0,0.233492895960808,-2,-8,19
0,0,0,0.0800774991512299,-7,-10,28
0,0,0,0.711236774921417,-7,-9,27
0,1,0,0.104324698448181,8,5,14
0,0,0,0.280015289783478,7,-8,5
0,1,0,0.0786219015717506,10,-7,24
0,0,0,0.156171306967735,-7,-7,16
0,0,0,0.0439560003578663,-7,-8,18
0,0,0,0.458583503961563,-6,-9,10
0,0,0,0.771512985229492,1,-1,17
0,0,0,0.718638122081757,-7,-9,28
0,0,0,0.150017499923706,-9,-9,2
0,0,0,0.355826705694199,10,-7,2
0,0,0,0.185039401054382,5,-1,9
0,0,0,0.201271206140518,10,-7,7
0,0,0,0.975745022296906,5,-9,22
0,0,0,0.52640837430954,7,-7,1
0,0,0,0.604506611824036,10,-9,28
0,0,0,0.588921308517456,-8,-9,1
0,0,0,0.141930595040321,-7,-7,10
0,0,0,0.575766086578369,5,-4,9
0,0,0,0.0897684022784233,10,-7,32
0,0,0,0.412348389625549,7,7,9
0,0,0,0.226290494203568,10,-9,17
0,0,0,0.0194643996655941,8,-9,23
0,0,0,0.064361497759819,-7,-9,8
0,0,1,0.840508818626404,-7,-8,3
0,0,0,0.285625904798508,-5,-7,24
0,0,0,0.453905701637268,8,4,0
0,0,0,0.408080786466599,-6,-7,18
0,0,0,0.932995796203613,8,-7,36
0,0,0,0.701475620269775,10,-2,42
0,0,0,0.0409882999956608,-7,-7,26
0,0,0,0.528730571269989,8,-1,12
0,0,0,0.0258138999342918,1,-7,6
0,0,0,0.226401001214981,10,1,36
0,0,0,0.0984333977103233,-3,-6,36
0,0,0,0.400000005960464,-5,-10,8
0,0,0,0.818389892578125,-3,-9,5
0,0,0,0.0291070993989706,-7,-7,15
0,0,0,0.925502300262451,10,5,17
0,0,0,0.0410985983908176,2,-7,18
0,0,0,0.899595081806183,-3,-7,1
0,0,0,0.482846289873123,10,-9,2
0,0,0,0.734446227550507,-5,-7,27
0,0,0,0.0854272022843361,6,-9,12
0,0,0,0.749211370944977,1,-6,31
0,0,0,0.0822898000478745,10,-7,11
0,0,0,0.553956925868988,10,-7,22
0,0,0,0.441666692495346,10,10,13
0,0,0,0.476142406463623,10,-7,14
0,0,0,0.0182672999799252,10,-7,23
0,0,0,0.865435421466827,10,-7,12
0,0,0,0.256862312555313,10,-7,46
0,0,0,0.553012490272522,-7,-9,8
0,0,0,0.103465802967548,10,7,2
0,0,0,0.803266823291779,-5,-7,29
0,0,0,0.0112915001809597,10,9,9
0,0,0,0.193851694464684,-7,-8,27
0,0,0,0.0438292995095253,-2,-10,24
0,0,0,0.730073690414429,7,-3,10
0,0,0,0.111225500702858,8,-7,5
0,0,0,0.142600893974304,5,-1,10
0,0,0,0.363636404275894,10,-10,15
0,0,0,0.605177998542786,5,5,14
0,0,0,0.923455476760864,8,-9,40
0,0,0,0.334137409925461,10,-7,18
0,0,0,0.69013237953186,9,9,19
0,0,1,0.110763296484947,1,-6,10
0,0,0,0.00716400006785989,10,-9,11
0,0,0,0.0649681016802788,-5,-8,4
0,0,0,0.00989209953695536,9,-10,23
0,1,0,0.0148459998890758,6,-7,28
0,0,0,0.452065497636795,8,-4,5
0,0,0,0.0404792986810207,10,-7,13
0,0,0,0.236779302358627,10,-9,19
0,0,0,0.96226418018341,-7,-10,17
0,0,0,0.409041196107864,-7,-10,31
0,0,0,0.549450516700745,10,5,0
0,0,0,0.324942797422409,10,-7,10
0,0,1,0.533607006072998,-7,-7,23
0,0,0,0.0480615012347698,-4,-7,18
0,1,0,0.127219200134277,9,-9,12
0,0,0,0.684639811515808,10,-3,6
0,0,0,0.094639502465725,-7,-9,12
0,0,0,0.0430609993636608,4,-7,36
0,0,0,0.92981618642807,-2,-7,28
0,0,0,0.89916968345642,-7,-9,9
0,0,1,0.0340880006551743,9,-7,8
0,0,0,0.0846714973449707,1,-10,3
0,0,0,0.453333407640457,-7,-7,20
0,0,0,0.00883440021425486,10,-9,13
0,0,0,0.125773698091507,-4,-9,22
0,0,1,0.422421306371689,10,-7,10
0,0,0,0.978723406791687,6,-9,22
0,0,0,0.113646596670151,10,-5,5
0,0,0,0.508023917675018,10,-9,17
0,0,0,0.186234802007675,-6,-8,8
0,0,0,0.439661592245102,5,4,30
0,0,0,0.0928881987929344,10,10,30
0,1,0,0.848074197769165,10,-4,32
0,0,0,0.0333166010677814,10,-5,0
0,0,0,0.104930497705936,7,-7,1
0,0,0,0.0104262996464968,10,10,22
0,0,0,0.288429707288742,5,-5,10
0,0,0,0.105860099196434,10,4,1
0,0,0,0.564218521118164,7,-7,1
0,0,0,0.594694077968597,9,-7,3
0,0,1,0.85447758436203,0,-8,20
0,1,0,0.121791400015354,10,-7,8
0,0,0,0.742951929569244,-5,-8,4
0,0,0,0.220113903284073,-4,-9,1
0,0,0,0.23726199567318,-7,-7,36
0,0,0,0.243553906679153,2,-7,8
0,0,0,0.261875301599503,10,6,34
0,0,0,0.459193110466003,-7,-9,37
0,0,0,0.150605604052544,10,-3,1
0,0,0,0.997737526893616,10,-5,36
0,0,1,0.05806640163064,5,-5,4
0,0,0,0.391642302274704,10,-7,23
0,0,0,0.436062604188919,-5,-7,7
0,0,0,0.00707919988781214,10,-9,24
0,0,0,0.0386015996336937,10,-7,42
0,0,0,0.694441795349121,4,-7,31
0,0,0,0.214168101549149,10,1,16
0,0,0,0.314375996589661,9,-7,18
0,0,0,0.0665663033723831,10,-5,7
0,0,0,0.00733090005815029,10,4,7
0,0,0,0.563591003417969,-7,-9,4
0,0,0,0.00576409976929426,10,8,21
0,1,0,0.00266089988872409,-6,-7,33
0,0,0,0.175395801663399,10,-7,18
0,0,0,0.558684587478638,-7,-7,15
0,0,0,0.262781709432602,10,7,7
0,0,0,0.872499823570251,7,-10,23
0,0,0,0.42211988568306,4,-7,12
0,0,0,0.149375095963478,3,-7,9
0,0,0,0.362697005271912,9,4,11
0,0,0,0.0383120998740196,10,9,24
0,0,0,0.098520003259182,10,-7,16
0,0,0,0.341391891241074,2,-7,18
0,0,0,0.455153197050095,-6,-8,27
0,0,0,0.609813809394836,8,-9,15
0,0,0,0.313178300857544,-6,-6,6
0,0,0,0.117849200963974,-4,-7,32
0,0,0,0.15078230202198,-7,-9,37
0,0,0,0.512479186058044,8,-7,41
0,0,0,0.0768008008599281,8,-7,18
0,0,0,0.136122092604637,-5,-7,4
0,0,0,0.215784803032875,10,-10,20
0,0,0,0.922330021858215,-6,-10,16
0,0,0,0.216165095567703,-7,-8,12
0,0,0,0.00626900000497699,9,-8,18
0,0,0,0.474758297204971,-7,-8,2
0,0,0,0.0895394012331963,-7,-9,9
0,1,0,0.0078651001676917,10,-7,4
0,0,0,0.866484999656677,10,-7,22
0,0,0,0.513640582561493,4,-7,11
0,0,0,0.817902624607086,-1,-7,8
0,0,0,0.167069405317307,-7,-7,11
0,0,0,0.930692970752716,-7,-8,20
0,0,0,0.221173495054245,10,-10,14
0,0,0,0.0736761018633842,-7,-10,14
0,0,0,0.562726616859436,8,-10,4
0,0,0,0.0920227989554405,10,-8,39
0,0,0,0.331034511327744,-7,-7,6
0,1,0,0.0243890006095171,10,-7,31
0,0,0,0.00959530007094145,10,10,5
0,0,0,0.471508413553238,10,-7,24
0,0,0,0.559761822223663,10,-9,24
0,0,0,0.402925491333008,-7,-9,29
0,0,0,0.361545294523239,-7,-9,14
0,0,0,0.593794286251068,9,-7,20
0,0,0,0.498333305120468,8,-8,23
0,0,0,0.0459291003644466,10,-2,10
0,1,0,0.00311339995823801,-7,-8,13
0,0,0,0.565244317054749,4,-7,2
0,0,0,0.759731113910675,10,-7,34
0,0,0,0.978723406791687,8,-7,13
0,0,0,0.922141075134277,-1,-9,9
0,0,0,0.249238401651382,9,-7,18
0,0,0,0.033644899725914,10,9,33
0,0,0,0.123665496706963,-1,-7,27
0,0,0,0.222869396209717,5,-5,6
0,0,0,0.140217393636703,-7,-9,23
0,0,0,0.498148798942566,5,-9,20
0,0,0,0.26695591211319,10,-6,41
0,0,0,0.104806900024414,-3,-7,31
0,0,0,0.0145242996513844,10,-7,3
0,0,0,0.634182870388031,-2,-4,9
0,1,0,0.0117533002048731,10,-7,9
0,0,0,0.392248600721359,6,-9,10
0,0,0,0.883062720298767,-8,-10,35
0,0,0,0.085018202662468,10,4,21
0,0,0,0.496487110853195,-9,-9,8
0,0,0,0.0160642992705107,9,-9,13
0,0,0,0.0154934003949165,10,10,12
0,0,0,0.825316429138184,-6,-7,19
0,0,0,0.0835041999816895,10,-6,4
0,0,0,0.084041602909565,10,-9,1
0,0,0,0.293729394674301,10,-8,3
0,0,0,0.697336614131927,10,2,2
0,0,0,0.730715274810791,-7,-8,8
0,0,0,0.469135791063309,9,-7,7
0,0,0,0.77969741821289,10,1,17
0,0,0,0.0481868013739586,-7,-7,26
0,0,0,0.0992418974637985,10,0,20
0,0,0,0.023259000852704,10,-9,15
0,0,0,0.460063308477402,-7,-7,35
0,0,0,0.46366411447525,6,-9,8
0,0,0,0.0456029996275902,10,-7,35
0,0,0,0.320373296737671,10,-8,27
0,0,0,0.609765827655792,-1,-7,19
0,0,0,0.0351230017840862,10,10,22
0,0,0,0.297063887119293,-6,-9,2
0,0,0,0.072477899491787,-7,-10,7
0,0,0,0.769605994224548,7,4,15
0,0,0,0.372950792312622,10,-7,17
0,1,0,0.373304814100266,8,-10,24
0,0,0,0.0153753999620676,10,-9,3
0,0,0,0.090338297188282,10,-4,12
0,0,0,0.448598086833954,5,-9,19
0,0,0,0.0260860007256269,10,-8,21
0,0,0,0.543585121631622,10,-10,40
0,0,0,0.106653496623039,-3,-9,23
0,0,0,0.125999301671982,8,7,45
0,0,0,0.0751425996422768,4,-10,3
0,1,1,0.00148640002589673,-7,-8,8
0,0,0,0.168116003274918,9,-8,4
0,0,0,0.310850501060486,-4,-9,9
0,1,0,0.000653899973258376,10,10,42
0,0,0,0.0165199004113674,10,-3,9
0,0,0,0.227044194936752,10,10,42
0,0,0,0.731810212135315,-9,-10,9
0,0,0,0.625,10,7,5
0,0,0,0.00255759991705418,9,8,23
0,0,0,0.279331386089325,10,-5,8
0,0,0,0.024065999314189,-7,-7,6
0,0,0,0.54364800453186,10,10,46
0,0,0,0.0220941007137299,10,7,14
0,0,0,0.19769249856472,4,-9,17
0,0,0,0.0413548983633518,10,-6,25
0,0,0,0.670599579811096,10,-9,14
0,0,0,0.696369588375092,-7,-7,24
0,0,0,0.552742600440979,3,-6,19
0,0,0,0.304643303155899,5,-8,17
0,0,0,0.081401601433754,10,2,7
0,0,0,0.183935895562172,10,-1,20
0,0,0,0.876142978668213,5,-7,17
0,0,0,0.428429394960403,10,-6,5
0,0,0,0.287488907575607,10,-1,8
0,0,0,0.192803993821144,8,-9,21
0,0,0,0.0250243004411459,-6,-7,6
0,0,0,0.0978593975305557,-7,-8,24
0,0,0,0.345724195241928,-7,-7,20
0,0,0,0.545776188373566,9,-7,20
0,1,0,0.537613689899445,10,-8,1
0,0,0,0.209530398249626,8,6,27
0,0,0,0.0400944016873837,-5,-7,29
0,0,0,0.980113625526428,1,-7,30
0,0,0,0.297385603189468,-2,-8,8
0,0,0,0.222080901265144,10,-7,6
0,0,0,0.0714157000184059,-7,-7,17
0,0,0,0.0912258997559547,10,-6,23
0,0,0,0.149702697992325,-5,-7,16
0,1,0,0.0038842000067234,-7,-7,17
0,0,0,0.0613095983862877,-7,-8,19
0,0,0,0.169083803892136,-7,-7,10
0,0,0,0.048480000346899,4,-7,26
0,0,0,0.26354318857193,-7,-8,32
0,0,0,0.00813359953463078,9,-7,13
0,0,0,0.803758978843689,-6,-7,30
0,0,0,0.750885486602783,-7,-9,14
0,0,0,0.705159306526184,10,-10,11
0,0,0,0.207413896918297,9,-10,28
0,0,0,0.371325314044952,-7,-9,40
0,0,0,0.632970094680786,-7,-7,19
0,0,0,0.0107832001522183,10,-6,12
0,1,0,0.0318786986172199,10,-9,28
0,0,0,0.988703787326813,10,-10,22
0,0,0,0.87951797246933,10,-7,26
0,0,0,0.368421107530594,8,-10,25
0,0,0,0.995284676551819,1,-7,23
0,0,0,0.593315780162811,9,-3,8
0,0,0,0.158960893750191,10,2,28
0,0,0,0.0492690987884998,0,-7,27
0,0,0,0.207313403487206,-7,-8,14
0,0,0,0.261904686689377,10,-8,5
0,0,0,0.0272394008934498,10,-7,1
0,0,0,0.190164804458618,10,-9,33
0,0,0,0.577622413635254,10,0,5
0,0,0,0.0162020996212959,10,-7,9
0,0,0,0.149684906005859,-7,-10,13
0,0,0,0.675958216190338,7,-7,28
0,1,0,0.0154932998120785,8,-8,8
0,0,1,0.404663413763046,-7,-7,24
0,0,0,0.553931176662445,-7,-9,30
0,0,0,0.0119097996503115,1,-7,7
0,0,0,0.722381591796875,9,5,22
0,0,0,0.283168792724609,9,-9,35
0,0,0,0.398791611194611,-7,-7,20
0,1,0,0.0211165007203817,10,-7,13
0,1,0,0.0544332005083561,10,10,32
0,0,0,0.627386927604675,10,-9,24
0,0,0,0.091531403362751,10,-9,5
0,0,0,0.19055700302124,-7,-8,37
0,1,0,0.00224109995178878,-7,-7,27
0,1,0,0.0857381969690323,-7,-8,0
0,0,0,0.0533982999622822,9,-7,31
0,0,0,0.0468965992331505,9,-7,19
0,0,1,0.0991735011339188,10,8,40
0,0,0,0.0580864995718002,-7,-10,3
0,1,0,0.966116487979889,10,-7,4
0,0,0,0.357727289199829,2,-7,42
0,0,0,0.484979391098022,7,-7,37
0,0,0,0.998352587223053,-5,-9,14
0,0,0,0.137309700250626,9,-7,15
0,1,0,0.0418614000082016,10,8,28
0,0,0,0.96532118320465,10,-7,26
0,0,0,0.00381059991195798,10,9,7
0,0,0,0.168580904603004,-7,-7,8
0,0,0,0.0154189998283982,9,-7,2
0,0,0,0.18025030195713,9,-1,26
0,0,0,0.40872049331665,8,-10,37
0,0,0,0.0760162994265556,-7,-8,28
0,0,0,0.150141596794128,8,-7,46
0,0,0,0.131455406546593,10,-9,23
0,0,0,0.655476987361908,10,-7,27
0,1,0,0.00460339989513159,10,8,38
0,0,0,0.0167920999228954,10,-9,6
0,0,0,0.143198102712631,10,-8,13
0,0,0,0.63127851486206,-2,-6,21
0,1,0,0.997022688388824,8,7,1
0,0,0,0.799136877059937,8,5,4
0,0,0,0.237714305520058,-2,-7,18
0,0,0,0.114180400967598,9,-9,3
0,0,0,0.93580037355423,8,-9,32
0,0,0,0.152173906564713,10,10,41
0,0,0,0.137599900364876,10,-3,2
0,1,0,0.498148709535599,10,10,2
0,0,0,0.326923102140427,8,2,46
0,0,0,0.617834091186523,10,-7,21
0,0,0,0.64415591955185,8,3,12
0,0,0,0.173055902123451,8,-6,26
0,1,0,0.00782749988138676,8,-8,21
0,0,0,0.0458679981529713,-5,-9,15
0,0,0,0.0527241006493568,8,7,18
0,0,0,0.156513303518295,-6,-7,16
0,0,0,0.34217369556427,-2,-5,44
0,0,0,0.0274998992681503,8,1,32
0,0,0,0.247319102287292,10,-2,9
0,0,0,0.303507387638092,10,1,18
0,0,0,0.174403697252274,9,-8,36
0,0,0,0.0673540979623795,-3,-4,31
0,0,0,0.00989529956132174,-7,-7,12
0,0,0,0.597447216510773,-3,-9,13
0,1,0,0.0342474989593029,10,-9,14
0,0,0,0.158432707190514,-9,-9,21
0,1,0,0.038324099034071,-7,-8,28
0,0,0,0.0826899036765099,9,6,45
0,1,0,0.698085904121399,9,8,41
0,0,0,0.0703821033239365,10,-8,19
0,0,0,0.128449901938438,10,-2,8
0,0,0,0.0363636016845703,10,10,27
0,0,0,0.616489410400391,-6,-7,3
0,0,1,0.855106890201569,-7,-8,25
0,1,0,0.00270060007460415,7,-8,13
0,0,0,0.387556701898575,10,-6,17
0,0,0,0.595392882823944,10,9,34
0,0,0,0.936067581176758,10,-10,2
0,0,0,0.205479502677917,10,9,18
0,0,0,0.669434070587158,10,-7,27
0,0,0,0.269493788480759,-7,-10,12
0,0,0,0.0941656976938248,2,-6,1
0,0,0,0.0434166006743908,5,-7,6
0,0,0,0.201634898781776,10,-10,27
0,0,0,0.03186060115695,10,-9,20
0,1,0,0.0695037990808487,10,-7,19
0,0,0,0.926921606063843,10,-9,41
0,1,0,0.00425990018993616,10,-7,22
0,0,0,0.250957489013672,10,9,43
0,0,0,0.590418517589569,10,-7,26
0,0,0,0.878556609153748,-7,-7,10
0,0,0,0.0400294996798038,3,-7,6
0,0,0,0.293333292007446,0,-7,11
0,0,0,0.140435799956322,10,-7,5
0,0,0,0.0589910000562668,10,2,35
0,0,0,0.127365097403526,10,-5,29
0,1,0,0.00208629993721843,10,-5,6
0,0,0,0.117183402180672,10,9,23
0,0,0,0.591093182563782,8,-7,7
0,1,0,0.00980379991233349,-7,-9,17
0,0,0,0.522569417953491,10,-7,35
0,0,0,0.196078404784203,10,-7,2
0,1,0,0.122211001813412,10,2,7
0,0,0,0.572238028049469,-5,-7,16
0,0,0,0.327596187591553,6,-9,22
0,0,0,0.9276682138443,10,-3,46
0,0,0,0.15151509642601,-6,-7,17
0,0,0,0.418133109807968,10,-4,10
0,1,0,0.0366948992013931,9,-7,0
0,0,0,0.418263107538223,6,4,7
0,0,0,0.0364646017551422,1,-7,12
0,1,0,0.14772030711174,-7,-7,20
0,0,0,0.851288795471191,-6,-7,7
0,0,0,0.516338884830475,10,-8,14
0,0,1,0.19261409342289,-1,-7,26
0,0,0,0.955482125282288,-7,-10,43
0,0,0,0.156053096055984,-1,-9,39
0,0,0,0.614318609237671,10,-6,9
0,0,0,0.391608387231827,8,-9,40
0,0,0,0.788489282131195,10,1,18
0,0,0,0.0580921992659569,-6,-7,30
0,0,0,0.0399530008435249,-7,-9,2
0,0,0,0.144397303462029,-3,-7,5
0,0,0,0.476407110691071,-7,-9,28
0,0,0,0.0430212989449501,-6,-10,11
